Player Name,Receptions,Yards,Average,Long,Touchdowns
Raymond Berry,66,959,14.53,55,14
Tommy McDonald,47,846,18.0,71,10
Lenny Moore,47,846,18.0,71,6
Del Shofner,47,936,19.91,72,7
Jim Mutscheller,44,699,15.89,40,8
Billy Wilson,44,540,12.27,57,4
Frank Gifford,42,768,18.29,77,4
Jim Dooley,41,580,14.15,41,3
Billy Howton,39,510,13.08,36,1
Jon Arnett,38,419,11.03,38,1
Red Phillips,37,541,14.62,64,4
Bob Schnelker,37,714,19.3,66,6
Harlon Hill,36,578,16.06,88,3
Bill Anderson,35,734,20.97,70,6
Bobby Mitchell,35,351,10.03,76,4
Jimmy Orr,35,604,17.26,43,5
Woodley Lewis,34,534,15.71,85,3
Pete Retzlaff,34,595,17.5,45,1
Billy Ray Barnes,32,314,9.81,47,2
Boyd Dowler,32,549,17.16,35,4
Jim Gibbons,31,431,13.9,38,1
Max McGee,30,695,23.17,81,5
Ray Renfro,30,528,17.6,70,6
Leon Clarke,29,453,15.62,60,0
Clarence Peaks,28,209,7.46,23,0
Rick Casares,27,273,10.11,43,2
John David Crow,27,328,12.15,36,4
Gary Knafelc,27,384,14.22,38,4
Alex Webster,27,381,14.11,41,2
Kyle Rote,25,362,14.48,34,4
Jim Brown,24,190,7.92,25,0
Preston Carpenter,24,372,15.5,43,2
Tom Tracy,23,273,11.87,45,5
Darrel Brewster,22,360,16.36,42,2
Hugh McElhenny,22,329,14.95,62,3
Joe Walton,21,317,15.1,41,3
Willard Dewveall,20,420,21.0,76,3
Ollie Matson,18,130,7.22,49,0
Dave Middleton,18,402,22.33,79,2
Jim Podoley,18,282,15.67,48,2
Joe Morrison,17,183,10.76,37,1
R.C. Owens,17,347,20.41,75,3
John Tracey,17,258,15.18,51,0
Buddy Dial,16,428,26.75,68,6
Nick Pietrosante,16,140,8.75,20,0
Bobby Walston,16,279,17.44,40,3
Dick Bielski,15,264,17.6,57,1
Howard Cassady,15,316,21.07,59,4
Paul Hornung,15,113,7.53,19,0
Sonny Randle,15,202,13.47,31,1
Bobby Joe Conrad,14,142,10.14,25,3
Jim Doran,14,191,13.64,23,1
Gern Nagler,14,222,15.86,35,2
Alan Ameche,13,129,9.92,30,1
Clyde Conner,13,162,12.46,37,1
Dick James,13,192,14.77,41,1
Larry Krutko,13,100,7.69,27,0
Ray Mathews,13,182,14.0,56,0
Johnny Morris,13,197,15.15,51,2
J.D. Smith,13,133,10.23,21,1
Joe Perry,12,53,4.42,15,0
Ken Webb,12,201,16.75,67,0
Tommy Wilson,12,83,6.92,20,1
Don Bosseler,11,47,4.27,10,0
Terry Barr,10,180,18.0,45,0
Willie Galimore,10,125,12.5,34,2
Joe Marconi,10,81,8.1,80,1
Walt Kowalczyk,9,33,3.67,13,0
Ken MacAfee,9,87,9.67,19,1
Jim Taylor,9,71,7.89,20,2
Bill McColl,8,94,11.75,26,0
Don McIlhenny,8,95,11.88,30,1
Tom Barnett,7,52,7.43,14,1
John Henry Johnson,7,34,4.86,18,1
Phil King,7,98,14.0,35,1
Johnny Olszewski,7,62,8.86,15,0
Jerry Reichow,7,118,16.86,32,1
Jerry Richardson,7,81,11.57,15,3
Mike Sommer,7,111,15.86,56,0
John Carson,6,74,12.33,17,0
Fred Dugan,6,72,12.0,13,0
L.G. Dupre,6,47,7.83,18,1
Theron Sapp,6,47,7.83,13,0
Mel Triplett,6,78,13.0,25,0
Lew Carpenter,5,47,9.4,23,0
Dan Lewis,5,75,15.0,30,0
Perry Richards,5,89,17.8,25,1
Joe Childress,4,73,18.25,52,1
Ken Hall,4,60,15.0,31,1
Mal Hammack,4,69,17.25,20,0
Lamar Lundy,4,74,18.5,26,0
Ed Sutton,4,63,15.75,26,0
Frank Clarke,3,44,14.67,20,0
Leo Elter,3,31,10.33,28,0
Hal Lewis,3,54,18.0,25,0
Lenny Lyles,3,33,11.0,18,0
Jack McClairen,3,46,15.33,20,0
Ed Modzelewski,3,18,6.0,13,1
Dick Haley,2,14,7.0,8,0
Joe Pagliei,2,9,4.5,11,0
Billy Pricer,2,3,1.5,4,0
Pat Summerall,2,32,16.0,21,0
Joe Biscaha,1,5,5.0,5,0
Bill Butler,1,0
Jack Call,1,0,0.0,0,0
Gene Cook,1,43,43.0,43,0
Merrill Douglas,1,17,17.0,17,0
Larry Hickman,1,11,11.0,11,0
Dicky Moegle,1,12,12.0,12,0
Milt Plum,1,20,20.0,20,0
George Scott,1,12,12.0,12,0
Dave Sherer,1,9,9.0,9,0
Clendon Thomas,1,6,6.0,6,0
Y.A. Tittle,1,4,4.0,4,0
A.D. Williams,1,11,11.0,11,0
