Player Name,Receptions,Yards,Average,Long,Touchdowns
Don Hutson,74,1211,16.36,73,17
Pop Ivy,27,259,9.59,18,0
Dante Magnani,24,276,11.5,67,4
Jim Benton,23,345,15.0,45,1
Dick Todd,23,328,14.26,53,5
John Martin,22,312,14.18,69,0
Bob Masterson,22,308,14.0,33,2
Andy Uram,21,420,20.0,64,4
Lou Brock,20,139,6.95,29,1
Al Coppage,20,196,9.8,32,0
Ben Hightower,19,317,16.68,59,3
Ray McLean,19,571,30.05,68,8
Ed Cifers,18,196,10.89,19,1
Steve Lach,18,261,14.5,53,4
Ward Cuff,16,267,16.69,35,2
Fred Meyer,16,324,20.25,60,1
Larry Cabrelli,15,229,15.27,29,1
Bill Fisk,15,177,11.8,27,0
Walt Kichefski,15,189,12.6,26,0
Hugh Gallarneau,14,291,20.79,60,3
Perry Schwartz,13,200,15.38,71,1
Johnny Siegal,13,264,20.31,32,2
Johnny Kovatch,12,90,7.5,15,1
Bill Daddio,11,108,9.82,23,1
Andy Farkas,11,143,13.0,35,2
Tony Canadeo,10,66,6.6,15,0
Merle Hapes,10,79,7.9,16,2
Jim Lee Howell,10,115,11.5,23,0
Wilbur Moore,10,114,11.4,30,2
Hamp Pool,10,321,32.1,64,5
Merl Condit,9,111,12.33,56,0
Ted Fritsch,9,60,6.67,31,0
Marshall Goldberg,9,108,12.0,27,0
Bert Johnson,9,123,13.67,65,2
Ed Justice,9,108,12.0,35,1
Al Krueger,9,65,7.22,19,0
Eddie Rucinski,9,99,11.0,24,1
Ted Williams,9,58,6.44,15,0
George Wilson,9,89,9.89,16,0
Harry Jacunski,8,125,15.63,49,1
Johnny Knolla,8,48,6.0,15,0
Bob McChesney,8,100,12.5,33,1
Joe Stringfellow,8,89,11.13,20,0
Len Supulski,8,149,18.63,41,1
Don Looney,7,59,8.43,14,1
Vern Martin,7,64,9.14,24,1
Joel Mason,7,86,12.29,19,0
Ernie Steele,7,114,16.29,36,1
Will Walls,7,192,27.43,60,2
Neal Adams,6,87,14.5,24,3
Lloyd Cheatham,6,29,4.83,11,1
Harry Clarke,6,131,21.83,49,2
Bob Davis,6,93,15.5,48,1
Ray Ebli,6,83,13.83,31,0
Joe Gibson,6,79,13.17,19,0
Len Janiak,6,51,8.5,19,1
Joe Laws,6,96,16.0,28,1
Bill Lazetich,6,65,10.83,49,1
Don Lieberum,6,65,10.83,30,0
Bob Nowaskey,6,128,21.33,29,0
Ray Riddick,6,104,17.33,24,1
Chuck Sample,6,35,5.83,10,1
Curt Sandig,6,103,17.17,38,0
Johnny Wilson,6,113,18.83,45,1
Emil Banjavic,5,50,10.0,18,1
Lloyd Cardwell,5,135,27.0,51,0
Dick Erdlitz,5,78,15.6,42,0
Ray Hare,5,57,11.4,27,0
George Platukis,5,64,12.8,22,1
Bobby Robertson,5,61,12.2,26,0
Mickey Sanzotta,5,16,3.2,12,0
Paul Szakash,5,53,10.6,21,0
Charlie Behan,4,63,15.75,25,0
Connie Mack Berry,4,29,7.25,16,0
Tom Brown,4,69,17.25,30,0
Bill Callihan,4,48,12.0,17,0
Bill Combs,4,44,11.0,19,1
Dutch Elston,4,58,14.5,18,0
Herman Hodges,4,74,18.5,40,0
Pug Manders,4,53,13.25,22,0
John Petty,4,53,13.25,16,0
Bob Priestley,4,47,11.75,15,0
Lou Tomasetti,4,22,5.5,8,0
Alex Wojciechowicz,4,44,11.0,13,0
Len Barnum,3,54,18.0,32,0
Tony Bova,3,37,12.33,17,0
Elmer Hackney,3,22,7.33,12,0
Cece Hare,3,35,11.67,33,1
Gran Harrison,3,21,7.0,9,0
Johnny Lascari,3,38,12.67,15,1
Charley Malone,3,29,9.67,10,0
Ned Mathews,3,38,12.67,20,0
Dean McAdams,3,11,3.67,8,0
Frank Morris,3,24,8.0,17,0
Dick Riffle,3,50,16.67,31,0
Bob Seymour,3,20,6.67,12,0
Lee Shaffer,3,20,6.67,10,0
Rhoten Shetley,3,19,6.33,10,1
Gaylon Smith,3,61,20.33,33,0
Joe Tofil,3,33,11.0,17,0
Jack Boone,2,58,29.0,43,1
Joe Carter,2,19,9.5,10,1
Russ Cotton,2,58,29.0,41,0
Corby Davis,2,18,9.0,14,0
Murray Evans,2,32,16.0,19,0
Irv Hall,2,18,9.0,14,0
Bob Kahler,2,21,10.5,12,0
Larry Knorr,2,18,9.0,10,0
Frank Liebel,2,51,25.5,29,0
Frank Maznicki,2,17,8.5,16,1
Ray Nolting,2,23,11.5,15,0
Buddy Parker,2,7,3.5,4,0
Warren Plunkett,2,16,8.0,18,0
Milt Popovich,2,21,10.5,12,0
Dom Principe,2,33,16.5,17,0
Bosh Pritchard,2,4,2.0,4,0
Harry Seltzer,2,23,11.5,16,0
Jack Stackpool,2,59,29.5,39,0
Wendell Butcher,1,16,16.0,16,0
Gerry Courtney,1,1,1.0,1,0
Bill Dudley,1,24,24.0,24,0
Don Eliason,1,36,36.0,36,0
Gary Famiglietti,1,12,12.0,12,0
Bill Geyer,1,22,22.0,22,0
George Gonda,1,7,7.0,7,0
Frank Grigonis,1,17,17.0,17,0
Johnny Hall,1,42,42.0,42,0
Tuffy Leemans,1,0
Al Owen,1,20,20.0,20,0
John Petchel,1,16,16.0,16,0
Keith Ranspot,1,25,25.0,25,1
Perry Scott,1,7,7.0,7,0
Bob Titchenal,1,7,7.0,7,0
Andy Tomasic,1,27,27.0,27,0
John Woudenberg,1,0
