Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Dick Absher,8,1,7,7.0,7,0,--,--
Doug Adams,14,3,44,14.67,19,0,--,--
Willie Alexander,14,1,16,16.0,16,0,--,--
Chuck Allen,12,1,15,15.0,15,0,--,--
Nate Allen,14,1,4,4.0,4,0,--,--
Dick Anderson,14,3,34,11.33,22,0,--,--
Ralph Anderson,14,3,68,22.67,41,0,--,--
Billy Andrews,14,1,4,4.0,4,0,--,--
Pete Athas,14,4,11,2.75,9,0,--,--
Al Atkinson,13,1,7,7.0,7,0,--,--
Bob Atkins,14,2,37,18.5,34,0,--,--
George Atkinson,14,4,37,9.25,23,0,--,--
Charlie Babb,14,1,24,24.0,24,0,--,--
Bob Babich,14,2,9,4.5,9,0,--,--
Ralph Baker,10,2,0,0.0,0,0,--,--
Lem Barney,14,3,88,29.33,64,0,--,--
Pete Barnes,14,1,9,9.0,9,0,--,--
Mike Bass,14,3,53,17.67,29,0,--,--
Ed Beard,14,1,10,10.0,10,0,--,--
Chuck Beatty,8,2,16,8.0,16,0,--,--
Al Beauchamp,14,1,8,8.0,8,0,--,--
Joe Beauchamp,14,6,96,16.0,47,1,--,--
Bobby Bell,14,3,56,18.67,61,1,--,--
Dick Blanchard,14,1,20,20.0,20,0,--,--
Mel Blount,14,3,75,25.0,34,0,--,--
Bill Bradley,14,9,73,8.11,21,0,--,--
Bob Briggs,13,1,16,16.0,16,0,--,--
Otto Brown,13,1,2,2.0,2,0,--,--
Ray Brown,14,2,46,23.0,46,0,--,--
Willie Brown,14,4,26,6.5,13,0,--,--
Ross Brupbacher,14,1,11,11.0,11,0,--,--
Bobby Bryant,14,4,82,20.5,34,0,--,--
Willie Buchanon,14,4,62,15.5,26,0,--,--
Doug Buffone,14,1,0,0.0,0,0,--,--
John Bunting,14,1,45,45.0,45,0,--,--
Nick Buoniconti,14,2,17,8.5,10,0,--,--
Dick Butkus,14,2,19,9.5,14,0,--,--
Lee Roy Caffey,12,1,4,4.0,4,0,--,--
Jim Carter,14,1,0,0.0,0,0,--,--
Larry Carwell,14,1,0,0.0,0,0,--,--
Tommy Casanova,14,5,108,21.6,33,0,--,--
John Charles,13,2,6,3.0,6,0,--,--
Al Clark,14,1,18,18.0,18,0,--,--
Tony Cline,14,1,11,11.0,11,0,--,--
Dan Conners,14,1,0,0.0,0,0,--,--
