Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Donnie Abraham,16,5,16,3.2,16,0,0.0,0.0
Kevin Abrams,15,1,29,29.0,29,0,2.0,15.0
Sam Adams,16,0,0,0.0,0,0,7.0,41.0
Ray Agnew,15,0,0,0.0,0,0,2.0,18.0
Chidi Ahanotu,16,0,0,0.0,0,0,10.0,79.0
Derrick Alexander,14,0,0,0.0,0,0,4.5,26.5
Elijah Alexander,13,1,43,43.0,43,1,1.0,12.0
Eric Allen,16,2,27,13.5,27,0,0.0,0.0
Ashley Ambrose,16,3,56,18.67,29,0,1.0,10.0
Antonio Anderson,16,0,0,0.0,0,0,2.0,11.5
Darren Anderson,11,1,55,55.0,55,1,2.0,23.0
Lester Archambeau,16,1,0,0.0,0,0,8.5,62.0
Jessie Armstead,16,2,57,28.5,57,1,3.5,22.0
Trace Armstrong,16,0,0,0.0,0,0,5.5,45.0
Steve Atwater,15,2,42,21.0,22,1,1.0,18.0
Robert Bailey,15,1,0,0.0,0,0,2.0,25.0
Michael Bankston,16,0,0,0.0,0,0,2.0,17.0
Roy Barker,13,0,0,0.0,0,0,5.5,36.5
Tom Barndt,16,0,0,0.0,0,0,2.0,8.0
Micheal Barrow,16,0,0,0.0,0,0,8.5,54.5
Bill Bates,16,0,0,0.0,0,0,1.0,9.0
Aaron Beasley,9,1,5,5.0,5,0,0.0,0.0
Jay Bellamy,16,1,13,13.0,13,0,2.0,15.0
Myron Bell,16,1,10,10.0,7,0,1.5,8.5
Jason Belser,16,2,121,60.5,50,1,1.0,7.0
Cornelius Bennett,16,0,0,0.0,0,0,7.0,48.0
Tommy Bennett,13,1,0,0.0,0,0,0.0,0.0
Tony Bennett,6,0,0,0.0,0,0,3.0,13.0
Greg Biekert,16,0,0,0.0,0,0,2.5,21.5
Blaine Bishop,14,0,0,0.0,0,0,1.5,13.5
Robert Blackmon,14,1,2,2.0,2,0,3.0,22.0
Bennie Blades,10,2,11,5.5,11,0,1.0,11.0
Shane Bonham,16,0,0,0.0,0,0,1.0,6.0
Michael Booker,15,3,16,5.33,10,0,0.0,0.0
Vaughn Booker,13,0,0,0.0,0,0,4.0,14.0
Peter Boulware,16,0,0,0.0,0,0,11.5,70.5
Marc Boutte,16,1,10,10.0,10,0,2.0,10.0
Joe Bowden,16,1,9,9.0,9,0,2.5,17.5
Tim Bowens,16,0,0,0.0,0,0,5.0,43.5
Stephen Boyd,16,1,4,4.0,4,0,0.0,0.0
Brant Boyer,16,0,0,0.0,0,0,1.5,3.5
Tony Brackens,15,0,0,0.0,0,0,7.0,48.0
Paul Bradford,15,2,56,28.0,56,1,0.0,0.0
Ronnie Bradford,16,4,9,2.25,9,0,0.0,0.0
David Brandon,4,0,0,0.0,0,0,1.0,13.0
Chad Bratzke,10,0,0,0.0,0,0,3.5,30.0
Tyrone Braxton,16,4,113,28.25,43,1,0.5,0.5
Zack Bronson,16,1,22,22.0,22,0,0.0,0.0
Derrick Brooks,16,2,13,6.5,13,0,1.5,7.0
Chad Brown,15,0,0,0.0,0,0,6.5,43.0
Cornell Brown,16,1,21,21.0,21,0,0.5,1.0
Gilbert Brown,12,0,0,0.0,0,0,3.0,19.5
John Browning,14,0,0,0.0,0,0,4.0,17.5
Reggie Brown,16,2,83,41.5,45,2,2.5,18.0
Aundray Bruce,10,0,0,0.0,0,0,1.0,0.0
Tedy Bruschi,16,0,0,0.0,0,0,4.0,21.0
Junior Bryant,16,0,0,0.0,0,0,2.5,16.0
Ray Buchanan,16,5,49,9.8,31,0,0.0,0.0
Terrell Buckley,16,4,26,6.5,12,0,0.0,0.0
Rob Burnett,15,0,0,0.0,0,0,4.0,36.0
Jeff Burris,14,2,19,9.5,10,0,0.0,0.0
John Burrough,16,0,0,0.0,0,0,1.0,1.0
Sammie Burroughs,16,0,0,0.0,0,0,1.0,5.0
Shane Burton,16,0,0,0.0,0,0,4.0,26.0
Devin Bush,16,1,4,4.0,4,0,0.0,0.0
LeRoy Butler,16,5,4,0.8,2,0,3.0,20.0
Mike Caldwell,16,1,5,5.0,5,0,2.0,9.0
Jesse Campbell,16,1,7,7.0,7,0,0.0,0.0
Chris Canty,16,0,0,0.0,0,0,2.0,16.0
Mark Carrier,16,5,94,18.8,66,0,0.0,0.0
Dale Carter,16,2,9,4.5,9,0,0.0,0.0
Kevin Carter,16,0,0,0.0,0,0,7.5,58.5
Marty Carter,15,1,14,14.0,14,0,1.0,1.0
Tom Carter,16,3,12,4.0,12,0,0.0,0.0
Shante Carver,16,0,0,0.0,0,0,6.0,28.0
Tony Casillas,15,0,0,0.0,0,0,3.0,14.0
Rico Clark,4,1,14,14.0,14,0,0.0,0.0
Willie Clay,16,6,109,18.17,53,1,0.0,0.0
Duane Clemons,13,0,0,0.0,0,0,7.0,33.0
Dexter Coakley,16,1,6,6.0,6,0,2.5,18.5
Marco Coleman,16,1,2,2.0,2,0,2.0,13.0
Marcus Coleman,16,1,24,24.0,24,0,0.0,0.0
Andre Collins,16,0,0,0.0,0,0,3.0,10.0
Todd Collins,15,0,0,0.0,0,0,1.5,5.5
Ferric Collons,5,0,0,0.0,0,0,1.0,1.0
Steve Conley,16,1,0,4.0,25.0
Darion Conner,14,0,0,0.0,0,0,1.5,12.0
Toi Cook,16,0,0,0.0,0,0,1.0,7.0
John Copeland,15,0,0,0.0,0,0,3.0,16.0
Quentin Coryatt,15,2,3,1.5,3,0,2.0,7.0
Chad Cota,16,2,28,14.0,15,0,1.0,25.0
Damien Covington,8,1,6,6.0,6,0,0.5,2.0
Bryan Cox,16,0,0,0.0,0,0,5.0,36.5
Ron Cox,15,0,0,0.0,0,0,1.0,8.0
Henri Crockett,16,0,0,0.0,0,0,2.0,8.0
Ray Crockett,16,4,18,4.5,10,0,0.0,0.0
Brad Culpepper,16,0,0,0.0,0,0,8.5,65.0
Eugene Daniel,9,3,60,20.0,43,0,0.0,0.0
Phillip Daniels,13,0,0,0.0,0,0,4.0,15.0
Don Davey,10,0,0,0.0,0,0,3.0,24.0
Anthony Davis,15,0,0,0.0,0,0,3.5,25.5
Eric Davis,14,5,25,5.0,17,0,0.0,0.0
Travis Davis,16,1,23,23.0,23,0,2.0,15.0
Brian Dawkins,15,3,76,25.33,64,1,0.0,0.0
Richard Dent,15,0,0,0.0,0,0,4.5,32.0
Charles Dimry,15,2,25,12.5,25,0,0.0,0.0
Cris Dishman,16,4,47,11.75,29,1,1.5,10.5
Ernest Dixon,15,0,0,0.0,0,0,0.5,4.0
Gerald Dixon,15,0,0,0.0,0,0,8.5,55.5
Chris Doleman,16,0,0,0.0,0,0,12.0,71.5
Santana Dotson,16,0,0,0.0,0,0,5.5,42.5
