Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Ray Agnew,14,0,0,0.0,0,0,1.0,--
Bruce Alexander,12,1,0,0.0,0,0,0.0,--
Eric Allen,16,4,49,12.25,36,0,0.0,--
Jeff Alm,14,0,0,0.0,0,0,1.0,--
Eddie Anderson,16,3,131,43.67,102,1,1.0,--
Lester Archambeau,16,0,0,0.0,0,0,1.0,--
Trace Armstrong,14,0,0,0.0,0,0,6.5,--
Gene Atkins,16,3,0,0.0,0,0,0.0,--
Steve Atwater,15,2,22,11.0,22,0,1.0,--
Carlton Bailey,16,0,0,0.0,0,0,1.0,--
Robert Bailey,16,3,61,20.33,37,1,0.0,--
Jerry Ball,12,0,0,0.0,0,0,2.5,--
Carl Banks,15,0,0,0.0,0,0,4.0,--
Chip Banks,16,1,3,3.0,3,0,9.0,--
Michael Bankston,16,0,0,0.0,0,0,2.0,--
Kurt Barber,16,0,0,0.0,0,0,0.5,--
Martin Bayless,16,1,0,0.0,0,0,0.0,--
John Baylor,16,1,1,1.0,1,0,3.0,--
Jason Belser,16,3,27,9.0,21,0,0.0,--
Cornelius Bennett,15,0,0,0.0,0,0,4.0,--
Tony Bennett,16,0,0,0.0,0,0,13.5,--
Duane Bickett,15,1,14,14.0,14,0,6.5,--
Robert Blackmon,15,1,69,69.0,69,0,3.5,--
Bennie Blades,16,3,56,18.67,34,0,0.0,--
Anthony Blaylock,11,2,0,0.0,0,0,0.0,--
John Booty,16,3,22,7.33,22,0,0.0,--
Marc Boutte,16,0,0,0.0,0,0,1.0,--
Todd Bowles,16,1,65,65.0,65,0,0.0,--
Stephen Braggs,6,0,0,0.0,0,0,1.0,--
David Brandon,16,2,123,61.5,92,1,1.0,--
Tyrone Braxton,16,2,54,27.0,40,0,0.0,--
Mike Brim,16,6,139,23.17,77,1,0.0,--
Matt Brock,16,0,0,0.0,0,0,4.0,--
Michael Brooks,15,1,17,17.0,17,0,0.0,--
Willie Broughton,16,0,0,0.0,0,0,1.0,--
Dennis Brown,16,1,0,0.0,0,0,3.5,--
J.B. Brown,16,4,119,29.75,48,1,0.0,--
Larry Brown,16,1,30,30.0,30,0,0.0,--
Richard Brown,10,0,0,0.0,0,0,1.0,--
Robert Brown,16,0,0,0.0,0,0,1.0,--
Vincent Brown,13,1,49,49.0,49,1,0.5,--
Aundray Bruce,16,0,0,0.0,0,0,3.5,--
Jeff Bryant,16,0,0,0.0,0,0,4.5,--
Jason Buck,16,0,0,0.0,0,0,3.0,--
Terrell Buckley,14,3,33,11.0,33,1,0.0,--
Vince Buck,10,2,51,25.5,34,1,0.5,--
Rob Burnett,16,0,0,0.0,0,0,9.0,--
Barney Bussey,16,1,3,3.0,3,0,0.0,--
LeRoy Butler,15,1,0,0.0,0,0,0.0,--
Dennis Byrd,9,0,0,0.0,0,0,1.0,--
Gill Byrd,16,4,88,22.0,44,0,0.0,--
Joe Cain,16,2,3,1.5,3,0,0.0,--
Darren Carrington,16,6,152,25.33,69,1,0.0,--
Dale Carter,16,7,65,9.29,36,1,0.0,--
Marty Carter,16,3,1,0.33,1,0,2.0,--
Michael Carter,12,0,0,0.0,0,0,1.0,--
Scott Case,12,2,0,0.0,0,0,0.0,--
Tony Casillas,15,0,0,0.0,0,0,3.0,--
Chuck Cecil,16,4,52,13.0,29,0,0.0,--
Al Chamblee,13,0,0,0.0,0,0,1.0,--
Ray Childress,16,0,0,0.0,0,0,13.0,--
Sam Clancy,16,0,0,0.0,0,0,4.5,--
Vinnie Clark,16,2,70,35.0,43,0,0.0,--
Kyle Clifton,16,1,1,1.0,1,0,1.0,--
Mike Cofer,8,0,0,0.0,0,0,2.0,--
Marco Coleman,16,0,0,0.0,0,0,6.0,--
Monte Coleman,15,0,0,0.0,0,0,3.0,--
Andre Collins,14,1,59,59.0,59,0,2.0,--
Mark Collins,14,1,0,0.0,0,0,0.0,--
Shane Collins,16,0,0,0.0,0,0,1.0,--
Shane Conlan,13,1,7,7.0,7,0,2.0,--
Darion Conner,16,0,0,0.0,0,0,7.0,--
Toi Cook,16,6,90,15.0,48,1,1.0,--
Danny Copeland,13,0,0,0.0,0,0,1.0,--
Quentin Coryatt,7,0,0,0.0,0,0,2.0,--
Bryan Cox,16,1,0,0.0,0,0,14.0,--
Ron Cox,16,0,0,0.0,0,0,1.0,--
Ray Crockett,15,4,50,12.5,35,0,1.0,--
Mike Croel,16,0,0,0.0,0,0,5.0,--
Jeff Cross,16,0,0,0.0,0,0,5.0,--
Eugene Daniel,14,1,0,0.0,0,0,2.0,--
Kenny Davidson,16,0,0,0.0,0,0,2.0,--
Brian Davis,13,2,36,18.0,36,0,0.0,--
Dexter Davis,16,2,27,13.5,27,0,0.0,--
Eric Davis,16,3,52,17.33,37,0,0.0,--
Reuben Davis,11,0,0,0.0,0,0,2.0,--
Keith DeLong,14,1,2,2.0,2,0,0.0,--
Jack Del Rio,16,2,92,46.0,84,1,2.0,--
Burnell Dent,15,0,0,0.0,0,0,1.0,--
Richard Dent,16,0,0,0.0,0,0,8.5,--
Charles Dimry,16,1,2,2.0,2,0,0.0,--
Cris Dishman,15,3,34,11.33,17,0,0.0,--
Dedrick Dodge,14,1,13,13.0,13,0,1.0,--
Chris Doleman,16,1,27,27.0,27,1,14.5,--
Jeff Donaldson,16,0,0,0.0,0,0,1.0,--
Torin Dorn,15,1,7,7.0,7,0,0.0,--
Eric Dorsey,16,0,0,0.0,0,0,2.0,--
Santana Dotson,16,0,0,0.0,0,0,10.0,--
Shane Dronett,16,0,0,0.0,0,0,6.5,--
Mike Dumas,16,1,0,0.0,0,0,0.0,--
