Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Solo Tackles,Tackle Assists,Total Tackles,Sacks,Sack Loss Yards Caused
Zach Thomas,16,1,7,7.0,7,0,100,56,156,0.5,5.5
Brian Urlacher,16,1,0,0.0,0,0,117,36,153,4.5,33.5
London Fletcher,16,0,0,0.0,0,0,98,51,149,3.0,19.0
Edgerton Hartwell,16,0,0,0.0,0,0,105,39,144,3.0,18.0
Jay Foreman,16,0,0,0.0,0,0,107,36,143,0.0,0.0
Keith Brooking,16,2,24,12.0,22,0,111,29,140,0.0,0.0
Mike Peterson,16,3,96,32.0,53,0,104,33,137,0.0,0.0
Jamie Sharper,16,0,0,0.0,0,0,95,42,137,5.5,25.5
Al Wilson,16,0,0,0.0,0,0,100,32,132,5.0,35.0
Michael Green,16,0,0,0.0,0,0,100,30,130,1.0,10.0
Donnie Edwards,16,5,95,19.0,46,1,100,29,129,0.0,0.0
Earl Holmes,16,0,0,0.0,0,0,96,32,128,0.0,0.0
Eric Barton,16,2,5,2.5,3,0,97,30,127,6.0,27.0
Keith Bulluck,16,1,5,5.0,5,0,101,26,127,1.0,6.0
Sam Cowart,16,0,0,0.0,0,0,91,36,127,2.0,7.0
Mike Maslowski,16,3,28,9.33,25,0,94,32,126,1.0,1.0
Derrick Brooks,16,5,218,43.6,97,3,88,30,118,1.0,8.0
Adam Archuleta,16,1,2,2.0,2,0,102,14,116,2.5,15.5
Shelton Quarles,16,2,29,14.5,25,1,74,39,113,1.0,8.0
Derek Smith,16,0,0,0.0,0,0,84,29,113,1.0,9.0
Takeo Spikes,16,0,0,0.0,0,0,81,32,113,1.5,12.0
Nate Wayne,16,3,32,10.67,25,0,69,42,111,2.5,16.0
Raynoch Thompson,16,0,0,0.0,0,0,77,33,110,3.0,29.0
Micheal Barrow,15,0,0,0.0,0,0,73,37,110,2.5,28.0
Marvin Jones,16,1,0,0.0,0,0,77,32,109,0.0,0.0
Roman Phifer,14,0,0,0.0,0,0,69,40,109,0.5,1.0
