Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Red Cochran,0,26,0.0,--,0,--,--
Bill Austin,1,0,0.0,--,0,--,--
Vince Banonis,4,66,16.5,--,1,--,--
Bill Blackburn,3,34,11.33,--,1,--,--
J.R. Boone,1,21,21.0,--,0,--,--
Mike Boyda,1,25,25.0,--,0,--,--
Buddy Burris,1,0,0.0,--,0,--,--
Jim Canady,5,58,11.6,--,0,--,--
John Cannady,1,15,15.0,--,0,--,--
Stu Clarkson,2,9,4.5,--,0,--,--
Corwin Clatt,2,39,19.5,--,0,--,--
Don Doll,11,301,27.36,--,1,--,--
Joe Golding,1,65,65.0,--,1,--,--
Ed Cody,2,50,25.0,--,1,--,--
Irv Comp,3,24,8.0,--,0,--,--
Ted Cook,5,52,10.4,--,0,--,--
Jerry Cowhig,4,62,15.5,--,1,--,--
Russ Craft,1,17,17.0,--,0,--,--
Don Currivan,5,31,6.2,--,0,--,--
Jerry Davis,6,63,10.5,--,0,--,--
Bill deCorrevont,4,53,13.25,--,0,--,--
Al DeMao,1,3,3.0,--,0,--,--
Chuck DeShane,1,0,0.0,--,0,--,--
Ray Apolskis,1,16,16.0,--,0,--,--
Joe Domnanovich,1,28,28.0,--,0,--,--
Harry Dowda,3,36,12.0,--,0,--,--
Chuck Drulis,1,0,0.0,--,0,--,--
Don Ettinger,2,7,3.5,--,0,--,--
Jim Finks,1,14,14.0,--,0,--,--
Bill Fischer,1,3,3.0,--,0,--,--
Clete Fischer,2,10,5.0,--,0,--,--
Bob Forte,2,17,8.5,--,0,--,--
Bobby Gage,5,58,11.6,--,0,--,--
Earl Girard,1,41,41.0,--,0,--,--
Ray Coates,1,11,11.0,--,0,--,--
John Goldsberry,1,36,36.0,--,0,--,--
Rob Goode,2,25,12.5,--,0,--,--
Mel Groomes,1,25,25.0,--,0,--,--
Bob Hanlon,3,29,9.67,--,0,--,--
Roger Harding,1,5,5.0,--,0,--,--
Howard Hartley,6,63,10.5,--,0,--,--
Elroy Hirsch,2,55,27.5,--,0,--,--
Darrell Hogan,1,5,5.0,--,0,--,--
Frank Hubbell,1,21,21.0,--,1,--,--
Dick Humbert,7,69,9.86,--,0,--,--
Frank Nelson,1,10,10.0,--,0,--,--
Mike Jarmoluk,1,3,3.0,--,0,--,--
Don Kindt,2,3,1.5,--,0,--,--
Mike Lazetich,2,47,23.5,--,0,--,--
Howie Livingston,4,53,13.25,--,0,--,--
Chick Maggioli,3,46,15.33,--,0,--,--
Ray Mallouf,1,0,0.0,--,0,--,--
George McAfee,6,76,12.67,--,1,--,--
Pat McHugh,6,89,14.83,--,1,--,--
Jim Mello,3,61,20.33,--,0,--,--
Joe Muha,2,31,15.5,--,1,--,--
Jay Rhodemyre,4,12,3.0,--,0,--,--
Bob Smith,9,218,24.22,--,1,--,--
Leo Nobile,1,7,7.0,--,0,--,--
Bob Nussbaumer,12,157,13.08,--,0,--,--
John Panelli,1,2,2.0,--,0,--,--
Jim Parmer,2,12,6.0,--,0,--,--
Don Paul,2,23,11.5,--,0,--,--
Bob Perina,6,23,3.83,--,0,--,--
Bob Pifferini,3,3,1.0,--,0,--,--
Buster Ramsey,1,0,0.0,--,0,--,--
John Rauch,2,4,2.0,--,0,--,--
Frank Reagan,7,146,20.86,--,0,--,--
Jack Jacobs,2,26,13.0,--,0,--,--
Don Samuel,1,4,4.0,--,0,--,--
Dan Sandifer,5,82,16.4,--,0,--,--
Nick Scollard,1,5,5.0,--,0,--,--
Joe Scott,1,16,16.0,--,0,--,--
Clarence Self,1,0,0.0,--,0,--,--
Jerry Shipkey,3,76,25.33,--,0,--,--
Herb Siegert,2,16,8.0,--,0,--,--
George Sims,9,78,8.67,--,1,--,--
Frank Sinkovitz,1,54,54.0,--,0,--,--
Phil Slosburg,1,0,0.0,--,0,--,--
Noah Mullins,3,26,8.67,--,0,--,--
Ed Smith,2,21,10.5,--,0,--,--
Pete Stout,1,8,8.0,--,0,--,--
Damon Tassos,1,10,10.0,--,0,--,--
Emlen Tunnell,10,251,25.1,--,2,--,--
Jim Wade,1,12,12.0,--,0,--,--
Joe Watt,1,5,5.0,--,0,--,--
Tom Wham,1,46,46.0,--,1,--,--
Jerry Williams,5,42,8.4,--,1,--,--
Alex Wojciechowicz,2,26,13.0,--,0,--,--
Frank Ziegler,1,16,16.0,--,0,--,--
