Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Sam Adams,16,0,0,0.0,0,0,3.5,26.0
Ray Agnew,16,0,0,0.0,0,0,1.0,9.0
Chidi Ahanotu,16,0,0,0.0,0,0,3.0,19.0
Trev Alberts,15,0,0,0.0,0,0,2.0,9.0
Allen Aldridge,16,0,0,0.0,0,0,1.5,10.5
Brent Alexander,16,2,14,7.0,14,0,0.5,4.5
Derrick Alexander,15,0,0,0.0,0,0,2.0,6.0
Elijah Alexander,9,2,5,2.5,4,0,0.5,1.0
Eric Allen,16,2,28,14.0,28,0,0.0,0.0
Ashley Ambrose,16,3,12,4.0,7,0,0.0,0.0
Eddie Anderson,14,1,0,0.0,0,0,0.0,0.0
Lester Archambeau,16,0,0,0.0,0,0,3.0,21.0
Jessie Armstead,16,1,58,58.0,58,1,0.5,3.5
Trace Armstrong,15,0,0,0.0,0,0,4.5,20.0
Gene Atkins,16,1,0,0.0,0,0,0.0,0.0
Steve Atwater,16,3,54,18.0,25,0,0.0,0.0
Carlton Bailey,16,0,0,0.0,0,0,3.0,23.5
Jerry Ball,15,0,0,0.0,0,0,3.0,12.0
Carl Banks,16,0,0,0.0,0,0,1.0,10.0
Michael Bankston,16,1,28,28.0,28,0,2.0,5.0
Kurt Barber,6,0,0,0.0,0,0,2.0,5.0
Roy Barker,16,1,0,3.0,11.0
Oliver Barnett,7,0,0,0.0,0,0,1.0,7.0
Tomur Barnes,15,2,6,3.0,6,0,0.0,0.0
Troy Barnett,16,0,0,0.0,0,0,2.0,14.0
Micheal Barrow,13,0,0,0.0,0,0,3.0,29.5
Martin Bayless,11,0,0,0.0,0,0,1.0,11.0
Aubrey Beavers,16,1,8,8.0,8,0,0.0,0.0
Myron Bell,16,2,4,2.0,4,0,0.0,0.0
Jason Belser,16,1,0,0.0,0,0,0.0,0.0
Cornelius Bennett,14,1,69,69.0,69,1,2.0,16.0
Tony Bennett,16,0,0,0.0,0,0,10.5,67.5
Duane Bickett,15,0,0,0.0,0,0,1.0,0.0
Greg Biekert,16,0,0,0.0,0,0,1.0,9.0
Blaine Bishop,16,1,62,62.0,62,1,1.5,10.5
Robert Blackmon,13,5,46,9.2,21,0,1.0,12.0
Bennie Blades,16,1,0,0.0,0,0,1.0,4.0
Shane Bonham,16,0,0,0.0,0,0,1.0,6.0
Vaughn Booker,16,0,0,0.0,0,0,1.5,7.0
Issac Booth,8,1,11,11.0,11,0,0.0,0.0
John Booty,7,1,21,21.0,21,0,0.0,0.0
Tony Bouie,9,1,19,19.0,19,0,0.0,0.0
Marc Boutte,16,0,0,0.0,0,0,2.0,10.0
Joe Bowden,16,0,0,0.0,0,0,1.0,3.0
Tim Bowens,16,0,0,0.0,0,0,2.0,16.0
Stephen Boyd,16,0,0,0.0,0,0,1.0,13.0
Jeff Brady,16,2,7,3.5,9,0,3.0,19.0
David Brandon,16,0,0,0.0,0,0,1.0,7.0
Tyrone Braxton,16,2,36,18.0,36,0,0.0,0.0
Alundis Brice,10,1,2,2.0,2,0,0.0,0.0
Matt Brock,16,1,9,9.0,9,0,5.0,33.0
Derrick Brooks,16,0,0,0.0,0,0,1.0,10.0
Michael Brooks,16,0,0,0.0,0,0,1.0,10.0
Willie Broughton,16,0,0,0.0,0,0,2.0,16.0
Chad Brown,10,0,0,0.0,0,0,5.5,39.5
Chadrick Brown,5,0,0,0.0,0,0,0.5,4.5
Dennis Brown,16,0,0,0.0,0,0,1.5,11.0
J.B. Brown,13,2,20,10.0,20,0,0.0,0.0
Larry Brown,16,6,124,20.67,65,2,0.0,0.0
Vincent Brown,16,4,1,0.25,1,0,4.0,19.0
Aundray Bruce,14,1,1,1.0,1,1,5.5,31.5
Junior Bryant,16,0,0,0.0,0,0,1.0,8.0
Ray Buchanan,16,2,60,30.0,60,0,1.0,8.0
Terrell Buckley,16,1,0,0.0,0,0,0.0,0.0
Brentson Buckner,16,0,0,0.0,0,0,3.0,18.0
Rob Burnett,16,0,0,0.0,0,0,7.5,50.5
Keith Burns,16,0,0,0.0,0,0,1.5,9.0
Jeff Burris,9,1,19,19.0,19,0,0.0,0.0
Devin Bush,11,1,0,0.0,0,0,0.0,0.0
Lewis Bush,16,1,0,0.0,0,0,0.0,0.0
LeRoy Butler,16,5,105,21.0,76,0,1.0,11.0
Glenn Cadrez,10,0,0,0.0,0,0,2.0,3.0
