Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Tony Adamle,1,12,12.0,--,0,--,--
Alex Agase,2,7,3.5,--,0,--,--
Bennie Aldridge,5,57,11.4,--,0,--,--
John Amberg,3,38,12.67,--,0,--,--
Neill Armstrong,4,18,4.5,--,0,--,--
Vince Banonis,1,12,12.0,--,0,--,--
Ed Berrang,1,14,14.0,--,0,--,--
Rex Berry,4,77,19.25,--,0,--,--
Tom Bienemann,1,5,5.0,--,0,--,--
George Blanda,1,13,13.0,--,0,--,--
Bob Boyd,2,3,1.5,--,0,--,--
Hardy Brown,1,5,5.0,--,0,--,--
George Buksar,1,20,20.0,--,0,--,--
Jack Butler,5,142,28.4,--,1,--,--
John Cannady,3,52,17.33,--,0,--,--
Al Carapella,1,11,11.0,--,0,--,--
Jim Cason,8,147,18.38,--,1,--,--
Jack Christiansen,2,53,26.5,--,0,--,--
Stu Clarkson,1,0,0.0,--,0,--,--
Rip Collins,2,0,0.0,--,0,--,--
George Connor,2,21,10.5,--,0,--,--
Billy Cox,2,0,0.0,--,0,--,--
Russ Craft,2,61,30.5,--,0,--,--
Paul Crowe,3,15,5.0,--,0,--,--
Harper Davis,4,37,9.25,--,0,--,--
Jerry Davis,2,36,18.0,--,0,--,--
Al DeMao,1,0,0.0,--,0,--,--
Dorne Dibble,1,26,26.0,--,0,--,--
Don Doll,1,0,0.0,--,0,--,--
Jim Doran,1,38,38.0,--,0,--,--
Chuck Drazenovich,2,27,13.5,--,0,--,--
Jim Duncan,2,19,9.5,--,0,--,--
Jack Dwyer,1,14,14.0,--,0,--,--
Jim Finks,3,46,15.33,--,1,--,--
Dick Flanagan,2,0,0.0,--,0,--,--
Harry Gilmer,5,79,15.8,--,0,--,--
Earl Girard,5,25,5.0,--,0,--,--
Joe Golding,2,9,4.5,--,0,--,--
Bobby Griffin,4,27,6.75,--,0,--,--
Leon Hart,2,22,11.0,--,0,--,--
Howard Hartley,10,69,6.9,--,0,--,--
Norb Hecker,3,74,24.67,--,0,--,--
Hal Herring,1,28,28.0,--,0,--,--
Darrell Hogan,1,3,3.0,--,0,--,--
Tommy James,2,1,0.5,--,0,--,--
Mike Jarmoluk,1,9,9.0,--,0,--,--
Tom Keane,2,2,1.0,--,0,--,--
Don Kindt,4,56,14.0,--,0,--,--
Tony Klimek,3,39,13.0,--,0,--,--
Warren Lahr,5,95,19.0,--,2,--,--
Tom Landry,8,121,15.13,--,2,--,--
Cliff Lewis,5,46,9.2,--,0,--,--
Woodley Lewis,3,34,11.33,--,0,--,--
Verl Lillywhite,3,47,15.67,--,0,--,--
Paul Lipscomb,1,0,0.0,--,0,--,--
Ace Loomis,4,103,25.75,--,0,--,--
Johnny Lujack,3,44,14.67,--,0,--,--
Ray Mathews,1,0,0.0,--,0,--,--
Lloyd McDermott,1,5,5.0,--,0,--,--
Pat McHugh,1,19,19.0,--,0,--,--
Darrel Meisenheimer,3,26,8.67,--,0,--,--
Dom Moselle,1,0,0.0,--,0,--,--
Ross Nagel,1,27,27.0,--,0,--,--
Chuck Ortmann,1,62,62.0,--,0,--,--
Cliff Patton,3,31,10.33,--,0,--,--
Don Paul,3,52,17.33,--,0,--,--
Don Paul,1,16,16.0,--,0,--,--
Pete Pihos,2,30,15.0,--,0,--,--
Jim Powers,4,73,18.25,--,0,--,--
Ray Ramsey,5,90,18.0,--,0,--,--
Frank Reagan,4,60,15.0,--,0,--,--
Herb Rich,3,11,3.67,--,0,--,--
Harmon Rowe,2,19,9.5,--,0,--,--
Howie Ruetz,1,11,11.0,--,0,--,--
Ed Salem,5,26,5.2,--,0,--,--
Dan Sandifer,1,28,28.0,--,0,--,--
Leo Sanford,1,20,20.0,--,0,--,--
Otto Schnellbacher,11,194,17.64,--,2,--,--
Gene Schroeder,5,62,12.4,--,0,--,--
John Schweder,1,20,20.0,--,0,--,--
Jerry Shipkey,6,113,18.83,--,1,--,--
Don Shula,4,23,5.75,--,0,--,--
Frank Sinkovitz,2,6,3.0,--,0,--,--
Bob Smith,3,70,23.33,--,0,--,--
Ed Sprinkle,1,0,0.0,--,0,--,--
Rebel Steiner,3,4,1.33,--,0,--,--
Billy Stone,4,20,5.0,--,0,--,--
Bob Summerhays,2,112,56.0,--,1,--,--
Joe Sutton,2,8,4.0,--,0,--,--
George Taliaferro,4,74,18.5,--,0,--,--
Tommy Thompson,2,23,11.5,--,0,--,--
Charlie Toogood,1,0,0.0,--,0,--,--
LaVern Torgeson,1,0,0.0,--,0,--,--
Emlen Tunnell,9,74,8.22,--,0,--,--
Ebert Van Buren,1,23,23.0,--,0,--,--
Lowell Wagner,9,115,12.78,--,0,--,--
Fred Wallner,1,10,10.0,--,0,--,--
Bob White,1,11,11.0,--,0,--,--
S.J. Whitman,7,102,14.57,--,0,--,--
Bob Wilkinson,1,12,12.0,--,0,--,--
Jerry Williams,3,53,17.67,--,1,--,--
Pete Wissman,2,12,6.0,--,0,--,--
Dick Woodard,2,13,6.5,--,0,--,--
Tank Younger,1,0,0.0,--,0,--,--
