Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Bob Dobelstein,1,20,20.0,--,1,--,--
Johnny Atwood,1,0,0.0,--,0,--,--
Vince Banonis,2,32,16.0,--,0,--,--
Bill Blackburn,2,58,29.0,--,2,--,--
J.R. Boone,1,12,12.0,--,0,--,--
Tony Canadeo,3,26,8.67,--,0,--,--
John Cannady,2,62,31.0,--,0,--,--
George Cheverko,6,168,28.0,--,0,--,--
Bill Chipley,3,52,17.33,--,1,--,--
Stu Clarkson,2,14,7.0,--,0,--,--
Corwin Clatt,1,20,20.0,--,0,--,--
Fred Gehrke,2,29,14.5,--,0,--,--
Tony Compagno,7,179,25.57,--,1,--,--
Irv Comp,5,86,17.2,--,0,--,--
Ted Cook,6,81,13.5,--,0,--,--
Jerry Cowhig,1,9,9.0,--,0,--,--
Harold Crisler,2,52,26.0,--,0,--,--
Jerry Davis,4,47,11.75,--,0,--,--
Paul Davis,1,7,7.0,--,0,--,--
Hal Dean,1,0,0.0,--,0,--,--
Bill deCorrevont,5,37,7.4,--,0,--,--
Al DeMao,1,22,22.0,--,0,--,--
Neill Armstrong,2,30,15.0,--,0,--,--
Joe Domnanovich,1,6,6.0,--,0,--,--
Chuck Drulis,1,2,2.0,--,0,--,--
Bill Dudley,1,3,3.0,--,0,--,--
Clyde Ehrhardt,2,29,14.5,--,0,--,--
Don Ettinger,2,14,7.0,--,0,--,--
Art Faircloth,3,5,1.67,--,0,--,--
Tom Fears,2,37,18.5,--,1,--,--
Bob Flowers,4,21,5.25,--,0,--,--
Bob Forte,5,56,11.2,--,0,--,--
Ted Fritsch,1,52,52.0,--,0,--,--
Red Cochran,7,111,15.86,--,0,--,--
Jim Gillette,6,17,2.83,--,0,--,--
Earl Girard,1,34,34.0,--,0,--,--
Marshall Goldberg,2,9,4.5,--,0,--,--
Joe Golding,4,205,51.25,--,2,--,--
George Grimes,1,26,26.0,--,0,--,--
Bob Hanlon,1,25,25.0,--,0,--,--
Howard Hartley,3,76,25.33,--,0,--,--
Dick Hoerner,1,6,6.0,--,0,--,--
Mike Holovak,1,18,18.0,--,0,--,--
Les Horvath,2,14,7.0,--,0,--,--
Buster Ramsey,1,13,13.0,--,0,--,--
Mike Jarmoluk,2,13,6.5,--,0,--,--
Ken Keuper,1,30,30.0,--,0,--,--
Don Kindt,1,21,21.0,--,0,--,--
Ben Kish,3,32,10.67,--,0,--,--
Mal Kutner,2,35,17.5,--,0,--,--
Clyde LeForce,1,0,0.0,--,0,--,--
Johnny Lujack,8,131,16.38,--,0,--,--
Gene Malinowski,1,9,9.0,--,0,--,--
George McAfee,2,35,17.5,--,0,--,--
Pat McHugh,2,27,13.5,--,0,--,--
Frank Sinkovitz,1,65,65.0,--,0,--,--
Tony Minisi,2,10,5.0,--,0,--,--
Tommy Mont,2,21,10.5,--,0,--,--
Gonzalo Morales,1,17,17.0,--,0,--,--
Noah Mullins,7,99,14.14,--,1,--,--
Jack Myers,2,9,4.5,--,0,--,--
Fred Naumetz,4,75,18.75,--,0,--,--
Frank Nelson,1,28,28.0,--,0,--,--
Jerry Nuzum,1,3,3.0,--,0,--,--
Jim Parmer,1,6,6.0,--,0,--,--
Merv Pregulman,1,6,6.0,--,0,--,--
Dick Humbert,4,35,8.75,--,0,--,--
Bob Ravensberg,1,0,0.0,--,0,--,--
Frank Reagan,9,145,16.11,--,0,--,--
Jay Rhodemyre,1,24,24.0,--,0,--,--
Ken Roskie,1,12,12.0,--,0,--,--
Joe Sabasteanski,2,38,19.0,--,0,--,--
Carl Samuelson,1,33,33.0,--,0,--,--
Dan Sandifer,13,258,19.85,--,2,--,--
Joe Scott,5,10,2.0,--,0,--,--
Charlie Seabright,1,16,16.0,--,0,--,--
Frank Seno,1,0,0.0,--,0,--,--
Mike Micka,3,9,3.0,--,0,--,--
Ernie Steele,6,55,9.17,--,0,--,--
Emlen Tunnell,7,116,16.57,--,1,--,--
Bulldog Turner,2,19,9.5,--,0,--,--
Steve Van Buren,2,32,16.0,--,0,--,--
Paul Walker,1,5,5.0,--,0,--,--
Kenny Washington,2,45,22.5,--,0,--,--
Bob Waterfield,4,8,2.0,--,0,--,--
Joe Watt,4,39,9.75,--,0,--,--
Gene Wilson,2,13,6.5,--,0,--,--
Alex Wojciechowicz,1,2,2.0,--,0,--,--
