Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Jerry Logan,14,6,92,15.33,33,2,--,--
Tom Longo,14,2,33,16.5,33,0,--,--
Mike Lucci,14,2,18,9.0,12,0,--,--
Jim Lynch,14,3,40,13.33,27,0,--,--
Dicky Lyons,4,1,12,12.0,12,0,--,--
John Mallory,14,1,9,9.0,9,0,--,--
Jim Marsalis,14,4,26,6.5,26,0,--,--
Paul Martha,13,6,99,16.5,50,0,--,--
Bob Matheson,13,1,11,11.0,11,0,--,--
Tommy Maxwell,14,0,9,0.0,9,0,--,--
Ray May,14,1,18,18.0,18,0,--,--
Tom McCauley,14,1,32,32.0,32,0,--,--
Kent McCloughan,13,5,5,1.0,5,0,--,--
Art McMahon,7,1,72,72.0,72,0,--,--
Bennie McRae,13,1,0,0.0,0,0,--,--
Ed Meador,13,2,22,11.0,12,0,--,--
Leroy Mitchell,14,2,35,17.5,35,0,--,--
Zeke Moore,14,6,85,14.17,32,0,--,--
Mike Morgan,9,1,7,7.0,7,0,--,--
Lloyd Mumphord,14,5,35,7.0,32,1,--,--
Al Nelson,13,2,45,22.5,45,0,--,--
Jim Nettles,14,3,54,18.0,32,0,--,--
Elijah Nevett,11,3,49,16.33,47,0,--,--
Tommy Nobis,14,2,36,18.0,19,0,--,--
Frank Nunley,14,3,42,14.0,24,0,--,--
Brig Owens,14,4,86,21.5,32,0,--,--
Alan Page,14,1,27,27.0,27,0,--,--
Jack Pardee,14,1,9,9.0,9,0,--,--
Don Parish,14,1,41,41.0,41,1,--,--
Lemar Parrish,14,5,28,5.6,19,0,--,--
Johnny Peacock,14,3,24,8.0,12,0,--,--
Richie Petitbon,14,1,10,10.0,10,0,--,--
Mel Phillips,14,3,49,16.33,35,1,--,--
Ed Philpott,14,1,23,23.0,23,0,--,--
John Pitts,14,1,11,11.0,11,0,--,--
Myron Pottios,14,2,27,13.5,14,0,--,--
Steve Preece,14,2,19,9.5,19,0,--,--
Ron Pritchard,14,2,28,14.0,17,0,--,--
Jethro Pugh,14,1,0,0.0,0,0,--,--
Nate Ramsey,11,1,0,0.0,0,0,--,--
Al Randolph,14,1,0,0.0,0,0,--,--
Wayne Rasmussen,14,2,21,10.5,14,0,--,--
Ken Reaves,14,6,44,7.33,28,0,--,--
Rudy Redmond,14,1,12,12.0,12,0,--,--
Mel Renfro,14,4,3,0.75,3,0,--,--
Pete Richardson,12,5,46,9.2,22,0,--,--
Ken Riley,14,4,17,4.25,14,0,--,--
Dave Robinson,4,2,33,16.5,20,0,--,--
Johnny Robinson,14,10,155,15.5,57,0,--,--
John Rowser,7,3,27,9.0,12,0,--,--
Andy Russell,14,3,64,21.33,37,0,--,--
Joe Scarpati,14,1,4,4.0,4,0,--,--
Clarence Scott,14,1,18,18.0,18,0,--,--
Jake Scott,14,5,112,22.4,47,0,--,--
George Seals,14,1,0,0.0,0,0,--,--
Ed Sharockman,14,7,132,18.86,43,1,--,--
Fletcher Smith,14,3,17,5.67,17,0,--,--
Larry Stallings,14,1,9,9.0,9,0,--,--
Thomas Stincic,14,1,11,11.0,11,0,--,--
Jerry Stovall,11,2,45,22.5,27,0,--,--
Charles Stukes,11,3,52,17.33,47,0,--,--
Walt Sumner,12,4,85,21.25,34,0,--,--
Steve Tannen,14,2,16,8.0,16,0,--,--
Bruce Taylor,14,3,70,23.33,70,0,--,--
Joe Taylor,11,2,18,9.0,18,0,--,--
Rosey Taylor,14,3,27,9.0,19,0,--,--
Earlie Thomas,14,2,46,23.0,36,1,--,--
Emmitt Thomas,14,5,87,17.4,39,0,--,--
Billy Thompson,9,2,65,32.5,33,0,--,--
Jim Tolbert,14,2,19,9.5,19,0,--,--
Skip Vanderbundt,12,3,18,6.0,18,0,--,--
Tom Vaughn,11,1,0,0.0,0,0,--,--
Rick Volk,12,4,61,15.25,31,0,--,--
Bob Wade,3,1,10,10.0,10,0,--,--
Jimmy Warren,10,2,26,13.0,26,0,--,--
Lonnie Warwick,14,3,30,10.0,23,0,--,--
Mark Washington,14,1,0,0.0,0,0,--,--
Charlie Waters,14,5,45,9.0,20,0,--,--
Don Webb,14,1,2,2.0,2,0,--,--
Mike Weger,14,5,52,10.4,29,1,--,--
Roger Wehrli,14,6,50,8.33,41,0,--,--
Charlie West,14,1,0,0.0,0,0,--,--
Dave Wilcox,13,2,46,23.0,35,0,--,--
Bobby Williams,14,1,0,0.0,0,0,--,--
Clancy Williams,14,5,108,21.6,65,1,--,--
J.R. Williamson,11,1,2,2.0,2,0,--,--
Willie Williams,14,6,114,19.0,52,0,--,--
Larry Wilson,13,5,72,14.4,22,0,--,--
Nemiah Wilson,14,2,7,3.5,7,0,--,--
Roy Winston,14,1,13,13.0,13,0,--,--
Willie Wood,14,7,110,15.71,24,0,--,--
Nate Wright,14,1,0,0.0,0,0,--,--
Doug Wyatt,14,4,45,11.25,25,0,--,--
Adrian Young,14,2,19,9.5,13,0,--,--
John Zook,14,1,24,24.0,24,0,--,--
