Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Solo Tackles,Tackle Assists,Total Tackles,Sacks,Sack Loss Yards Caused
Foyesade Oluokun,17,3,80,26.67,56,0,102,90,192,2.0,14.0
Jordyn Brooks,17,0,0,0.0,0,0,109,75,184,1.0,7.0
Bobby Wagner,16,1,3,3.0,3,0,93,77,170,1.0,7.0
C.J. Mosley,16,0,0,0.0,0,0,103,65,168,2.0,34.0
Roquan Smith,17,1,53,53.0,53,1,95,68,163,3.0,25.0
Denzel Perryman,15,0,0,0.0,0,0,102,52,154,0.0,0.0
De'Vondre Campbell,16,2,15,7.5,13,0,102,44,146,2.0,8.0
Kyzir White,17,2,22,11.0,22,0,90,54,144,1.0,1.0
Eric Kendricks,15,2,22,11.0,22,0,81,62,143,5.0,36.0
Cole Holcomb,16,2,54,27.0,31,1,83,59,142,1.0,0.0
Deion Jones,16,0,0,0.0,0,0,87,50,137,2.0,17.0
Alex Singleton,16,1,29,29.0,29,1,81,56,137,0.0,0.0
Fred Warner,16,0,0,0.0,0,0,79,58,137,0.5,5.0
Bobby Okereke,17,2,20,10.0,16,0,89,43,132,1.0,9.0
Tae Crowder,17,2,26,13.0,17,0,64,66,130,0.0,0.0
T.J. Edwards,16,1,1,1.0,1,0,64,66,130,1.0,3.0
Devin White,17,0,0,0.0,0,0,87,41,128,3.5,22.5
Minkah Fitzpatrick,16,2,18,9.0,18,0,84,40,124,0.0,0.0
Shaquille Leonard,16,4,12,3.0,7,0,75,47,122,0.0,0.0
Jalen Thompson,17,3,49,16.33,33,0,79,42,121,0.0,0.0
Derwin James,15,2,20,10.0,15,0,75,43,118,2.0,12.5
Logan Ryan,15,0,0,0.0,0,0,77,40,117,1.0,4.0
Johnathan Abram,14,1,6,6.0,6,0,64,52,116,0.0,0.0
Jordan Hicks,17,0,0,0.0,0,0,75,41,116,4.0,38.0
Harrison Smith,15,1,10,10.0,10,0,83,31,114,3.0,22.0
Anthony Walker,13,0,0,0.0,0,0,69,44,113,1.0,5.0
Jordan Fuller,16,1,34,34.0,34,0,63,50,113,0.0,0.0
Nick Bolton,16,0,0,0.0,0,0,70,42,112,0.0,0.0
Joe Schobert,16,1,23,23.0,23,0,70,42,112,0.0,0.0
Quincy Williams,16,0,0,0.0,0,0,73,37,110,2.0,19.0
Ja'Whaun Bentley,16,0,0,0.0,0,0,68,41,109,1.0,0.0
Tremaine Edmunds,15,1,4,4.0,4,0,70,38,108,0.0,0.0
Kamu Grugier-Hill,14,1,82,82.0,82,0,71,37,108,3.0,20.0
Myles Jack,15,0,0,0.0,0,0,62,46,108,0.0,0.0
Tracy Walker,15,1,5,5.0,5,0,74,34,108,1.0,8.0
Xavier Woods,17,3,54,18.0,27,0,72,36,108,1.0,3.0
Jeremy Chinn,16,1,0,0.0,0,0,75,32,107,1.0,7.0
Damien Wilson,17,1,1,1.0,1,0,59,47,106,3.0,28.0
Isaiah Simmons,17,1,0,0.0,0,0,70,35,105,1.5,6.0
Demario Davis,16,0,0,0.0,0,0,70,35,105,3.0,16.0
Shaq Thompson,14,2,39,19.5,29,0,65,39,104,2.0,18.0
Kenny Moore,17,4,78,19.5,32,0,82,20,102,1.0,1.0
Azeez Al-Shaair,13,1,24,24.0,24,0,58,44,102,2.0,8.0
Jayron Kearse,16,2,34,17.0,34,0,67,34,101,1.0,2.0
Logan Wilson,13,4,31,7.75,18,0,57,43,100,1.0,2.0
Nasir Adderley,15,0,0,0.0,0,0,69,30,99,0.5,3.5
Kamren Curl,16,0,0,0.0,0,0,62,37,99,1.0,5.0
Budda Baker,17,3,101,33.67,77,0,63,35,98,2.0,5.0
Cory Littleton,17,0,0,0.0,0,0,51,47,98,0.5,0.5
Patrick Queen,17,0,0,0.0,0,0,68,30,98,2.0,19.0
Vonn Bell,16,1,15,15.0,15,0,64,33,97,0.5,6.0
Lavonte David,12,0,0,0.0,0,0,63,34,97,2.0,1.0
Quandre Diggs,17,5,68,13.6,29,0,66,28,94,0.0,0.0
Taylor Rapp,17,4,31,7.75,18,0,64,30,94,1.5,7.0
Desmond King,16,3,25,8.33,25,0,68,25,93,0.0,0.0
Christian Kirksey,13,1,1,1.0,1,0,55,38,93,0.0,0.0
Xavier McKinney,17,5,64,12.8,41,1,59,34,93,0.0,0.0
Jordan Poyer,16,5,87,17.4,26,0,66,27,93,3.0,26.0
Adrian Amos,17,2,0,0.0,0,0,75,18,93,0.0,0.0
Zach Cunningham,14,0,0,0.0,0,0,51,42,93,0.0,0.0
William Harris,17,0,0,0.0,0,0,62,31,93,0.5,5.5
Jerome Baker,16,1,0,0.0,0,0,62,30,92,5.5,52.0
Kyle Dugger,15,4,100,25.0,37,0,70,22,92,0.0,0.0
Adrian Phillips,17,4,39,9.75,26,1,56,36,92,0.0,0.0
Germaine Pratt,15,1,4,4.0,4,0,57,34,91,0.5,4.0
Troy Reeder,17,2,2,1.0,2,0,48,43,91,2.0,9.0
Christian Wilkins,17,0,0,0.0,0,0,49,40,89,4.5,31.0
Terrell Edmunds,17,2,15,7.5,15,0,63,26,89,1.0,13.0
Cameron Heyward,17,1,0,0.0,0,0,53,36,89,10.0,55.5
Jessie Bates III,15,1,65,65.0,65,0,67,21,88,0.0,0.0
Kevin Byard,17,5,66,13.2,24,1,57,31,88,1.0,11.0
Jermaine Carter,17,0,0,0.0,0,0,38,50,88,0.0,0.0
Kareem Jackson,15,1,7,7.0,7,0,62,26,88,1.0,0.0
Antoine Winfield,13,2,30,15.0,30,0,62,26,88,2.0,8.0
Andrew Wingard,15,1,23,23.0,23,0,57,31,88,1.0,1.0
Alec Ogletree,16,0,0,0.0,0,0,55,32,87,0.0,0.0
Jamal Adams,12,2,0,0.0,0,0,56,31,87,0.0,0.0
Matt Milano,16,0,0,0.0,0,0,57,29,86,3.0,27.0
Tavierre Thomas,17,2,48,24.0,48,1,51,35,86,0.0,0.0
Nick Vigil,16,1,38,38.0,38,1,45,40,85,1.0,12.0
