Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Robert Abraham,16,0,0,0.0,0,0,1.0,--
Julius Adams,16,0,0,0.0,0,0,5.0,--
Lyle Alzado,11,0,0,0.0,0,0,3.0,--
Don Anderson,5,1,1,1.0,1,0,0.0,--
John Anderson,16,2,2,1.0,2,0,6.0,--
Steve Baack,16,0,0,0.0,0,0,2.0,--
Al Baker,16,0,0,0.0,0,0,4.0,--
Jesse Baker,16,0,0,0.0,0,0,5.5,--
Keith Baldwin,10,0,0,0.0,0,0,1.0,--
Carl Banks,12,0,0,0.0,0,0,3.0,--
Chip Banks,16,0,0,0.0,0,0,11.0,--
Jeff Barnes,16,1,0,0.0,0,0,2.0,--
Roosevelt Barnes,16,1,0,0.0,--
Bill Bates,16,4,15,3.75,8,0,1.0,--
Martin Bayless,12,2,10,5.0,10,0,0.0,--
Tom Beasley,12,0,0,0.0,0,0,1.0,--
Rodney Bellinger,16,2,64,32.0,41,0,0.0,--
Mike Bell,11,0,0,0.0,0,0,6.0,--
Dan Benish,16,0,0,0.0,0,0,3.5,--
Barry Bennett,16,0,0,0.0,0,0,7.5,--
Thomas Benson,16,0,0,0.0,0,0,1.5,--
Rufus Bess,11,2,27,13.5,27,0,1.0,--
Doug Betters,14,0,0,0.0,0,0,5.5,--
Duane Bickett,16,1,0,0.0,0,0,6.0,--
Don Blackmon,14,1,14,14.0,14,0,8.0,--
Glenn Blackwood,14,6,36,6.0,17,0,0.0,--
Lyle Blackwood,16,1,0,0.0,0,0,0.0,--
Matt Blair,6,0,0,0.0,0,0,1.0,--
Jerry Blanton,16,0,0,0.0,0,0,0.5,--
Dwaine Board,16,0,0,0.0,0,0,11.5,--
Kim Bokamper,16,0,0,0.0,0,0,2.5,--
Keith Bostic,16,3,28,9.33,26,0,5.0,--
Charles Bowser,2,0,0,0.0,0,0,2.5,--
Jerry Boyarsky,16,0,0,0.0,0,0,1.0,--
Carlos Bradley,10,2,36,18.0,18,0,2.0,--
Larry Braziel,16,2,40,20.0,40,0,0.0,--
Louis Breeden,16,2,24,12.0,30,0,1.0,--
Jim Britt,2,1,8,8.0,8,0,0.0,--
Kevin Brooks,11,0,0,0.0,0,0,2.0,--
Jay Brophy,16,1,41,41.0,41,0,1.0,--
Willie Broughton,15,0,0,0.0,0,0,1.0,--
Bud Brown,16,2,40,20.0,26,0,0.0,--
Dave Brown,16,6,58,9.67,28,1,0.0,--
Greg Brown,16,0,0,0.0,0,0,13.0,--
Joey Browner,16,2,17,8.5,15,1,1.0,--
Keith Browner,16,1,25,25.0,25,0,1.5,--
Mark Brown,15,1,5,5.0,5,0,1.0,--
Robert Brown,16,0,0,0.0,0,0,3.0,--
Ross Browner,16,0,0,0.0,0,0,9.0,--
Steve Brown,15,5,41,8.2,22,0,1.0,--
Bob Brudzinski,14,1,6,6.0,6,0,3.0,--
Jeff Bryant,16,0,0,0.0,0,0,8.5,--
Rick Bryan,16,0,0,0.0,0,0,7.5,--
Dan Bunz,2,1,17,17.0,17,0,0.0,--
Derrick Burroughs,14,2,7,3.5,7,0,0.0,--
