Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Willie Alexander,14,3,111,37.0,95,1,--,--
Carl Allen,14,1,22,22.0,22,0,--,--
Jimmy Allen,12,5,76,15.2,48,0,--,--
Nate Allen,14,1,0,0.0,0,0,--,--
Mark Arneson,14,2,23,11.5,15,0,--,--
George Atkinson,12,2,38,19.0,24,0,--,--
Charlie Babb,6,1,15,15.0,15,0,--,--
Gary Barbaro,14,8,165,20.63,102,1,--,--
Lem Barney,12,3,27,9.0,22,0,--,--
Pete Barnes,12,1,13,13.0,13,0,--,--
Autry Beamon,14,6,36,6.0,20,0,--,--
Bill Bergey,14,2,4,2.0,4,0,--,--
Gregg Bingham,14,2,36,18.0,30,0,--,--
Lyle Blackwood,14,10,163,16.3,37,0,--,--
Matt Blair,14,1,18,18.0,18,0,--,--
Mel Blount,14,6,65,10.83,37,0,--,--
Ron Bolton,14,3,50,16.67,43,0,--,--
Robert Brazile,14,3,40,13.33,16,0,--,--
Bob Breunig,14,1,15,15.0,15,0,--,--
Cedric Brown,14,2,66,33.0,27,0,--,--
Dave Brown,14,4,68,17.0,29,1,--,--
Eddie Brown,14,1,0,0.0,0,0,--,--
Ray Brown,14,5,56,11.2,24,0,--,--
Willie Brown,14,4,24,6.0,18,0,--,--
Bob Brudzinski,14,2,24,12.0,23,0,--,--
Bill Bryant,14,3,54,18.0,54,1,--,--
Bobby Bryant,14,4,44,11.0,41,0,--,--
Willie Buchanon,14,2,41,20.5,29,1,--,--
Doug Buffone,13,1,12,12.0,12,0,--,--
Greg Buttle,13,2,54,27.0,44,1,--,--
Rick Byas,14,3,122,40.67,72,1,--,--
Fred Carr,14,1,15,15.0,15,0,--,--
Tommy Casanova,11,1,0,0.0,0,0,--,--
Clarence Chapman,14,1,16,16.0,16,0,--,--
Mario Clark,14,7,151,21.57,43,0,--,--
Marvin Cobb,14,2,37,18.5,34,0,--,--
Tim Collier,9,2,134,67.0,100,1,--,--
Neal Colzie,13,3,13,4.33,13,0,--,--
Mark Cotney,14,1,0,0.0,0,0,--,--
Chuck Crist,14,4,6,1.5,6,0,--,--
Curley Culp,14,1,25,25.0,25,0,--,--
Bill Currier,14,2,0,0.0,0,0,--,--
Mike Curtis,14,1,1,1.0,1,0,--,--
Thom Darden,14,6,107,17.83,49,1,--,--
Oliver Davis,14,3,71,23.67,32,0,--,--
Fred Dean,11,1,22,22.0,22,1,--,--
Jerome Dove,14,1,32,32.0,32,0,--,--
Don Dufek,13,2,26,13.0,27,0,--,--
Tony Dungy,14,3,37,12.33,29,0,--,--
Clarence Duren,14,4,45,11.25,25,0,--,--
Brad Dusek,14,1,0,0.0,0,0,--,--
Ray Easterling,14,4,46,11.5,36,0,--,--
John Ebersole,13,1,0,0.0,0,0,--,--
Glen Edwards,13,3,116,38.67,51,0,--,--
Herman Edwards,14,6,9,1.5,6,0,--,--
Allan Ellis,14,6,23,3.83,11,0,--,--
Dave Elmendorf,14,2,51,25.5,27,0,--,--
Mike Esposito,14,1,55,55.0,55,0,--,--
Larry Evans,14,1,0,0.0,0,0,--,--
Gary Fencik,14,4,33,8.25,23,0,--,--
Steve Foley,13,3,22,7.33,22,0,--,--
Tim Foley,14,3,17,5.67,17,0,--,--
Tim Fox,14,3,39,13.0,27,0,--,--
Steve Freeman,14,1,4,4.0,4,0,--,--
Mike Fuller,14,5,61,12.2,37,0,--,--
Ken Geddes,14,3,9,3.0,6,0,--,--
Larry Gordon,14,1,27,27.0,27,0,--,--
Randy Gradishar,14,3,56,18.67,28,0,--,--
Johnnie Gray,14,1,12,12.0,12,0,--,--
Tim Gray,10,2,16,8.0,11,0,--,--
Gary Green,11,3,19,6.33,19,0,--,--
Sammy Green,14,1,9,9.0,9,0,--,--
Tony Greene,14,9,144,16.0,47,0,--,--
Charlie Hall,14,1,2,2.0,2,0,--,--
Willie Hall,14,1,0,0.0,0,0,--,--
Jack Ham,14,4,17,4.25,9,0,--,--
Billy Hardee,14,1,0,0.0,0,0,--,--
Willie Harper,12,1,6,6.0,6,0,--,--
Bo Harris,14,2,17,8.5,10,0,--,--
Cliff Harris,14,5,7,1.4,7,0,--,--
Dwight Harrison,12,2,0,0.0,0,0,--,--
Lester Hayes,14,1,27,27.0,27,0,--,--
Mike Haynes,14,5,54,10.8,22,0,--,--
Mike Hegman,14,1,0,0.0,0,0,--,--
Thomas Henderson,14,3,79,26.33,79,1,--,--
Tom Hicks,12,1,9,9.0,9,0,--,--
Bob Horn,14,1,12,12.0,12,0,--,--
Ken Houston,14,5,69,13.8,31,0,--,--
Bob Howard,13,4,10,2.5,6,0,--,--
Tom Howard,13,1,0,0.0,0,0,--,--
Pat Hughes,14,1,2,2.0,2,0,--,--
Randy Hughes,13,2,19,9.5,11,0,--,--
James Hunter,14,6,104,17.33,26,0,--,--
Sam Hunt,13,2,17,8.5,10,0,--,--
