Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Solo Tackles,Tackle Assists,Total Tackles,Sacks,Sack Loss Yards Caused
Foyesade Oluokun,17,0,0,0.0,0,0,128,56,184,2.0,12.0
Nick Bolton,17,2,15,7.5,15,0,108,72,180,2.0,19.0
Roquan Smith,17,3,41,13.67,19,0,103,66,169,4.5,22.5
Zaire Franklin,17,0,0,0.0,0,0,102,65,167,3.0,17.5
Alex Singleton,17,0,0,0.0,0,0,100,63,163,0.0,0.0
Jordyn Brooks,16,0,0,0.0,0,0,103,58,161,1.0,10.0
T.J. Edwards,17,0,0,0.0,0,0,99,60,159,2.0,3.0
Rashaan Evans,17,0,0,0.0,0,0,86,73,159,2.0,17.0
C.J. Mosley,17,1,0,0.0,0,0,99,59,158,1.0,0.0
Bobby Okereke,17,0,0,0.0,0,0,99,52,151,0.0,0.0
Jalen Pitre,17,5,57,11.4,29,0,99,48,147,1.0,8.0
Drue Tranquill,17,1,20,20.0,20,0,95,51,146,5.0,27.0
Bobby Wagner,17,2,13,6.5,13,0,81,59,140,6.0,32.0
Eric Kendricks,17,0,0,0.0,0,0,87,50,137,1.0,8.0
Cody Barton,17,2,11,5.5,10,0,84,52,136,2.0,8.0
Shaq Thompson,17,0,0,0.0,0,0,78,57,135,0.5,3.0
Fred Warner,17,1,20,20.0,20,0,79,51,130,2.0,14.5
Jordan Hicks,17,1,19,19.0,19,0,86,43,129,3.0,11.0
Josey Jewell,13,2,21,10.5,21,0,70,58,128,2.5,28.0
Dre Greenlaw,15,1,0,0.0,0,0,82,45,127,0.0,0.0
Alex Anzalone,17,1,4,4.0,4,0,77,48,125,1.5,14.5
Ja'Whaun Bentley,17,1,7,7.0,7,0,62,63,125,3.0,25.0
Jonathan Owens,17,0,0,0.0,0,0,84,41,125,1.0,0.0
Julian Love,16,2,44,22.0,27,0,79,45,124,1.0,9.0
Devin White,17,0,0,0.0,0,0,73,51,124,5.5,39.5
Lavonte David,17,0,0,0.0,0,0,80,44,124,3.0,26.0
Christian Kirksey,17,2,18,9.0,18,0,82,42,124,3.0,26.0
Richie Grant,17,2,22,11.0,12,0,70,53,123,0.0,0.0
Logan Wilson,15,1,41,41.0,41,0,83,40,123,2.5,9.5
Quay Walker,17,0,0,0.0,0,0,75,46,121,1.5,13.5
Patrick Queen,17,2,11,5.5,11,0,79,38,117,5.0,24.5
Nicholas Morrow,17,1,5,5.0,5,0,83,33,116,0.0,0.0
Rayshawn Jenkins,17,3,64,21.33,52,1,73,43,116,1.0,0.0
Derwin James,14,2,0,0.0,0,0,64,51,115,4.0,33.0
Devin Lloyd,17,3,42,14.0,19,0,59,56,115,0.0,0.0
Ernest Jones,17,1,0,0.0,0,0,66,48,114,0.0,0.0
Budda Baker,15,2,54,27.0,53,0,75,36,111,0.0,0.0
Frankie Luvu,15,1,33,33.0,33,1,76,35,111,7.0,46.0
Jalen Thompson,17,1,0,0.0,0,0,79,31,110,0.0,0.0
Kyzir White,17,0,0,0.0,0,0,66,44,110,1.5,6.5
