Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Solo Tackles,Tackle Assists,Total Tackles,Sacks,Sack Loss Yards Caused
Zach Cunningham,16,0,0,0.0,0,0,106,58,164,3.0,16.0
Jaylon Smith,16,1,43,43.0,43,0,89,65,154,1.5,1.5
Blake Martinez,16,1,2,2.0,2,0,86,65,151,3.0,18.0
Joe Schobert,16,3,45,15.0,43,1,84,57,141,2.5,12.0
Devin White,15,0,0,0.0,0,0,97,43,140,9.0,70.0
Roquan Smith,16,2,16,8.0,11,0,98,41,139,4.0,32.0
Bobby Wagner,16,0,0,0.0,0,0,81,57,138,3.0,19.0
Neville Hewitt,16,0,0,0.0,0,0,91,43,134,2.0,14.0
Shaquille Leonard,14,0,0,0.0,0,0,86,46,132,3.0,21.0
Fred Warner,16,2,3,1.5,3,0,79,46,125,1.0,11.0
Tyrell Adams,16,0,0,0.0,0,0,76,49,125,2.0,15.0
A.J. Johnson,16,0,0,0.0,0,0,72,52,124,1.0,10.0
Jordan Poyer,16,2,14,7.0,14,0,91,33,124,2.0,14.0
Eric Wilson,16,3,23,7.67,16,0,62,60,122,3.0,14.5
Alex Singleton,16,1,30,30.0,30,1,75,45,120,2.0,8.0
Demario Davis,16,0,0,0.0,0,0,73,46,119,4.0,36.0
Tremaine Edmunds,15,0,0,0.0,0,0,77,42,119,2.0,11.0
Budda Baker,15,2,90,45.0,90,0,90,28,118,2.0,23.0
Jonathan Bostic,16,1,0,0.0,0,0,61,57,118,3.0,19.0
Jordan Hicks,16,1,6,6.0,6,0,78,40,118,0.0,0.0
Myles Jack,14,1,0,0.0,0,0,72,46,118,1.0,6.0
Jeremy Chinn,15,1,0,0.0,0,0,68,49,117,1.0,11.0
Lavonte David,16,1,0,0,82,35,117,1.5,15.0
Foyesade Oluokun,15,2,65,32.5,51,0,78,39,117,3.0,19.0
Shaq Thompson,16,0,0,0.0,0,0,64,50,114,0.0,0.0
Vonn Bell,16,0,0,0.0,0,0,67,47,114,0.0,0.0
Josey Jewell,16,0,0,0.0,0,0,67,46,113,2.0,16.0
Danny Trevathan,16,0,0,0.0,0,0,67,46,113,1.0,8.0
Jerome Baker,16,0,0,0.0,0,0,70,42,112,7.0,69.5
Kevin Byard,16,1,0,0.0,0,0,79,32,111,0.0,0.0
Avery Williamson,15,1,21,21.0,21,0,73,38,111,1.0,8.0
Adrian Phillips,16,2,5,2.5,5,0,76,33,109,1.0,9.0
Jessie Bates III,16,3,12,4.0,12,0,78,31,109,0.0,0.0
Eric Kendricks,11,3,0,0.0,0,0,69,38,107,0.0,0.0
Kenneth Murray,16,0,0,0.0,0,0,68,39,107,1.0,4.0
Patrick Queen,16,1,0,0.0,0,0,66,40,106,3.0,17.0
Deion Jones,16,2,84,42.0,67,1,73,33,106,4.5,38.5
John Johnson,16,1,0,0.0,0,0,73,32,105,0.0,0.0
Anthony Harris,16,0,0,0.0,0,0,58,46,104,0.0,0.0
Jamie Collins,14,1,1,1.0,1,0,55,46,101,1.0,11.0
Malcolm Butler,16,4,111,27.75,68,0,86,14,100,0.0,0.0
Keanu Neal,15,1,0,0.0,0,0,76,24,100,1.0,9.0
Josh Bynes,16,0,0,0.0,0,0,53,46,99,1.0,0.0
De'Vondre Campbell,16,0,0,0.0,0,0,69,30,99,2.0,15.0
Chuck Clark,16,1,0,0.0,0,0,57,39,96,1.5,11.0
Rashaan Evans,16,0,0,0.0,0,0,59,37,96,0.5,0.5
Justin Simmons,16,5,90,18.0,46,0,77,19,96,0.0,0.0
Tre Boston,16,1,0,0.0,0,0,61,34,95,1.0,7.0
Taron Johnson,16,1,51,51.0,51,1,70,24,94,1.0,6.0
Logan Ryan,16,1,15,15.0,15,0,68,26,94,1.0,7.0
Antoine Winfield,16,1,16,16.0,16,0,64,30,94,3.0,20.0
Anthony Walker,16,1,11,11.0,11,0,65,27,92,0.0,0.0
Jabrill Peppers,15,1,6,6.0,6,0,57,34,91,2.5,20.0
Eric Rowe,16,2,26,13.0,22,0,66,25,91,0.0,0.0
Daniel Sorensen,15,3,67,22.33,50,1,68,23,91,0.0,0.0
Ja'Whaun Bentley,13,0,0,0.0,0,0,50,41,91,1.5,11.0
B.J. Goodson,14,2,7,3.5,7,0,59,32,91,0.5,6.0
Malcolm Jenkins,16,3,58,19.33,48,0,69,22,91,2.5,25.0
Kareem Jackson,16,1,13,13.0,13,0,67,22,89,0.0,0.0
Germaine Pratt,16,0,0,0.0,0,0,55,34,89,0.0,0.0
Harrison Smith,16,5,33,6.6,16,0,54,35,89,0.5,5.0
Marcus Maye,16,2,0,0.0,0,0,52,36,88,2.0,6.0
Kamren Curl,16,3,88,29.33,76,1,63,25,88,2.0,16.0
Tracy Walker,15,0,0,0.0,0,0,64,23,87,1.0,7.0
K.J. Wright,16,1,7,7.0,7,0,60,26,86,2.0,8.0
Johnathan Abram,13,2,29,14.5,24,0,60,26,86,0.0,0.0
Dre Greenlaw,13,0,0,0.0,0,0,61,25,86,1.0,8.0
Khari Willis,14,2,93,46.5,50,1,65,20,85,2.0,15.0
Rayshawn Jenkins,15,2,23,11.5,23,0,58,26,84,1.0,6.0
Jamal Adams,12,0,0,0.0,0,0,59,24,83,9.5,39.5
Adrian Amos,16,2,47,23.5,24,0,65,18,83,2.0,12.0
Josh Jones,13,1,0,0.0,0,0,59,24,83,0.0,0.0
Justin Reid,13,0,0,0.0,0,0,62,21,83,2.0,16.0
Kenny Vaccaro,13,0,0,0.0,0,0,62,21,83,1.0,4.0
Cory Littleton,14,0,0,0.0,0,0,56,26,82,0.0,0.0
Marlon Humphrey,15,1,8,8.0,8,0,70,12,82,2.5,14.5
Eddie Jackson,16,0,0,0.0,0,0,63,19,82,0.0,0.0
Jeff Gladney,16,0,0,0.0,0,0,63,18,81,0.0,0.0
Nick Kwiatkoski,12,1,9,9.0,9,0,53,28,81,1.0,6.0
Troy Reeder,16,0,0,0.0,0,0,53,28,81,3.0,12.0
Kenny Moore,16,4,45,11.25,29,1,68,12,80,2.0,11.0
Krys Barnes,13,0,0,0.0,0,0,49,31,80,1.0,5.0
DeShon Elliott,16,0,0,0.0,0,0,51,29,80,2.5,14.0
Minkah Fitzpatrick,16,4,77,19.25,37,1,60,19,79,0.0,0.0
Nicholas Morrow,14,1,6,6.0,6,0,62,16,78,3.0,29.0
Kyzir White,11,0,0,0.0,0,0,50,27,77,0.5,4.5
Troy Hill,16,3,119,39.67,84,2,55,22,77,0.0,0.0
Anthony Hitchens,14,0,0,0.0,0,0,44,33,77,0.0,0.0
Christian Kirksey,11,2,18,9.0,10,0,46,31,77,2.0,11.0
Micah Kiser,9,0,0,0.0,0,0,44,33,77,0.0,0.0
Jayon Brown,10,1,0,0.0,0,0,45,31,76,1.0,6.0
Tre Herndon,16,0,0,0.0,0,0,64,12,76,1.0,8.0
Lonnie Johnson,16,0,0,0.0,0,0,56,20,76,0.0,0.0
A.J. Klein,16,0,0,0.0,0,0,53,22,75,5.0,38.0
Darnell Savage,15,4,13,3.25,9,0,56,19,75,1.0,10.0
Jalen Mills,15,1,5,5.0,5,0,59,15,74,1.5,11.5
A.J. Terrell,14,1,0,0.0,0,0,61,13,74,0.0,0.0
Jordan Whitehead,16,2,2,1.0,2,0,53,21,74,2.0,19.0
Jonathan Jones,16,2,0,0.0,0,0,60,14,74,0.0,0.0
Duron Harmon,16,2,22,11.0,21,0,54,19,73,0.0,0.0
Jimmie Ward,14,0,0,0.0,0,0,45,28,73,0.0,0.0
Damien Wilson,13,0,0,0.0,0,0,47,26,73,0.0,0.0
Bobby Okereke,14,1,7,7.0,7,0,57,15,72,0.0,0.0
Malcolm Smith,15,1,2,2.0,2,0,49,23,72,1.0,4.0
Xavier Woods,15,0,0,0.0,0,0,48,24,72,0.0,0.0
Vernon Hargreaves III,16,1,0,0.0,0,0,61,11,72,0.0,0.0
Cole Holcomb,11,1,0,0.0,0,0,45,27,72,2.5,19.0
Eric Murray,14,0,0,0.0,0,0,47,24,71,2.0,18.0
Donovan Wilson,14,2,5,2.5,5,0,48,23,71,3.5,25.5
Isaiah Oliver,16,0,0,0.0,0,0,51,19,70,1.0,12.0
Vince Williams,14,0,0,0.0,0,0,47,23,70,3.0,18.0
Sean Murphy-Bunting,16,1,0,0.0,0,0,53,17,70,0.0,0.0
T.J. Edwards,12,1,13,13.0,13,0,37,33,70,2.0,14.0
Micah Hyde,15,1,33,33.0,33,0,48,22,70,0.0,0.0
Nasir Adderley,15,1,39,39.0,39,0,58,11,69,0.0,0.0
Harold Landry,16,1,0,0.0,0,0,46,23,69,5.5,45.5
Kyle Van Noy,14,0,0,0.0,0,0,46,23,69,6.0,36.0
Jarrod Wilson,12,1,48,48.0,48,0,45,24,69,0.0,0.0
Devin McCourty,16,2,62,31.0,43,1,45,23,68,0.0,0.0
Carlton Davis,14,4,42,10.5,34,0,52,16,68,0.0,0.0
Terrell Edmunds,15,2,11,5.5,7,0,46,22,68,1.0,11.0
Karl Joseph,14,1,49,49.0,49,0,46,21,67,0.0,0.0
Andrew Sendejo,14,0,0,0.0,0,0,51,16,67,0.0,0.0
Sione Takitaki,15,1,50,50.0,50,1,41,26,67,1.0,1.0
Rodney McLeod,13,1,21,21.0,21,0,43,23,66,0.0,0.0
