Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Mel Agee,11,0,0,0.0,0,0,2.5,--
Ray Agnew,16,0,0,0.0,0,0,1.5,--
Chidi Ahanotu,16,0,0,0.0,0,0,1.5,--
Bruce Alexander,14,0,0,0.0,0,0,1.0,--
Eric Allen,16,6,201,33.5,94,4,2.0,--
Darren Anderson,14,1,6,6.0,6,0,0.0,--
Eddie Anderson,16,2,52,26.0,27,0,1.0,--
Jessie Armstead,16,1,0,0.0,0,0,0.0,--
Trace Armstrong,16,0,0,0.0,0,0,11.5,--
Gene Atkins,16,3,59,19.67,37,0,1.0,--
Steve Atwater,16,2,81,40.5,68,0,1.0,--
Carlton Bailey,16,0,0,0.0,0,0,1.5,--
Robert Bailey,9,2,41,20.5,41,0,0.0,--
Jerry Ball,16,0,0,0.0,0,0,3.0,--
Carl Banks,15,0,0,0.0,0,0,1.0,--
Michael Bankston,16,0,0,0.0,0,0,3.0,--
Roy Barker,16,0,0,0.0,0,0,6.0,--
Harlon Barnett,14,1,40,40.0,40,0,0.0,--
Oliver Barnett,16,0,0,0.0,0,0,2.0,--
Micheal Barrow,16,0,0,0.0,0,0,1.0,--
Bill Bates,16,2,25,12.5,22,0,0.0,--
Patrick Bates,13,1,0,0.0,0,0,0.0,--
Martin Bayless,16,2,14,7.0,16,0,1.0,--
John Baylor,16,3,11,3.67,7,0,0.0,--
Willie Beamon,13,1,0,0.0,0,0,0.0,--
Jason Belser,16,1,14,14.0,11,0,0.0,--
Cornelius Bennett,16,1,5,5.0,5,0,5.0,--
Tony Bennett,10,0,0,0.0,0,0,6.5,--
Duane Bickett,15,0,0,0.0,0,0,3.5,--
Blaine Bishop,16,1,1,1.0,1,0,1.0,--
Robert Blackmon,16,2,0,0.0,0,0,0.0,--
Anthony Blaylock,9,2,3,1.5,3,0,0.0,--
John Booty,12,2,24,12.0,19,0,3.0,--
Marc Boutte,16,0,0,0.0,0,0,1.0,--
Joe Bowden,16,0,0,0.0,0,0,1.0,--
Ronnie Bradford,10,1,0,0.0,0,0,0.0,--
Tyrone Braxton,16,3,37,12.33,25,0,0.0,--
Mike Brim,16,3,74,24.67,30,1,0.0,--
Matt Brock,16,1,0,0.0,0,0,2.0,--
Michael Brooks,13,0,0,0.0,0,0,1.0,--
Willie Broughton,15,0,0,0.0,0,0,1.0,--
Chad Brown,16,0,0,0.0,0,0,3.0,--
Dennis Brown,16,0,0,0.0,0,0,5.5,--
J.B. Brown,16,5,43,8.6,29,0,0.0,--
Vincent Brown,16,1,24,24.0,24,0,1.0,--
Aundray Bruce,16,0,0,0.0,0,0,2.0,--
Jeff Bryant,16,0,0,0.0,0,0,1.0,--
Ray Buchanan,16,4,45,11.25,28,0,0.0,--
Terrell Buckley,16,2,31,15.5,31,0,0.0,--
Vince Buck,16,2,28,14.0,28,0,3.0,--
Rob Burnett,16,0,0,0.0,0,0,9.0,--
LeRoy Butler,16,6,131,21.83,39,0,1.0,--
Jesse Campbell,16,1,0,0.0,0,0,0.0,--
Darren Carrington,16,7,104,14.86,28,0,1.0,--
Mark Carrier,16,4,94,23.5,34,1,0.0,--
Dale Carter,15,1,0,0.0,0,0,0.0,--
Marty Carter,16,1,0,0.0,0,0,0.0,--
Tom Carter,14,6,54,9.0,29,0,0.0,--
Scott Case,16,0,3,0.0,3,0,1.5,--
Tony Casillas,15,0,0,0.0,0,0,2.0,--
Ray Childress,16,0,0,0.0,0,0,9.0,--
