Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Solo Tackles,Tackle Assists,Total Tackles,Sacks,Sack Loss Yards Caused
Mike Peterson,16,2,8,4.0,5,0,103,57,160,0.0,0.0
Ronald McKinnon,16,0,0,0.0,0,0,119,38,157,4.0,25.0
Pat Tillman,16,1,30,30.0,27,0,118,37,155,1.5,11.5
Anthony Simmons,16,2,15,7.5,8,0,119,28,147,4.0,21.0
Derrick Brooks,16,1,34,34.0,34,1,123,23,146,1.0,2.0
Stephen Boyd,15,1,0,0.0,0,0,77,63,140,0.5,0.0
Ray Lewis,16,2,1,0.5,1,0,108,29,137,3.0,33.0
Marvin Jones,16,0,0,0.0,0,0,102,33,135,1.0,8.0
Greg Biekert,16,0,0,0.0,0,0,100,34,134,2.0,7.0
London Fletcher,16,4,33,8.25,12,0,106,27,133,5.5,26.5
Donnie Edwards,16,2,45,22.5,42,1,114,18,132,1.0,9.0
Sam Cowart,12,2,4,2.0,2,0,88,42,130,5.5,38.5
Takeo Spikes,16,2,12,6.0,7,0,109,19,128,2.0,16.0
Rodney Harrison,16,6,97,16.17,63,1,101,26,127,6.0,48.0
Earl Holmes,16,0,0,0.0,0,0,86,41,127,1.0,10.0
Mike Minter,16,2,38,19.0,30,1,91,34,125,2.0,14.0
Brian Urlacher,16,2,19,9.5,19,0,98,26,124,8.0,49.0
Junior Seau,16,2,2,1.0,2,0,103,20,123,3.5,10.5
Randall Godfrey,16,2,25,12.5,24,1,98,23,121,3.0,21.5
Lawyer Milloy,16,2,2,1.0,2,0,90,31,121,0.0,0.0
Wali Rainer,16,1,5,5.0,5,0,87,33,120,1.0,8.0
Jeremiah Trotter,16,1,27,27.0,27,1,99,21,120,3.0,9.0
Ed McDaniel,16,0,0,0.0,0,0,98,21,119,2.0,16.0
Marvcus Patton,16,2,39,19.5,24,1,89,23,112,1.0,9.0
Kailee Wong,16,2,28,14.0,14,0,84,28,112,2.0,16.0
John Holecek,16,1,0,0.0,0,0,69,41,110,0.0,0.0
Tedy Bruschi,16,0,0,0.0,0,0,71,37,108,1.0,1.0
Victor Green,16,6,144,24.0,43,1,64,41,105,0.0,0.0
Nate Wayne,16,0,0,0.0,0,0,78,27,105,2.0,18.0
Chris Claiborne,16,1,1,1.0,1,0,65,39,104,0.5,3.0
Robert Griffith,16,1,25,25.0,25,0,75,29,104,1.0,0.0
Jessie Armstead,16,1,0,76,26,102,5.0,34.5
Mike Brown,16,1,35,35.0,35,1,84,18,102,0.0,0.0
Sammy Knight,16,5,68,13.6,37,2,75,26,101,2.0,8.0
Kwamie Lassiter,16,1,11,11.0,11,0,67,34,101,0.0,0.0
Darryl Williams,16,1,36,36.0,36,1,80,21,101,0.0,0.0
Zach Thomas,11,1,0,0.0,0,0,56,43,99,1.5,3.5
Rob Fredrickson,13,1,8,8.0,8,0,61,38,99,1.0,3.0
Sam Shade,16,2,15,7.5,15,0,83,15,98,1.0,9.0
Lee Woodall,16,1,0,0.0,0,0,71,26,97,0.0,0.0
Bernardo Harris,16,0,0,0.0,0,0,76,21,97,2.0,17.0
George Koonce,16,1,27,27.0,27,1,74,23,97,1.5,11.5
Jason Belser,16,0,0,0.0,0,0,80,16,96,5.0,25.0
Brock Marion,16,5,72,14.4,24,0,72,24,96,0.0,0.0
Brian Walker,16,7,80,11.43,31,0,65,31,96,2.0,8.0
Marty Carter,16,0,0,0.0,0,0,75,20,95,2.0,14.0
Chad Brown,16,1,0,0.0,0,0,72,22,94,6.0,20.0
Billy Jenkins,16,4,61,15.25,36,1,78,16,94,0.0,0.0
Shaun Williams,16,3,52,17.33,40,0,74,20,94,0.0,0.0
Lester Towns,16,0,0,0.0,0,0,79,14,93,0.0,0.0
Micheal Barrow,15,1,7,7.0,7,0,71,22,93,3.5,17.5
Eric Brown,16,3,9,3.0,9,0,78,14,92,1.0,8.0
LeRoy Butler,16,2,25,12.5,22,0,66,26,92,2.0,17.0
Darren Sharper,16,9,109,12.11,47,0,72,20,92,1.0,12.0
Darrin Smith,16,2,56,28.0,41,1,62,30,92,2.0,13.0
Lance Schulters,12,0,0,0.0,0,0,61,30,91,0.5,3.0
Marquis Smith,16,0,0,0.0,0,0,73,18,91,1.0,4.0
Marty Moore,16,1,3,3.0,3,0,74,16,90,1.0,4.0
Derek Smith,16,0,0,0.0,0,0,73,17,90,1.0,5.0
Dexter Coakley,16,0,0,0.0,0,0,78,12,90,0.0,0.0
Mo Lewis,16,1,23,23.0,23,0,65,24,89,10.0,61.0
Derrick Rodgers,16,0,0,0.0,0,0,64,25,89,0.5,4.5
Shawn Springs,16,2,8,4.0,8,0,75,13,88,0.0,0.0
Greg Wesley,16,2,28,14.0,28,0,72,16,88,1.0,11.0
Jay Bellamy,16,4,132,33.0,84,1,70,18,88,2.0,13.0
Ronde Barber,16,2,46,23.0,37,1,72,15,87,5.5,40.5
Chad Cota,16,2,3,1.5,3,0,67,20,87,0.0,0.0
Dwight Hollier,16,0,0,0.0,0,0,66,21,87,1.0,7.0
John Mobley,15,1,9,9.0,9,0,70,17,87,2.0,16.0
Keith Mitchell,16,1,40,40.0,40,1,59,27,86,6.5,37.5
Tony Parrish,16,3,81,27.0,38,1,66,20,86,2.0,15.0
Kevin Hardy,16,1,0,0.0,0,0,72,14,86,3.0,20.0
Levon Kirkland,16,1,1,1.0,1,0,65,21,86,0.0,0.0
Donovin Darius,16,2,26,13.0,21,0,65,20,85,1.0,11.0
Lethon Flowers,14,1,0,0.0,0,0,61,24,85,1.0,6.0
John Lynch,16,3,43,14.33,36,0,56,29,85,1.0,3.0
Jamir Miller,16,1,0,0.0,0,0,64,21,85,5.0,43.0
Blaine Bishop,16,0,0,0.0,0,0,57,27,84,2.5,13.0
Keith Lyle,16,1,9,9.0,9,0,68,16,84,0.0,0.0
Darren Perry,16,3,3,1.0,3,0,63,21,84,0.0,0.0
Mark Fields,16,0,0,0.0,0,0,63,20,83,2.0,11.0
Winfred Tubbs,14,1,11,11.0,11,0,56,26,82,2.0,9.0
Jerome Woods,16,2,0,0.0,0,0,74,8,82,2.0,15.0
Marquez Pope,15,2,25,12.5,25,0,61,20,81,1.0,9.0
Bryan Cox,15,0,0,0.0,0,0,55,26,81,6.0,32.0
Ray Buchanan,16,6,114,19.0,60,0,69,11,80,0.0,0.0
Warrick Holdman,10,0,0,0.0,0,0,62,18,80,0.0,0.0
Carlos Emmons,16,2,8,4.0,8,0,56,23,79,0.5,2.5
Doug Evans,16,2,17,8.5,17,0,66,13,79,0.0,0.0
Darren Hambrick,16,0,0,0.0,0,0,63,16,79,1.0,4.0
Bobby Hamilton,16,0,0,0.0,0,0,41,38,79,1.5,4.5
Kevin Mathis,16,1,0,0.0,0,0,64,15,79,0.0,0.0
Chris Slade,16,0,0,0.0,0,0,53,26,79,4.0,17.5
Dewayne Washington,16,5,59,11.8,31,0,69,10,79,0.0,0.0
Charles Woodson,16,4,36,9.0,23,0,66,13,79,0.0,0.0
William Thomas,16,6,68,11.33,46,1,69,9,78,1.0,10.0
Chad Eaton,14,0,0,0.0,0,0,59,19,78,2.5,15.5
Jeff Burris,16,4,38,9.5,27,1,69,8,77,3.0,19.0
Jason Gildon,16,0,0,0.0,0,0,58,19,77,13.5,84.5
Sean Harris,15,0,0,0.0,0,0,65,12,77,1.0,11.0
Ryan McNeil,16,2,4,2.0,4,0,68,9,77,0.0,0.0
Eugene Robinson,16,1,0,0.0,0,0,65,12,77,0.0,0.0
