Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Dave Baker,10,96,9.6,28,0,--,--
John Baker,1,62,62.0,62,0,--,--
Maxie Baughan,3,50,16.67,18,0,--,--
Chuck Bednarik,2,0,0.0,0,0,--,--
Bob Bercich,2,27,13.5,23,0,--,--
Don Bishop,3,13,4.33,13,0,--,--
Bobby Boyd,7,132,18.86,74,0,--,--
Tom Braatz,1,4,4.0,4,0,--,--
Rod Breedlove,3,67,22.33,32,0,--,--
Charley Britt,5,117,23.4,73,1,--,--
Tom Brookshier,1,14,14.0,14,0,--,--
Don Burroughs,9,124,13.78,46,0,--,--
Bill Butler,1,0,0.0,0,0,--,--
Dick Campbell,1,5,5.0,5,0,--,--
James Caroline,3,31,10.33,31,0,--,--
Jimmy Carr,2,4,2.0,4,0,--,--
Gene Cronin,1,2,2.0,2,0,--,--
Jim Crotty,1,0,0.0,0,0,--,--
Lindon Crow,3,3,1.0,3,0,--,--
Dan Currie,4,75,18.75,33,0,--,--
Milt Davis,6,32,5.33,19,0,--,--
Dean Derby,3,40,13.33,25,0,--,--
Eddie Dove,3,29,9.67,29,0,--,--
Don Ellersick,2,12,6.0,12,0,--,--
Galen Fiss,1,19,19.0,10,0,--,--
Don Fleming,5,85,17.0,30,0,--,--
Bill Forester,2,18,9.0,15,0,--,--
Tom Franckhauser,3,11,3.67,9,0,--,--
Bobby Franklin,8,131,16.38,37,2,--,--
Bobby Freeman,4,67,16.75,48,0,--,--
Bob Gain,1,22,22.0,22,1,--,--
Bill George,1,12,12.0,12,0,--,--
Gary Glick,3,4,1.33,3,0,--,--
Hank Gremminger,3,52,17.33,21,0,--,--
Wayne Hansen,2,14,7.0,14,0,--,--
Bob Harrison,1,6,6.0,6,0,--,--
Pat Heenan,1,25,25.0,25,0,--,--
Sam Huff,3,45,15.0,17,0,--,--
Bill Jobko,1,7,7.0,7,0,--,--
Gene Johnson,3,34,11.33,33,0,--,--
Gorden Kelley,2,10,5.0,10,0,--,--
Bill Koman,1,5,5.0,5,0,--,--
Dick Lane,5,102,20.4,80,1,--,--
Yale Lary,3,44,14.67,22,0,--,--
Dick Lasse,3,17,5.67,17,0,--,--
Dick LeBeau,4,58,14.5,43,0,--,--
Earl Leggett,1,11,11.0,11,0,--,--
Cliff Livingston,1,0,0.0,0,0,--,--
Bob Long,1,23,23.0,23,0,--,--
Gary Lowe,2,49,24.5,22,0,--,--
Lamar Lundy,1,25,25.0,25,1,--,--
Dick Lynch,3,61,20.33,32,1,--,--
Bruce Maher,1,19,19.0,19,0,--,--
Ed Meador,4,46,11.5,26,1,--,--
Dale Meinert,3,17,5.67,17,0,--,--
Jerry Mertens,2,0,0.0,0,0,--,--
Max Messner,1,26,26.0,26,0,--,--
Dicky Moegle,6,49,8.17,31,0,--,--
Larry Morris,1,5,5.0,5,0,--,--
Andy Nelson,6,47,7.83,22,0,--,--
Ray Nitschke,3,90,30.0,43,1,--,--
Dick Nolan,3,32,10.67,20,0,--,--
Jerry Norton,10,96,9.6,26,0,--,--
Jack Pardee,1,10,10.0,10,0,--,--
Bernie Parrish,6,238,39.67,92,1,--,--
Jack Patera,1,21,21.0,21,0,--,--
Jimmy Patton,6,100,16.67,34,0,--,--
Bill Pellington,1,4,4.0,4,0,--,--
Richie Petitbon,2,0,0.0,0,0,--,--
Bert Rechichar,1,10,10.0,10,0,--,--
John Reger,1,18,18.0,18,0,--,--
Les Richter,2,29,14.5,20,0,--,--
Lee Riley,1,2,2.0,2,0,--,--
Johnny Sample,4,27,6.75,18,0,--,--
Joe Schmidt,2,46,23.0,29,1,--,--
Ben Scotti,4,76,19.0,30,0,--,--
Tom Scott,1,14,14.0,14,1,--,--
Will Sherman,1,0,0.0,0,0,--,--
Don Shinnick,5,40,8.0,11,0,--,--
Del Shofner,1,19,19.0,19,0,--,--
Jim Shofner,8,75,9.38,23,0,--,--
Billy Stacy,4,42,10.5,25,0,--,--
Jerry Stalcup,1,12,12.0,12,0,--,--
Larry Stephens,1,34,34.0,34,1,--,--
Don Sutherin,1,0,0.0,0,0,--,--
Harland Svare,1,37,37.0,37,0,--,--
John Symank,1,0,0.0,0,0,--,--
Dick Szymanski,1,15,15.0,15,0,--,--
George Tarasovic,1,8,8.0,8,0,--,--
Clendon Thomas,1,0,0.0,0,0,--,--
John Tracey,1,14,14.0,14,0,--,--
Jerry Tubbs,1,5,5.0,5,0,--,--
Emlen Tunnell,3,22,7.33,22,0,--,--
Vern Valdez,1,0,0.0,0,0,--,--
Wayne Walker,1,21,21.0,21,0,--,--
Chuck Weber,6,48,8.0,13,0,--,--
Jesse Whittenton,6,101,16.83,52,0,--,--
Paul Wiggin,1,20,20.0,20,1,--,--
Larry Wilson,2,4,2.0,4,0,--,--
Abe Woodson,2,0,0.0,0,0,--,--
Junior Wren,2,0,0.0,0,0,--,--
Vic Zucco,2,52,26.0,44,0,--,--
