Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Rick Ackerman,3,0,0,0.0,0,0,1.0,--
Stefon Adams,9,1,8,8.0,8,0,0.0,--
Patrick Allen,11,1,37,37.0,24,0,0.0,--
Jim Althoff,4,0,0,0.0,0,0,3.5,--
Steve Alvord,12,0,0,0.0,0,0,1.5,--
Anthony Anderson,3,0,0,0.0,0,0,0.5,--
Eddie Anderson,13,1,58,58.0,58,0,0.0,--
John Anderson,12,2,22,11.0,13,0,4.0,--
John Armstrong,3,0,0,0.0,0,0,2.0,--
Gene Atkins,13,3,12,4.0,8,0,0.0,--
Jim Auer,1,0,0,0.0,0,0,0.5,--
Al Baker,12,0,0,0.0,0,0,3.5,--
Jesse Baker,9,0,0,0.0,0,0,2.5,--
Jerry Ball,12,0,0,0.0,0,0,1.0,--
Carl Banks,12,1,0,0.0,0,0,9.0,--
Chip Banks,12,1,20,20.0,20,0,3.0,--
Bill Bates,12,3,28,9.33,28,0,3.0,--
Matt Battaglia,3,0,0,0.0,0,0,1.0,--
Martin Bayless,12,0,0,0.0,0,0,2.5,--
Anthony Bell,12,1,13,13.0,13,0,1.0,--
Bobby Bell,3,0,0,0.0,0,0,3.5,--
Mike Bell,12,0,0,0.0,0,0,6.5,--
Todd Bell,12,0,0,0.0,0,0,1.0,--
Dan Benish,3,0,0,0.0,0,0,2.0,--
Bill Benjamin,2,0,0,0.0,0,0,1.0,--
Barry Bennett,13,0,0,0.0,0,0,1.5,--
Cornelius Bennett,8,0,0,0.0,0,0,8.5,--
Charles Benson,3,1,2,2.0,2,0,1.0,--
Thomas Benson,11,0,0,0.0,0,0,1.0,--
Ray Bentley,9,0,0,0.0,0,0,1.0,--
Bill Berthusen,3,0,0,0.0,0,0,2.5,--
Duane Bickett,12,0,0,0.0,0,0,8.0,--
Don Blackmon,4,0,0,0.0,0,0,1.0,--
Glenn Blackwood,10,3,17,5.67,17,0,0.0,--
Dwaine Board,14,0,0,0.0,0,0,2.0,--
Kyle Borland,2,0,0,0.0,0,0,2.0,--
John Bosa,12,0,0,0.0,0,0,3.0,--
Keith Bostic,12,6,7,0,3.0,--
Brian Bosworth,12,0,0,0.0,0,0,4.0,--
Todd Bowles,12,4,24,6.0,24,0,0.0,--
Jim Bowman,12,2,3,1.5,3,0,0.5,--
Walt Bowyer,15,0,0,0.0,0,0,0.5,--
Jerry Boyarsky,12,0,0,0.0,0,0,2.0,--
Tom Boyd,4,0,0,0.0,0,0,1.0,--
Carl Brazley,2,1,0,0.0,0,0,0.0,--
Louis Breeden,8,2,49,24.5,44,0,0.0,--
Jim Britt,12,1,4,0,0.0,--
Kevin Brooks,13,0,0,0.0,0,0,3.0,--
Michael Brooks,12,0,0,0.0,0,0,1.0,--
Jay Brophy,3,0,0,0.0,0,0,1.0,--
Bud Brown,9,1,0,0.0,0,0,0.0,--
Cedrick Brown,12,1,9,9.0,7,0,1.0,--
Dave Brown,12,3,16,5.33,11,0,0.0,--
Donald Brown,3,1,4,4.0,4,0,0.0,--
Greg Brown,12,0,0,0.0,0,0,2.0,--
Jerome Brown,12,2,7,3.5,6,0,4.0,--
Joey Browner,12,6,67,11.17,23,0,1.0,--
Keith Browner,1,0,0,0.0,0,0,0.5,--
Mark Brown,12,0,0,0.0,0,0,1.0,--
Robert Brown,12,0,0,0.0,0,0,3.0,--
Ron Brown,3,0,0,0.0,0,0,2.0,--
Ross Browner,11,0,0,0.0,0,0,1.0,--
Steve Brown,10,2,45,22.5,35,0,0.0,--
Bob Brudzinski,12,0,0,0.0,0,0,1.0,--
Domingo Bryant,13,4,75,18.75,29,0,0.0,--
Jeff Bryant,12,0,0,0.0,0,0,4.0,--
Rick Bryan,9,0,0,0.0,0,0,2.5,--
Trent Bryant,3,1,0,0.0,0,0,0.0,--
Jason Buck,12,0,0,0.0,0,0,2.0,--
Bob Buczkowski,2,0,0,0.0,0,0,1.0,--
Brian Bulluck,2,0,0,0.0,0,0,1.0,--
Derrick Burroughs,12,2,11,5.5,14,0,0.0,--
Jim Burt,8,0,0,0.0,0,0,2.0,--
Barney Bussey,12,1,0,0.0,0,0,2.0,--
Bobby Butler,12,4,48,12.0,31,0,0.0,--
Dave Butz,12,0,0,0.0,0,0,3.0,--
Richard Byrd,12,0,0,0.0,0,0,1.0,--
David Caldwell,3,0,0,0.0,0,0,0.5,--
Tony Caldwell,1,1,4,4.0,4,0,0.0,--
Reggie Camp,6,0,0,0.0,0,0,1.0,--
John Cannon,11,0,0,0.0,0,0,2.0,--
Carl Carr,3,0,0,0.0,0,0,2.0,--
Alphonso Carreker,12,1,6,6.0,6,0,4.0,--
Gregg Carr,12,0,0,0.0,0,0,3.0,--
Harry Carson,12,0,0,0.0,0,0,1.0,--
Alex Carter,3,0,0,0.0,0,0,1.0,--
Carl Carter,12,1,0,0.0,0,0,0.0,--
Michael Carter,12,0,0,0.0,0,0,1.0,--
Scott Case,11,1,12,12.0,12,0,0.0,--
Tony Casillas,9,0,0,0.0,0,0,2.0,--
Toney Catchings,3,0,0,0.0,0,0,2.5,--
Mike Charles,11,0,0,0.0,0,0,1.0,--
Ricky Chatman,3,0,0,0.0,0,0,1.0,--
Deron Cherry,8,3,58,19.33,30,0,0.0,--
Raphel Cherry,10,1,2,2.0,2,0,0.0,--
Ray Childress,13,0,0,0.0,0,0,6.0,--
Sam Clancy,13,0,0,0.0,0,0,2.0,--
Bruce Clark,15,0,0,0.0,0,0,4.5,--
Ken Clarke,11,0,0,0.0,0,0,1.5,--
Kevin Clark,11,3,105,35.0,50,0,0.0,--
Mike Clark,3,0,0,0.0,0,0,1.0,--
Steve Clark,3,1,23,23.0,23,0,0.0,--
Bob Clasby,12,0,0,0.0,0,0,4.5,--
Raymond Clayborn,10,2,24,12.0,24,0,0.0,--
Garry Cobb,12,0,0,0.0,0,0,1.0,--
Joe Cofer,3,0,0,0.0,0,0,2.0,--
Mike Cofer,11,0,0,0.0,0,0,8.5,--
Will Cokeley,3,1,4,4.0,4,0,0.0,--
Daniel Coleman,3,0,0,0.0,0,0,2.0,--
Monte Coleman,12,2,53,26.5,28,0,4.0,--
Robin Cole,12,1,0,0.0,0,0,1.0,--
Glen Collins,3,0,0,0.0,0,0,2.0,--
Jim Collins,15,0,0,0.0,0,0,1.0,--
Mark Collins,11,2,28,14.0,28,0,1.5,--
Shane Conlan,12,0,0,0.0,0,0,0.5,--
Johnie Cooks,10,1,2,2.0,2,0,5.0,--
Rayford Cooks,10,0,0,0.0,0,0,2.0,--
Evan Cooper,12,2,0,0.0,0,0,0.0,--
Louis Cooper,12,1,0,0.0,0,0,0.0,--
Joe Cormier,2,0,0,0.0,0,0,1.0,--
Matt Courtney,3,1,30,30.0,30,0,1.0,--
Tom Cousineau,4,1,11,11.0,11,0,0.0,--
Bob Crable,12,1,8,8.0,8,0,2.5,--
Tim Crawford,3,0,0,0.0,0,0,3.0,--
Nolan Cromwell,15,2,28,14.0,28,0,1.0,--
David Croudip,12,2,40,20.0,40,0,0.0,--
Craig Curry,3,1,0,0.0,0,0,0.0,--
Bobby Curtis,3,0,0,0.0,0,0,1.0,--
Travis Curtis,13,5,65,13.0,31,0,0.0,--
Eugene Daniel,12,2,34,17.0,34,0,0.0,--
Byron Darby,12,0,0,0.0,0,0,3.0,--
Lee Davis,3,1,7,7.0,7,0,0.0,--
Wayne Davis,10,1,0,0.0,0,0,0.0,--
Tommy Dawkins,2,0,0,0.0,0,0,1.0,--
Joe DeForest,3,0,0,0.0,0,0,1.0,--
Jack Del Rio,10,0,0,0.0,0,0,3.0,--
Rick Dennison,12,1,10,10.0,10,0,0.0,--
Richard Dent,12,0,0,0.0,0,0,12.5,--
Dan DeRose,3,1,10,10.0,10,0,0.0,--
Hanford Dixon,12,3,5,1.67,6,0,0.0,--
Chris Doleman,12,0,0,0.0,0,0,11.0,--
Jeff Donaldson,12,4,16,4.0,9,0,1.0,--
Dale Dorning,3,0,0,0.0,0,0,1.5,--
Eric Dorsey,12,0,0,0.0,0,0,1.0,--
Maurice Douglass,12,2,0,0.0,0,0,0.0,--
Michael Downs,12,4,56,14.0,27,0,0.0,--
Dwight Drane,11,0,0,0.0,0,0,1.0,--
Jeff Drost,2,0,0,0.0,0,0,2.0,--
Dave Duerson,12,3,0,0.0,0,0,3.0,--
Chris Duliban,3,0,0,0.0,0,0,2.0,--
Gary Dulin,3,0,0,0.0,0,0,0.5,--
Mike Dwyer,3,0,0,0.0,0,0,1.0,--
Kenny Easley,12,4,47,11.75,22,0,0.0,--
Dave Edwards,3,1,0,0.0,0,0,0.0,--
Dennis Edwards,3,0,0,0.0,0,0,1.0,--
Eddie Edwards,14,0,0,0.0,0,0,4.0,--
Chuck Ehin,12,0,0,0.0,0,0,3.5,--
Carl Ekern,11,1,7,7.0,7,0,0.0,--
Bill Elko,3,0,0,0.0,0,0,1.0,--
Tony Elliott,14,0,0,0.0,0,0,2.0,--
Byron Evans,12,1,12,12.0,12,0,0.0,--
Thomas Everett,12,3,22,7.33,21,0,0.0,--
Kevin Fagan,7,0,0,0.0,0,0,2.0,--
Jim Fahnhorst,11,1,0,0.0,0,0,0.0,--
