Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Solo Tackles,Tackle Assists,Total Tackles,Sacks,Sack Loss Yards Caused
Jonathan Vilma,16,1,1,1.0,1,0,128,45,173,0.5,2.0
Zach Thomas,14,1,0,0.0,0,0,107,55,162,2.0,16.0
London Fletcher,16,1,20,20.0,20,0,104,54,158,4.0,36.0
Donnie Edwards,16,2,15,7.5,14,0,114,40,154,3.0,15.0
Andra Davis,16,1,14,14.0,14,0,89,60,149,2.0,22.0
Nick Barnett,16,1,95,95.0,95,1,92,47,139,1.0,5.0
Keith Bulluck,16,2,16,8.0,16,0,102,36,138,5.0,32.0
Shelton Quarles,16,0,0,0.0,0,0,104,30,134,1.0,4.0
Mike Peterson,16,3,54,18.0,26,1,95,37,132,6.0,44.0
Demorrio Williams,16,2,6,3.0,6,0,99,28,127,3.0,22.0
Gary Brackett,16,3,50,16.67,31,0,92,35,127,1.0,0.0
Derrick Brooks,16,1,0,0.0,0,0,93,32,125,3.0,9.0
Brian Urlacher,16,0,0,0.0,0,0,98,24,122,6.0,44.0
Jeremiah Trotter,15,1,2,2.0,2,0,102,19,121,1.0,9.0
Erik Coleman,16,2,4,2.0,4,0,84,37,121,0.0,0.0
James Farrior,14,0,0,0.0,0,0,76,45,121,2.0,20.0
Angelo Crowell,15,2,3,1.5,2,0,80,40,120,3.0,18.0
Kirk Morrison,16,0,0,0.0,0,0,91,25,116,0.0,0.0
Derek Smith,16,1,13,13.0,13,0,90,26,116,0.0,0.0
Keith Brooking,16,4,50,12.5,22,0,89,26,115,3.5,25.5
Gibril Wilson,16,2,36,18.0,19,0,92,22,114,3.0,19.0
Ben Taylor,16,0,0,0.0,0,0,77,36,113,0.0,0.0
Danny Clark,16,0,0,0.0,0,0,82,31,113,1.0,4.0
Morlon Greenwood,16,0,0,0.0,0,0,82,30,112,2.0,8.0
Lance Briggs,16,2,30,15.0,20,1,85,24,109,2.0,12.0
Adrian Wilson,16,1,36,36.0,36,0,93,16,109,8.0,63.0
Mike Vrabel,16,2,23,11.5,24,1,73,35,108,4.5,27.0
Lawyer Milloy,16,1,0,0.0,0,0,75,32,107,1.0,9.0
Kerry Rhodes,16,1,0,0.0,0,0,86,20,106,1.0,10.0
Michael Lewis,16,2,13,6.5,13,0,92,14,106,1.0,4.0
Kawika Mitchell,16,1,0,0.0,0,0,84,21,105,2.0,14.0
Lofa Tatupu,16,3,55,18.33,38,1,85,20,105,4.0,32.0
Odell Thurman,16,5,59,11.8,30,1,68,37,105,1.5,13.0
Cato June,13,5,115,23.0,36,2,68,35,103,0.0,0.0
Nate Clements,16,2,0,0.0,0,0,81,21,102,0.0,0.0
Larry Foote,16,0,0,0.0,0,0,76,26,102,3.0,20.0
Lemar Marshall,16,4,55,13.75,27,1,81,20,101,2.0,18.0
Antonio Pierce,13,2,41,20.5,24,0,80,20,100,2.5,18.0
Ronde Barber,16,5,105,21.0,42,0,83,16,99,2.0,13.0
Kenoy Kennedy,16,2,64,32.0,64,1,75,24,99,0.0,0.0
Antoine Winfield,16,4,5,1.25,4,0,89,9,98,0.0,0.0
Tommy Polley,16,0,0,0.0,0,0,73,24,97,4.0,29.0
Chris Hope,16,3,60,20.0,55,0,70,27,97,0.0,0.0
Derrick Johnson,16,0,0,0.0,0,0,80,16,96,2.0,14.0
Charles Tillman,15,5,172,34.4,95,1,85,11,96,1.0,10.0
DaShon Polk,16,0,0,0.0,0,0,64,30,94,3.5,17.5
Bart Scott,16,0,0,0.0,0,0,64,30,94,4.0,24.5
Pisa Tinoisamoa,16,2,35,17.5,20,0,71,23,94,1.5,4.5
Marcus Washington,16,1,41,41.0,41,0,74,20,94,7.5,65.5
Bradie James,16,0,0,0.0,0,0,73,20,93,2.5,8.5
Troy Polamalu,16,2,42,21.0,36,0,74,18,92,3.0,33.0
Bob Sanders,14,1,0,0.0,0,0,72,20,92,0.0,0.0
Ike Taylor,16,1,0,0.0,0,0,75,16,91,0.0,0.0
Sammy Knight,16,2,12,6.0,12,0,71,20,91,2.0,15.0
Ian Gold,16,0,0,0.0,0,0,74,16,90,3.0,17.0
Mark Roman,16,2,18,9.0,12,0,70,20,90,0.0,0.0
Stuart Schweigert,16,2,35,17.5,33,0,72,17,89,0.0,0.0
Colby Bockwoldt,16,0,0,0.0,0,0,60,29,89,0.0,0.0
Karlos Dansby,15,3,31,10.33,18,2,70,19,89,4.0,32.0
Renaldo Hill,16,1,0,0.0,0,0,75,14,89,0.0,0.0
James Darling,14,2,22,11.0,15,0,71,17,88,1.0,5.0
Nick Greisen,16,0,0,0.0,0,0,67,21,88,1.0,9.0
Marlon McCree,16,3,73,24.33,46,0,74,14,88,0.0,0.0
Dunta Robinson,16,1,1,1.0,1,0,69,19,88,1.0,0.0
Orpheus Roye,16,0,0,0.0,0,0,65,23,88,3.0,10.0
Landon Johnson,16,0,0,0.0,0,0,61,26,87,0.0,0.0
Kevin Kaesviharn,16,3,9,3.0,6,0,63,24,87,1.0,6.0
Nick Collins,16,1,0,0.0,0,0,66,20,86,0.0,0.0
Adalius Thomas,16,2,48,24.0,28,1,71,15,86,9.0,75.0
Sam Cowart,15,0,0,0.0,0,0,72,13,85,2.0,13.0
Channing Crowder,16,0,0,0.0,0,0,53,32,85,0.0,0.0
Brian Simmons,16,2,15,7.5,16,0,52,32,84,4.0,29.0
Chaun Thompson,16,0,0,0.0,0,0,63,21,84,5.0,27.0
Roy Williams,16,3,52,17.33,46,1,72,12,84,2.5,32.5
Julian Peterson,15,0,0,0.0,0,0,59,24,83,3.0,19.5
Shawntae Spencer,15,4,85,21.25,61,1,74,9,83,0.0,0.0
David Thornton,16,0,0,0.0,0,0,61,22,83,2.0,7.0
Greg Wesley,16,6,106,17.67,51,0,66,17,83,0.0,0.0
Daryl Smith,16,1,0,0.0,0,0,70,12,82,4.0,12.0
Michael Strahan,16,0,0,0.0,0,0,61,21,82,11.5,71.0
Chris Crocker,16,2,35,17.5,24,0,51,31,82,2.0,21.0
Aaron Kampman,16,0,0,0.0,0,0,60,22,82,6.5,38.0
Lamont Thompson,16,1,0,0.0,0,0,62,19,81,1.0,16.0
Jason Webster,15,1,19,19.0,19,0,75,6,81,0.0,0.0
Will Witherspoon,15,2,35,17.5,35,1,66,15,81,2.5,13.0
Fred Thomas,16,2,4,2.0,4,0,61,19,80,3.0,20.0
Ceandris Brown,16,1,5,5.0,5,0,54,26,80,0.0,0.0
Brian Dawkins,16,3,24,8.0,24,0,69,11,80,3.5,26.0
Nick Ferguson,16,5,59,11.8,30,0,62,18,80,0.0,0.0
Victor Hobson,16,0,0,0.0,0,0,54,26,80,1.0,2.0
Brad Kassell,16,1,21,21.0,21,1,54,24,78,0.0,0.0
Daylon McCutcheon,16,2,14,7.0,14,0,71,7,78,0.0,0.0
Ronald McKinnon,16,0,0,0.0,0,0,61,17,78,0.0,0.0
Tank Williams,16,1,1,1.0,1,0,58,20,78,0.0,0.0
Dan Morgan,13,0,0,0.0,0,0,59,18,77,3.0,12.0
Lance Schulters,16,4,78,19.5,37,0,57,20,77,2.0,22.0
Mike Adams,14,4,36,9.0,40,1,59,18,77,1.0,5.0
Mark Brown,15,2,51,25.5,33,1,38,39,77,1.5,4.5
Mike Doss,15,2,8,4.0,8,0,57,20,77,0.0,0.0
Randall Godfrey,14,0,0,0.0,0,0,56,21,77,1.0,2.0
Chris Gamble,15,7,157,22.43,61,1,66,10,76,0.0,0.0
E.J. Henderson,15,0,0,0.0,0,0,54,22,76,1.0,7.0
Jordan Babineaux,16,3,56,18.67,25,0,62,13,75,0.0,0.0
Earl Holmes,11,0,0,0.0,0,0,51,24,75,0.0,0.0
Quentin Jammer,16,1,14,14.0,14,0,62,12,74,0.0,0.0
Ryan Nece,16,0,0,0.0,0,0,46,28,74,2.0,13.0
Terrence McGee,15,4,97,24.25,46,1,60,13,73,0.0,0.0
Dwight Smith,15,2,53,26.5,28,0,63,10,73,1.0,5.0
Jason Taylor,16,0,0,0.0,0,0,52,21,73,12.0,80.0
