Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Vince Albritton,6,0,0,0.0,0,0,2.0,--
Eric Allen,16,5,76,15.2,21,0,0.0,--
Patrick Allen,15,1,23,23.0,21,0,0.0,--
O'Brien Alston,15,0,0,0.0,0,0,3.0,--
Steve Alvord,15,0,0,0.0,0,0,2.0,--
Eddie Anderson,16,2,2,0,0.0,--
John Anderson,14,0,0,0.0,0,0,1.0,--
Harvey Armstrong,16,0,0,0.0,0,0,2.0,--
Walker Lee Ashley,16,1,94,94.0,94,1,0.0,--
Gene Atkins,16,4,42,10.5,40,0,0.0,--
Al Baker,14,0,0,0.0,0,0,5.5,--
Tom Baldwin,16,0,0,0.0,0,0,1.0,--
Jerry Ball,16,0,0,0.0,0,0,2.0,--
Carl Banks,14,1,15,15.0,15,1,1.5,--
Leo Barker,16,0,0,0.0,0,0,3.0,--
Doug Bartlett,10,0,0,0.0,0,0,1.0,--
Bill Bates,16,1,0,0.0,0,0,0.5,--
Martin Bayless,15,0,0,0.0,0,0,1.0,--
Anthony Bell,16,0,0,0.0,0,0,1.0,--
Mike Bell,12,0,0,0.0,0,0,2.0,--
Todd Bell,16,0,24,0.0,24,0,0.5,--
Cornelius Bennett,16,2,30,15.0,30,0,9.5,--
Roy Bennett,16,1,21,21.0,21,0,0.0,--
Troy Benson,16,1,2,2.0,2,0,2.0,--
Ray Bentley,16,1,0,0.0,0,0,1.0,--
Duane Bickett,16,3,7,2.33,7,0,3.5,--
Lewis Billups,16,4,47,11.75,29,0,0.0,--
Bennie Blades,15,2,12,6.0,7,0,1.0,--
John Booty,16,3,0,0.0,0,0,0.0,--
John Bosa,6,0,0,0.0,0,0,2.0,--
Keith Bostic,16,1,7,7.0,7,0,2.0,--
Todd Bowles,16,1,20,20.0,20,0,0.0,--
Jim Bowman,16,1,0,0.0,0,0,0.0,--
Walt Bowyer,16,1,1,1.0,1,0,1.0,--
Jerry Boyarsky,2,0,0,0.0,0,0,0.5,--
Tyrone Braxton,16,2,6,3.0,6,0,1.0,--
Kevin Brooks,15,0,0,0.0,0,0,5.0,--
Dave Brown,16,3,27,9.0,15,0,0.0,--
Jerome Brown,16,1,0,5.0,--
Joey Browner,16,5,29,5.8,18,0,0.0,--
Keith Browner,16,2,65,32.5,55,1,2.5,--
Mark Brown,13,2,13,6.5,13,0,0.5,--
Robert Brown,16,0,0,0.0,0,0,1.5,--
Steve Brown,14,2,48,24.0,44,1,0.0,--
Aundray Bruce,16,2,10,5.0,10,0,6.0,--
Domingo Bryant,14,3,56,18.67,36,1,0.0,--
Jeff Bryant,16,0,0,0.0,0,0,3.5,--
Rick Bryan,16,0,0,0.0,0,0,5.0,--
Charles Buchanan,9,0,0,0.0,0,0,5.0,--
Jason Buck,16,0,0,0.0,0,0,6.0,--
Lloyd Burruss,10,2,57,28.5,32,0,0.0,--
Jim Burt,16,0,0,0.0,0,0,3.0,--
Ron Burton,16,0,0,0.0,0,0,2.0,--
Barney Bussey,16,0,0,0.0,0,0,4.0,--
Bobby Butler,16,1,22,22.0,22,0,0.0,--
Dave Butz,16,0,0,0.0,0,0,1.0,--
Gill Byrd,16,7,82,11.71,42,0,0.0,--
Richard Byrd,16,1,1,1.0,1,0,0.0,--
Ravin Caldwell,16,0,0,0.0,0,0,4.0,--
Joseph Campbell,16,0,0,0.0,0,0,3.0,--
John Cannon,16,0,0,0.0,0,0,3.0,--
Gregg Carr,13,1,27,27.0,27,0,3.5,--
Harry Carson,12,2,66,33.0,66,0,0.0,--
Carl Carter,16,3,0,0.0,0,0,0.0,--
Michael Carter,16,1,0,0.0,0,0,6.5,--
Russell Carter,15,0,0,0.0,0,0,2.0,--
Scott Case,16,10,47,4.7,12,0,1.0,--
Tony Casillas,16,0,0,0.0,0,0,2.0,--
Jeremiah Castille,16,3,51,17.0,33,0,0.0,--
Chuck Cecil,16,4,56,14.0,33,0,0.0,--
Dick Chapura,15,0,0,0.0,0,0,2.0,--
Deron Cherry,16,7,51,7.29,24,0,0.0,--
Raphel Cherry,16,2,0,0.0,0,0,0.0,--
Ray Childress,16,0,0,0.0,0,0,8.5,--
Sam Clancy,16,0,0,0.0,0,0,4.5,--
Bret Clark,12,4,40,10.0,21,0,0.0,--
Ken Clarke,16,0,0,0.0,0,0,2.0,--
Bob Clasby,16,1,7,7.0,7,0,5.0,--
Raymond Clayborn,16,4,65,16.25,31,0,0.0,--
Jackie Cline,14,0,0,0.0,0,0,4.0,--
Garry Cobb,16,0,0,0.0,0,0,7.5,--
Sherman Cocroft,13,1,17,17.0,17,0,0.0,--
Mike Cofer,16,0,0,0.0,0,0,12.0,--
Tim Cofield,16,1,0,0.0,0,0,3.5,--
Leonard Coleman,16,2,0,0.0,0,0,0.0,--
Monte Coleman,13,1,11,11.0,11,0,3.0,--
Robin Cole,16,0,0,0.0,0,0,3.0,--
Mark Collins,11,1,13,13.0,13,0,0.0,--
Darren Comeaux,9,1,18,18.0,18,0,0.0,--
Shane Conlan,13,1,0,0.0,0,0,1.5,--
Johnie Cooks,13,0,0,0.0,0,0,1.0,--
Toi Cook,16,1,0,0.0,0,0,0.0,--
Marcus Cotton,11,0,0,0.0,0,0,5.0,--
Travis Curtis,12,1,18,18.0,18,0,1.0,--
Eugene Daniel,16,2,44,22.0,41,1,0.0,--
Byron Darby,16,0,0,0.0,0,0,2.0,--
Brian Davis,9,1,11,11.0,11,0,0.0,--
Reuben Davis,16,0,0,0.0,0,0,3.0,--
Scott Davis,15,0,0,0.0,0,0,5.5,--
Wayne Davis,16,1,3,3.0,3,0,0.0,--
Vernon Dean,16,1,31,31.0,31,0,0.0,--
Jack Del Rio,15,1,0,0.0,0,0,1.0,--
Rick Dennison,16,1,29,29.0,29,0,0.5,--
Burnell Dent,10,0,0,0.0,0,0,1.0,--
Richard Dent,13,0,0,0.0,0,0,10.5,--
Hanford Dixon,15,2,24,12.0,24,0,0.0,--
Rickey Dixon,15,1,13,13.0,13,0,0.0,--
Chris Doleman,16,0,0,0.0,0,0,8.0,--
Jeff Donaldson,16,4,29,7.25,23,0,0.0,--
Eric Dorsey,16,0,0,0.0,0,0,3.5,--
Maurice Douglass,15,1,35,35.0,35,0,0.0,--
Michael Downs,16,2,3,1.5,3,0,0.5,--
Dave Duerson,15,2,18,9.0,18,0,1.0,--
Brad Edwards,16,2,47,23.5,37,1,0.0,--
Eddie Edwards,11,0,0,0.0,0,0,0.5,--
Donnie Elder,16,3,9,3.0,9,0,0.0,--
Tony Elliott,14,0,0,0.0,0,0,1.0,--
Riki Ellison,13,0,0,0.0,0,0,1.0,--
Eric Everett,16,1,0,0.0,0,0,0.0,--
Thomas Everett,14,3,31,10.33,29,0,0.0,--
Kevin Fagan,14,0,0,0.0,0,0,3.0,--
Brett Faryniarz,15,0,0,0.0,0,0,1.0,--
Chuck Faucette,8,1,2,2.0,2,0,0.0,--
Ron Fellows,14,2,14,7.0,14,0,0.0,--
Keith Ferguson,14,0,0,0.0,0,0,8.5,--
Simon Fletcher,16,1,4,4.0,4,0,9.0,--
Ron Francis,13,1,29,29.0,29,0,0.0,--
Paul Frase,16,0,0,0.0,0,0,1.0,--
William Frizzell,16,3,19,6.33,13,0,0.0,--
David Fulcher,16,5,38,7.6,16,1,1.5,--
Jeff Fuller,16,4,18,4.5,10,0,1.0,--
William Fuller,16,1,9,9.0,9,0,8.5,--
Darrell Fullington,15,3,57,19.0,40,0,0.0,--
Bobby Futrell,16,1,26,26.0,26,0,0.0,--
David Galloway,8,0,0,0.0,0,0,2.0,--
Kenny Gamble,16,1,2,2.0,2,0,0.0,--
Mike Gann,16,0,0,0.0,0,0,4.0,--
Mark Garalczyk,7,0,0,0.0,0,0,0.5,--
Hal Garner,12,0,0,0.0,0,0,1.0,--
Mark Gastineau,7,0,0,0.0,0,0,7.0,--
Shaun Gayle,4,1,0,0.0,0,0,0.0,--
Jumpy Geathers,16,0,0,0.0,0,0,3.5,--
Antonio Gibson,10,0,0,0.0,0,0,2.0,--
Dennis Gibson,16,0,0,0.0,0,0,0.5,--
Freddie Gilbert,13,0,0,0.0,0,0,1.0,--
Nesby Glasgow,16,2,19,9.5,19,0,0.0,--
Vencie Glenn,16,1,0,0.0,0,0,1.0,--
Tim Goad,16,0,0,0.0,0,0,2.0,--
Robert Goff,16,0,0,0.0,0,0,2.0,--
Mike Golic,12,0,0,0.0,0,0,1.0,--
Chris Goode,13,2,53,26.5,35,0,0.0,--
Alex Gordon,13,0,0,0.0,0,0,3.0,--
Tim Gordon,16,2,10,5.0,7,0,1.0,--
Cornell Gowdy,16,1,24,24.0,24,0,0.0,--
