Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Jake Scott,14,4,71,17.75,29,0,--,--
Mike Sensibaugh,14,3,58,19.33,27,0,--,--
Jeff Severson,14,4,24,6.0,19,0,--,--
Jeff Siemon,14,2,24,12.0,21,0,--,--
Ron Smith,14,1,4,4.0,4,0,--,--
Jim Sniadecki,14,1,11,11.0,11,0,--,--
John Sodaski,14,1,0,0.0,0,0,--,--
Rich Sowells,12,3,55,18.33,30,1,--,--
Rob Spicer,13,1,12,12.0,12,0,--,--
Larry Stallings,14,1,0,0.0,0,0,--,--
Bob Stein,13,1,6,6.0,6,0,--,--
Ken Stone,6,0,31,0.0,31,0,--,--
Mike Stratton,14,3,46,15.33,23,0,--,--
Henry Stuckey,6,1,4,4.0,4,0,--,--
Charles Stukes,14,5,104,20.8,42,0,--,--
Walt Sumner,13,2,4,2.0,4,0,--,--
Doug Swift,14,1,0,0.0,0,0,--,--
Steve Tannen,9,1,30,30.0,30,0,--,--
Jack Tatum,13,1,26,26.0,26,0,--,--
Bruce Taylor,14,6,30,5.0,22,0,--,--
Earlie Thomas,12,2,25,12.5,25,0,--,--
Emmitt Thomas,14,3,65,21.67,33,0,--,--
J.T. Thomas,14,1,10,10.0,10,0,--,--
Skip Thomas,14,2,24,12.0,12,0,--,--
Billy Thompson,14,3,96,32.0,59,1,--,--
Loren Toews,14,2,13,6.5,8,0,--,--
Jim Tolbert,13,2,34,17.0,26,0,--,--
Tom Toner,14,1,1,1.0,1,0,--,--
Pat Toomay,14,1,35,35.0,35,0,--,--
Ted Vactor,9,1,34,34.0,34,1,--,--
Skip Vanderbundt,9,1,7,7.0,7,0,--,--
Phil Villapiano,14,1,6,6.0,6,0,--,--
Rick Volk,14,1,0,0.0,0,0,--,--
Mike Wagner,14,8,134,16.75,38,0,--,--
Chuck Walker,14,1,0,0.0,0,0,--,--
Donnie Walker,11,1,22,22.0,22,0,--,--
Jimmy Warren,10,1,0,0.0,0,0,--,--
Mark Washington,14,1,0,0.0,0,0,--,--
Charlie Waters,14,5,112,22.4,44,0,--,--
Charlie Weaver,13,2,32,16.0,27,0,--,--
Mike Weger,12,2,20,10.0,12,0,--,--
Roger Wehrli,11,1,0,0.0,0,0,--,--
Dwight White,14,2,10,5.0,8,0,--,--
Stan White,14,4,40,10.0,19,1,--,--
Dave Wilcox,14,2,14,7.0,10,0,--,--
Willie Williams,14,4,82,20.5,35,0,--,--
Nemiah Wilson,13,3,28,9.33,20,0,--,--
Dennis Wirgowski,13,1,0,0.0,0,0,--,--
Jeff Wright,14,3,31,10.33,25,0,--,--
Nate Wright,14,3,6,2.0,6,0,--,--
Jim Youngblood,14,1,15,15.0,15,0,--,--
Steve Zabel,11,2,13,6.5,7,0,--,--
