Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Ray Agnew,13,0,0,0.0,0,0,2.0,--
Bruce Alexander,9,1,0,0.0,0,0,0.0,--
Eric Allen,16,5,20,4.0,8,0,0.0,--
Jeff Alm,12,0,0,0.0,0,0,1.0,--
Eddie Anderson,16,2,14,7.0,14,0,0.0,--
Lester Archambeau,16,0,0,0.0,0,0,4.5,--
Trace Armstrong,12,0,0,0.0,0,0,1.5,--
Gene Atkins,16,5,198,39.6,79,0,3.0,--
Steve Atwater,16,5,104,20.8,49,0,1.0,--
Jerry Ball,13,0,0,0.0,0,0,2.0,--
Michael Ball,15,0,0,0.0,0,0,1.0,--
Carl Banks,16,0,0,0.0,0,0,4.0,--
Chip Banks,11,0,0,0.0,0,0,1.0,--
Leo Barker,16,1,29,29.0,29,0,0.0,--
Harlon Barnett,16,0,0,0.0,0,0,1.0,--
Oliver Barnett,15,0,0,0.0,0,0,1.0,--
Martin Bayless,16,1,0,0.0,0,0,0.0,--
John Baylor,16,4,50,12.5,32,0,1.0,--
Billy Bell,8,1,4,4.0,4,0,0.0,--
Cornelius Bennett,16,0,0,0.0,0,0,9.0,--
Tony Bennett,16,0,0,0.0,0,0,13.0,--
Mitchell Benson,16,0,0,0.0,0,0,1.0,--
Thomas Benson,16,1,25,25.0,25,0,1.0,--
Ray Bentley,16,1,58,58.0,58,0,0.0,--
Ray Berry,16,1,11,11.0,11,0,1.0,--
Duane Bickett,16,0,0,0.0,0,0,5.0,--
Lewis Billups,13,0,0,0.0,0,0,1.0,--
Robert Blackmon,16,3,59,19.67,29,0,1.0,--
Bennie Blades,16,1,14,14.0,14,0,0.0,--
John Booty,13,1,24,24.0,24,0,1.0,--
Todd Bowles,16,1,0,0.0,0,0,0.0,--
Stephen Braggs,16,3,15,5.0,15,0,1.0,--
David Brandon,16,2,70,35.0,40,1,3.0,--
David Braxton,16,0,0,0.0,0,0,1.0,--
Tyrone Braxton,16,4,55,13.75,52,1,1.0,--
Mike Brim,16,4,52,13.0,24,0,1.0,--
Matt Brock,16,0,0,0.0,0,0,2.5,--
Michael Brooks,14,2,7,3.5,9,0,0.0,--
Dennis Brown,16,0,0,0.0,0,0,3.0,--
J.B. Brown,15,1,0,0.0,0,0,0.0,--
Jerome Brown,16,0,0,0.0,0,0,9.0,--
Joey Browner,14,5,97,19.4,45,0,0.0,--
Larry Brown,16,2,31,15.5,20,0,0.0,--
Richard Brown,16,1,19,19.0,19,0,0.5,--
Robert Brown,16,1,37,37.0,37,0,4.0,--
Vincent Brown,16,0,0,0.0,0,0,3.0,--
Jeff Bryant,16,0,0,0.0,0,0,3.0,--
Rick Bryan,16,0,0,0.0,0,0,3.0,--
Jason Buck,8,0,0,0.0,0,0,1.5,--
Vince Buck,13,5,12,2.4,12,0,0.0,--
Rob Burnett,13,0,0,0.0,0,0,3.0,--
Lloyd Burruss,16,1,83,83.0,83,0,0.0,--
Barney Bussey,12,2,18,9.0,18,0,0.0,--
LeRoy Butler,16,3,6,2.0,6,0,0.0,--
Dennis Byrd,16,0,0,0.0,0,0,7.0,--
Gill Byrd,15,6,48,8.0,22,0,0.0,--
Joe Cain,16,1,5,5.0,5,0,0.0,--
Darren Carrington,16,3,30,10.0,19,0,0.0,--
Mark Carrier,16,2,54,27.0,39,0,0.0,--
Carl Carter,11,1,4,4.0,4,0,0.0,--
Marty Carter,14,1,5,5.0,5,0,0.0,--
Scott Case,16,2,23,11.5,17,0,0.0,--
Tony Casillas,16,0,0,0.0,0,0,2.5,--
Chuck Cecil,16,3,76,25.33,32,0,0.0,--
Al Chamblee,9,0,0,0.0,0,0,1.0,--
Deron Cherry,16,4,31,7.75,16,0,0.0,--
Ray Childress,15,0,0,0.0,0,0,7.0,--
Sam Clancy,16,0,0,0.0,0,0,2.5,--
Vinnie Clark,16,2,42,21.0,22,0,0.0,--
Kyle Clifton,16,1,3,3.0,3,0,1.0,--
Mike Cofer,2,0,0,0.0,0,0,1.0,--
Monte Coleman,16,1,0,0.0,0,0,3.5,--
Andre Collins,16,2,33,16.5,18,1,3.0,--
Mark Collins,16,4,77,19.25,41,0,0.0,--
Darren Comeaux,16,0,0,0.0,0,0,0.5,--
Darion Conner,15,0,0,0.0,0,0,3.5,--
Frank Conover,4,0,0,0.0,0,0,1.0,--
Toi Cook,14,3,54,18.0,22,0,0.0,--
Danny Copeland,16,1,0,0.0,0,0,0.0,--
Tony Covington,16,3,21,7.0,18,0,1.0,--
Bryan Cox,13,0,0,0.0,0,0,2.0,--
Ron Cox,6,0,0,0.0,0,0,1.0,--
Ray Crockett,16,6,141,23.5,96,1,1.0,--
Mike Croel,13,0,0,0.0,0,0,10.0,--
Jeff Cross,16,0,0,0.0,0,0,7.0,--
Shane Curry,9,0,0,0.0,0,0,1.0,--
Eugene Daniel,16,3,22,7.33,12,0,0.0,--
Brian Davis,16,1,40,40.0,40,1,0.0,--
Darrell Davis,13,0,0,0.0,0,0,1.0,--
Reuben Davis,12,0,0,0.0,0,0,3.5,--
Scott Davis,16,0,0,0.0,0,0,6.5,--
Keith DeLong,15,0,0,0.0,0,0,1.0,--
Burnell Dent,14,0,0,0.0,0,0,1.5,--
Richard Dent,16,1,4,4.0,4,0,10.5,--
