Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Carl Allen,16,3,104,34.67,70,1,--,--
Jimmy Allen,15,6,38,6.33,23,0,--,--
Kim Anderson,16,2,35,17.5,18,0,--,--
Al Baker,15,1,0,0.0,0,0,--,--
Gary Barbaro,16,10,163,16.3,39,0,--,--
Benny Barnes,11,1,30,30.0,30,0,--,--
Bill Bergey,16,1,7,7.0,7,0,--,--
Don Bessillieu,16,4,13,3.25,12,0,--,--
Glenn Blackwood,16,3,0,0.0,0,0,--,--
Lyle Blackwood,11,1,0,0.0,0,0,--,--
Richard Blackmore,16,2,0,0.0,0,0,--,--
Matt Blair,14,3,0,0.0,0,0,--,--
Mel Blount,16,4,28,7.0,17,0,--,--
Kim Bokamper,16,1,6,6.0,6,0,--,--
Ron Bolton,16,6,62,10.33,29,0,--,--
Luther Bradley,8,1,0,0.0,0,0,--,--
Scot Brantley,16,1,6,6.0,6,0,--,--
Larry Braziel,15,2,87,43.5,60,0,--,--
Robert Brazile,16,2,38,19.0,33,0,--,--
Louis Breeden,16,7,91,13.0,29,0,--,--
Bob Breunig,16,3,34,11.33,15,0,--,--
Greg Bright,16,1,5,5.0,5,0,--,--
Cedric Brown,13,1,0,0.0,0,0,--,--
Dave Brown,16,6,32,5.33,24,0,--,--
Ray Brown,15,2,31,15.5,29,0,--,--
Rush Brown,16,1,9,9.0,9,0,--,--
Larry Brune,16,2,68,34.0,52,0,--,--
Bobby Bryant,14,3,10,3.33,7,0,--,--
Willie Buchanon,16,2,13,6.5,7,0,--,--
Clinton Burrell,15,5,51,10.2,29,0,--,--
Keith Butler,16,2,11,5.5,9,0,--,--
Greg Buttle,14,1,15,15.0,15,0,--,--
Glenn Cameron,14,3,43,14.33,27,0,--,--
Gary Campbell,16,3,36,12.0,15,0,--,--
Herb Christopher,16,2,25,12.5,25,0,--,--
Ricky Churchman,16,4,7,1.75,7,0,--,--
Mario Clark,16,1,0,0.0,0,0,--,--
Raymond Clayborn,16,5,87,17.4,29,0,--,--
Larry Cole,16,1,43,43.0,43,1,--,--
Monte Coleman,16,3,92,30.67,41,0,--,--
Robin Cole,14,1,34,34.0,34,0,--,--
