Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Dick Alban,1,27,27.0,--,0,--,--
John Amberg,2,18,9.0,--,0,--,--
Billy Baggett,1,10,10.0,--,0,--,--
Roy Barni,6,70,11.67,--,0,--,--
Bibbles Bawel,8,121,15.13,--,0,--,--
Chuck Bednarik,2,14,7.0,--,0,--,--
Ed Berrang,2,4,2.0,--,0,--,--
Rex Berry,2,27,13.5,--,0,--,--
Les Bingaman,1,8,8.0,--,0,--,--
Larry Brink,1,0,0.0,--,0,--,--
Hardy Brown,1,16,16.0,--,0,--,--
Rex Bumgardner,2,33,16.5,--,0,--,--
Don Burke,1,35,35.0,--,1,--,--
Jack Butler,7,168,24.0,--,0,--,--
John Cannady,2,2,1.0,--,0,--,--
Jim Cason,2,4,2.0,--,0,--,--
Sam Cathcart,3,64,21.33,--,0,--,--
Jack Christiansen,2,47,23.5,--,0,--,--
Herman Clark,1,8,8.0,--,0,--,--
Don Colo,1,11,11.0,--,0,--,--
George Connor,2,31,15.5,--,0,--,--
Billy Cox,3,43,14.33,--,0,--,--
Russ Craft,1,32,32.0,--,1,--,--
James David,7,48,6.86,--,0,--,--
Jerry Davis,3,118,39.33,--,1,--,--
Frank Dempsey,1,13,13.0,--,0,--,--
Bobby Dillon,4,35,8.75,--,0,--,--
Don Doll,2,0,0.0,--,0,--,--
Jim Dooley,5,30,6.0,--,0,--,--
Harry Dowda,2,34,17.0,--,0,--,--
Chuck Drazenovich,3,58,19.33,--,0,--,--
Jim Duncan,2,24,12.0,--,0,--,--
Jack Dwyer,4,48,12.0,--,0,--,--
Neil Ferris,0,3,0.0,--,0,--,--
Dick Flanagan,1,14,14.0,--,0,--,--
Keith Flowers,1,16,16.0,--,0,--,--
Bob Forte,4,50,12.5,--,0,--,--
Frank Gifford,1,46,46.0,--,0,--,--
Howard Hartley,4,51,12.75,--,0,--,--
George Hays,1,1,1.0,--,1,--,--
Norb Hecker,1,50,50.0,--,0,--,--
Jimmy Hill,1,15,15.0,--,0,--,--
Claude Hipps,3,48,16.0,--,0,--,--
Jack Hoffman,1,7,7.0,--,0,--,--
John Hoffman,2,54,27.0,--,0,--,--
Darrell Hogan,4,50,12.5,--,1,--,--
Tommy James,4,40,10.0,--,0,--,--
Mike Jarmoluk,2,48,24.0,--,1,--,--
Marvin Johnson,2,22,11.0,--,0,--,--
Tom Keane,10,93,9.3,--,0,--,--
Don Kindt,3,49,16.33,--,0,--,--
Ed Kissell,5,71,14.2,--,0,--,--
Tony Klimek,2,5,2.5,--,0,--,--
Warren Lahr,5,51,10.2,--,0,--,--
Tom Landry,8,99,12.38,--,1,--,--
Dick Lane,14,298,21.29,--,2,--,--
Yale Lary,4,61,15.25,--,0,--,--
Woodley Lewis,1,20,20.0,--,0,--,--
Paul Lipscomb,1,7,7.0,--,0,--,--
Ace Loomis,4,115,28.75,--,1,--,--
Ollie Matson,2,51,25.5,--,0,--,--
Don Menasco,4,5,1.25,--,0,--,--
Walt Michaels,4,26,6.5,--,0,--,--
Dom Moselle,3,2,0.67,--,0,--,--
John Panelli,3,5,1.67,--,0,--,--
Don Paul,2,40,20.0,--,0,--,--
Johnny Petitbon,5,42,8.4,--,0,--,--
Ray Poole,1,6,6.0,--,0,--,--
Jim Powers,2,37,18.5,--,0,--,--
Ray Ramsey,5,67,13.4,--,0,--,--
Bert Rechichar,6,79,13.17,--,0,--,--
Joe Reid,1,0,0.0,--,0,--,--
Herb Rich,8,201,25.13,--,1,--,--
Andy Robustelli,1,14,14.0,--,1,--,--
Harmon Rowe,1,22,22.0,--,0,--,--
Dan Sandifer,2,25,12.5,--,0,--,--
Leo Sanford,2,5,2.5,--,0,--,--
Clyde Scott,1,0,0.0,--,0,--,--
Vic Sears,1,9,9.0,--,1,--,--
Clarence Self,1,0,0.0,--,0,--,--
Will Sherman,1,23,23.0,--,0,--,--
Jerry Shipkey,2,15,7.5,--,0,--,--
Frank Sinkovitz,1,5,5.0,--,0,--,--
Bob Smith,9,184,20.44,--,1,--,--
Billy Stone,1,13,13.0,--,0,--,--
Bob Stringer,1,9,9.0,--,0,--,--
Joe Sutton,3,54,18.0,--,0,--,--
Bill Svoboda,2,2,1.0,--,0,--,--
Joe Tereshinski,1,31,31.0,--,0,--,--
Deral Teteak,1,0,0.0,--,0,--,--
Tommy Thompson,1,21,21.0,--,0,--,--
LaVern Torgeson,5,100,20.0,--,1,--,--
Emlen Tunnell,7,149,21.29,--,0,--,--
Lowell Wagner,6,69,11.5,--,0,--,--
Gerry Weatherly,3,13,4.33,--,0,--,--
S.J. Whitman,3,27,9.0,--,0,--,--
Bill Wightkin,0,9,0.0,--,0,--,--
Norm Willey,1,0,0.0,--,0,--,--
Fred Williams,1,54,54.0,--,0,--,--
Jerry Williams,4,41,10.25,--,0,--,--
Johnny Williams,5,97,19.4,--,1,--,--
Stan Williams,5,84,16.8,--,0,--,--
Ab Wimberly,1,5,5.0,--,0,--,--
Tank Younger,2,0,0.0,--,0,--,--
