Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Solo Tackles,Tackle Assists,Total Tackles,Sacks,Sack Loss Yards Caused
Ray Lewis,16,3,115,38.33,64,0,114,48,162,3.5,26.0
Zach Thomas,15,2,51,25.5,34,1,95,60,155,3.0,27.0
Ronald McKinnon,16,1,24,24.0,24,1,98,48,146,2.0,5.0
James Farrior,16,2,84,42.0,47,0,109,36,145,1.0,8.0
Marvin Jones,16,3,27,9.0,18,0,97,40,137,1.0,7.0
Micheal Barrow,16,0,0,0.0,0,0,91,44,135,6.0,34.5
Donnie Edwards,16,0,0,0.0,0,0,98,32,130,2.0,16.0
Keith Brooking,15,2,17,8.5,9,0,102,25,127,3.5,30.5
Anthony Simmons,16,0,0,0.0,0,0,103,20,123,2.0,16.0
Chris Claiborne,15,2,11,5.5,6,0,77,43,120,4.0,32.0
London Fletcher,15,2,18,9.0,18,0,90,29,119,4.5,33.0
Earl Holmes,15,0,0,0.0,0,0,85,33,118,2.0,17.0
Brian Urlacher,16,3,60,20.0,41,0,91,27,118,6.0,37.0
Hardy Nickerson,15,3,4,1.33,2,0,89,28,117,0.0,0.0
Jeremiah Trotter,16,2,64,32.0,50,1,93,22,115,3.5,29.0
Rob Morris,14,0,0,0.0,0,0,84,30,114,1.0,4.0
Marvcus Patton,16,2,5,2.5,5,0,99,15,114,3.0,25.0
Lawyer Milloy,16,2,21,10.5,21,0,77,36,113,3.0,24.5
Dat Nguyen,16,0,0,0.0,0,0,91,22,113,0.0,0.0
Derrick Brooks,16,3,65,21.67,53,0,80,33,113,0.0,0.0
Kwamie Lassiter,16,9,80,8.89,25,0,84,29,113,1.0,4.0
Warrick Holdman,16,1,0,0.0,0,0,95,14,109,1.5,15.0
Takeo Spikes,15,1,66,66.0,66,1,80,29,109,6.0,58.0
Jamie Sharper,16,0,0,0.0,0,0,77,31,108,6.0,31.0
Derek Smith,14,1,0,0.0,0,0,78,30,108,3.0,13.5
Greg Biekert,15,0,0,0.0,0,0,81,27,108,3.0,15.5
Rodney Harrison,14,2,51,25.5,22,0,91,17,108,3.5,28.5
Mo Lewis,16,1,17,17.0,17,0,77,31,108,3.0,20.0
Chad Brown,16,0,0,0.0,0,0,80,26,106,8.5,70.0
Jay Foreman,16,0,0,0.0,0,0,73,29,102,2.5,19.0
Mike Caldwell,16,0,0,0.0,0,0,77,24,101,3.0,17.0
Levon Kirkland,16,0,0,0.0,0,0,81,20,101,1.0,6.0
Jamir Miller,16,1,0,0.0,0,0,83,18,101,13.0,72.0
Dwayne Rudd,16,1,0,0.0,0,0,73,28,101,0.5,4.5
Rogers Beckett,16,1,8,8.0,8,0,79,21,100,0.0,0.0
LaVar Arrington,13,3,120,40.0,67,1,82,17,99,0.5,1.5
Dexter Coakley,15,2,39,19.5,29,2,75,24,99,0.0,0.0
Kailee Wong,16,1,27,27.0,27,1,83,16,99,3.0,24.0
Bernardo Harris,16,2,12,6.0,8,0,69,29,98,2.5,14.0
Sammy Knight,16,6,114,19.0,40,0,80,18,98,1.0,4.0
Shaun Williams,16,3,25,8.33,20,0,77,19,96,1.0,6.0
Junior Seau,16,1,2,2.0,2,0,84,11,95,1.0,6.0
Darren Sharper,16,6,78,13.0,23,0,71,24,95,2.0,14.0
Marcus Washington,16,0,0,0.0,0,0,75,20,95,8.0,28.5
Pat Tillman,12,0,0,0.0,0,0,72,22,94,0.0,0.0
Chad Cota,16,2,21,10.5,12,0,73,21,94,0.0,0.0
Jay Bellamy,16,3,21,7.0,21,0,71,22,93,2.0,12.0
Charlie Clemons,16,1,3,3.0,3,0,75,18,93,13.5,96.0
Rob Fredrickson,15,0,0,0.0,0,0,72,21,93,4.0,27.0
John Mobley,16,1,17,17.0,17,0,80,13,93,1.0,6.0
Roman Phifer,16,1,14,14.0,14,0,72,21,93,2.0,9.0
Lester Towns,16,1,0,0.0,0,0,66,27,93,0.0,0.0
Keith Mitchell,15,0,0,0.0,0,0,63,27,90,2.0,11.0
Sam Shade,15,2,9,4.5,9,0,76,14,90,0.0,0.0
Tyrone Williams,16,4,117,29.25,69,1,77,12,89,0.0,0.0
Jessie Armstead,16,0,0,0.0,0,0,65,24,89,1.5,10.5
Victor Green,16,3,76,25.33,63,1,57,31,88,0.0,0.0
John Lynch,16,3,21,7.0,15,0,63,25,88,1.0,0.0
William Thomas,15,3,46,15.33,33,0,64,24,88,3.0,13.0
Jeff Ulbrich,14,0,0,0.0,0,0,64,24,88,0.5,2.0
Darren Woodson,16,3,11,3.67,6,0,77,11,88,0.0,0.0
Damon Moore,16,2,2,1.0,2,0,65,22,87,1.0,5.0
Jerome Woods,16,3,48,16.0,25,0,74,13,87,1.0,6.0
Corey Fuller,16,3,82,27.33,49,1,72,15,87,0.0,0.0
Corey Harris,16,2,1,0.5,1,0,76,10,86,0.0,0.0
Nate Wayne,12,3,55,18.33,35,0,60,26,86,5.5,40.0
Keith Newman,16,0,0,0.0,0,0,64,21,85,3.5,28.5
Tommy Polley,16,0,0,0.0,0,0,68,17,85,0.0,0.0
Al Wilson,16,0,0,0.0,0,0,72,13,85,3.0,25.0
Jamie Duncan,15,1,9,9.0,9,0,64,21,85,2.0,9.0
Wali Rainer,14,0,0,0.0,0,0,55,29,84,1.0,15.0
Brian Simmons,16,1,5,5.0,5,0,52,32,84,6.5,41.0
Greg Wesley,16,2,44,22.0,30,0,73,11,84,2.0,12.0
Raynoch Thompson,14,0,0,0.0,0,0,62,21,83,0.5,5.0
Idrees Bashir,15,1,0,0.0,0,0,59,24,83,0.0,0.0
Kendrell Bell,15,0,0,0.0,0,0,69,13,82,9.0,84.0
Earl Little,16,5,33,6.6,15,0,65,17,82,1.0,14.0
Kevin Mitchell,12,0,0,0.0,0,0,69,13,82,2.0,8.0
Brian Walker,13,1,0,0.0,0,0,55,27,82,0.0,0.0
Perry Phenix,12,0,0,0.0,0,0,63,18,81,0.0,0.0
Shaun Rogers,15,0,0,0.0,0,0,61,20,81,3.0,19.5
Reggie Tongue,16,3,67,22.33,55,1,61,20,81,1.0,5.0
Antoine Winfield,16,2,0,0.0,0,0,69,12,81,0.0,0.0
Chad Scott,15,5,204,40.8,62,2,71,9,80,0.0,0.0
Barrett Green,14,0,0,0.0,0,0,55,25,80,1.0,10.0
Eric Kelly,16,2,2,0,63,17,80,0.0,0.0
Brant Boyer,16,2,12,6.0,8,0,60,19,79,0.0,0.0
Carlos Emmons,16,0,0,0.0,0,0,61,18,79,1.0,5.0
Brock Marion,15,5,227,45.4,100,2,55,24,79,0.0,0.0
R.W. McQuarters,16,3,47,15.67,43,0,65,14,79,1.0,7.0
Mike Minter,14,2,32,16.0,30,0,65,14,79,0.0,0.0
Randall Godfrey,14,1,5,5.0,5,0,62,16,78,1.0,9.0
Eric Brown,16,2,0,0.0,0,0,64,13,77,3.0,26.0
Donovin Darius,11,1,39,39.0,39,0,65,12,77,0.0,0.0
Kevin Mathis,14,2,34,17.0,23,0,63,14,77,1.0,6.0
Orlando Ruff,16,0,0,0.0,0,0,62,15,77,1.0,2.0
David Terrell,15,2,0,0.0,0,0,67,10,77,1.0,8.0
Eric Warfield,16,4,61,15.25,51,1,69,8,77,0.0,0.0
Dewayne Washington,15,1,15,15.0,15,0,66,11,77,1.0,11.0
Jason Webster,16,3,61,20.33,31,0,69,8,77,0.5,3.5
Ryan McNeil,16,8,55,6.88,33,0,64,12,76,0.0,0.0
Willie Williams,14,4,24,6.0,24,0,64,12,76,0.0,0.0
Rod Woodson,16,3,57,19.0,47,1,56,20,76,0.0,0.0
Tedy Bruschi,15,2,7,3.5,4,0,55,21,76,2.0,4.0
Darren Hambrick,14,0,0,0.0,0,0,56,19,75,0.0,0.0
Corey Chavous,14,1,0,0.0,0,0,62,12,74,0.0,0.0
Sam Garnes,16,1,5,5.0,5,0,59,15,74,0.0,0.0
Marquez Pope,15,1,22,22.0,22,0,55,19,74,0.0,0.0
Michael Strahan,16,0,0,0.0,0,0,61,12,73,22.5,177.5
Aeneas Williams,15,4,69,17.25,42,2,56,17,73,0.0,0.0
Brent Alexander,15,4,39,9.75,22,0,53,20,73,2.0,10.0
Chris Draft,12,0,0,0.0,0,0,54,19,73,0.0,0.0
Vonnie Holliday,16,0,0,0.0,0,0,47,26,73,7.0,45.0
Kenoy Kennedy,16,1,6,6.0,6,0,54,19,73,2.0,18.0
Daylon McCutcheon,16,4,62,15.5,32,1,67,6,73,2.0,7.0
Ronde Barber,16,10,86,8.6,36,1,59,13,72,1.0,6.0
Tebucky Jones,16,1,0,53,19,72,1.0,8.0
Ed McDaniel,14,1,0,0.0,0,0,56,16,72,1.0,9.5
Ray Buchanan,15,5,85,17.0,33,0,63,8,71,0.0,0.0
Marcus Coleman,16,2,41,20.5,36,0,60,11,71,0.0,0.0
Anthony Dorsett,15,2,65,32.5,39,2,62,9,71,1.0,0.0
Deon Grant,16,5,96,19.2,43,0,59,12,71,1.0,11.0
Chris McAlister,16,1,0,0.0,0,0,63,8,71,0.0,0.0
Derrick Rodgers,14,0,0,0.0,0,0,44,27,71,1.0,8.0
Jason Taylor,16,1,4,4.0,4,0,48,23,71,8.5,44.5
Rosevelt Colvin,16,2,22,11.0,14,0,60,10,70,10.5,63.5
Brian Dawkins,15,2,15,7.5,15,0,58,12,70,1.5,11.0
Michael Green,16,0,0,0.0,0,0,64,6,70,3.0,17.0
Ty Law,16,3,91,30.33,46,2,60,10,70,1.0,7.0
Na'il Diggs,16,0,0,0.0,0,0,53,16,69,2.0,5.0
Kevin Hardy,9,0,0,0.0,0,0,57,12,69,5.5,37.5
Grady Jackson,15,0,0,0.0,0,0,52,17,69,4.0,31.5
Deltha O'Neal,16,9,115,12.78,42,0,62,7,69,0.0,0.0
Eddie Robinson,16,2,13,6.5,13,0,51,18,69,1.0,5.0
Bill Romanowski,16,0,0,0.0,0,0,55,14,69,7.0,44.0
Troy Vincent,15,3,0,0.0,0,0,58,11,69,1.5,13.5
Fred Thomas,16,1,0,0.0,0,0,55,13,68,0.0,0.0
Mike Brown,16,5,81,16.2,33,2,56,12,68,3.0,21.0
Doug Evans,16,8,126,15.75,49,1,61,7,68,0.0,0.0
Kenard Lang,15,1,14,14.0,14,0,53,15,68,4.0,24.0
John Abraham,16,0,0,0.0,0,0,57,10,67,13.0,58.5
Nate Clements,16,3,48,16.0,48,1,57,10,67,1.0,1.0
Dexter Jackson,15,4,42,10.5,29,0,56,11,67,2.5,20.0
Dan Morgan,11,1,10,10.0,10,0,45,22,67,1.0,9.0
John Parrella,16,0,0,0.0,0,0,61,6,67,2.0,9.0
Tony Parrish,16,3,36,12.0,26,0,56,11,67,1.0,11.0
Ray Mickens,16,0,0,0.0,0,0,56,10,66,1.0,3.0
Darrin Smith,16,0,0,0.0,0,0,49,17,66,1.5,12.5
Peter Boulware,16,0,0,0.0,0,0,44,22,66,15.0,86.5
Duane Hawthorne,16,2,28,14.0,22,0,53,12,65,0.0,0.0
Dexter McCleon,15,4,66,16.5,43,0,59,6,65,0.0,0.0
Mike Peterson,9,2,18,9.0,13,0,46,19,65,1.5,8.5
Brandon Spoon,14,2,51,25.5,44,2,45,20,65,0.0,0.0
Mike McKenzie,16,2,38,19.0,38,1,54,10,64,0.0,0.0
Ahmed Plummer,15,7,45,6.43,24,0,58,6,64,0.0,0.0
Lemanski Hall,16,0,0,0.0,0,0,48,16,64,1.0,8.0
Joe Johnson,16,0,0,0.0,0,0,53,11,64,9.0,51.0
Zack Bronson,16,7,165,23.57,97,2,57,6,63,0.0,0.0
Devin Bush,16,2,62,31.0,43,1,44,19,63,0.0,0.0
Tay Cody,14,2,3,1.5,3,0,57,6,63,0.0,0.0
Mark Fields,13,1,30,30.0,30,0,48,15,63,0.0,0.0
Cornelius Griffin,16,0,0,0.0,0,0,47,16,63,2.5,15.0
Robert Griffith,10,2,25,12.5,14,0,47,16,63,0.0,0.0
Marcus Robertson,12,2,30,15.0,25,0,48,15,63,0.0,0.0
Jason Sehorn,13,3,34,11.33,34,1,57,6,63,1.0,10.0
Otis Smith,15,5,181,36.2,78,2,55,8,63,2.0,6.0
Duane Starks,15,4,9,2.25,9,0,58,5,63,0.0,0.0
Mike Vrabel,16,2,27,13.5,15,0,40,23,63,3.0,14.0
David Barrett,16,2,30,15.0,23,0,53,9,62,0.0,0.0
Gerald Dixon,16,1,6,6.0,6,0,47,15,62,2.0,2.0
David Macklin,16,3,15,5.0,11,0,53,9,62,0.5,1.5
Ronnie Bradford,14,0,0,0.0,0,0,51,10,61,1.0,11.0
Terry Cousin,16,0,0,0.0,0,0,46,15,61,2.0,13.0
Greg Ellis,16,0,0,0.0,0,0,45,16,61,6.0,9.0
Lethon Flowers,14,0,0,0.0,0,0,48,13,61,1.0,8.0
Joey Porter,14,0,0,0.0,0,0,47,14,61,9.0,62.0
Lance Schulters,16,3,0,0.0,0,0,52,9,61,1.0,8.0
Orlando Thomas,13,1,0,0.0,0,0,45,16,61,0.0,0.0
Gerard Warren,15,0,0,0.0,0,0,48,13,61,5.0,36.0
Brandon Short,16,1,21,21.0,21,0,45,15,60,1.0,5.0
Chad Bratzke,15,0,0,0.0,0,0,45,15,60,8.5,48.5
Jason Craft,16,2,4,2.0,4,0,53,7,60,0.0,0.0
Chris Carter,16,1,10,10.0,10,0,42,17,59,0.0,0.0
Andre Dyson,14,3,36,12.0,36,0,55,4,59,0.0,0.0
Artrell Hawkins,14,3,26,8.67,22,0,49,10,59,0.0,0.0
Kim Herring,15,1,15,15.0,15,0,53,6,59,0.0,0.0
Todd Lyght,15,4,72,18.0,59,1,53,6,59,0.0,0.0
George Teague,16,0,0,0.0,0,0,44,15,59,0.0,0.0
Pat Williams,13,0,0,0.0,0,0,41,18,59,1.5,5.0
Jeff Burris,15,3,69,23.0,30,1,54,4,58,0.0,0.0
Tyrone Carter,15,0,0,0.0,0,0,53,5,58,1.0,1.0
Morlon Greenwood,14,0,0,0.0,0,0,30,28,58,1.5,16.0
Brian Kelly,16,0,0,0.0,0,0,47,11,58,1.5,19.5
Chad Eaton,16,0,0,0.0,0,0,44,13,57,1.0,4.0
Steve Martin,16,0,0,0.0,0,0,40,17,57,2.5,19.5
Talance Sawyer,16,1,2,2.0,2,0,36,21,57,5.0,26.5
T.J. Slaughter,9,0,0,0.0,0,0,44,13,57,1.0,11.0
Damien Robinson,14,2,58,29.0,30,0,38,18,56,0.0,0.0
Samari Rolle,14,3,3,1.0,3,0,51,5,56,2.0,4.0
Mike Rucker,16,0,0,0.0,0,0,44,12,56,9.0,63.0
Denard Walker,16,3,60,20.0,39,1,51,5,56,0.0,0.0
Adam Archuleta,12,0,0,0.0,0,0,47,9,56,2.0,10.0
Jerry Azumah,16,1,14,14.0,14,0,49,7,56,2.0,10.0
Ainsley Battles,13,2,26,13.0,26,0,51,5,56,1.0,7.0
Jason Gildon,15,1,0,0.0,0,0,43,13,56,12.0,65.0
Kenny Holmes,16,0,0,0.0,0,0,38,18,56,3.5,22.5
Eric Allen,15,1,19,19.0,19,0,49,6,55,0.0,0.0
JoJuan Armour,16,0,0,0.0,0,0,39,16,55,0.0,0.0
Oliver Gibson,16,0,0,0.0,0,0,45,10,55,3.0,16.0
Michael Myers,16,0,0,0.0,0,0,37,18,55,3.5,22.0
Seth Payne,16,0,0,0.0,0,0,41,14,55,5.0,35.0
Kurt Schulz,11,2,22,11.0,19,0,37,18,55,0.0,0.0
Grant Wistrom,15,2,0,0,45,10,55,9.0,35.5
William James,16,1,0,0.0,0,0,49,5,54,0.0,0.0
Derrick Ransom,16,0,0,0.0,0,0,41,13,54,3.0,20.0
Justin Smith,15,2,28,14.0,21,0,41,13,54,8.5,76.0
Patrick Surtain,16,3,74,24.67,41,1,44,10,54,1.0,10.0
Jamie Winborn,14,2,40,20.0,29,0,41,13,54,0.5,4.5
Fernando Bryant,10,0,0,0.0,0,0,49,5,54,0.0,0.0
Henri Crockett,15,1,7,7.0,7,0,46,8,54,0.0,0.0
Russell Davis,16,0,0,0.0,0,0,37,17,54,2.0,17.0
Anthony Henry,16,10,177,17.7,97,1,44,10,54,0.0,0.0
Eric Hicks,16,0,0,0.0,0,0,45,9,54,3.5,27.5
Raion Hill,15,0,0,0.0,0,0,33,21,54,0.0,0.0
Darren Howard,16,1,37,37.0,37,0,36,18,54,6.0,40.0
Gerald McBurrows,14,0,0,0.0,0,0,48,6,54,0.0,0.0
Josh Evans,16,0,0,0.0,0,0,41,12,53,5.5,28.0
Jimmy Hitchcock,16,3,65,21.67,35,0,45,8,53,0.0,0.0
Antonio Pierce,16,1,0,0.0,0,0,44,9,53,1.0,0.0
Charles Woodson,15,1,64,64.0,34,0,40,13,53,2.0,15.0
Robert Porcher,15,0,0,0.0,0,0,45,7,52,11.0,71.0
Shelton Quarles,16,1,98,98.0,98,1,34,18,52,2.0,16.0
Hollis Thomas,14,0,0,0.0,0,0,43,9,52,0.0,0.0
Elijah Alexander,13,0,0,0.0,0,0,41,11,52,1.0,11.0
Ashley Ambrose,15,5,43,8.6,27,0,49,3,52,0.0,0.0
Rashard Anderson,15,1,0,0.0,0,0,47,5,52,0.0,0.0
Bobby Hamilton,16,0,0,0.0,0,0,31,21,52,7.0,41.5
Rashad Holman,16,1,19,19.0,19,0,46,6,52,0.0,0.0
Champ Bailey,15,3,17,5.67,12,0,49,2,51,0.0,0.0
Keith Bulluck,15,2,21,10.5,21,0,30,21,51,1.0,7.0
Travis Hall,15,0,0,0.0,0,0,39,12,51,2.5,21.0
Walt Harris,15,1,45,45.0,39,1,49,2,51,0.0,0.0
Michael McCrary,10,1,1,1.0,1,0,34,17,51,7.5,42.5
Aric Morris,16,0,0,0.0,0,0,36,15,51,1.5,7.0
Julian Peterson,14,0,0,0.0,0,0,37,14,51,3.0,23.0
Mark Roman,13,1,0,0.0,0,0,44,7,51,2.0,10.0
Corey Simon,16,0,0,0.0,0,0,39,11,50,7.5,27.5
Josh Williams,16,0,0,0.0,0,0,30,20,50,3.0,21.0
Lamar Campbell,11,0,0,0.0,0,0,35,15,50,1.0,12.0
Phillip Daniels,16,0,0,0.0,0,0,43,7,50,9.0,53.0
Greg Favors,16,1,0,0.0,0,0,32,18,50,1.5,8.0
Cory Hall,16,0,0,0.0,0,0,33,17,50,0.0,0.0
Duane Clemons,16,0,0,0.0,0,0,37,12,49,7.0,68.5
Bryan Cox,12,0,0,0.0,0,0,34,15,49,0.0,0.0
Mario Edwards,16,1,71,71.0,71,1,42,7,49,0.0,0.0
Patrick Kerney,15,0,0,0.0,0,0,38,11,49,12.0,60.0
Ken Lucas,16,1,0,0.0,0,0,44,5,49,0.0,0.0
Robert Bean,15,0,0,0.0,0,0,42,6,48,0.0,0.0
Tim Bowens,15,0,0,0.0,0,0,30,18,48,3.0,5.5
Johnnie Harris,16,0,0,0.0,0,0,41,7,48,0.5,1.0
Marlon McCree,12,1,10,10.0,10,0,35,13,48,1.0,6.0
Jim Nelson,16,0,0,0.0,0,0,30,18,48,0.0,0.0
Bryan Robinson,16,0,0,0.0,0,0,38,10,48,4.5,23.0
Kiwaukee Thomas,16,0,0,0.0,0,0,46,2,48,3.0,18.0
Marcellus Wiley,15,0,0,0.0,0,0,38,10,48,13.0,86.5
Allen Aldridge,15,0,0,0.0,0,0,32,15,47,1.0,16.0
Andre Carter,15,0,0,0.0,0,0,40,7,47,6.5,57.5
Hugh Douglas,15,0,0,0.0,0,0,39,8,47,9.5,65.0
Percy Ellsworth,11,1,19,19.0,19,0,39,8,47,1.0,10.0
La'Roi Glover,16,0,0,0.0,0,0,36,11,47,8.0,46.5
Bhawoh Jue,15,2,35,17.5,35,0,34,13,47,0.0,0.0
Roderick Coleman,14,0,0,0.0,0,0,35,11,46,6.0,24.5
Ted Johnson,12,0,0,0.0,0,0,33,13,46,0.0,0.0
Tod McBride,16,0,0,0.0,0,0,36,10,46,2.0,6.0
Peppi Zellner,16,0,0,0.0,0,0,36,10,46,3.0,26.0
Richard Seymour,13,0,0,0.0,0,0,25,20,45,3.0,18.0
Dean Wells,13,0,0,0.0,0,0,33,12,45,0.0,0.0
Will Allen,13,4,27,6.75,17,0,41,4,45,0.0,0.0
Ray Crockett,14,1,8,8.0,8,0,41,4,45,0.0,0.0
Chris Hovan,16,0,0,0.0,0,0,30,15,45,6.0,40.5
Kenny Mixon,16,1,56,56.0,56,1,25,19,44,2.0,8.5
Ryan Phillips,13,1,18,18.0,18,0,32,12,44,1.0,7.0
Simeon Rice,16,0,0,0.0,0,0,39,5,44,11.0,80.0
Travian Smith,16,1,9,9.0,9,0,28,16,44,2.5,12.5
Robert Tate,16,0,0,0.0,0,0,37,7,44,0.0,0.0
Brandon Mitchell,16,0,0,0.0,0,0,26,17,43,1.0,5.0
Anthony Pleasant,16,2,0,0.0,0,0,35,8,43,6.0,34.0
Matt Stevens,15,1,9,9.0,9,0,30,13,43,0.0,0.0
Gary Walker,16,0,0,0.0,0,0,35,8,43,7.5,55.5
Tony Brackens,12,0,0,0.0,0,0,40,3,43,11.0,74.0
Terry Fair,11,2,29,14.5,26,1,37,6,43,0.0,0.0
Jason Fisk,16,0,0,0.0,0,0,26,16,42,2.5,13.0
Ian Gold,16,0,0,0.0,0,0,37,5,42,3.0,14.0
Chukie Nwokorie,16,0,0,0.0,0,0,33,9,42,5.0,19.5
Aaron Schobel,16,0,0,0.0,0,0,31,11,42,6.5,44.0
Bruce Smith,13,0,0,0.0,0,0,31,11,42,5.0,21.5
Anthony McFarland,14,0,0,0.0,0,0,24,17,41,3.5,23.5
Trevor Pryce,16,0,0,0.0,0,0,34,7,41,7.0,50.0
Darrell Russell,11,1,0,0.0,0,0,32,9,41,2.5,9.0
Tony Bryant,15,0,0,0.0,0,0,28,13,41,5.0,21.0
Ronnie Heard,16,0,0,0.0,0,0,33,8,41,1.0,9.0
DeRon Jenkins,15,0,0,0.0,0,0,37,4,41,0.0,0.0
Vaughn Booker,14,0,0,0.0,0,0,34,6,40,1.5,8.0
Shane Burton,15,1,0,0.0,0,0,24,16,40,2.0,6.0
LeRoy Butler,9,0,0,0.0,0,0,31,9,40,1.0,9.0
Marco Coleman,11,0,0,0.0,0,0,34,6,40,4.5,30.5
Shaun Ellis,16,0,0,0.0,0,0,28,12,40,5.0,24.0
Jim Flanigan,16,0,0,0.0,0,0,26,14,40,4.5,33.0
Steve Foley,12,0,0,0.0,0,0,26,14,40,0.0,0.0
