Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Chuck Avedisian,1,48,48.0,--,1,--,--
Jack Banta,1,34,34.0,--,0,--,--
Sammy Baugh,4,21,5.25,--,0,--,--
Keith Beebe,3,26,8.67,--,0,--,--
Dick Bilda,1,25,25.0,--,0,--,--
Mel Bleeker,1,0,0.0,--,0,--,--
Charlie Brock,1,1,1.0,--,0,--,--
Bill Brown,1,6,6.0,--,0,--,--
Johnny Butler,3,16,5.33,--,0,--,--
Victor Carroll,1,8,8.0,--,0,--,--
Tommy Colella,4,53,13.25,--,0,--,--
Irv Comp,6,54,9.0,--,0,--,--
Tom Corbo,1,0,0.0,--,0,--,--
Larry Craig,1,20,20.0,--,0,--,--
Abe Croft,1,19,19.0,--,0,--,--
Ward Cuff,2,31,15.5,--,0,--,--
Paul Duhart,4,23,5.75,--,0,--,--
Andy Farkas,3,31,10.33,--,0,--,--
Al Fiorentino,1,0,0.0,--,0,--,--
Bob Friedman,1,2,2.0,--,0,--,--
Ted Fritsch,6,115,19.17,--,1,--,--
Charlie Gauer,1,2,2.0,--,0,--,--
Jim Gillette,3,29,9.67,--,0,--,--
John Greene,2,22,11.0,--,0,--,--
Johnny Grigas,1,2,2.0,--,0,--,--
Al Grygo,4,79,19.75,--,0,--,--
Pete Gudauskas,1,26,26.0,--,0,--,--
Elmer Hackney,3,41,13.67,--,0,--,--
Ray Hare,1,12,12.0,--,0,--,--
Mel Hein,3,14,4.67,--,0,--,--
Jack Hinkle,2,62,31.0,--,1,--,--
Don Hutson,4,50,12.5,--,0,--,--
Toimi Jarvi,1,0,0.0,--,0,--,--
Harvey Jones,3,71,23.67,--,0,--,--
Mike Kabealo,2,9,4.5,--,0,--,--
Al Kaporch,1,1,1.0,--,0,--,--
Bob Keene,2,14,7.0,--,0,--,--
Frank Kinard,1,26,26.0,--,0,--,--
Carl Kinscherf,1,3,3.0,--,0,--,--
Ben Kish,4,52,13.0,--,0,--,--
Joe Laws,3,36,12.0,--,0,--,--
Tony Leon,1,14,14.0,--,0,--,--
Frank Liebel,1,8,8.0,--,0,--,--
Sonny Liles,1,14,14.0,--,0,--,--
Vic Lindskog,1,65,65.0,--,1,--,--
Howie Livingston,9,172,19.11,--,1,--,--
Russ Lowther,1,32,32.0,--,0,--,--
Sid Luckman,2,36,18.0,--,0,--,--
George Magulick,2,12,6.0,--,0,--,--
Pug Manders,1,4,4.0,--,0,--,--
Bap Manzini,1,16,16.0,--,0,--,--
Bob Margarita,3,34,11.33,--,0,--,--
Duke Maronic,1,32,32.0,--,0,--,--
Frank Martin,1,0,0.0,--,0,--,--
John Martin,3,46,15.33,--,0,--,--
Jack Matheson,1,21,21.0,--,0,--,--
Riley Matheson,3,12,4.0,--,0,--,--
Flip McDonald,1,14,14.0,--,0,--,--
Doug McEnulty,1,34,34.0,--,0,--,--
Charlie McGibbony,1,6,6.0,--,0,--,--
Ray McLean,3,42,14.0,--,0,--,--
Mike Micka,1,5,5.0,--,0,--,--
Tom Miller,1,35,35.0,--,1,--,--
Tipp Mooney,1,35,35.0,--,0,--,--
Wilbur Moore,5,53,10.6,--,0,--,--
Fred Mundee,1,0,0.0,--,0,--,--
Don Perkins,2,123,61.5,--,2,--,--
John Perko,1,10,10.0,--,0,--,--
John Petchel,1,25,25.0,--,0,--,--
Bill Petrilas,5,144,28.8,--,2,--,--
Bill Piccolo,2,5,2.5,--,0,--,--
Steve Pritko,1,3,3.0,--,0,--,--
Walt Rankin,2,9,4.5,--,0,--,--
Albie Reisz,3,72,24.0,--,0,--,--
Floyd Rhea,1,0,0.0,--,0,--,--
Bill Rieth,1,12,12.0,--,0,--,--
Marshall Robnett,1,48,48.0,--,0,--,--
Gene Ronzani,3,19,6.33,--,0,--,--
Eddie Rucinski,4,35,8.75,--,0,--,--
Mike Scarry,1,5,5.0,--,0,--,--
Bernie Semes,1,0,0.0,--,0,--,--
Frank Seno,2,27,13.5,--,0,--,--
Bob Seymour,2,20,10.0,--,0,--,--
Allie Sherman,2,34,17.0,--,0,--,--
Frankie Sinkwich,3,28,9.33,--,0,--,--
George Smith,1,8,8.0,--,0,--,--
Bob Sneddon,1,20,20.0,--,0,--,--
Hank Soar,1,18,18.0,--,0,--,--
Ed Sprinkle,1,15,15.0,--,0,--,--
Leo Stasica,1,15,15.0,--,0,--,--
Ernie Steele,6,113,18.83,--,0,--,--
Bob Thurbon,2,14,7.0,--,0,--,--
Bulldog Turner,2,44,22.0,--,0,--,--
Steve Van Buren,5,47,9.4,--,0,--,--
Art Van Tone,4,16,4.0,--,0,--,--
Larry Visnic,2,56,28.0,--,0,--,--
Ray Wehba,1,7,7.0,--,0,--,--
Bob Westfall,1,30,30.0,--,0,--,--
Walter West,2,5,2.5,--,0,--,--
Alex Wojciechowicz,7,88,12.57,--,0,--,--
Len Younce,3,16,5.33,--,0,--,--
Roy Zimmerman,4,36,9.0,--,0,--,--
Lou Zontini,2,14,7.0,--,0,--,--
George Zorich,1,4,4.0,--,0,--,--
