Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Dick Absher,1,7,7.0,7,0,--,--
Ron Acks,0,15,0.0,15,0,--,--
Herb Adderley,5,169,33.8,80,1,--,--
Kermit Alexander,5,39,7.8,22,0,--,--
Grady Allen,1,6,6.0,6,0,--,--
Bob Atkins,3,74,24.67,42,0,--,--
Ocie Austin,2,10,5.0,10,0,--,--
Erich Barnes,1,55,55.0,55,1,--,--
Lem Barney,8,126,15.75,32,0,--,--
Mike Bass,3,31,10.33,31,0,--,--
Bill Bradley,1,56,56.0,56,1,--,--
Greg Brezina,1,2,2.0,2,0,--,--
Otto Brown,1,31,31.0,31,0,--,--
Terry Brown,1,21,21.0,21,0,--,--
Bobby Bryant,8,97,12.13,56,0,--,--
Doug Buffone,2,12,6.0,12,0,--,--
Bo Burris,1,24,24.0,24,0,--,--
Dick Butkus,2,13,6.5,11,0,--,--
Lee Roy Caffey,2,1,0.5,1,0,--,--
Lee Calland,2,0,0.0,0,0,--,--
Phil Clark,2,2,1.0,2,0,--,--
Larry Cole,1,41,41.0,41,1,--,--
Wayne Colman,1,11,11.0,11,0,--,--
Irv Cross,1,0,0.0,0,0,--,--
Tommy Crutcher,1,0,0.0,0,0,--,--
Dick Daniels,3,37,12.33,32,0,--,--
Willie Daniel,1,13,13.0,13,0,--,--
Willie Davis,1,0,0.0,0,0,--,--
Scott Eaton,2,23,11.5,23,1,--,--
Dave Edwards,1,0,0.0,0,0,--,--
Pat Fischer,2,28,14.0,27,0,--,--
Johnny Fuller,1,31,31.0,31,0,--,--
Mike Gaechter,3,72,24.0,37,0,--,--
John Garlington,2,4,2.0,4,0,--,--
Dennis Gaubatz,1,11,11.0,11,0,--,--
Bob Grant,3,0,0.0,0,0,--,--
Cornell Green,2,0,0.0,0,0,--,--
Jack Gregory,1,12,12.0,12,0,--,--
Don Hansen,2,51,25.5,40,0,--,--
Rickie Harris,4,81,20.25,47,0,--,--
Doug Hart,3,156,52.0,85,1,--,--
Ralph Heck,2,31,15.5,20,0,--,--
Jerry Hillebrand,1,14,14.0,14,0,--,--
Chuck Hinton,1,7,7.0,7,0,--,--
Bob Hohn,5,64,12.8,24,0,--,--
Jim Holifield,1,5,5.0,5,0,--,--
Gene Howard,2,0,0.0,0,0,--,--
Mike Howell,6,21,3.5,11,0,--,--
Chuck Howley,2,37,18.5,28,0,--,--
Sam Huff,3,65,21.67,32,1,--,--
Bob Jeter,3,30,10.0,30,0,--,--
Jimmy Johnson,5,18,3.6,18,0,--,--
Lee Roy Jordan,2,38,19.0,38,0,--,--
Alex Karras,1,22,22.0,22,0,--,--
Karl Kassulke,2,36,18.0,20,0,--,--
Ernie Kellermann,3,40,13.33,40,1,--,--
Paul Krause,5,82,16.4,77,1,--,--
Charlie Krueger,1,0,0.0,0,0,--,--
Al Lavan,2,0,0.0,0,0,--,--
Dick LeBeau,6,15,2.5,8,0,--,--
Dale Lindsey,1,3,3.0,3,0,--,--
Dave Lloyd,2,22,11.0,14,0,--,--
Carl Lockhart,2,0,0.0,0,0,--,--
Jerry Logan,1,6,6.0,6,0,--,--
Tom Longo,2,31,15.5,26,0,--,--
Garry Lyle,1,10,10.0,10,0,--,--
Earsell Mackbee,6,100,16.67,38,0,--,--
Bruce Maher,5,112,22.4,48,0,--,--
John Mallory,1,22,22.0,22,0,--,--
Jim Marshall,1,30,30.0,30,0,--,--
