Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Solo Tackles,Tackle Assists,Total Tackles,Sacks,Sack Loss Yards Caused
Luke Kuechly,16,1,0,0.0,0,0,99,54,153,3.0,19.0
DeAndre Levy,16,1,13,13.0,13,0,117,34,151,2.5,18.0
Lavonte David,14,0,0,0.0,0,0,101,45,146,1.0,4.0
Curtis Lofton,16,0,0,0.0,0,0,99,45,144,0.0,0.0
Paul Worrilow,16,0,0,0.0,0,0,84,58,142,2.0,11.0
D'Qwell Jackson,16,0,0,0.0,0,0,81,57,138,4.0,29.0
C.J. Mosley,16,2,23,11.5,18,0,88,45,133,3.0,16.0
Lawrence Timmons,16,0,0,0.0,0,0,87,45,132,2.0,11.0
Morgan Burnett,15,1,32,32.0,32,0,94,36,130,1.5,13.0
Daryl Smith,16,1,0,0.0,0,0,67,60,127,1.0,7.0
David Harris,16,0,0,0.0,0,0,71,52,123,5.5,45.5
Vincent Rey,16,0,0,0.0,0,0,61,60,121,0.0,0.0
Jameel McClain,16,0,0,0.0,0,0,75,42,117,2.5,16.0
Demario Davis,16,0,0,0.0,0,0,79,37,116,3.5,33.0
Jamie Collins,15,2,0,0.0,0,0,74,41,115,4.0,30.0
Johnathan Cyprien,15,0,0,0.0,0,0,80,34,114,0.0,0.0
Eric Weddle,16,1,17,17.0,17,0,91,23,114,0.0,0.0
Charles Woodson,16,4,35,8.75,30,0,83,30,113,1.0,10.0
Brandon Marshall,14,1,0,0.0,0,0,90,22,112,2.0,17.0
Michael Griffin,16,2,12,6.0,12,0,85,27,112,3.0,20.0
Alec Ogletree,16,2,44,22.0,44,0,84,27,111,0.0,0.0
Jelani Jenkins,15,0,0,0.0,0,0,83,27,110,3.5,26.5
James Laurinaitis,16,0,0,0.0,0,0,81,29,110,3.5,26.0
Preston Brown,16,1,0,0.0,0,0,66,43,109,0.0,0.0
Miles Burris,16,0,0,0.0,0,0,76,33,109,0.0,0.0
Keenan Robinson,13,1,0,0.0,0,0,71,38,109,1.5,16.0
Chris Borland,14,2,12,6.0,12,0,84,24,108,1.0,7.0
Dawan Landry,16,0,0,0.0,0,0,67,40,107,1.5,11.5
K.J. Wright,16,0,0,0.0,0,0,73,34,107,2.0,8.0
Donte Whitner,16,1,54,54.0,54,0,69,37,106,0.0,0.0
Robert Blanton,15,1,1,1.0,1,0,72,34,106,0.0,0.0
Nigel Bradham,14,1,0,0.0,0,0,66,38,104,2.5,8.0
T.J. McDonald,16,1,20,20.0,20,0,84,20,104,2.0,13.0
Telvin Smith,16,1,15,15.0,15,0,72,32,104,2.0,13.0
Bobby Wagner,11,0,0,0.0,0,0,67,37,104,2.0,13.0
Josh Mauga,16,0,0,0.0,0,0,82,21,103,0.5,3.5
Ryan Mundy,16,4,52,13.0,45,1,75,28,103,1.0,6.0
Ryan Clark,16,1,8,8.0,8,0,68,33,101,0.5,4.0
Thomas Davis,15,0,0,0.0,0,0,66,34,100,2.5,12.5
Craig Robertson,16,2,30,15.0,15,0,57,42,99,0.0,0.0
Earl Thomas,16,1,47,47.0,47,0,71,26,97,0.0,0.0
Barry Church,16,2,49,24.5,45,0,77,20,97,0.0,0.0
Kemal Ishmael,16,4,37,9.25,23,1,67,30,97,0.0,0.0
Jerrell Freeman,12,0,0,0.0,0,0,58,37,95,1.5,8.5
Reggie Nelson,16,4,30,7.5,31,0,62,33,95,1.5,12.5
Ron Parker,16,1,10,10.0,10,0,84,10,94,1.0,14.0
Wesley Woodyard,16,2,20,10.0,13,0,53,41,94,2.5,12.0
Perry Riley,14,0,0,0.0,0,0,60,33,93,2.0,19.0
Karlos Dansby,12,1,0,0.0,0,0,47,46,93,3.0,14.0
Chad Greenway,12,0,0,0.0,0,0,56,37,93,1.0,10.0
