Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Herb Adderley,3,27,9.0,17,0,--,--
Kermit Alexander,9,155,17.22,68,1,--,--
Roger Anderson,1,0,0.0,0,0,--,--
Bob Atkins,2,0,0.0,0,0,--,--
Erich Barnes,3,64,21.33,40,1,--,--
Lem Barney,7,82,11.71,62,0,--,--
Maxie Baughan,4,29,7.25,16,0,--,--
Ed Beard,2,93,46.5,69,0,--,--
Randy Beisler,1,12,12.0,12,0,--,--
Bill Belk,1,6,6.0,6,1,--,--
Bobby Boyd,8,160,20.0,49,1,--,--
Tom Brown,4,66,16.5,25,0,--,--
Bobby Bryant,2,60,30.0,51,1,--,--
Doug Buffone,1,21,21.0,21,0,--,--
Bo Burris,3,129,43.0,94,1,--,--
Jimmy Burson,4,100,25.0,73,1,--,--
Dick Butkus,3,14,4.67,14,0,--,--
Lee Calland,2,34,17.0,21,0,--,--
John Campbell,1,20,20.0,20,0,--,--
Mike Ciccolella,1,7,7.0,7,0,--,--
Ernie Clark,1,15,15.0,15,0,--,--
Larry Cole,1,5,5.0,5,1,--,--
Lou Cordileone,1,7,7.0,7,0,--,--
Irv Cross,3,0,0.0,0,0,--,--
Mike Curtis,2,38,19.0,38,1,--,--
Carlton Dabney,1,3,3.0,3,0,--,--
Dick Daniels,2,25,12.5,17,0,--,--
Ben Davis,8,162,20.25,44,0,--,--
Scott Eaton,4,20,5.0,16,0,--,--
Dick Evey,1,6,6.0,6,0,--,--
Pat Fischer,2,14,7.0,13,0,--,--
Johnny Fuller,2,3,1.5,3,0,--,--
Mike Gaechter,3,23,7.67,17,0,--,--
John Garlington,1,0,0.0,0,0,--,--
Dennis Gaubatz,2,15,7.5,13,0,--,--
Curtiss Gentry,1,7,7.0,7,0,--,--
Bill Glass,2,21,10.5,17,1,--,--
Cornell Green,4,74,18.5,55,1,--,--
Chris Hanburger,2,53,26.5,30,1,--,--
Rickie Harris,2,3,1.5,3,0,--,--
Doug Hart,1,24,24.0,24,0,--,--
Alvin Haymond,1,10,10.0,10,0,--,--
Ralph Heck,1,9,9.0,9,0,--,--
Jerry Hillebrand,2,32,16.0,32,0,--,--
Roy Hilton,1,13,13.0,13,1,--,--
Stan Hindman,1,25,25.0,25,1,--,--
Jim Houston,3,11,3.67,7,0,--,--
Gene Howard,3,51,17.0,35,0,--,--
Mike Howell,6,55,9.17,24,0,--,--
Chuck Howley,6,115,19.17,58,1,--,--
Bob Jeter,3,35,11.67,29,0,--,--
Jimmy Johnson,1,25,25.0,25,0,--,--
Mike Johnson,3,3,1.0,3,0,--,--
Lee Roy Jordan,3,17,5.67,7,0,--,--
Karl Kassulke,1,0,0.0,0,0,--,--
Ernie Kellermann,6,29,4.83,12,0,--,--
Les Kelley,1,0,0.0,0,0,--,--
Brady Keys,1,8,8.0,8,0,--,--
Elbert Kimbrough,1,15,15.0,15,0,--,--
Paul Krause,7,82,11.71,29,0,--,--
Dick LeBeau,5,23,4.6,16,0,--,--
Dale Lindsey,1,0,0.0,0,0,--,--
Carl Lockhart,8,130,16.25,72,2,--,--
Jerry Logan,3,9,3.0,9,0,--,--
Billy Lothridge,3,76,25.33,44,0,--,--
Mike Lucci,1,1,1.0,1,0,--,--
Bob Lurtsema,1,39,39.0,39,0,--,--
Lenny Lyles,5,32,6.4,11,0,--,--
Earsell Mackbee,2,55,27.5,36,0,--,--
Bruce Maher,1,89,89.0,89,0,--,--
Paul Martha,3,43,14.33,23,0,--,--
Aaron Martin,4,23,5.75,18,0,--,--
Bob Matheson,2,44,22.0,30,0,--,--
Ray May,3,31,10.33,25,1,--,--
Bennie McRae,4,41,10.25,22,0,--,--
Ed Meador,6,37,6.17,20,0,--,--
Ron Medved,1,0,0.0,0,0,--,--
Mike Morgan,2,23,11.5,14,0,--,--
Paul Naumoff,1,3,3.0,3,0,--,--
Al Nelson,3,7,2.33,7,0,--,--
Ray Nitschke,2,20,10.0,11,0,--,--
Tommy Nobis,1,0,0.0,0,0,--,--
Brig Owens,8,109,13.63,38,0,--,--
Jack Pardee,2,75,37.5,46,2,--,--
Floyd Peters,1,0,0.0,0,0,--,--
Richie Petitbon,2,18,9.0,18,0,--,--
Loyd Phillips,2,23,11.5,17,0,--,--
Nate Ramsey,2,0,0.0,0,0,--,--
Al Randolph,4,60,15.0,40,0,--,--
Nick Rassas,1,18,18.0,18,0,--,--
Ken Reaves,1,90,90.0,90,1,--,--
Mel Renfro,3,5,1.67,5,0,--,--
Jamie Rivers,2,22,11.0,14,0,--,--
Dave Robinson,2,18,9.0,18,0,--,--
Andy Russell,2,2,1.0,1,0,--,--
Lonnie Sanders,3,6,2.0,6,0,--,--
Joe Scarpati,2,22,11.0,17,0,--,--
Ed Sharockman,4,70,17.5,22,0,--,--
Don Shinnick,1,2,2.0,2,0,--,--
Dave Simmons,1,8,8.0,8,0,--,--
Dick Smith,1,0,0.0,0,0,--,--
Ron Smith,3,28,9.33,19,0,--,--
Charles Stukes,1,60,60.0,60,1,--,--
Bill Swain,1,50,50.0,50,1,--,--
Joe Taylor,1,0,0.0,0,0,--,--
Rosey Taylor,3,96,32.0,96,1,--,--
Clendon Thomas,3,0,0.0,0,0,--,--
Tom Vaughn,3,33,11.0,24,0,--,--
