Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Ki Aldrich,2,9,4.5,--,0,--,--
Steve Bagarus,1,31,31.0,--,0,--,--
Vince Banonis,3,55,18.33,--,0,--,--
Jack Banta,2,13,6.5,--,0,--,--
Bill Blackburn,3,35,11.67,--,0,--,--
Mel Bleeker,1,0,0.0,--,0,--,--
Fred Boensch,1,0,0.0,--,0,--,--
Charlie Brock,2,14,7.0,--,0,--,--
Jeff Burkett,1,25,25.0,--,0,--,--
John Cannady,1,0,0.0,--,0,--,--
Victor Carroll,1,31,31.0,--,0,--,--
George Cheverko,3,54,18.0,--,0,--,--
Bob Cifers,1,32,32.0,--,0,--,--
Ed Cifers,1,20,20.0,--,1,--,--
Stu Clarkson,2,10,5.0,--,0,--,--
Red Cochran,8,122,15.25,--,0,--,--
Tony Compagno,4,163,40.75,--,2,--,--
Irv Comp,6,65,10.83,--,0,--,--
Ted Cook,2,0,0.0,--,0,--,--
Jerry Cowhig,1,0,0.0,--,0,--,--
Russ Craft,1,0,0.0,--,0,--,--
Don Currivan,1,0,0.0,--,0,--,--
Bill deCorrevont,1,0,0.0,--,0,--,--
Bob DeFruiter,3,8,2.67,--,0,--,--
Al DeMao,2,35,17.5,--,0,--,--
Joe Domnanovich,1,16,16.0,--,0,--,--
Noble Doss,2,31,15.5,--,0,--,--
Bill Dudley,5,104,20.8,--,1,--,--
Jack Dugger,1,6,6.0,--,0,--,--
Tom Farmer,6,27,4.5,--,0,--,--
Tom Farris,1,2,2.0,--,0,--,--
Bob Fenimore,2,83,41.5,--,0,--,--
Bob Flowers,1,12,12.0,--,0,--,--
Bob Forte,9,140,15.56,--,1,--,--
George Franck,1,0,0.0,--,0,--,--
Ted Fritsch,1,12,12.0,--,0,--,--
Hugh Gallarneau,1,9,9.0,--,0,--,--
Thurman Garrett,1,2,2.0,--,0,--,--
Fred Gehrke,1,0,0.0,--,0,--,--
Bill Godwin,2,27,13.5,--,0,--,--
Joe Golding,5,87,17.4,--,0,--,--
George Gulyanics,2,36,18.0,--,0,--,--
Tom Harmon,8,136,17.0,--,1,--,--
Fred Hartman,1,16,16.0,--,1,--,--
Bob Hoffman,1,14,14.0,--,0,--,--
Dick Humbert,2,12,6.0,--,0,--,--
Jack Jacobs,4,64,16.0,--,0,--,--
Jack Jenkins,1,7,7.0,--,0,--,--
Ken Keuper,2,41,20.5,--,0,--,--
Don Kindt,3,19,6.33,--,0,--,--
Ben Kish,1,37,37.0,--,0,--,--
Mal Kutner,3,56,18.67,--,1,--,--
Clyde LeForce,3,13,4.33,--,0,--,--
Vic Lindskog,1,15,15.0,--,0,--,--
Howie Livingston,4,69,17.25,--,0,--,--
Jack Martin,1,0,0.0,--,0,--,--
Riley Matheson,1,5,5.0,--,0,--,--
Stan Mauldin,1,11,11.0,--,0,--,--
Frank Maznicki,4,46,11.5,--,0,--,--
George McAfee,1,49,49.0,--,0,--,--
Pat McHugh,3,52,17.33,--,0,--,--
Ray McLean,1,12,12.0,--,0,--,--
Jim Mello,1,0,0.0,--,0,--,--
Mike Micka,2,46,23.0,--,0,--,--
Charles Milner,1,7,7.0,--,0,--,--
Frank Minini,1,3,3.0,--,0,--,--
Tommy Mont,1,7,7.0,--,0,--,--
Gonzalo Morales,1,5,5.0,--,0,--,--
Bobby Morris,1,0,0.0,--,0,--,--
Kelley Mote,1,0,0.0,--,0,--,--
Noah Mullins,6,113,18.83,--,0,--,--
Fred Naumetz,1,9,9.0,--,0,--,--
Ham Nichols,1,41,41.0,--,0,--,--
Bob Nussbaumer,1,0,0.0,--,0,--,--
Dick Poillon,2,28,14.0,--,0,--,--
Ray Poole,1,0,0.0,--,0,--,--
Merv Pregulman,2,9,4.5,--,0,--,--
Hal Prescott,3,5,1.67,--,0,--,--
Bosh Pritchard,1,12,12.0,--,0,--,--
Buster Ramsey,4,29,7.25,--,0,--,--
Frank Reagan,10,203,20.3,--,0,--,--
Herm Rohrig,5,80,16.0,--,0,--,--
Rudy Romboli,1,14,14.0,--,0,--,--
Joe Sabasteanski,1,0,0.0,--,0,--,--
Nick Sacrinty,1,7,7.0,--,0,--,--
Johnny Sanchez,1,0,0.0,--,0,--,--
Charlie Seabright,3,80,26.67,--,1,--,--
Frank Seno,10,100,10.0,--,0,--,--
Frank Sinkovitz,3,57,19.0,--,1,--,--
Walt Slater,4,38,9.5,--,0,--,--
Charles Smith,1,5,5.0,--,0,--,--
Ernie Steele,6,103,17.17,--,0,--,--
Gil Steinke,1,17,17.0,--,0,--,--
Dick Stovall,1,0,0.0,--,0,--,--
Joe Sulaitis,1,18,18.0,--,0,--,--
Dick Todd,4,59,14.75,--,0,--,--
Charlie Trippi,1,59,59.0,--,1,--,--
Bulldog Turner,2,103,51.5,--,1,--,--
Steve Van Buren,1,0,0.0,--,0,--,--
Bob Waterfield,5,56,11.2,--,0,--,--
Joe Watt,2,32,16.0,--,0,--,--
Pat West,1,24,24.0,--,0,--,--
Jim White,1,16,16.0,--,0,--,--
Paul White,2,22,11.0,--,0,--,--
Bob Wiese,5,54,10.8,--,0,--,--
Alex Wojciechowicz,1,3,3.0,--,0,--,--
Len Younce,3,44,14.67,--,0,--,--
