Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Solo Tackles,Tackle Assists,Total Tackles,Sacks,Sack Loss Yards Caused
Bobby Wagner,17,0,0,0.0,0,0,96,87,183,3.5,24.0
Zaire Franklin,16,0,0,0.0,0,0,107,72,179,1.5,7.5
Alex Singleton,17,0,0,0.0,0,0,106,71,177,2.0,21.0
Foyesade Oluokun,17,1,24,24.0,24,1,111,62,173,2.5,13.0
Azeez Al-Shaair,17,0,0,0.0,0,0,84,79,163,2.0,2.0
Roquan Smith,16,1,30,30.0,30,0,84,74,158,1.5,12.0
T.J. Edwards,17,3,4,1.33,2,0,91,64,155,2.5,4.0
C.J. Mosley,17,1,0,0.0,0,0,81,71,152,0.5,1.5
Bobby Okereke,17,2,62,31.0,55,0,92,57,149,2.5,23.0
Robert Spillane,17,3,53,17.67,25,0,82,66,148,3.5,15.0
Ernest Jones,15,0,0,0.0,0,0,74,71,145,4.5,19.5
Terrel Bernard,17,3,2,0.67,2,0,84,59,143,6.5,32.0
Quincy Williams,17,1,11,11.0,11,0,95,44,139,2.0,10.0
Camryn Bynum,17,2,0,0.0,0,0,94,43,137,0.5,2.0
Logan Wilson,17,4,42,10.5,26,0,78,57,135,1.0,0.0
Lavonte David,15,0,0,0.0,0,0,86,48,134,4.5,43.5
Patrick Queen,17,1,21,21.0,21,0,84,49,133,3.5,35.0
Fred Warner,17,4,63,15.75,32,0,82,50,132,2.5,16.5
Jessie Bates III,17,6,95,15.83,92,1,89,43,132,0.0,0.0
Alex Anzalone,16,0,0,0.0,0,0,85,44,129,3.0,32.0
Devin Lloyd,15,0,0,0.0,0,0,75,52,127,0.0,0.0
Frankie Luvu,17,0,0,0.0,0,0,66,59,125,5.5,47.0
Derwin James,16,1,6,6.0,6,0,86,39,125,2.0,11.0
Julian Love,17,4,7,1.75,7,0,85,38,123,0.0,0.0
Antoine Winfield,17,3,28,9.33,28,0,76,46,122,6.0,48.0
Kevin Byard,16,1,0,0.0,0,0,80,42,122,0.0,0.0
Kaden Elliss,17,0,0,0.0,0,0,82,40,122,4.0,36.0
Cody Barton,13,1,52,52.0,52,0,67,54,121,0.0,0.0
Demario Davis,17,0,0,0.0,0,0,74,47,121,6.5,48.5
Dre Greenlaw,15,0,16,0.0,16,0,75,45,120,1.5,4.5
Germaine Pratt,17,2,9,4.5,9,0,63,55,118,2.0,11.5
Quay Walker,14,1,37,37.0,37,1,59,59,118,2.5,16.5
Eric Kendricks,15,0,0,0.0,0,0,79,38,117,3.5,19.5
Xavier McKinney,17,3,22,7.33,18,0,78,38,116,0.5,3.0
Josh Metellus,17,1,43,43.0,43,0,78,38,116,2.5,17.0
Kamren Curl,16,0,0,0.0,0,0,74,41,115,1.0,0.0
Ja'Whaun Bentley,16,0,0,0.0,0,0,55,59,114,4.5,13.5
Reed Blankenship,15,3,17,5.67,17,0,79,34,113,0.0,0.0
Tremaine Edmunds,15,4,61,15.25,45,1,69,44,113,0.0,0.0
David Long,17,0,0,0.0,0,0,64,49,113,1.0,9.0
Jordyn Brooks,16,1,12,12.0,12,1,62,49,111,4.5,19.0
Daxton Hill,17,2,20,10.0,20,0,72,38,110,1.5,12.0
Nate Landman,16,1,25,25.0,25,0,66,44,110,2.0,18.0
Jahlani Tavai,17,2,2,1.0,2,0,65,45,110,1.0,9.0
Damone Clark,17,0,0,0.0,0,0,70,39,109,0.0,0.0
Kyle Dugger,17,2,35,17.5,20,0,71,38,109,1.5,9.5
Josey Jewell,16,0,0,0.0,0,0,60,48,108,3.0,16.0
Jordan Hicks,13,1,9,9.0,9,0,61,46,107,1.0,8.0
Kenneth Murray,15,1,0,0.0,0,0,79,28,107,3.0,15.0
Blake Cashman,14,1,0,0.0,0,0,56,50,106,2.0,16.0
Divine Deablo,15,0,0,0.0,0,0,65,41,106,1.0,7.0
Jaquan Brisker,15,1,0,0.0,0,0,66,39,105,1.0,7.5
Derrick Brown,17,1,2,2.0,2,0,57,46,103,2.0,22.0
Richie Grant,17,1,4,4.0,4,0,66,37,103,3.0,19.0
Ivan Pace,17,1,0,0.0,0,0,63,39,102,2.5,12.5
E.J. Speed,16,0,0,0.0,0,0,78,24,102,1.0,9.0
Micah McFadden,16,1,5,5.0,5,0,63,38,101,1.0,6.5
Jeremiah Owusu-Koramoah,16,2,8,4.0,8,0,72,29,101,3.5,34.5
Jordan Poyer,16,0,0,0.0,0,0,67,34,101,1.0,4.0
Elandon Roberts,16,0,0,0.0,0,0,68,33,101,2.5,19.5
Christian Harris,16,0,0,0.0,0,0,65,36,101,2.0,8.0
Rayshawn Jenkins,17,2,42,21.0,24,0,66,35,101,1.0,8.0
Taron Johnson,17,0,0,0.0,0,0,72,26,98,1.0,1.0
Jordan Whitehead,17,4,6,1.5,6,0,65,32,97,0.5,6.5
Nicholas Morrow,15,0,0,0.0,0,0,66,29,95,3.0,20.0
Justin Reid,16,1,11,11.0,11,0,74,21,95,3.0,16.0
Jack Campbell,17,0,0,0.0,0,0,52,43,95,2.0,14.0
Quandre Diggs,17,1,21,21.0,21,0,63,32,95,0.0,0.0
Jack Gibbens,14,0,0,0.0,0,0,55,40,95,1.0,9.0
Markquese Bell,17,0,0,0.0,0,0,60,34,94,0.0,0.0
Jordan Fuller,17,3,39,13.0,21,0,61,33,94,0.0,0.0
Kenny Moore,16,3,115,38.33,66,2,68,25,93,1.5,13.0
Harrison Smith,17,0,0,0.0,0,0,60,33,93,3.0,35.0
Pete Werner,16,1,0,0.0,0,0,60,33,93,0.5,4.0
Harrison Phillips,17,0,0,0.0,0,0,44,48,92,3.0,7.0
Kyzir White,11,1,0,0.0,0,0,53,37,90,2.0,10.0
Maxx Crosby,17,0,0,0.0,0,0,55,35,90,14.5,100.0
Jamin Davis,13,1,0,0.0,0,0,50,39,89,3.0,8.0
K'Von Wallace,17,1,2,2.0,2,0,62,27,89,0.0,0.0
Donovan Wilson,15,2,0,0.0,0,0,55,33,88,0.0,0.0
Julian Blackmon,15,4,39,9.75,25,0,65,23,88,0.0,0.0
Shaquille Leonard,14,0,0,0.0,0,0,46,42,88,1.0,2.0
Budda Baker,12,0,0,0.0,0,0,58,29,87,0.0,0.0
Nate Hobbs,13,1,10,10.0,10,0,59,27,86,1.0,8.0
Roger McCreary,15,1,18,18.0,18,0,62,24,86,2.0,25.0
Isaiah McDuffie,16,0,0,0.0,0,0,56,30,86,0.5,5.0
Tyrique Stevenson,16,4,46,11.5,34,0,65,21,86,0.0,0.0
Jason Pinnock,16,2,123,61.5,102,1,59,26,85,2.0,17.0
Zach Cunningham,13,0,0,0.0,0,0,54,31,85,0.0,0.0
Amani Hooker,13,1,10,10.0,10,0,69,16,85,0.0,0.0
Mike Hilton,17,2,16,8.0,16,0,64,20,84,2.0,2.0
Deommodore Lenoir,17,3,49,16.33,28,0,58,26,84,0.0,0.0
Jonathan Owens,17,0,0,0.0,0,0,58,26,84,1.0,11.0
Jalen Pitre,15,0,0,0.0,0,0,58,26,84,0.0,0.0
Tre'von Moehrig,17,3,41,13.67,25,0,65,18,83,2.0,13.0
Devin White,14,2,36,18.0,26,0,49,34,83,2.5,19.0
Danielle Hunter,17,0,0,0.0,0,0,54,29,83,16.5,120.0
Tony Adams,15,3,50,16.67,45,0,54,28,82,0.0,0.0
DeShon Elliott,15,1,0,0.0,0,0,53,29,82,0.0,0.0
Kerby Joseph,15,4,37,9.25,22,0,69,13,82,0.0,0.0
Derrick Barnes,16,0,0,0.0,0,0,42,39,81,1.0,12.0
DeForest Buckner,17,0,0,0.0,0,0,45,36,81,8.0,48.0
Kyle Hamilton,15,4,25,6.25,18,1,63,18,81,3.0,36.0
Michael Hoecht,17,0,0,0.0,0,0,45,36,81,6.0,43.0
Grant Delpit,13,1,0,0.0,0,0,63,17,80,1.5,14.5
Trent McDuffie,16,0,0,0.0,0,0,60,20,80,3.0,24.0
Keisean Nixon,17,1,2,2.0,2,0,59,21,80,0.5,4.0
Christian Rozeboom,17,1,0,0.0,0,0,48,31,79,0.0,0.0
Drue Tranquill,16,0,0,0.0,0,0,54,25,79,4.5,19.0
Devon Witherspoon,14,1,97,97.0,97,1,56,23,79,3.0,19.0
Kendall Fuller,15,2,23,11.5,23,0,55,24,79,0.0,0.0
Jerome Baker,13,2,23,11.5,22,1,51,27,78,1.5,0.0
Carl Granderson,17,0,0,0.0,0,0,44,34,78,8.5,55.0
Jabrill Peppers,15,2,33,16.5,32,0,52,26,78,1.0,7.0
L'Jarius Sneed,16,2,4,2.0,4,0,60,18,78,0.0,0.0
Jalen Thompson,15,4,49,12.25,35,0,59,19,78,1.0,9.0
Myles Bryant,17,1,6,6.0,6,0,65,12,77,1.0,6.0
Paulson Adebo,15,4,32,8.0,27,0,60,16,76,0.0,0.0
Ryan Neal,15,0,0,0.0,0,0,52,24,76,0.0,0.0
