Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Willie Alexander,14,3,41,13.67,32,0,--,--
Jimmy Allen,14,2,0,0.0,0,0,--,--
Nate Allen,14,1,37,37.0,37,1,--,--
Mark Arneson,14,1,6,6.0,6,0,--,--
Pete Athas,5,1,0,0.0,0,0,--,--
Bob Atkins,14,4,133,33.25,70,0,--,--
George Atkinson,14,4,77,19.25,26,0,--,--
Charlie Babb,14,4,18,4.5,18,0,--,--
John Babinecz,14,1,15,15.0,15,0,--,--
Jim Bailey,14,1,8,8.0,8,0,--,--
Lem Barney,10,5,23,4.6,13,0,--,--
Pete Barnes,14,2,26,13.0,23,0,--,--
Mike Bass,14,4,85,21.25,30,0,--,--
Autry Beamon,14,1,0,0.0,0,0,--,--
Joe Beauchamp,8,1,0,0.0,0,0,--,--
Bill Bergey,14,3,48,16.0,20,0,--,--
Gregg Bingham,14,4,57,14.25,26,0,--,--
Lyle Blackwood,14,2,44,22.0,40,0,--,--
Joe Blahak,9,1,16,16.0,16,0,--,--
Matt Blair,14,1,18,18.0,18,0,--,--
Mel Blount,14,11,121,11.0,47,0,--,--
Ron Bolton,13,5,33,6.6,15,0,--,--
Bill Bradley,14,5,56,11.2,20,0,--,--
Greg Brezina,14,4,11,2.75,8,0,--,--
Bobby Brooks,14,4,38,9.5,38,0,--,--
Eddie Brown,11,1,33,33.0,33,0,--,--
Ray Brown,14,4,119,29.75,41,1,--,--
Terry Brown,13,2,33,16.5,18,0,--,--
Willie Brown,12,4,0,0,--,--
Bobby Bryant,14,6,111,18.5,41,0,--,--
Doug Buffone,14,1,12,12.0,12,0,--,--
John Bunting,14,1,6,6.0,6,0,--,--
Fred Carr,14,3,28,9.33,21,0,--,--
Jim Cheyunski,14,2,8,4.0,6,0,--,--
Craig Clemons,14,2,109,54.5,76,1,--,--
Marvin Cobb,13,4,116,29.0,52,1,--,--
Danny Colbert,13,2,10,5.0,10,0,--,--
Neal Colzie,13,4,38,9.5,38,0,--,--
Fred Cook,14,1,8,8.0,8,0,--,--
Neal Craig,11,1,0,0.0,0,0,--,--
Chuck Crist,8,3,69,23.0,42,0,--,--
Mike Curtis,6,1,3,3.0,3,0,--,--
Ben Davis,11,1,67,67.0,67,1,--,--
Ricky Davis,14,1,26,26.0,26,0,--,--
Fred Dryer,14,1,20,20.0,20,1,--,--
Clarence Duren,13,1,23,23.0,23,0,--,--
Ray Easterling,14,3,32,10.67,15,0,--,--
John Ebersole,13,2,21,10.5,18,0,--,--
Glen Edwards,14,3,68,22.67,47,0,--,--
Carl Eller,14,1,1,1.0,1,0,--,--
Allan Ellis,14,2,4,2.0,4,0,--,--
Ken Ellis,14,1,0,0.0,0,0,--,--
Dave Elmendorf,14,4,48,12.0,26,0,--,--
Larry Ely,12,1,2,2.0,2,0,--,--
Pat Fischer,11,3,4,1.33,4,0,--,--
Chris Fletcher,14,6,100,16.67,45,0,--,--
Charlie Ford,5,1,19,19.0,19,0,--,--
Steve Freeman,14,2,44,22.0,30,1,--,--
Mike Fuller,14,1,1,1.0,1,0,--,--
