Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Solo Tackles,Tackle Assists,Total Tackles,Sacks,Sack Loss Yards Caused
Patrick Willis,16,3,33,11.0,23,1,114,38,152,4.0,22.0
Barrett Ruud,16,1,23,23.0,21,0,107,36,143,0.0,0.0
London Fletcher,16,1,2,2.0,2,0,95,47,142,2.0,2.0
Jon Beason,16,3,46,15.33,18,0,111,30,141,3.0,20.0
Ray Lewis,16,0,9,0.0,9,0,95,39,134,3.0,16.0
Curtis Lofton,16,0,0,0.0,0,0,105,28,133,0.0,0.0
Kirk Morrison,16,0,0,0.0,0,0,109,24,133,2.0,3.0
Brian Cushing,16,4,26,6.5,20,0,86,47,133,4.0,30.5
David Harris,16,2,24,12.0,14,0,82,45,127,5.5,50.5
Tyvon Branch,16,0,0,0.0,0,0,98,26,124,1.0,12.0
DeMeco Ryans,16,0,0,0.0,0,0,93,30,123,1.0,7.0
D.J. Williams,16,0,0,0.0,0,0,100,22,122,3.5,25.0
Stephen Tulloch,16,0,0,0.0,0,0,94,27,121,2.0,16.0
James Laurinaitis,16,2,28,14.0,21,0,108,13,121,2.0,15.0
Lance Briggs,15,1,0,0.0,0,0,93,25,118,2.5,18.5
David Hawthorne,16,3,9,3.0,5,0,94,23,117,4.0,22.0
Demorrio Williams,16,0,0,0.0,0,0,95,22,117,0.0,0.0
Erik Coleman,16,0,0,0.0,0,0,82,34,116,0.0,0.0
Brian Dawkins,16,2,0,0.0,0,0,95,21,116,0.0,0.0
Yeremiah Bell,16,3,48,16.0,29,0,92,22,114,1.5,8.0
Bradie James,16,0,0,0.0,0,0,80,33,113,2.0,16.0
Dhani Jones,16,0,0,0.0,0,0,77,36,113,3.5,26.0
Paul Posluszny,12,3,20,6.67,17,0,88,23,111,1.0,10.0
Jonathan Vilma,15,3,25,8.33,11,0,87,23,110,2.0,11.0
Mike Peterson,16,1,39,39.0,39,0,82,27,109,1.0,3.0
Karlos Dansby,16,1,11,11.0,11,0,89,20,109,1.0,4.0
Keith Bulluck,14,3,45,15.0,23,0,81,27,108,0.0,0.0
Daryl Smith,16,1,10,10.0,10,0,84,23,107,1.5,8.0
Nick Barnett,16,0,0,0.0,0,0,83,23,106,4.0,34.0
Keith Brooking,16,0,0,0.0,0,0,75,31,106,3.0,24.0
Jordan Babineaux,16,2,18,9.0,18,0,75,29,104,1.5,13.5
Mike Brown,16,3,13,4.33,10,0,79,24,103,2.0,24.0
Roman Harper,16,0,0,0.0,0,0,85,18,103,1.5,13.0
Jerod Mayo,13,0,0,0.0,0,0,70,33,103,1.5,14.5
George Wilson,16,4,23,5.75,27,0,70,33,103,2.0,7.0
Bernard Pollard,13,4,121,30.25,70,1,82,20,102,1.5,9.5
Clint Session,14,2,35,17.5,27,1,83,19,102,0.5,5.0
Stephen Cooper,16,0,0,0.0,0,0,71,31,102,0.0,0.0
James Farrior,16,1,18,18.0,18,0,68,34,102,3.0,21.0
Gary Brackett,14,1,8,8.0,8,0,80,19,99,1.0,7.0
Larry Foote,14,0,0,0.0,0,0,70,29,99,2.0,11.0
Chad Greenway,16,3,49,16.33,36,0,80,19,99,0.0,0.0
Justin Durant,13,1,27,27.0,27,0,81,17,98,1.0,6.0
Geno Hayes,15,2,21,10.5,20,0,80,18,98,3.0,22.0
Antoine Bethea,16,4,19,4.75,19,0,70,25,95,0.0,0.0
Louis Delmas,15,2,130,65.0,102,1,65,29,94,1.0,2.0
Dashon Goldson,16,4,39,9.75,34,0,76,18,94,2.0,7.0
Roger McIntosh,16,2,27,13.5,18,0,64,30,94,0.0,0.0
Gibril Wilson,16,0,0,0.0,0,0,73,20,93,1.0,7.0
Bart Scott,16,0,0,0.0,0,0,67,25,92,1.0,15.0
Danieal Manning,15,1,35,35.0,35,0,71,20,91,1.0,11.0
Reed Doughty,15,1,13,13.0,13,0,75,16,91,2.0,8.0
Abram Elam,16,0,0,0.0,0,0,74,17,91,1.0,4.0
Andra Davis,16,0,0,0.0,0,0,67,23,90,3.5,27.0
Hunter Hillenmeyer,14,1,0,0.0,0,0,65,25,90,2.5,25.5
LaRon Landry,15,1,12,12.0,13,0,78,12,90,1.0,11.0
Quintin Mikell,16,2,16,8.0,16,0,69,21,90,0.0,0.0
Will Witherspoon,17,1,9,9.0,9,1,79,11,90,1.0,2.0
Chinedum Ndukwe,16,1,9,9.0,9,0,63,26,89,2.0,18.5
Ryan Clark,15,3,0,0.0,0,0,68,21,89,0.0,0.0
Dawan Landry,16,4,89,22.25,48,1,70,19,89,0.0,0.0
A.J. Hawk,16,2,42,21.0,29,0,66,22,88,1.0,7.0
Richard Marshall,16,4,47,11.75,28,0,75,13,88,0.0,0.0
DeAndre Levy,16,1,5,5.0,5,0,61,24,85,0.0,0.0
Corey Mays,16,0,0,0.0,0,0,66,19,85,0.0,0.0
Terrell Thomas,16,5,87,17.4,33,1,70,15,85,1.0,9.0
Gary Guyton,16,0,0,0.0,0,0,55,30,85,1.5,10.0
Jacob Lacey,16,3,53,17.67,35,1,69,16,85,0.0,0.0
Quincy Black,16,1,3,3.0,3,0,69,15,84,1.5,4.5
Michael Boley,11,0,0,0.0,0,0,65,19,84,1.0,5.0
Brandon Meriweather,16,5,149,29.8,56,1,54,30,84,0.0,0.0
E.J. Henderson,12,0,0,0.0,0,0,63,20,83,2.0,10.0
Michael Lewis,15,1,0,0.0,0,0,71,11,82,1.0,7.0
Eric Weddle,13,2,44,22.0,31,1,68,14,82,1.5,9.5
Bryan Scott,9,1,27,27.0,27,0,58,23,81,2.0,6.0
Nick Harper,11,1,4,4.0,4,0,69,12,81,0.0,0.0
Chris Hope,16,3,24,8.0,24,0,67,14,81,2.0,14.0
Stephen Nicholas,16,0,0,0.0,0,0,65,15,80,3.0,32.0
Sabby Piscitelli,16,2,7,3.5,4,0,66,14,80,0.0,0.0
Charles Tillman,15,2,35,17.5,21,1,66,13,79,0.0,0.0
James Harrison,16,0,0,0.0,0,0,60,19,79,10.0,62.0
Thomas Howard,16,0,0,0.0,0,0,72,7,79,2.0,8.0
William Gay,16,0,0,0.0,0,0,70,8,78,1.0,5.0
Deon Grant,16,3,7,2.33,7,0,60,18,78,0.0,0.0
Cedric Griffin,16,4,0,0,65,13,78,0.0,0.0
Brandon McGowan,16,0,0,0.0,0,0,58,20,78,0.0,0.0
Lawrence Timmons,14,0,0,0.0,0,0,56,22,78,7.0,67.0
Ronde Barber,16,0,0,0.0,0,0,69,8,77,2.0,15.0
Melvin Bullitt,14,0,0,0.0,0,0,63,14,77,0.0,0.0
Michael Griffin,16,1,3,3.0,3,0,57,20,77,1.0,10.0
Jim Leonhard,16,1,44,44.0,44,0,54,22,76,2.5,29.5
Julian Peterson,16,0,0,0.0,0,0,48,27,75,4.5,22.0
Nick Roach,16,0,0,0.0,0,0,54,21,75,2.0,21.0
Takeo Spikes,15,0,0,0.0,0,0,57,18,75,4.0,18.0
Adrian Wilson,16,5,56,11.2,41,0,62,13,75,2.0,11.5
Madieu Williams,16,0,0,0.0,0,0,61,13,74,0.0,0.0
Charles Woodson,16,9,179,19.89,45,3,66,8,74,2.0,18.0
Oshiomogho Atogwe,12,2,21,10.5,12,0,58,16,74,1.0,4.0
Champ Bailey,16,3,18,6.0,11,0,63,11,74,0.0,0.0
Clark Haggans,16,0,0,0.0,0,0,57,17,74,5.0,22.5
William James,16,2,41,20.5,38,1,58,15,73,0.0,0.0
Keith Rivers,13,1,0,0.0,0,0,46,26,72,1.0,8.0
Antrel Rolle,15,4,71,17.75,29,0,61,11,72,1.5,0.0
Derek Cox,16,4,6,1.5,6,0,58,14,72,0.0,0.0
Akin Ayodele,16,0,0,0.0,0,0,61,10,71,0.0,0.0
David Bowens,16,1,15,15.0,15,0,47,24,71,5.5,33.0
Steve Gregory,16,1,13,13.0,13,0,58,13,71,2.0,13.0
Leon Hall,16,6,47,7.83,26,0,58,13,71,0.0,0.0
Tanard Jackson,12,5,86,17.2,35,2,60,11,71,0.0,0.0
Akeem Jordan,12,2,14,7.0,11,0,60,11,71,1.0,6.0
Darren Sharper,14,9,376,41.78,99,3,51,20,71,0.5,5.5
Reggie Nelson,16,0,0,0.0,0,0,64,6,70,0.0,0.0
Johnathan Joseph,16,6,92,15.33,32,1,59,11,70,0.0,0.0
Mike Adams,16,0,0,0.0,0,0,58,11,69,1.0,6.0
Ceandris Brown,16,0,0,0.0,0,0,59,10,69,0.0,0.0
