PLAYER,YEARS_REVEALED,INTS,INT YARDS,LONG,TOUCHDOWNS,SOLO TACKLES,TACKLE ASSISTS,SACKS,SACK LOSS YARDS CAUSED,FORCED FUMBLES,FUMBLE RECOVERIES,FUMBLE RECOVERY TDS,HOWGOOD RAW SCORE,PERCENTILE,ACTUAL_REMAINING_SEASONS,PREDICTED_REMAINING_SEASONS,RETIREMENT_DIFFERENCE,MEAN_PERCENTILE_DIFFERENCE
Cory Redding,11,0.13333333333333336,0.0,0.0,0.0,0.5892762873257996,0.6387648934844558,0.9786195286195286,0.25979905283702315,0.0,0.4444444444444444,0.0,3.044237540044585,0.8251780717508875,2,1,-1,-0.07958353266330054
Cory Redding,12,0.06666666666666668,0.0,0.0,0.0,0.5614225080462121,0.6994005817234938,0.9794372294372294,0.2672330706384399,0.0,0.3888888888888889,0.0,2.9630489454009306,0.8212919959294549,1,0,-1,0
Cory Schlesinger,3,0.0,0.0,0.0,0.0,0.11091441486578256,0.028673835125447997,0.0,0.0,0.0,0.0,0.0,0.13958824999123054,0.4472865187108837,4,3,-1,0.035685865789491344
Cory Schlesinger,4,0.0,0.0,0.0,0.0,0.12410790830243706,0.043010752688172,0.0,0.0,0.0,0.0,0.0,0.16711866099060904,0.46028792446477984,3,3,0,0.002238506301921036
Cory Schlesinger,5,0.0,0.0,0.0,0.0,0.12034936153123743,0.028673835125447997,0.0,0.0,0.0,0.0,0.0,0.1490231966566854,0.4454979334013303,2,3,1,-0.035289941319360474
Cory Schlesinger,6,0.0,0.0,0.0,0.0,0.08832480592048597,0.014336917562723999,0.0,0.0,0.0,0.0,0.0,0.10266172348320995,0.40511855491101967,1,1,0,-0.11318301651973789
Cory Withrow,3,0.0,0.0,0.0,0.0,0.0125828558588922,0.0,0.0,0.0,0.0,0.0,0.0,0.0125828558588922,0.13581483845873116,1,3,2,0.03567627822663527
Cosey Coleman,3,0.0,0.0,0.0,0.0,0.031172686788718377,0.0,0.0,0.0,0.0,0.0,0.0,0.031172686788718377,0.24291793080409713,1,3,2,0.011169672116783214
Coty Sensabaugh,3,0.0,0.0,0.0,0.0,0.4054512624139971,0.2450400201676435,0.03333333333333333,0.010416666666666666,0.0,0.2222222222222222,0.0,0.9164635048038628,0.6299511737554444,5,3,-2,-0.07809571407908152
Coty Sensabaugh,4,0.16666666666666666,0.05555555555555555,0.04980842911877395,0.1111111111111111,0.6452661790326846,0.3531291359425222,0.06666666666666667,0.020833333333333332,0.0,0.3333333333333333,0.0,1.802370410760647,0.7260435537111968,4,4,0,0.07211547414301298
Coty Sensabaugh,5,0.3333333333333333,0.1111111111111111,0.0996168582375479,0.2222222222222222,0.8075617158064108,0.4266326822481105,0.09999999999999999,0.03125,0.1111111111111111,0.2222222222222222,0.0,2.465061256292069,0.7828224796371878,3,3,0,0.04246999353701123
Coty Sensabaugh,6,0.5833333333333334,0.2084967320261438,0.20586267712704495,0.3333333333333333,0.8144677621288805,0.4309592209941495,0.06666666666666667,0.020833333333333332,0.2222222222222222,0.1111111111111111,0.0,2.9972863922762185,0.8278351069552922,2,2,0,0.05759907623576116
Coty Sensabaugh,7,0.5,0.19477124183006536,0.2124916377789941,0.2222222222222222,0.7391300550871093,0.33674774804428204,0.03333333333333333,0.010416666666666666,0.4444444444444444,0.0,0.0,2.693557349407117,0.8130281608769468,1,1,0,0.019597618864646726
Courtney Brown,3,0.0,0.0,0.0,0.0,0.5610667616746644,0.33802924884518804,0.780952380952381,0.2630928920389059,0.0,0.0,0.0,1.9431412835111392,0.7258202666600378,6,4,-2,0.08818050074833314
Courtney Brown,4,0.0,0.0,0.0,0.0,0.5941451321390531,0.47387181656631366,1.0581453634085212,0.36851221693873965,0.0,0.0,0.0,2.4946745290526278,0.7766294840429119,5,3,-2,0.1154900343788287
Courtney Brown,5,0.0,0.0,0.0,0.0,0.5640153928837042,0.5093559613483711,1.049624060150376,0.3490329205895871,0.0,0.0,0.0,2.4720283349720384,0.7750623182372055,4,2,-2,0.10310614167236776
Courtney Brown,6,0.0,0.0,0.0,0.0,0.4403508607411108,0.4086207699110924,0.9744360902255639,0.3192177069277731,0.0,0.0,0.0,2.1426254278055405,0.7503051786541021,3,2,-1,0.1667068940603434
Courtney Brown,7,0.0,0.0,0.0,0.0,0.3201600585160165,0.24588744588744582,0.6210526315789474,0.19759294177898828,0.0,0.0,0.0,1.3846930777613982,0.6728370750251182,2,1,-1,0.06939699492520479
Courtney Brown,8,0.0,0.0,0.0,0.0,0.23392238326730494,0.14767025089605726,0.41052631578947374,0.13841748725469655,0.0,0.05555555555555555,0.0,0.9860919927630881,0.6327880717953599,1,0,-1,0
Courtney Roby,3,0.0,0.0,0.0,0.0,0.029474027031428086,0.031059631059631002,0.0,0.0,0.0,0.0,0.0,0.06053365809105909,0.34747191806306543,7,1,-6,-0.0009758055860497605
Courtney Roby,4,0.0,0.0,0.0,0.0,0.039380122672745994,0.030716430716430668,0.0,0.0,0.0,0.0,0.0,0.07009655338917667,0.37979037487328465,6,2,-4,-0.21189398373934337
Courtney Roby,5,0.0,0.0,0.0,0.0,0.06536826629172623,0.018361218361218335,0.0,0.0,0.0,0.0,0.0,0.08372948465294458,0.3939790086621789,5,4,-1,-0.22121881026586981
Courtney Roby,6,0.0,0.0,0.0,0.0,0.1152512725152465,0.006006006006006,0.0,0.0,0.0,0.1111111111111111,0.0,0.23236838963236364,0.4571208286875132,4,3,-1,-0.1384349539562614
Courtney Roby,7,0.0,0.0,0.0,0.0,0.17399096150849303,0.006006006006006,0.0,0.0,0.0,0.2222222222222222,0.0,0.40221918973672127,0.5251924551542668,3,2,-1,-0.12693854154988712
Courtney Roby,8,0.0,0.0,0.0,0.0,0.19829666463607554,0.02312312312312311,0.0,0.0,0.0,0.3333333333333333,0.0,0.554753121092532,0.5754942912112516,2,2,0,-0.11898444087420931
Courtney Roby,9,0.0,0.0,0.0,0.0,0.174812642554578,0.04024024024024022,0.0,0.0,0.0,0.2222222222222222,0.0,0.4372751050170405,0.5444817605798129,1,2,1,-0.09763734639953692
Courtney Upshaw,3,0.0,0.0,0.0,0.0,0.453004406632874,0.5725026785151572,0.2316017316017315,0.08679510010253089,0.25,0.3333333333333333,0.0,1.9272372501856267,0.7477115898242146,3,3,0,-0.1159613469217134
Courtney Upshaw,4,0.0,0.0,0.0,0.0,0.5546500683244301,0.7214911451440096,0.30043290043290033,0.11155759316093292,0.3888888888888889,0.3888888888888889,0.0,2.4659094848400507,0.7880090185908731,2,3,1,-0.07426099847869516
Courtney Upshaw,5,0.0,0.0,0.0,0.0,0.5968642054681828,0.8080665726156366,0.30735930735930733,0.10843915489012777,0.6388888888888888,0.5,0.0,2.9596181292221435,0.8206232999459496,1,3,2,-0.06383844319632948
Coy Wire,3,0.0,0.0,0.0,0.0,0.6579251195777668,0.6299182299182299,0.4019214703425229,0.16754587826624123,0.0,0.037037037037037035,0.0,1.894347735141798,0.7263714568790955,6,3,-3,0.07910187811074683
Coy Wire,4,0.0,0.0,0.0,0.0,0.6022619978152108,0.58008658008658,0.3687552213868003,0.15858967305365484,0.08333333333333333,0.07407407407407407,0.0,1.8671008797496536,0.7266814066260814,5,2,-3,0.09569729330820181
Coy Wire,5,0.0,0.0,0.0,0.0,0.4608549920778361,0.5395213395213395,0.2654135338345864,0.11359743180503246,0.16666666666666666,0.1111111111111111,0.0,1.6571650750165723,0.7085552613866594,4,2,-2,0.07288072395409573
Coy Wire,6,0.0,0.0,0.0,0.0,0.25467232272758844,0.35797640958931276,0.09857978279030906,0.043311604287214034,0.25,0.07407407407407407,0.0,1.0786141934684985,0.6523263552917615,3,1,-2,-0.034418942881254466
Coy Wire,7,0.0,0.0,0.0,0.0,0.25257023719890526,0.3447816480074544,0.03174603174603173,0.01264679313459801,0.16666666666666666,0.037037037037037035,0.0,0.8454484137906931,0.6251140126414655,2,1,-1,-0.10337187344323828
Coy Wire,8,0.0,0.0,0.0,0.0,0.28049324898766237,0.25167840651711615,0.0,0.0,0.16666666666666666,0.1111111111111111,0.0,0.8099494332825563,0.6235203194602489,1,1,0,-0.09360010071524905
Coye Francies,3,0.0,0.0,0.0,0.0,0.031063321385901996,0.035294117647058774,0.0,0.0,0.0,0.0,0.0,0.06635743903296078,0.3750752060277408,1,2,1,-0.029973785254056085
Craig Clemons,3,1.0444444444444445,0.41157152516178885,0.4822849564228875,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.049412037140232,0.6644173341869817,1,4,3,-0.04763254531837802
Craig Dahl,3,0.0,0.0,0.0,0.0,0.2574128380579993,0.12377538829151731,0.07407407407407407,0.029239766081871343,0.0,0.1111111111111111,0.0,0.5956131776165732,0.5413588660648412,6,3,-3,-0.18485584357315443
Craig Dahl,4,0.13333333333333336,0.027777777777777776,0.04331450094161959,0.0,0.5610948191593352,0.23342469604329183,0.17989417989417986,0.07446674239555723,0.1111111111111111,0.2777777777777778,0.0,1.642194938433984,0.66624121489317,5,4,-1,-0.05614629733039858
Craig Dahl,5,0.35000000000000003,0.05555555555555555,0.19167950693374422,0.2222222222222222,1.0261524616363327,0.34307400379506636,0.28571428571428564,0.11969371870924311,0.4444444444444444,0.4444444444444444,0.0,3.482980643455339,0.8233385755127763,4,3,-1,0.03393602873680809
Craig Dahl,6,0.65,0.13024691358024693,0.4070639132786026,0.4444444444444444,1.3753743269872303,0.4230936819172113,0.24338624338624332,0.10644116285918631,0.7777777777777778,0.3888888888888889,0.0,4.946717353119832,0.9040753867987867,3,2,-1,0.032850261569968564
Craig Dahl,7,0.6833333333333333,0.14938271604938272,0.5358193177402217,0.6666666666666666,1.3724854373766602,0.40149972133556266,0.13756613756613753,0.061214186545500426,0.8888888888888888,0.2222222222222222,0.0,5.119078627724576,0.9121384212831353,2,1,-1,0.05288625158165716
Craig Dahl,8,0.6333333333333333,0.16851851851851854,0.45447371210083076,0.4444444444444444,1.097715372270457,0.401585977556082,0.03174603174603173,0.015987210231814545,0.5555555555555556,0.05555555555555555,0.0,3.858915711312623,0.8500442285228014,1,0,-1,0
Craig Hentrich,3,0.0,0.0,0.0,0.0,0.028257456828885353,0.019607843137254867,0.0,0.0,0.0,0.0,0.0,0.04786529996614022,0.3524891277951545,6,2,-4,-0.053861540569736605
Craig Hentrich,4,0.0,0.0,0.0,0.0,0.04050458153801613,0.013071895424836577,0.0,0.0,0.0,0.0,0.0,0.05357647696285271,0.3465416375506018,5,3,-2,0.00251372499866237
Craig Hentrich,5,0.0,0.0,0.0,0.0,0.040683670923297645,0.006535947712418289,0.0,0.0,0.0,0.0,0.0,0.047219618635715936,0.31593885632171714,4,2,-2,-0.006954031930213128
Craig Hentrich,6,0.0,0.0,0.0,0.0,0.04086276030857916,0.0,0.0,0.0,0.0,0.0,0.0,0.04086276030857916,0.29379661228040455,3,2,-1,0.028093648448677386
Craig Hentrich,7,0.0,0.0,0.0,0.0,0.03165822533807005,0.0,0.0,0.0,0.0,0.0,0.0,0.03165822533807005,0.2541586776489115,2,2,0,-0.06184691737295607
Craig Hentrich,8,0.0,0.0,0.0,0.0,0.027136991562490047,0.0,0.0,0.0,0.0,0.0,0.0,0.027136991562490047,0.23062586921183365,1,1,0,-0.11029794451536151
Craig James,3,0.0,0.0,0.0,0.0,0.11016144349477679,0.04545454545454539,0.0,0.0,0.0,0.0,0.0,0.1556159889493222,0.44182773895787253,2,3,1,0.2861786748956111
Craig James,4,0.0,0.0,0.0,0.0,0.08293763849319401,0.030303030303030262,0.0,0.0,0.0,0.0,0.0,0.11324066879622427,0.3494348232453143,1,3,2,0.25575163206059626
Craig Newsome,3,0.46666666666666673,0.057565950769834257,0.08400106837606838,0.0,0.7238706228281209,0.7081481481481482,0.0,0.0,0.16666666666666666,0.0,0.0,2.206919123455505,0.4703504838966679,1,2,1,0.269338560446884
Craig Robertson,3,0.8333333333333334,0.07737629228144131,0.07228446934329284,0.0,0.9168810548748907,1.033714627843953,0.28138528138528135,0.05920889320597915,0.0,0.0,0.0,3.2741839522681717,0.8256409235051017,6,4,-2,-0.001637777936754764
Craig Robertson,4,1.0,0.18381870062086864,0.19070335669389082,0.0,1.1558526055229383,1.372726413310645,0.3463203463203463,0.04968970913604228,0.0,0.0,0.0,4.2991111316047315,0.885609888083149,5,5,0,0.06762188944896572
Craig Robertson,5,1.0833333333333333,0.2995878256040857,0.33187236973579093,0.0,1.2837130450598748,1.6730447647350655,0.25411255411255407,0.03816639892404825,0.0,0.0,0.0,4.9638302915047525,0.9170599342648289,4,5,1,0.08982952584834661
Craig Robertson,6,1.0,0.3591962146880049,0.45275919582883745,0.0,1.2554383957180897,1.6759733001560628,0.22539682539682537,0.05658792716753098,0.0,0.0,0.0,5.025351858955351,0.9207156566365913,3,3,0,0.11465036699752573
Craig Robertson,7,0.9166666666666666,0.31951007114405805,0.4298158206204183,0.0,1.2226278419341647,1.5908901396706274,0.2547619047619047,0.0982174866673347,0.0,0.0,0.0,4.832489931465174,0.9174620966836476,2,2,0,0.14143344238504724
Craig Robertson,8,0.8333333333333334,0.2171519112695583,0.3086092706782362,0.0,1.0250487297554973,1.1844388554914869,0.3460317460317459,0.1391631239905379,0.0,0.0,0.0,4.053776970550396,0.8779229578196776,1,1,0,0.17865467865467866
Craig Steltz,3,0.25,0.14666666666666667,0.18333333333333335,0.0,0.1733676172666354,0.044444444444444446,0.0,0.0,0.0,0.1111111111111111,0.0,0.9089231728221909,0.6373492226343491,3,2,-1,-0.2958331200591668
Craig Steltz,4,0.16666666666666666,0.09777777777777778,0.12222222222222223,0.0,0.2744792478312814,0.13273273273273273,0.03333333333333333,0.01058201058201058,0.2222222222222222,0.16666666666666666,0.0,1.2266828800349134,0.6695004224232607,2,3,1,-0.019008478661016515
Craig Steltz,5,0.08333333333333333,0.04888888888888889,0.061111111111111116,0.0,0.3600863709559361,0.1987987987987988,0.06666666666666667,0.02116402116402116,0.5277777777777778,0.1111111111111111,0.0,1.4789380798076448,0.6975546103744739,1,2,1,-0.020676487699828883
Craig Stevens,3,0.0,0.0,0.0,0.0,0.09357955430886705,0.0338624338624338,0.0,0.0,0.0,0.0,0.0,0.12744198817130084,0.41842200139403507,3,4,1,0.008812760690179148
Craig Stevens,4,0.0,0.0,0.0,0.0,0.12050208894528666,0.034920634920634866,0.0,0.0,0.0,0.0,0.0,0.15542272386592154,0.4495294003510103,2,3,1,-0.040461160309861105
Craig Stevens,5,0.0,0.0,0.0,0.0,0.10495693595272833,0.026719576719576688,0.0,0.0,0.0,0.0,0.0,0.131676512672305,0.4427173823833859,1,2,1,-0.07166206730166641
Craig Terrill,3,0.0,0.0,0.0,0.0,0.08819486258960921,0.1668265668265668,0.23333333333333334,0.06839714979249861,0.0,0.16666666666666666,0.0,0.7234185792086747,0.551993449819731,4,3,-1,0.04493148874667848
Craig Terrill,4,0.0,0.0,0.0,0.0,0.18504809859997817,0.25776056743798675,0.4,0.11353848563150885,0.0,0.2777777777777778,0.0,1.2341249294472516,0.6699052924283297,3,3,0,0.050379636669212226
Craig Terrill,5,0.0,0.0,0.0,0.0,0.2698240399243568,0.2852025045573432,0.5117647058823529,0.13644457078109606,0.0,0.2777777777777778,0.0,1.481013598922927,0.699938109143054,2,4,2,0.034646678044881474
Craig Terrill,6,0.0,0.0,0.0,0.0,0.32877205110764834,0.27480660383886185,0.4605664488017429,0.1155796121596395,0.0,0.16666666666666666,0.0,1.3463913825745593,0.6867182521543376,1,3,2,0.05416005189395878
Craig Veasey,3,0.0,0.0,0.0,0.0,0.027777777777777776,0.23727422003284068,0.24844720496894399,0.0,0.0,0.0,0.0,0.5134992027795625,0.1705021580800169,1,2,1,-0.013861233460607525
Cre'von LeBlanc,3,0.5,0.10389610389610389,0.15384615384615383,0.3333333333333333,0.4491964789394983,0.13270355375618526,0.06349206349206346,0.031520882584712355,0.0,0.0,0.0,1.7679885698480506,0.7449242939137654,2,1,-1,0.07871198568872995
Cre'von LeBlanc,4,0.3333333333333333,0.06926406926406926,0.10256410256410255,0.2222222222222222,0.46477950164209275,0.16174566174566166,0.09523809523809519,0.047281323877068536,0.0,0.0,0.0,1.4964283098866458,0.7039949473580123,1,1,0,0.015953067997677706
Crezdon Butler,3,0.0,0.0,0.0,0.0,0.014744216357119555,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.09807754969045289,0.22523809806249243,4,3,-1,-0.12984526890420234
Crezdon Butler,4,0.0,0.0,0.0,0.0,0.027682425656919224,0.005167958656330733,0.0,0.0,0.2777777777777778,0.0,0.0,0.3106281620910277,0.3959865649320788,3,3,0,-0.13685703251025536
Crezdon Butler,5,0.0,0.0,0.0,0.0,0.07810390135564793,0.010335917312661466,0.0,0.0,0.47222222222222227,0.0,0.0,0.5606620408905316,0.5805456881983364,2,2,0,-0.10079031177856446
Crezdon Butler,6,0.0,0.0,0.0,0.0,0.12181268046826238,0.0155038759689922,0.0,0.0,0.5,0.0,0.0,0.6373165564372546,0.5989556185776901,1,1,0,-0.11747308040522159
Cris Dishman,3,1.6,0.3418577307466196,0.48797979797979796,0.0,0.2100456621004566,0.10317460317460318,0.0,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,3.187502238445922,0.6060037523452158,9,5,-4,-0.09074684099472126
Cris Dishman,4,2.2111111111111112,0.4854675502823651,0.6305570194700629,0.0,0.2300445060979134,0.26857142857142857,0.0,0.0,0.3333333333333333,0.2962962962962963,0.2222222222222222,4.677603467384733,0.8163326986429715,8,5,-3,-0.10605985643757754
Cris Dishman,5,2.6888888888888887,0.5931688339095746,0.6324532373760985,0.0,0.4116595117115318,0.5105966064586756,0.0,0.0,0.8888888888888888,0.4444444444444444,0.4444444444444444,6.6145448561225475,0.9425690916447647,7,5,-2,-0.03193301741648187
Cris Dishman,6,2.6333333333333333,0.6031308197974865,0.5334090164106607,0.1111111111111111,0.727112901163534,0.6338146655388035,0.0,0.0,1.2222222222222223,0.4259259259259259,0.4444444444444444,7.334504439947522,0.9543285679715332,6,4,-2,0.02178699760922395
Cris Dishman,7,2.6666666666666665,0.6047376491820936,0.4780171706465112,0.2222222222222222,1.05005018907245,0.721477169063376,0.0,0.0,1.5,0.5555555555555555,0.4444444444444444,8.24317106685332,0.9674306483179897,5,2,-3,0.04840502461135743
Cris Dishman,8,2.2333333333333334,0.4963188515507825,0.4242864773499658,0.3333333333333333,1.1582822855319885,0.7669940787182167,0.0,0.0,1.1111111111111112,0.611111111111111,0.2222222222222222,7.356992804262065,0.9234444568728924,4,2,-2,0.007194907835575692
Cris Dishman,9,1.9333333333333336,0.3742801455627209,0.3655343048940101,0.3333333333333333,1.13616595389029,0.7944734703355394,0.047619047619047596,0.016548463356973988,1.0555555555555556,0.7222222222222222,0.1111111111111111,6.890176941214137,0.9013016065152442,3,2,-1,-0.0010745979597849842
Cris Dishman,10,1.5333333333333337,0.3144209690744503,0.36740827534588494,0.3333333333333333,1.1329589615311302,0.7508417508417509,0.09523809523809519,0.033096926713947976,0.888888888888889,0.611111111111111,0.0,6.060631645411926,0.8598623784910977,2,2,0,-0.0494145008876693
Cris Dishman,11,1.7333333333333336,0.4375231523852648,0.4807112849485731,0.4444444444444444,1.2386974288660761,0.6449494949494949,0.1428571428571428,0.04964539007092197,1.1388888888888888,0.49999999999999994,0.1111111111111111,6.9221616718552506,0.8964705898075022,1,1,0,-0.014037689102443851
Cullen Gillaspia,3,0.0,0.0,0.0,0.0,0.030178326474622732,0.08332894158981108,0.0,0.0,0.0,0.0,0.0,0.11350726806443381,0.41338456912430194,1,1,0,0.03971142638789865
Cullen Jenkins,3,0.0,0.0,0.0,0.0,0.2615625816566501,0.35304395304395303,0.8452380952380951,0.33489747159628047,0.3333333333333333,0.2222222222222222,0.0,2.3502976570905343,0.7544899186034301,10,5,-5,-0.012804269410988733
Cullen Jenkins,4,0.0,0.0,0.0,0.0,0.40919516566237235,0.5846151136473717,1.0523809523809522,0.4247639827085375,0.2222222222222222,0.2962962962962963,0.0,2.989473732917752,0.8082886373529761,9,3,-6,-0.08316512422088045
Cullen Jenkins,5,0.0,0.0,0.0,0.0,0.46987122792896413,0.6574561155206317,1.157563025210084,0.4916207731366552,0.19444444444444445,0.37037037037037035,0.0,3.3413259566111497,0.834845033269635,8,3,-5,-0.09143668515026548
Cullen Jenkins,6,0.06666666666666668,0.004273504273504267,0.007168458781361999,0.0,0.4706490447228269,0.6888556759524501,0.9960784313725489,0.42867072323161676,0.4166666666666667,0.2222222222222222,0.0,3.301251393889865,0.839071460422721,7,3,-4,-0.062032998432196194
Cullen Jenkins,7,0.13333333333333336,0.008547008547008534,0.014336917562723999,0.0,0.4021848035274449,0.5352744992213683,1.1330065359477124,0.4824171535407809,0.75,0.1111111111111111,0.0,3.5702113627914835,0.8552196902592686,6,3,-3,-0.06977450173526852
Cullen Jenkins,8,0.20000000000000004,0.012820512820512801,0.021505376344086,0.0,0.42826852644524444,0.4745290153259792,1.3571895424836602,0.5163003413953405,0.9166666666666666,0.05555555555555555,0.0,3.9828355370370456,0.8763804239464853,5,2,-3,-0.06739636496156165
Cullen Jenkins,9,0.13333333333333336,0.008547008547008534,0.014336917562723999,0.0,0.45741965166930093,0.3567264743735331,1.5859180035650624,0.5342245822309086,0.6666666666666666,0.16666666666666666,0.0,3.9238393046152047,0.8676961363720376,4,1,-3,-0.09379907801419807
Cullen Jenkins,10,0.06666666666666668,0.004273504273504267,0.007168458781361999,0.0,0.5547001829822534,0.3336044662994047,1.5622655122655122,0.4517152044441333,0.6388888888888888,0.38888888888888884,0.0,4.008171773490615,0.8697793212089079,3,1,-2,-0.06307258632840029
Cullen Jenkins,11,0.0,0.0,0.0,0.0,0.5202737622634765,0.2888064267931473,1.3033189033189032,0.35059282590150004,0.6944444444444444,0.5555555555555556,0.0,3.712991918277027,0.8584187639279721,2,1,-1,-0.026300417296079237
Cullen Jenkins,12,0.0,0.0,0.0,0.0,0.4718885072510347,0.32734172062022315,1.0686147186147186,0.27851715095567053,0.8333333333333333,0.611111111111111,0.0,3.5908065418860917,0.8526107917188904,1,0,-1,0
Cullen Loeffler,3,0.0,0.0,0.0,0.0,0.01524257468861591,0.025396825396825376,0.0,0.0,0.0,0.0,0.0,0.040639400085441285,0.2670737216012723,8,1,-7,-0.027229772857615075
Cullen Loeffler,4,0.0,0.0,0.0,0.0,0.025199737115075442,0.038095238095238064,0.0,0.0,0.0,0.0,0.0,0.0632949752103135,0.36538524074981693,7,2,-5,-0.0584085192973087
Cullen Loeffler,5,0.0,0.0,0.0,0.0,0.04481873529032724,0.03174603174603171,0.0,0.0,0.0,0.0,0.0,0.07656476703635895,0.39118322853389903,6,3,-3,-0.01230829469481228
Cullen Loeffler,6,0.0,0.0,0.0,0.0,0.05423543257824735,0.025396825396825355,0.0,0.0,0.0,0.0,0.0,0.0796322579750727,0.39721787060624403,5,2,-3,0.0028065424039598053
Cullen Loeffler,7,0.0,0.0,0.0,0.0,0.06091407161423073,0.019047619047619,0.0,0.0,0.0,0.0,0.0,0.07996169066184973,0.40007271647824,4,2,-2,0.0264999734776801
Cullen Loeffler,8,0.0,0.0,0.0,0.0,0.05091454179813222,0.012698412698412667,0.0,0.0,0.0,0.0,0.0,0.06361295449654489,0.3606837861994792,3,1,-2,-0.056145696091348285
Cullen Loeffler,9,0.0,0.0,0.0,0.0,0.04642346122009511,0.006349206349206334,0.0,0.0,0.0,0.0,0.0,0.05277266756930144,0.3410384387509281,2,1,-1,-0.19472521079184796
Cullen Loeffler,10,0.0,0.0,0.0,0.0,0.042592899307077776,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.09814845486263334,0.37491715695533595,1,2,1,-0.20886872866091077
Curtis Conway,3,0.0,0.0,0.0,0.0,0.0329855892165922,0.0,0.0,0.0,0.0,0.0,0.0,0.0329855892165922,0.3011914204150345,2,3,1,-0.06238620749968958
Curtis Conway,4,0.0,0.0,0.0,0.0,0.047596780119576375,0.0,0.0,0.0,0.0,0.0,0.0,0.047596780119576375,0.33255185086657235,1,4,3,0.04562857349641747
Curtis DeLoatch,3,0.13333333333333336,0.04314994606256742,0.07285974499089251,0.0,0.43015366282541156,0.23400023400023398,0.0,0.0,0.0,0.0,0.0,0.9134969212124388,0.6136569989562313,1,2,1,0.018012134427536797
Curtis Green,3,0.0,0.0,0.0,0.0,0.4809259259259259,0.0701754385964912,0.6112820512820513,0.0,0.2222222222222222,0.0,0.0,1.3846056380266905,0.3176104481263896,4,3,-1,0.07925906597238512
Curtis Green,4,0.0,0.0,0.0,0.0,0.7694152046783626,0.16140350877192977,1.0887179487179488,0.0,0.4444444444444444,0.037037037037037035,0.0,2.5010181436497225,0.5111344466114693,3,4,1,0.27807323537047524
Curtis Green,5,0.0,0.0,0.0,0.0,0.9211491365346073,0.2354775828460038,1.4368338907469342,0.0,0.5555555555555556,0.07407407407407407,0.0,3.223090239757175,0.6147963569201472,2,2,0,0.3153918859597733
Curtis Green,6,0.0,0.0,0.0,0.0,0.8148684964418538,0.27864104706209963,1.424209092035179,0.0,0.6666666666666666,0.1111111111111111,0.0,3.2954964133169105,0.6628712174950079,1,2,1,0.378900410361701
Curtis Greer,3,0.0,0.0,0.0,0.0,0.6492592592592592,0.3200425305688463,2.3476923076923075,0.0,0.4444444444444444,0.5740740740740741,0.0,4.3355126160389315,0.806253494712937,3,6,3,0.22513907214610776
Curtis Greer,4,0.0,0.0,0.0,0.0,0.8389473684210526,0.4188197767145135,2.9333333333333336,0.0,0.7777777777777778,0.48148148148148145,0.0,5.450359737728158,0.8822411605486586,2,5,3,0.28744365983093595
Curtis Greer,5,0.0,0.0,0.0,0.0,0.8627095516569201,0.35385433280170114,2.6984615384615385,0.0,0.6666666666666666,0.31481481481481477,0.0,4.896506904401641,0.7975549345731199,1,4,3,0.18726041400460003
Curtis Johnson~,3,0.9222222222222223,0.1999396431713778,0.30339008817269686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4255519535662968,0.6918323261137256,6,3,-3,0.036097792527070426
Curtis Johnson~,4,1.2,0.24390965211225182,0.39233628690150424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.836245939013756,0.7461273703585186,5,3,-2,0.20261444397440317
Curtis Johnson~,5,1.2555555555555555,0.21592198909545388,0.3439087482565743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8153862929075837,0.7045620824428657,4,3,-1,0.11172935177647252
Curtis Johnson~,6,1.1333333333333333,0.18039729064592613,0.2652463270529237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5789769510321834,0.6562827841249096,3,3,0,0.08494367872950599
Curtis Johnson~,7,0.9666666666666667,0.1550866467281456,0.2001710938550658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3219244072498781,0.5920404104307124,2,2,0,-0.0739821996379828
Curtis Johnson~,8,1.1333333333333333,0.19763097722271653,0.24361501445938052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5745793250154305,0.650876805881281,1,1,0,0.025735294117646967
Curtis Jordan,3,0.611111111111111,0.05623562356235622,0.12364097313636584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7909877078098331,0.3819010949693041,8,5,-3,0.276470238416331
Curtis Jordan,4,0.7222222222222222,0.06846684668466844,0.1439227731461167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9346118420530073,0.43529842799420515,7,3,-4,0.2780496495051367
Curtis Jordan,5,0.7222222222222222,0.08069806980698066,0.16420457315586756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9671248651850703,0.4704499746449332,6,3,-3,0.1670582951737975
