Player,Year1,Year2,Year3,Year4,Retire,NextPercentile
Curtis Martin,0.5098039215686274,0.908450704225352,0.98,0.9407894736842104,0,0.9565217391304348
D J Dozier,0.5454545454545454,0.4025974025974026,0.6168831168831169,0.6907894736842105,0,0.6643835616438356
D J Foster,0.075268817204301,0.1693989071038251,0.2234042553191489,0.1030927835051546,0,0.055813953488372
D J Ware,0.1161290322580645,0.3375796178343949,0.5064935064935064,0.5170068027210885,0,0.6352201257861635
Daimon Shelton,0.0066666666666666,0.125,0.2670807453416149,0.3935483870967742,0,0.1301369863013698
Dalton Hilliard,0.2807017543859649,0.7418181818181818,0.8246753246753247,0.9545454545454546,0,0.9210526315789472
Damien Anderson,0.0927152317880794,0.310126582278481,0.3832335329341317,0.2402597402597402,1,
Damien Harris,0.0515463917525773,0.4186046511627907,0.7798165137614679,0.8774509803921569,0,0.8248587570621468
Damien Williams,0.239766081871345,0.3631284916201117,0.6720430107526881,0.7049180327868853,0,0.7925531914893617
Damiere Byrd,0.4699453551912568,0.5,0.520618556701031,0.3069767441860465,1,
Dan Doornink,0.1829268292682926,0.5348837209302325,0.7965116279069767,0.8433734939759037,0,0.8181818181818182
Dan Herron,0.0251572327044025,0.4821428571428571,0.695906432748538,0.7541899441340782,1,
Dan Kreider,0.4064516129032258,0.589041095890411,0.7019867549668874,0.569620253164557,0,0.562874251497006
Daniel Thomas,0.2312925170068027,0.3962264150943396,0.6964285714285714,0.6491228070175439,1,
Danny Woodhead,0.1528662420382165,0.512987012987013,0.7142857142857143,0.8805031446540881,0,0.8928571428571429
Darick Holmes,0.2679738562091503,0.4859154929577465,0.7133333333333334,0.7302631578947368,1,
Darnell Autry,0.0733333333333333,0.0789473684210526,0.0869565217391304,0.2129032258064516,1,
Darrel Williams,0.1436170212765957,0.4278350515463917,0.6325581395348837,0.8073394495412844,0,0.7647058823529411
Darrel Young,0.1103896103896103,0.5374149659863946,0.8113207547169812,0.8690476190476191,0,0.8421052631578947
Darrell Henderson,0.2319587628865979,0.6372093023255814,0.8807339449541285,0.8872549019607843,0,0.7344632768361582
Darrell Thompson,0.0,0.2945205479452055,0.5073529411764706,0.7089552238805971,0,0.5
Darren Mcfadden,0.2,0.3503184713375796,0.8506493506493507,0.8979591836734694,0,0.9433962264150944
Darren Sproles,0.1883116883116883,0.130718954248366,0.3377483443708609,0.567741935483871,0,0.8407643312101911
Darrin Nelson,0.1333333333333333,0.5379746835443038,0.7345679012345679,0.832258064516129,0,0.8830409356725146
Darryl Clack,0.239766081871345,0.4909090909090909,0.3831168831168831,0.4090909090909091,1,
Daryl Johnston,0.0844155844155844,0.3026315789473684,0.5753424657534246,0.6397058823529411,0,0.7238805970149254
Daryl Richardson,0.3333333333333333,0.5535714285714286,0.543859649122807,0.2011173184357542,0,0.0591397849462365
Dave Meggett,0.2987012987012987,0.7236842105263158,0.910958904109589,0.8529411764705882,0,0.8059701492537313
Dave Preston,0.2378048780487804,0.4476744186046512,0.7034883720930233,0.7349397590361446,0,0.6909090909090909
Dave Williams 2,0.019108280254777,0.0975609756097561,0.4941860465116279,0.5581395348837209,0,0.8855421686746988
David Hughes,0.1024096385542168,0.4303030303030303,0.620253164556962,0.6419753086419753,0,0.4838709677419355
David Johnson,0.4860335195530726,0.8709677419354839,0.8961748633879781,0.8457446808510638,0,0.7371134020618557
David Lang,0.3897058823529412,0.5074626865671642,0.6214285714285714,0.3856209150326797,1,
David Palmer,0.0642857142857142,0.1764705882352941,0.2816901408450704,0.3733333333333333,0,0.5986842105263158
