Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Year11,Year12,Year13,Year14,Year15,Year16,Retire,NextPercentile
Frank Gore,0.3311688311688311,0.8823529411764706,0.9735099337748344,0.9612903225806452,0.929936305732484,0.9285714285714286,0.9319727891156464,0.9182389937106918,0.9166666666666666,0.9239766081871345,0.8770949720670391,0.9032258064516128,0.8142076502732241,0.8085106382978723,0.7835051546391752,0.813953488372093,1,
Fred Mcafee,0.2260273972602739,0.4044117647058823,0.4925373134328358,0.4428571428571428,0.4705882352941176,0.3873239436619718,0.38,0.4144736842105263,0.3726708074534161,0.6838709677419355,0.4931506849315068,0.7880794701986755,0.7848101265822784,0.9221556886227544,0.8311688311688312,0.6405228758169934,1,
Lorenzo Neal,0.2462686567164179,0.3785714285714285,0.5228758169934641,0.4436619718309859,0.46,0.5131578947368421,0.5217391304347826,0.4709677419354838,0.273972602739726,0.390728476821192,0.5253164556962026,0.5808383233532934,0.6883116883116883,0.8169934640522876,0.7748344370860927,0.6516129032258065,1,
Marcus Allen,0.8484848484848485,0.8860759493670886,1.0,0.9870967741935484,0.9941520467836256,0.9818181818181818,0.922077922077922,0.8831168831168831,0.8289473684210527,0.7328767123287672,0.7720588235294118,0.8880597014925373,0.9071428571428573,0.934640522875817,0.9295774647887324,0.8733333333333333,1,
Tony Richardson,0.1176470588235294,0.323943661971831,0.56,0.7039473684210527,0.7391304347826086,0.8580645161290322,0.8835616438356164,0.8145695364238411,0.6329113924050633,0.5029940119760479,0.512987012987013,0.5424836601307189,0.5298013245033113,0.5225806451612903,0.5668789808917197,0.564935064935065,1,
