Player,Year1,Year2,Year3,Year4,Year5,Year6,Retire,NextPercentile
Dorsey Levens,0.0785714285714285,0.5359477124183006,0.8309859154929577,0.96,0.9342105263157896,0.9440993788819876,0,0.8129032258064516
Doug Dressler,0.1951219512195122,0.449438202247191,0.7407407407407407,0.6694214876033058,0.6546762589928058,0.4142857142857143,1,
Doug Kotar,0.3309352517985611,0.5857142857142857,0.8104575163398693,0.7515923566878981,0.7987804878048781,0.7790697674418605,0,0.5813953488372093
Doug Martin,0.7987421383647799,0.8392857142857143,0.95906432748538,0.8994413407821229,0.935483870967742,0.8743169398907104,0,0.5319148936170213
Duce Staley,0.1666666666666666,0.6973684210526315,0.8944099378881988,0.896774193548387,0.8698630136986302,0.913907284768212,0,0.9177215189873418
Dujuan Harris,0.1904761904761904,0.3836477987421384,0.3869047619047619,0.4210526315789473,0.4469273743016759,0.5752688172043011,1,
Duke Johnson,0.3687150837988827,0.6451612903225806,0.8907103825136612,0.8404255319148937,0.8505154639175257,0.7627906976744186,0,0.6972477064220184
Dwayne Washington,0.1989247311827957,0.273224043715847,0.4787234042553192,0.4948453608247423,0.4604651162790698,0.3669724770642202,0,0.2352941176470588
Earl Campbell,0.4024390243902439,0.8604651162790697,0.9883720930232558,0.9698795180722892,0.9393939393939394,0.9240506329113924,0,0.8950617283950617
Earl Cooper,0.4825581395348837,0.7168674698795181,0.8727272727272727,0.4936708860759494,0.6049382716049383,0.6193548387096774,1,
Earl Ferrell,0.2151898734177215,0.5308641975308642,0.6838709677419355,0.7660818713450293,0.9127272727272728,0.9025974025974026,0,0.922077922077922
Earnest Byner,0.3950617283950617,0.7290322580645161,0.9064327485380116,0.9490909090909092,0.8571428571428571,0.935064935064935,0,0.875
Earnest Graham,0.1017964071856287,0.1428571428571428,0.2745098039215686,0.6423841059602649,0.8258064516129032,0.8535031847133758,0,0.6753246753246753
Earnest Jackson,0.1518987341772152,0.5925925925925926,0.8580645161290322,0.935672514619883,0.9418181818181818,0.7662337662337663,1,
Ed Podolak,0.951219512195122,0.9438202247191012,0.9629629629629628,0.9421487603305784,0.9424460431654677,0.8785714285714286,0,0.8496732026143791
Eddie George,0.528169014084507,0.8133333333333334,0.9144736842105264,0.9006211180124224,0.9161290322580644,0.863013698630137,0,0.8410596026490066
Eddie Lee Ivery,0.127906976744186,0.5290697674418605,0.7469879518072289,0.9212121212121211,0.8164556962025317,0.9444444444444444,0,0.9161290322580644
Eddie Ray,0.1219512195121951,0.2921348314606741,0.4351851851851852,0.6942148760330579,0.6618705035971223,0.5642857142857143,0,0.2287581699346405
Edgar Bennett,0.088235294117647,0.5373134328358209,0.9,0.9803921568627452,0.9507042253521126,0.7266666666666667,0,0.5921052631578947
Edgerrin James,0.6832298136645962,0.935483870967742,0.9863013698630136,0.9271523178807948,0.8607594936708861,0.8982035928143712,0,0.935064935064935
Emerson Boozer,0.8536585365853658,0.8876404494382022,0.9166666666666666,0.9256198347107438,0.9568345323741008,0.8,1,
Emmitt Smith,0.4013157894736842,0.9178082191780822,0.9852941176470588,1.0,1.0,0.9934640522875816,0,0.9929577464788732
Eric Ball,0.1168831168831168,0.2828947368421052,0.4246575342465753,0.5,0.5,0.45,0,0.3464052287581699
Eric Bieniemy,0.1301369863013698,0.3235294117647059,0.4328358208955223,0.5142857142857142,0.6666666666666666,0.7887323943661971,0,0.7866666666666666
Eric Dickerson,0.6012658227848101,0.9691358024691358,0.9935483870967742,0.95906432748538,0.9745454545454544,0.9935064935064936,0,0.974025974025974
Eric Lane 2,0.0240963855421686,0.0424242424242424,0.0316455696202531,0.3209876543209876,0.4129032258064516,0.5380116959064327,0,0.5818181818181818
Eric Torkelson,0.1151079136690647,0.3571428571428571,0.5359477124183006,0.6178343949044586,0.5609756097560976,0.5406976744186046,0,0.3372093023255814
Erric Pegram,0.0753424657534246,0.3014705882352941,0.6268656716417911,0.6357142857142857,0.6862745098039216,0.6619718309859155,0,0.5933333333333334
Errict Rhett,0.3928571428571428,0.7712418300653595,0.8169014084507042,0.6,0.4736842105263157,0.7577639751552795,0,0.832258064516129
Essex Johnson,0.7926829268292683,0.9101123595505618,0.9537037037037036,0.9834710743801652,0.9496402877697842,0.8071428571428572,0,0.6143790849673203
Felix Jones,0.3161290322580645,0.6242038216560509,0.8831168831168831,0.8231292517006803,0.8301886792452831,0.7261904761904762,1,
Floyd Little,0.926829268292683,0.9775280898876404,0.9814814814814816,0.9917355371900828,0.9784172661870504,0.9428571428571428,1,
Fran Lynch,0.4512195121951219,0.6404494382022472,0.6944444444444444,0.5619834710743802,0.2302158273381295,0.1928571428571428,1,
Franco Harris,0.5462962962962963,0.7355371900826446,0.9640287769784172,0.9571428571428572,0.9738562091503268,0.9490445859872612,0,0.945121951219512
Frank Gore,0.3311688311688311,0.8823529411764706,0.9735099337748344,0.9612903225806452,0.929936305732484,0.9285714285714286,0,0.9319727891156464
Frank Hawkins,0.1265060240963855,0.3515151515151515,0.7025316455696202,0.6975308641975309,0.7032258064516129,0.6608187134502924,0,0.7709090909090909
Frank Pollard,0.0406976744186046,0.2409638554216867,0.406060606060606,0.5569620253164557,0.5987654320987654,0.7548387096774194,0,0.695906432748538
Fred Beasley,0.3167701863354037,0.6451612903225806,0.773972602739726,0.7218543046357616,0.6708860759493671,0.6227544910179641,1,
Fred Jackson,0.23841059602649,0.6064516129032258,0.8471337579617835,0.8571428571428571,0.9047619047619048,0.8364779874213837,0,0.8809523809523809
Fred Mcafee,0.2260273972602739,0.4044117647058823,0.4925373134328358,0.4428571428571428,0.4705882352941176,0.3873239436619718,0,0.38
Fred Mccrary,0.0915032679738562,0.0774647887323943,0.16,0.0263157894736842,0.0372670807453416,0.0774193548387096,0,0.2465753424657534
