Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Retire,NextPercentile
Mark Ingram,0.2585034013605442,0.5660377358490566,0.7797619047619048,0.8362573099415205,0.9217877094972068,0.9731182795698924,1.0,0.9680851063829788,0.9432989690721648,0.8465116279069768,0,0.8532110091743119
Mark Van Eeghen,0.1654676258992805,0.4928571428571429,0.7189542483660131,0.9171974522292994,0.926829268292683,0.9767441860465116,0.9593023255813954,0.8734939759036144,0.7696969696969697,0.5949367088607594,1,
Marquise Goodwin,0.3392857142857143,0.6140350877192983,0.5810055865921788,0.3118279569892473,0.5683060109289617,0.7606382978723404,0.9175257731958762,0.6976744186046512,0.6284403669724771,0.3872549019607843,0,0.6779661016949152
Marshall Faulk,0.5928571428571429,0.915032679738562,0.9788732394366196,0.9466666666666668,0.9736842105263158,1.0,1.0,1.0,1.0,0.9873417721518988,0,0.9580838323353292
Marshawn Lynch,0.4701986754966887,0.8129032258064516,0.8980891719745223,0.7337662337662337,0.7755102040816326,0.9119496855345912,0.9583333333333334,0.9941520467836256,0.9720670391061452,0.8763440860215054,0,0.6830601092896175
Matt Barkley,0.0119047619047619,0.0116959064327485,0.0111731843575419,0.0053763440860215,0.0109289617486338,0.0106382978723404,0.0051546391752577,0.0093023255813953,0.0091743119266055,0.0098039215686274,0,0.0169491525423728
Matt Forte,0.6258064516129033,0.7770700636942676,0.9935064935064936,0.9591836734693876,0.9685534591194968,0.988095238095238,1.0,1.0,0.9838709677419356,0.907103825136612,1,
Matt Suhey,0.0523255813953488,0.3192771084337349,0.703030303030303,0.8037974683544303,0.8209876543209876,0.8387096774193549,0.8011695906432749,0.8,0.5909090909090909,0.4675324675324675,1,
Maurice Morris,0.1589403973509933,0.4683544303797468,0.6347305389221557,0.6688311688311688,0.6535947712418301,0.8410596026490066,0.8387096774193549,0.8598726114649682,0.6883116883116883,0.6666666666666666,1,
Michael Bennett 2,0.2945205479452055,0.7947019867549668,0.8924050632911392,0.844311377245509,0.6363636363636364,0.6928104575163399,0.6821192052980133,0.4903225806451612,0.4140127388535032,0.2792207792207792,1,
Michael Pittman,0.0328947368421052,0.3478260869565217,0.7096774193548387,0.821917808219178,0.7814569536423841,0.7974683544303798,0.874251497005988,0.9025974025974026,0.8954248366013072,0.8543046357615894,0,0.7290322580645161
Mike Alstott,0.3380281690140845,0.64,0.8355263157894737,0.8198757763975155,0.7483870967741936,0.815068493150685,0.847682119205298,0.8481012658227848,0.7425149700598802,0.7142857142857143,0,0.673202614379085
Mike Pruitt,0.065359477124183,0.3375796178343949,0.5304878048780488,0.872093023255814,0.9651162790697676,0.9819277108433736,0.896969696969697,0.8607594936708861,0.7469135802469136,0.7806451612903226,0,0.7076023391812866
Mike Tolbert,0.1419354838709677,0.5605095541401274,0.6948051948051948,0.8503401360544217,0.8553459119496856,0.8988095238095238,0.7660818713450293,0.7653631284916201,0.6075268817204301,0.5573770491803278,1,
Mosi Tatupu,0.0182926829268292,0.1104651162790697,0.2151162790697674,0.5783132530120482,0.7393939393939394,0.810126582278481,0.7222222222222222,0.6967741935483871,0.6374269005847953,0.7527272727272727,0,0.551948051948052
Norm Bulaich,0.6707317073170732,0.898876404494382,0.8148148148148148,0.8429752066115702,0.7553956834532374,0.8642857142857143,0.8431372549019608,0.8980891719745223,0.7621951219512195,0.6046511627906976,1,
O J Simpson,0.8170731707317073,0.8764044943820225,0.925925925925926,0.975206611570248,0.9928057553956836,0.9928571428571428,0.9934640522875816,0.9872611464968152,0.9207317073170732,0.7151162790697675,1,
Ottis Anderson,0.5116279069767442,0.9069767441860463,0.963855421686747,0.9575757575757576,0.9113924050632912,0.9753086419753086,0.8774193548387097,0.8245614035087719,0.7236363636363636,0.5194805194805194,0,0.7597402597402597
Priest Holmes,0.375,0.7763975155279503,0.8838709677419355,0.9657534246575342,0.9933774834437086,1.0,0.9880239520958084,0.948051948051948,0.6666666666666666,0.4569536423841059,1,
Randy Jordan,0.0597014925373134,0.0714285714285714,0.326797385620915,0.1619718309859155,0.2133333333333333,0.1052631578947368,0.4099378881987577,0.7354838709677419,0.7465753424657534,0.6688741721854304,1,
Reggie Bush,0.4379084967320261,0.6158940397350994,0.8451612903225807,0.8152866242038217,0.8051948051948052,0.8027210884353742,0.8679245283018868,0.8869047619047619,0.8654970760233918,0.6033519553072626,0,0.4032258064516129
Richie Anderson,0.3357142857142857,0.457516339869281,0.704225352112676,0.5066666666666667,0.4934210526315789,0.5590062111801242,0.7677419354838709,0.8356164383561644,0.7682119205298014,0.810126582278481,0,0.7964071856287425
Ricky Watters,0.5220588235294118,0.8134328358208955,0.9642857142857144,0.9738562091503268,0.971830985915493,0.9733333333333334,0.9473684210526316,0.9503105590062112,0.967741935483871,0.9452054794520548,1,
Ricky Williams,0.124223602484472,0.4967741935483871,0.7534246575342466,0.9205298013245032,0.9367088607594936,0.8562874251497006,0.7207792207792207,0.2679738562091503,0.3642384105960264,0.3032258064516129,0,0.6751592356687898
Rob Carpenter 2,0.4203821656050955,0.5548780487804879,0.7441860465116279,0.7325581395348837,0.8012048192771084,0.8303030303030303,0.7848101265822784,0.7839506172839507,0.8064516129032258,0.6432748538011696,1,
Robert Newhouse,0.1666666666666666,0.5041322314049587,0.6906474820143885,0.8142857142857143,0.8169934640522876,0.8471337579617835,0.8109756097560976,0.8372093023255814,0.7848837209302325,0.608433734939759,0,0.6606060606060606
Robert Woods,0.494047619047619,0.47953216374269,0.6089385474860335,0.6129032258064516,0.8579234972677595,0.9787234042553192,0.9381443298969072,0.972093023255814,0.9311926605504588,0.7352941176470589,0,0.559322033898305
Rock Cartwright,0.4172185430463576,0.6582278481012658,0.6467065868263473,0.5454545454545454,0.2549019607843137,0.2582781456953642,0.0064516129032258,0.2802547770700637,0.3701298701298701,0.5918367346938775,1,
