Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Year11,Year12,Year13,Year14,Retire,NextPercentile
Andre Smith,0.1472320376914016,0.2433414043583535,0.4975845410628019,0.5050928699820252,0.4865831842576029,0.2189910979228486,0.1196480938416422,0.1226635514018691,0.1816568047337278,0.2331360946745562,0.2033392963625521,0.2033392963625521,0.4102564102564102,0.4537090281771133,0,0.4570405727923627
Andy Lee,0.1506097560975609,0.211608222490931,0.3355461677730839,0.2596783799880881,0.21875,0.2272727272727272,0.3138987043580683,0.2717917675544794,0.1225845410628019,0.0437387657279808,0.0429338103756708,0.0409495548961424,0.1008797653958944,0.0566588785046729,0,0.144378698224852
Anthony Davis,0.1689419795221843,0.3734939759036144,0.4522613065326633,0.5488599348534202,0.4118564742589704,0.6691176470588235,0.4450402144772118,0.4460753031269943,0.0210135970333745,0.0274390243902439,0.0918984280532043,0.1188895594447797,0.1155449672424061,0.0865384615384615,0,0.0370813397129186
Anthony Pleasant,0.148217636022514,0.24765478424015,0.4981412639405204,0.6299810246679317,0.6843100189035917,0.856655290102389,0.802065404475043,0.6884422110552764,0.5912052117263844,0.5709828393135725,0.8389705882352941,0.8344504021447721,0.8430121250797703,0.8127317676143387,1,
Antoine Bethea,0.6952323476161738,0.8356164383561644,0.9206730769230768,0.9509569377990432,0.96113074204947,0.9721549636803876,0.9347826086956522,0.9436788496105452,0.960644007155635,0.9584569732937686,0.9436950146627566,0.9246495327102804,0.9639053254437868,0.9570661896243292,1,
Antonio Gates,0.2707045735475896,0.2963414634146341,0.3833131801692865,0.3174411587205794,0.3341274568195354,0.2530048076923077,0.277511961722488,0.163133097762073,0.25,0.3182367149758454,0.3828639904134212,0.2510435301132975,0.1394658753709199,0.1008797653958944,0,0.1536214953271028
Ben Roethlisberger,0.0975609756097561,0.1590084643288996,0.208207604103802,0.1852293031566408,0.2409855769230769,0.2200956937799043,0.1654888103651354,0.1658595641646489,0.1817632850241546,0.1839424805272618,0.0429338103756708,0.0409495548961424,0.039882697947214,0.0420560747663551,0,0.1159763313609467
Benjamin Watson,0.1390568319226118,0.2884731442365721,0.2733770101250744,0.2770432692307692,0.2033492822966507,0.306831566548881,0.2905569007263922,0.2626811594202898,0.1839424805272618,0.1806797853309481,0.2955489614243323,0.2973607038123167,0.3463785046728972,0.3289940828402367,1,
Bill Bates,0.5247524752475248,0.7007722007722008,0.8243992606284658,0.7904411764705882,0.8348214285714286,0.8018867924528302,0.7073170731707317,0.5290806754221389,0.2945590994371482,0.0985130111524163,0.2808349146110057,0.3421550094517958,0.3549488054607508,0.108433734939759,0,0.1189279731993299
Bill Romanowski,0.3621013133208255,0.4352720450281426,0.6923076923076923,0.5762081784386617,0.7343453510436433,0.7372400756143668,0.7798634812286689,0.8175559380378657,0.8006700167504187,0.9153094462540716,0.906396255850234,0.986764705882353,0.9691689008042896,0.9687300574345884,0,0.8862793572311496
Bobby Bell,0.9090909090909092,0.8759124087591241,0.9482758620689656,0.8592964824120602,0.8431372549019608,0.57847533632287,0.4273858921161825,0.0275590551181102,0.0183823529411764,0.0278745644599303,0.0462046204620462,0.0552147239263803,0.018348623853211,0.0118811881188118,0,0.0154440154440154
Brandon Marshall,0.5117682558841279,0.5330553901131626,0.5426682692307693,0.3977272727272727,0.3480565371024735,0.3093220338983051,0.3713768115942029,0.3804347826086957,0.408627920910725,0.5497912939773405,0.6112104949314252,0.6706231454005934,0.686646884272997,0.7249266862170088,0,0.7290322580645161
Brandon Moore,0.4601148691767709,0.5018541409147095,0.5042682926829268,0.4408536585365853,0.3633615477629988,0.3385731559854897,0.3156306578153289,0.3186481593240796,0.6021441334127456,0.6021634615384616,0.6016746411483254,0.1012956419316843,0.1472320376914016,0.3238498789346247,1,
Brandon Williams,0.1042287075640262,0.1033653846153846,0.1160287081339712,0.2597173144876325,0.2294188861985472,0.2524154589371981,0.10964649490713,0.1396045536249251,0.2731067382230173,0.3231961836612999,0.3210682492581602,0.2931750741839762,0.41524926686217,0.4527859237536656,0,0.4785923753665689
Brian Dawkins,0.5094664371772806,0.7721943048576214,0.9006514657980456,0.9750390015600624,0.9933823529411764,0.9946380697050938,0.990427568602425,0.9684796044499382,0.9701219512195122,0.9625151148730352,0.991550995775498,0.9720071471113758,0.971153846153846,0.9479665071770336,0,0.980565371024735
Brian Williams,0.0654044750430292,0.2428810720268006,0.2915309446254072,0.4960998439937597,0.7,0.7037533512064343,0.6285896617740906,0.6464582003828973,0.9097651421508036,0.9591463414634146,0.9830713422007256,0.9227519613759808,0.9172126265634306,0.8707932692307693,0,0.8905502392344498
Bruce Smith,0.4140480591497227,0.7775735294117647,0.988095238095238,0.9886792452830188,0.9774859287054408,1.0,0.9943714821763602,0.9944237918215614,0.9411764705882352,0.9924385633270322,0.9948805460750854,0.9982788296041308,0.981574539363484,0.978827361563518,0,0.93603744149766
Bryan Cox1,0.0806754221388367,0.3828996282527881,0.5199240986717267,0.5311909262759924,0.5477815699658704,0.4440619621342513,0.4840871021775544,0.4104234527687296,0.4976599063962558,0.8191176470588235,0.8089812332439679,0.763241863433312,0.5914709517923362,0.2847560975609756,1,
Bryan Robinson,0.0854271356783919,0.1661237785016286,0.3884555382215288,0.7463235294117647,0.8619302949061662,0.8659859604339503,0.823238566131026,0.7396341463414634,0.6668681983071342,0.7254073627036813,0.7510422870756402,0.7524038461538461,0.7236842105263158,0.6808009422850412,1,
Bryant Young,0.3345935727788279,0.5392491467576792,0.7986230636833046,0.7839195979899497,0.8729641693811075,0.8299531981279251,0.9477941176470588,0.9148793565683646,0.8710912571793236,0.8065512978986403,0.8176829268292682,0.8935912938331319,0.8877489438744719,0.8939845145920191,1,
Cam Newton,0.1856106408706166,0.2371756185878093,0.228707564026206,0.0865384615384615,0.0370813397129186,0.0400471142520612,0.1035108958837772,0.1165458937198067,0.2354703415218693,0.2778771615980918,0.3590504451038576,0.3607038123167155,0.3714953271028037,0.2905325443786982,0,0.2975551580202743
Chad Brown,0.1062618595825427,0.440453686200378,0.5870307167235495,0.7831325301204819,0.6767169179229481,0.7166123778501629,0.5538221528861155,0.8441176470588235,0.8981233243967829,0.91959157626037,0.9165636588380716,0.8347560975609756,0.7877871825876662,0.668074834037417,0,0.5991661703394878
Chad Williams,0.7511167836630505,0.8362175525339925,0.952439024390244,0.9111245465538088,0.904043452021726,0.7605717689100655,0.6760817307692307,0.0370813397129186,0.0400471142520612,0.0405569007263922,0.0440821256038647,0.0437387657279808,0.0429338103756708,0.0409495548961424,0,0.039882697947214
Champ Bailey,0.6006240249609984,0.8985294117647059,0.9550938337801608,0.9004467134652202,0.8856613102595797,0.8695121951219512,0.966142684401451,0.9903439951719976,0.9934484812388328,0.9645432692307692,0.8941387559808612,0.8716136631330977,0.8583535108958837,0.8339371980676329,0,0.799281006590773
Charles Haley,0.6231617647058824,0.8005952380952381,0.9339622641509434,0.9380863039399624,0.9812382739212008,0.9606003752345216,0.79182156133829,0.7020872865275142,0.831758034026465,0.9061433447098975,0.8588640275387264,0.5209380234505863,0.1286644951140065,0.1450858034321372,1,
Charles Johnson2,0.3102941176470588,0.2607238605898123,0.4116145500957243,0.3980222496909765,0.3658536585365853,0.0326481257557436,0.0325890162945081,0.2263251935675997,0.7175480769230769,0.833732057416268,0.9381625441696112,0.9382566585956416,0.9861111111111112,0.9832234871180348,0,0.9910554561717352
Charles Woodson,0.6221498371335505,0.7425897035881436,0.9595588235294118,0.9343163538873994,0.9495851946394384,0.927070457354759,0.9506097560975608,0.9189842805320436,0.95956547978274,0.973198332340679,0.9987980769230768,0.998803827751196,0.9994110718492344,0.9993946731234868,0,0.9921497584541062
Chris Baker,0.0797280593325092,0.1926829268292683,0.2515114873035066,0.3470126735063367,0.3424657534246575,0.3185096153846153,0.1770334928229665,0.0400471142520612,0.0405569007263922,0.4885265700483092,0.6063511084481725,0.6630888491353608,0.7744807121661721,0.8351906158357771,0,0.8294392523364486
Chris Canty,0.1021775544388609,0.2068403908794788,0.3822152886115444,0.6808823529411765,0.6394101876675603,0.4913848117421825,0.0210135970333745,0.0274390243902439,0.6463119709794438,0.692214846107423,0.7927337701012508,0.7776442307692307,0.7691387559808612,0.765017667844523,0,0.763317191283293
Chris Clemons,0.5439024390243903,0.6166868198307134,0.6173808086904043,0.7218582489577129,0.7445913461538461,0.7966507177033493,0.7386363636363636,0.8763250883392226,0.9546525323910484,0.9334140435835352,0.8208232445520581,0.7590579710144928,0.8611111111111112,0.8939484721390054,0,0.8550029958058718
Chris Doleman,0.299445471349353,0.6746323529411765,0.9761904761904762,0.9867924528301888,1.0,0.9868667917448404,0.9831144465290806,0.9907063197026024,0.98292220113852,0.9659735349716446,0.863481228668942,0.9621342512908778,0.984924623115578,0.995114006514658,0,0.9734789391575664
Chris Harris,0.7110036275695284,0.7990343995171998,0.8802858844550328,0.8449519230769231,0.8708133971291866,0.8987043580683156,0.8801452784503632,0.8523002421307506,0.7041062801932367,0.6129227053140096,0.7040143798681845,0.8562909958258795,0.9649851632047478,0.975366568914956,0,0.963785046728972
Chris Johnson,0.4685610640870616,0.4749547374773687,0.5235259082787374,0.4375,0.4411057692307692,0.3690191387559808,0.4132775119617224,0.4305064782096584,0.3945818610129564,0.4527845036319612,0.4794685990338164,0.4746376811594203,0.1893349310964649,0.2128801431127012,1,
Chris Thompson,0.4238210399032648,0.4272782136391068,0.4282310899344848,0.0372596153846153,0.0370813397129186,0.0400471142520612,0.0405569007263922,0.0440821256038647,0.0437387657279808,0.0429338103756708,0.0409495548961424,0.1008797653958944,0.1536214953271028,0.2184579439252336,0,0.2378698224852071
Clarence Scott,0.2727272727272727,0.6715328467153284,0.5747126436781609,0.864321608040201,0.8627450980392157,0.8923766816143498,0.7883817427385892,0.8503937007874016,0.8566176470588235,0.8536585365853658,0.7095709570957096,0.8159509202453987,0.9013761467889908,0.8712871287128713,1,
Clay Matthews1,0.1139705882352941,0.3170731707317073,0.4653465346534653,0.3957055214723926,0.1972477064220183,0.2475247524752475,0.3204633204633205,0.4121996303142329,0.4154411764705882,0.6532738095238095,0.5622641509433962,0.6078799249530957,0.450281425891182,0.6078799249530957,0,0.5855018587360595
Clyde Simmons,0.0496323529411764,0.5654761904761905,0.7339622641509433,0.9624765478424016,0.9681050656660412,0.9887429643527204,0.9684014869888476,0.9601518026565464,0.8771266540642723,0.9453924914675768,0.9518072289156626,0.9698492462311558,0.8306188925081434,0.7800312012480499,0,0.8161764705882353
Corey Moore,0.4970588235294118,0.4912868632707775,0.4920229738353542,0.0210135970333745,0.0274390243902439,0.0326481257557436,0.0325890162945081,0.0327575938058368,0.0372596153846153,0.0370813397129186,0.0400471142520612,0.0405569007263922,0.0440821256038647,0.0437387657279808,0,0.0429338103756708
Cornelius Bennett,0.7648809523809523,0.9716981132075472,0.9906191369606004,0.99812382739212,0.9962476547842402,0.9925650557620818,0.9487666034155596,0.9017013232514176,0.9505119453924916,0.9311531841652324,0.9396984924623116,0.8599348534201955,0.9282371294851794,0.9308823529411764,1,
D.J. Williams,0.725609756097561,0.7684401451027811,0.8406759203379601,0.8427635497319833,0.8792067307692307,0.9132775119617224,0.9187279151943464,0.8492736077481841,0.725181598062954,0.4214975845410628,0.4577294685990338,0.457159976033553,0.4110245656081486,0.5748360166964818,1,
Dale Carter,0.6840148698884758,0.7305502846299811,0.8582230623818525,0.7747440273037542,0.8244406196213425,0.7219430485762144,0.7068403908794788,0.6677067082683308,0.8,0.7332439678284183,0.6388002552648373,0.6798516687268232,0.6390243902439025,0.6160822249093107,1,
Darrell Green,0.4673267326732673,0.7181467181467182,0.7985212569316081,0.8235294117647058,0.8541666666666666,0.8113207547169812,0.6566604127579737,0.6041275797373359,0.7485928705440901,0.7769516728624535,0.7817836812144212,0.7561436672967864,0.8242320819112628,0.8812392426850258,0,0.8894472361809045
Darren Sharper,0.5276381909547738,0.5472312703583062,0.765990639625585,0.913235294117647,0.987265415549598,0.9948947032546268,0.9950556242274412,0.9939024390243902,1.0,0.996378998189499,0.9910661107802264,0.9387019230769232,0.9886363636363636,0.9652532391048292,1,
Darryl Talley,0.3108910891089109,0.6274131274131274,0.7171903881700554,0.7444852941176471,0.7202380952380952,0.7547169811320755,0.8123827392120075,0.9943714821763602,1.0,1.0,0.9943074003795066,0.9111531190926276,0.7593856655290102,0.2444061962134251,1,
Dave Brown,0.5477178423236515,0.8622047244094488,0.9338235294117648,0.9303135888501742,0.9108910891089108,0.7668711656441718,0.5642201834862385,0.502970297029703,0.7818532818532818,0.9057301293900184,0.9172794117647058,0.7872023809523809,0.6056603773584905,0.5403377110694184,1,
DeAngelo Hall,0.7018292682926829,0.880894800483676,0.9535304767652384,0.969029184038118,0.958533653846154,0.9503588516746412,0.978798586572438,0.9788135593220338,0.9830917874396136,0.969442780107849,0.9308288610614192,0.8456973293768546,0.6398826979472141,0.6255841121495327,1,
DeSean Jackson,0.125,0.2511961722488038,0.306831566548881,0.3777239709443099,0.3943236714975845,0.4074295985620131,0.2719141323792486,0.2789317507418398,0.2797653958944281,0.1536214953271028,0.2704142011834319,0.2319618366129994,0.3135198135198135,0.2829212190914318,0,0.3048926014319809
Deion Sanders,0.3752345215759849,0.7842401500938087,0.9737335834896812,0.9795539033457248,0.969639468690702,0.9678638941398866,0.9368600682593856,0.8760757314974182,0.6968174204355109,0.8338762214983714,0.8003120124804992,0.9213235294117648,0.8150134048257373,0.7198468410976387,0,0.0210135970333745
Dennis Smith,0.2730061349693251,0.4862385321100917,0.6415841584158416,0.5463320463320464,0.5933456561922366,0.4503676470588235,0.5610119047619048,0.2415094339622641,0.3902439024390244,0.3808630393996248,0.6979362101313321,0.6338289962825279,0.6584440227703985,0.4385633270321361,1,
Derrick Brooks,0.4180887372013652,0.6660929432013769,0.897822445561139,0.9381107491856676,0.984399375975039,1.0,0.9973190348525468,0.9993618379068284,0.9975278121137208,0.9945121951219512,0.9758162031438936,0.9625829812914908,0.9535437760571768,0.9525240384615384,1,
Derrick Johnson,0.5761789600967352,0.6523579201934704,0.6487628243814122,0.5769462884731442,0.7474687313877308,0.8359375,0.944976076555024,0.9540636042402828,0.9661016949152542,0.9293478260869564,0.9400838825644098,0.8616577221228384,0.9032640949554896,0.9114369501466276,0,0.9386682242990654
Dexter Davis,0.1728624535315985,0.1707779886148007,0.1776937618147448,0.0784982935153583,0.0774526678141136,0.0770519262981574,0.0684039087947882,0.0717628705148206,0.0235294117647058,0.0201072386058981,0.0153158902361199,0.0210135970333745,0.0274390243902439,0.0326481257557436,0,0.0325890162945081
Domata Peko,0.6288473144236573,0.7248362120309708,0.7944711538461539,0.7559808612440191,0.7538280329799765,0.7530266343825666,0.8031400966183575,0.8322348711803476,0.7984496124031008,0.7940652818991097,0.7777126099706745,0.7751168224299065,0.7059171597633136,0.6684555754323196,0,0.6124708624708625
Don Muhlbach,0.0975609756097561,0.2031438935912938,0.2486421243210621,0.2787373436569386,0.3118990384615384,0.5340909090909091,0.5471142520612485,0.5193704600484261,0.4070048309178743,0.1839424805272618,0.0429338103756708,0.1329376854599406,0.3665689149560117,0.3446261682242991,0,0.3278106508875739
Donnie Shell,0.0784313725490196,0.3094170403587444,0.4356846473029045,0.5433070866141733,0.6176470588235294,0.7560975609756098,0.9405940594059404,0.9355828220858896,0.981651376146789,0.9445544554455444,0.971042471042471,0.9020332717190388,0.8897058823529411,0.8735119047619048,1,
Drew Brees,0.0727504786215698,0.1279357231149567,0.1115853658536585,0.1789600967351874,0.1092335546167773,0.2805241215008934,0.2836538461538461,0.3116028708133971,0.2208480565371024,0.2052058111380145,0.2717391304347826,0.2396644697423607,0.0524746571258199,0.0409495548961424,0,0.1612903225806451
Duane Brown,0.2253605769230769,0.3397129186602871,0.35924617196702,0.2294188861985472,0.0513285024154589,0.1677651288196525,0.1449016100178891,0.2225519287833827,0.1401759530791788,0.1226635514018691,0.0343195266272189,0.1067382230172927,0.0571095571095571,0.0862564692351926,0,0.1378281622911694
Dwight Freeney,0.8915124441608169,0.984548825710754,0.998780487804878,0.9975816203143894,0.987929993964997,0.963073257891602,0.9561298076923076,0.9706937799043064,0.9893992932862192,0.9830508474576272,0.9516908212560388,0.8358298382264829,0.7412045319022064,0.8302670623145401,0,0.8574780058651026
Eric Allen,0.4169811320754717,0.7185741088180112,0.8930581613508443,0.8649155722326454,0.8420074349442379,0.952561669829222,0.9527410207939508,0.9488054607508531,0.7074010327022375,0.6231155778894473,0.6677524429967426,0.7129485179407177,0.9411764705882352,0.955764075067024,1,
Eric Williams,0.2095588235294117,0.3832752613240418,0.6039603960396039,0.4478527607361963,0.2660550458715596,0.0811881188118811,0.2567567567567567,0.5415896487985212,0.7356746765249538,0.7959558823529411,0.7794117647058824,0.7827380952380952,0.7622641509433963,0.6979362101313321,0,0.6641651031894934
Eugene Daniel,0.3861003861003861,0.7615526802218114,0.9117647058823528,0.925595238095238,0.8264150943396227,0.8292682926829268,0.7410881801125704,0.6904315196998124,0.5260223048327137,0.6565464895635673,0.6502835538752363,0.8003412969283277,0.8399311531841652,0.8341708542713567,1,
Eugene Robinson,0.2920517560073937,0.6268382352941176,0.918154761904762,0.9113207547169812,0.9193245778611632,0.900562851782364,0.9362101313320824,0.9646840148698884,0.9905123339658444,0.9810964083175804,0.9641638225255972,0.891566265060241,0.9246231155778896,0.9625407166123778,0,0.937597503900156
Greg Jones,0.1273031825795645,0.2394136807817589,0.2652106084243369,0.5845588235294118,0.5475871313672922,0.5430759412890874,0.4622991347342398,0.3664634146341463,0.3694074969770254,0.3741701870850935,0.3984514592019059,0.3834134615384615,0.4138755980861244,0.3498233215547703,0,0.3444309927360774
Hardy Nickerson1,0.1415094339622641,0.1388367729831144,0.2607879924953096,0.1463414634146341,0.1412639405204461,0.1821631878557874,0.3062381852551984,0.3191126279863481,0.4096385542168674,0.3149078726968174,0.3029315960912052,0.251170046801872,0.6683823529411764,0.8183646112600537,0,0.8608806636885769
Henry Thomas,0.4553571428571428,0.769811320754717,0.951219512195122,0.9568480300187616,0.902439024390244,0.7639405204460966,0.7893738140417458,0.8298676748582231,0.938566552901024,0.9328743545611016,0.9279731993299832,0.9283387622149836,0.8861154446177847,0.9294117647058824,1,
Hollis Thomas,0.1703958691910499,0.5125628140703518,0.6775244299674267,0.7020280811232449,0.8904411764705882,0.8887399463806971,0.8474792597319719,0.6631644004944376,0.5768292682926829,0.6305925030229746,0.7145443572721787,0.7701012507444908,0.7439903846153846,0.7063397129186603,1,
J.J. Jansen,0.3014354066985646,0.3998822143698469,0.4043583535108959,0.3514492753623188,0.3565008987417615,0.3422778771615981,0.3756676557863501,0.3431085043988269,0.3271028037383177,0.2928994082840236,0.330948121645796,0.3391608391608391,0.339850488786659,0.3102625298329355,0,0.3134422110552763
J.R. Reed,0.473780487804878,0.4703748488512696,0.496077248038624,0.5360333531864205,0.546875,0.5227272727272727,0.2243816254416961,0.0405569007263922,0.0440821256038647,0.0437387657279808,0.0429338103756708,0.0409495548961424,0.039882697947214,0.0420560747663551,0,0.0343195266272189
James Farrior,0.3936348408710218,0.3957654723127036,0.5491419656786272,0.7323529411764705,0.9296246648793566,0.9323548181238036,0.9567367119901112,0.975609756097561,0.987303506650544,0.9927579963789982,0.9809410363311496,0.9831730769230768,0.9772727272727272,0.9717314487632508,0,0.9424939467312348
James Harrison,0.6432926829268293,0.7569528415961306,0.7821363910681955,0.9529481834425252,0.997596153846154,1.0,1.0,0.99818401937046,0.9957729468599034,0.9197124026363092,0.8867024448419797,0.8878338278931751,0.9413489736070382,0.9264018691588785,1,
James Hasty,0.4679245283018868,0.8424015009380863,0.9099437148217636,0.8911819887429644,0.8215613382899628,0.8614800759013282,0.9338374291115312,0.955631399317406,0.9294320137693632,0.8375209380234506,0.7785016286644951,0.9313572542901716,0.973529411764706,0.9396782841823056,1,
James Jones,0.2720450281425891,0.3438661710037174,0.4174573055028463,0.3156899810964083,0.2883959044368601,0.1841652323580034,0.2747068676716918,0.3876221498371335,0.5273010920436817,0.7580882352941176,0.7171581769436998,0.6190172303765157,0.0210135970333745,0.0274390243902439,0,0.0326481257557436
James Williams~,0.1726078799249531,0.2082551594746716,0.2589118198874296,0.2082551594746716,0.2620817843866171,0.3092979127134725,0.3681214421252372,0.4744801512287334,0.553875236294896,0.5767918088737202,0.4010327022375215,0.1557788944723618,0.0684039087947882,0.0717628705148206,0,0.175
Jason Peters,0.4536585365853658,0.4836759371221282,0.4912492456246228,0.3609291244788564,0.125,0.2906698564593301,0.3480565371024735,0.3093220338983051,0.1968599033816425,0.2846015578190533,0.2027429934406678,0.2700296735905044,0.1401759530791788,0.1226635514018691,0,0.0343195266272189
Jason Pierre-Paul,0.6366313309776207,0.8662227602905569,0.9547101449275364,0.9592570401437986,0.951103160405486,0.884272997032641,0.9038123167155424,0.8785046728971962,0.936094674556213,0.9266547406082288,0.9574592074592074,0.916043703277746,0.8949880668257757,0.6947236180904522,1,
Jason Taylor,0.474036850921273,0.7654723127035831,0.8736349453978159,0.9875,0.9979892761394102,1.0,1.0,0.999390243902439,0.9969770253929868,1.0,1.0,0.9993990384615384,0.986244019138756,0.9499411071849234,0,0.952179176755448
Jason Witten,0.2428924598269468,0.3939024390243902,0.4347037484885127,0.4345202172601086,0.3722453841572364,0.2878605769230769,0.3038277511961722,0.2703180212014134,0.3220338983050847,0.2747584541062802,0.3307369682444577,0.3220035778175313,0.3566765578635015,0.3865102639296188,0,0.304322429906542
Jeff Robinson,0.239089184060721,0.2911153119092627,0.3686006825938566,0.2117039586919105,0.2696817420435511,0.1840390879478827,0.1638065522620904,0.2588235294117647,0.3109919571045576,0.2737715379706445,0.3788627935723115,0.4036585365853659,0.4135429262394196,0.3349426674713337,0,0.0327575938058368
Jeff Zgonina,0.1204819277108433,0.2328308207705192,0.2345276872964169,0.3510140405616224,0.6838235294117647,0.7587131367292225,0.8213146139119336,0.8386897404202719,0.8847560975609756,0.8428053204353083,0.8261919130959565,0.7307921381774866,0.6724759615384616,0.6901913875598086,1,
Jessie Tuggle,0.3125,0.1830188679245283,0.4559099437148217,0.5590994371482176,0.8236397748592871,0.9256505576208178,0.937381404174573,0.9262759924385632,0.9607508532423208,0.9225473321858864,0.8877721943048577,0.7719869706840391,0.7581903276131046,0.8492647058823529,1,
Jim Jeffcoat,0.0594059405940594,0.4903474903474903,0.8817005545286506,0.9705882352941176,0.96875,0.9132075471698112,0.902439024390244,0.8761726078799249,0.8180112570356473,0.7899628252788105,0.777988614800759,0.7693761814744802,0.6706484641638225,0.6110154905335629,0,0.4204355108877722
Jimmy Smith,0.3102941176470588,0.1963806970509383,0.1550733886407147,0.1915945611866502,0.3048780487804878,0.3760580411124546,0.3246831623415812,0.1667659321024419,0.0372596153846153,0.0370813397129186,0.0400471142520612,0.6404358353510896,0.6884057971014492,0.7878969442780108,0,0.7686344663088849
Joe Thomas,0.1042287075640262,0.2265625,0.3415071770334928,0.3586572438162544,0.3650121065375302,0.3568840579710144,0.3361294188136609,0.2128801431127012,0.51513353115727,0.6041543026706232,0.6480938416422287,0.6222873900293255,0.594626168224299,0.6059171597633136,0,0.667262969588551
John Abraham,0.6779411764705883,0.9490616621983914,0.98468410976388,0.9870210135970334,0.9603658536585366,0.9794437726723096,0.983705491852746,0.9833234067897558,0.984375,0.9808612440191388,0.9829210836277974,0.9776029055690072,0.9927536231884058,0.994008388256441,1,
John Denney,0.3446191051995163,0.5015087507543754,0.5080405002977963,0.5090144230769231,0.4383971291866029,0.4487632508833922,0.4364406779661017,0.5277777777777778,0.5841821449970042,0.5951103160405486,0.542433234421365,0.4944281524926686,0.4158878504672897,0.4343195266272189,1,
John Randle,0.0562851782363977,0.3808630393996248,0.6951672862453532,0.857685009487666,0.9489603024574668,0.9675767918088736,0.9707401032702238,0.964824120603015,0.982084690553746,0.9890795631825272,0.975,0.9892761394101875,0.9629865985960434,0.9394313967861556,1,
John Thornton,0.0525328330206379,0.0669144981412639,0.0759013282732447,0.0699432892249527,0.0631399317406143,0.06368330464716,0.0586264656616415,0.0684039087947882,0.31201248049922,0.725735294117647,0.7459785522788204,0.6828334396936822,0.761433868974042,0.8317073170731707,0,0.9014510278113664
Johnathan Joseph,0.6065178032589016,0.813579511614056,0.900841346153846,0.9647129186602872,0.9528857479387516,0.9552058111380144,0.9269323671497584,0.926303175554224,0.958855098389982,0.9572700296735904,0.9331378299120234,0.8989485981308412,0.908284023668639,0.909958258795468,0,0.865967365967366
