Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Year11,Retire,NextPercentile
Andy Lee,0.1506097560975609,0.211608222490931,0.3355461677730839,0.2596783799880881,0.21875,0.2272727272727272,0.3138987043580683,0.2717917675544794,0.1225845410628019,0.0437387657279808,0.0429338103756708,0,0.0409495548961424
Anquan Boldin,0.1915945611866502,0.275,0.3742442563482466,0.40012070006035,0.372840976771888,0.3816105769230769,0.3618421052631579,0.411660777385159,0.3728813559322034,0.3647342995169082,0.3265428400239664,0,0.3136553369111509
Anthony Becht,0.3235294117647059,0.363941018766756,0.4154435226547543,0.3967861557478368,0.3536585365853658,0.1644498186215235,0.2715751357875678,0.1310303752233472,0.1502403846153846,0.1919856459330143,0.1996466431095406,0,0.2905569007263922
Anthony Davis,0.1689419795221843,0.3734939759036144,0.4522613065326633,0.5488599348534202,0.4118564742589704,0.6691176470588235,0.4450402144772118,0.4460753031269943,0.0210135970333745,0.0274390243902439,0.0918984280532043,0,0.1188895594447797
Anthony Fasano,0.2263251935675997,0.2319711538461538,0.3444976076555024,0.290341578327444,0.3577481840193705,0.3900966183574879,0.3559017375674056,0.2540250447227191,0.1845697329376854,0.1941348973607038,0.1664719626168224,1,
Anthony Newman,0.2962264150943396,0.298311444652908,0.4315196998123827,0.5309568480300187,0.8011152416356877,0.6944971537001897,0.6691871455576559,0.4112627986348123,0.6815834767641996,0.6700167504187605,0.7671009771986971,0,0.6708268330733229
Anthony Pleasant,0.148217636022514,0.24765478424015,0.4981412639405204,0.6299810246679317,0.6843100189035917,0.856655290102389,0.802065404475043,0.6884422110552764,0.5912052117263844,0.5709828393135725,0.8389705882352941,0,0.8344504021447721
Antoine Bethea,0.6952323476161738,0.8356164383561644,0.9206730769230768,0.9509569377990432,0.96113074204947,0.9721549636803876,0.9347826086956522,0.9436788496105452,0.960644007155635,0.9584569732937686,0.9436950146627566,0,0.9246495327102804
Antonio Brown,0.1996466431095406,0.3220338983050847,0.4039855072463768,0.4038346315158778,0.3601669648181276,0.4,0.4029325513196481,0.3656542056074766,0.3106508875739645,0.2319618366129994,0.2768065268065268,1,
Antonio Cromartie,0.4888352444176222,0.8957712924359738,0.953125,0.9688995215311004,0.9028268551236748,0.9182808716707022,0.945048309178744,0.9370880766926304,0.9344066785927252,0.8836795252225519,0.8140762463343109,1,
Antonio Gates,0.2707045735475896,0.2963414634146341,0.3833131801692865,0.3174411587205794,0.3341274568195354,0.2530048076923077,0.277511961722488,0.163133097762073,0.25,0.3182367149758454,0.3828639904134212,0,0.2510435301132975
Antonio Smith,0.56590084643289,0.7175618587809294,0.8546754020250149,0.9254807692307692,0.9383971291866028,0.9240282685512368,0.8946731234866828,0.8900966183574879,0.8927501497902935,0.875968992248062,0.7851632047477745,0,0.713782991202346
Antrel Rolle,0.6045949214026602,0.7706698853349426,0.9386539606908876,0.9579326923076924,0.9742822966507176,0.9428739693757362,0.9624697336561744,0.9637681159420288,0.9856201318154584,0.9874776386404294,0.9632047477744808,1,
Aqib Talib,0.6959134615384616,0.8570574162679426,0.944640753828033,0.9533898305084746,0.9468599033816424,0.9101258238466148,0.9469290399522956,0.972106824925816,0.9859237536656892,0.9707943925233644,0.9224852071005916,0,0.8145497912939773
Ashley Ambrose,0.3402646502835538,0.5273037542662116,0.8296041308089501,0.8693467336683417,0.8371335504885994,0.7784711388455539,0.9066176470588236,0.9470509383378016,0.92724952137843,0.930160692212608,0.927439024390244,1,
Aubrayo Franklin,0.0797280593325092,0.1926829268292683,0.5120918984280532,0.5515992757996379,0.6497915425848719,0.7289663461538461,0.805622009569378,0.8044758539458187,0.7088377723970944,0.6256038647342995,0.6237267825044938,1,
Barry Wilburn,0.1238447319778188,0.4338235294117647,0.9300595238095238,0.9264150943396228,0.8874296435272045,0.5065666041275797,0.2401500938086304,0.0594795539033457,0.064516129032258,0.0699432892249527,0.1604095563139931,1,
Bart Scott,0.5437141033822591,0.61557478368356,0.6426829268292683,0.813180169286578,0.9372359686179844,0.9565217391304348,0.9411057692307692,0.8839712918660287,0.8951707891637221,0.887409200968523,0.8979468599033816,1,
Ben Roethlisberger,0.0975609756097561,0.1590084643288996,0.208207604103802,0.1852293031566408,0.2409855769230769,0.2200956937799043,0.1654888103651354,0.1658595641646489,0.1817632850241546,0.1839424805272618,0.0429338103756708,0,0.0409495548961424
Benjamin Watson,0.1390568319226118,0.2884731442365721,0.2733770101250744,0.2770432692307692,0.2033492822966507,0.306831566548881,0.2905569007263922,0.2626811594202898,0.1839424805272618,0.1806797853309481,0.2955489614243323,0,0.2973607038123167
Bertrand Berry,0.4120521172638436,0.5195007800312013,0.75,0.6776139410187667,0.7351627313337588,0.9048207663782448,0.9829268292682928,0.9836759371221282,0.9686179843089922,0.8820726622989875,0.8870192307692307,0,0.867822966507177
Bill Bates,0.5247524752475248,0.7007722007722008,0.8243992606284658,0.7904411764705882,0.8348214285714286,0.8018867924528302,0.7073170731707317,0.5290806754221389,0.2945590994371482,0.0985130111524163,0.2808349146110057,0,0.3421550094517958
Bill Bergey,0.6565656565656566,0.6058394160583942,0.5172413793103449,0.5477386934673367,0.7696078431372549,0.8654708520179372,0.8921161825726142,0.7244094488188977,0.8014705882352942,0.6445993031358885,0.6600660066006601,1,
Bill Romanowski,0.3621013133208255,0.4352720450281426,0.6923076923076923,0.5762081784386617,0.7343453510436433,0.7372400756143668,0.7798634812286689,0.8175559380378657,0.8006700167504187,0.9153094462540716,0.906396255850234,0,0.986764705882353
Billy Cundiff,0.0727504786215698,0.0797280593325092,0.1926829268292683,0.1644498186215235,0.1617380808690404,0.0327575938058368,0.0372596153846153,0.0370813397129186,0.1012956419316843,0.059322033898305,0.0513285024154589,0,0.10964649490713
Billy Thompson,0.6262626262626263,0.8832116788321168,0.8333333333333334,0.8994974874371859,0.9362745098039216,0.9730941704035876,0.8796680497925311,0.8110236220472441,0.7463235294117647,0.8815331010452961,0.8085808580858086,0,0.7300613496932515
Bob Brudzinski,0.2992125984251969,0.5808823529411765,0.6585365853658537,0.5544554455445545,0.7392638036809815,0.8967889908256881,0.9425742574257424,0.88996138996139,0.8502772643253235,0.8455882352941176,0.7961309523809523,1,
Bob Nelson,0.1023102310231023,0.0766871165644171,0.091743119266055,0.0851485148514851,0.0965250965250965,0.0517560073937153,0.1966911764705882,0.3020833333333333,0.1698113207547169,0.1651031894934334,0.2589118198874296,1,
Bobby Bell,0.9090909090909092,0.8759124087591241,0.9482758620689656,0.8592964824120602,0.8431372549019608,0.57847533632287,0.4273858921161825,0.0275590551181102,0.0183823529411764,0.0278745644599303,0.0462046204620462,0,0.0552147239263803
Bobby Hamilton,0.3752151462994836,0.4438860971524288,0.4511400651465798,0.1372854914196568,0.6654411764705882,0.8130026809651475,0.8768347160178686,0.8244746600741656,0.7774390243902439,0.7871825876662636,0.7972238986119493,0,0.7349612864800477
Bracy Walker,0.5802047781569966,0.7607573149741824,0.7303182579564489,0.3973941368078176,0.0717628705148206,0.45,0.5127345844504021,0.6911295469049138,0.7484548825710754,0.8335365853658536,0.8162031438935913,1,
Brad Maynard,0.2588235294117647,0.2707774798927614,0.2310146777281429,0.2558714462299135,0.2871951219512195,0.3639661426844015,0.3832226916113458,0.2995830851697439,0.2475961538461538,0.1537081339712918,0.2114252061248527,1,
Brad Meester,0.175,0.0509383378016085,0.0197830248883216,0.1915945611866502,0.2298780487804878,0.2370012091898428,0.156306578153289,0.0589636688505062,0.1844951923076923,0.1590909090909091,0.2756183745583039,0,0.1186440677966101
Brad Van Pelt,0.2941176470588235,0.5381165919282511,0.6597510373443983,0.5866141732283464,0.6397058823529411,0.4912891986062718,0.5775577557755776,0.4601226993865031,0.7706422018348624,0.7920792079207921,0.6891891891891891,0,0.6876155268022182
