Player,Year1,Year2,Year3,Year4,Year5,Retire,NextPercentile
Andre Ellington,0.3517786561264822,0.6952191235059761,0.7862745098039216,0.7093690248565966,0.6427184466019418,1,
Andre Hastings,0.1913746630727762,0.5130208333333334,0.7578692493946732,0.8708133971291866,0.9002433090024331,0,0.8990384615384616
Andre Holmes,0.130019120458891,0.5592885375494071,0.8227091633466136,0.8588235294117647,0.8355640535372849,0,0.6912621359223301
Andre Johnson,0.6921487603305785,0.8940936863543788,0.9693251533742332,0.9635974304068522,0.95850622406639,0,0.9917525773195875
Andre Reed,0.4533333333333333,0.8217821782178217,0.966722129783694,0.9573333333333334,0.9637305699481864,0,0.9514824797843666
Andre Rison,0.4844559585492228,0.8733153638814016,0.979328165374677,0.9919571045576407,0.9892183288409704,0,0.9895833333333334
Andre Roberts,0.2821576763485477,0.6051587301587301,0.8451242829827916,0.8754940711462451,0.8585657370517928,0,0.7607843137254902
Andrew Glover,0.2351421188630491,0.4396782841823056,0.5929919137466307,0.6744791666666666,0.7215496368038741,0,0.7177033492822966
Andrew Hawkins,0.2896825396825397,0.6309751434034416,0.7806324110671937,0.8784860557768924,0.8058823529411765,0,0.8489483747609943
Andrew Jordan,0.1901041666666666,0.3583535108958838,0.4976076555023923,0.2603406326034063,0.235576923076923,0,0.2665148063781321
Andrew Quarless,0.2219917012448132,0.4523809523809524,0.4875717017208413,0.5711462450592886,0.6095617529880478,0,0.696078431372549
Andy Janovich,0.1835564053537285,0.3378640776699029,0.5711610486891385,0.5598526703499079,0.5009009009009009,0,0.3543165467625899
Andy Johnson,0.3108614232209737,0.5769230769230769,0.79375,0.6572327044025157,0.6261127596439169,0,0.4032697547683924
Anquan Boldin,0.7417355371900827,0.8472505091649695,0.9754601226993864,0.9657387580299786,0.9813278008298756,0,0.9711340206185568
Anthony Allen,0.2906666666666667,0.5866336633663366,0.8785357737104825,0.7306666666666667,0.6658031088082902,1,
Anthony Becht,0.25,0.6768149882903981,0.8101545253863135,0.8471074380165289,0.7413441955193483,0,0.6625766871165644
Anthony Carter,0.5573333333333333,0.8415841584158416,0.9850249584026622,0.992,0.9948186528497408,0,0.9946091644204852
Anthony Dixon,0.1016597510373444,0.2103174603174603,0.2160611854684512,0.2569169960474308,0.3227091633466135,0,0.4313725490196078
Anthony Edwards,0.3031088082901554,0.3288409703504043,0.3255813953488372,0.2949061662198391,0.660377358490566,0,0.6770833333333334
Anthony Fasano,0.15203426124197,0.4066390041493776,0.7319587628865979,0.7582644628099173,0.8236514522821576,0,0.8134920634920635
Anthony Firkser,0.2883895131086142,0.569060773480663,0.7963963963963964,0.7517985611510791,0.7080979284369114,1,
Anthony Gonzalez,0.5145228215767634,0.8,0.8078512396694215,0.6556016597510373,0.2142857142857142,1,
Anthony Hancock,0.2693409742120344,0.6639566395663956,0.8614609571788413,0.8533333333333334,0.7970297029702971,1,
Anthony Johnson 3,0.0970350404312668,0.3462532299741602,0.6380697050938338,0.7466307277628033,0.6640625,0,0.5641646489104116
Anthony Jones,0.035264483627204,0.0213333333333333,0.0371287128712871,0.021630615640599,0.0586666666666666,1,
Anthony Miller 3,0.4453333333333333,0.8886010362694301,0.9703504043126684,0.9844961240310076,0.9812332439678284,0,0.9865229110512128
Anthony Morgan,0.3100775193798449,0.6568364611260054,0.6792452830188679,0.7109375,0.6585956416464891,1,
Anthony Munoz,0.002770083102493,0.0027247956403269,0.0028653295128939,0.002710027100271,0.1360201511335012,0,0.1333333333333333
