Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Retire,NextPercentile
Az Zahir Hakim,0.2980769230769231,0.7471526195899773,0.8738317757009346,0.8477751756440282,0.8543046357615894,0.7933884297520661,0.8655804480651731,0.8486707566462167,0.8244111349036403,1,
Barry Sanders,0.1839378238341968,0.5309973045822103,0.7416020671834626,0.7265415549597856,0.6118598382749326,0.5885416666666666,0.6174334140435835,0.6483253588516746,0.6301703163017032,0,0.6610576923076923
Ben Coates,0.1937984496124031,0.3994638069705093,0.7735849056603774,0.90625,0.9346246973365616,0.916267942583732,0.8880778588807786,0.9230769230769232,0.8952164009111617,0,0.7873831775700935
Ben Hartsock,0.1140529531568228,0.2556237218813906,0.4475374732334047,0.6058091286307054,0.5608247422680412,0.5165289256198347,0.4356846473029045,0.3392857142857143,0.3862332695984704,1,
Benjamin Watson,0.1242362525458248,0.4907975460122699,0.7259100642398287,0.7966804979253111,0.7298969072164948,0.7789256198347108,0.8360995850622407,0.871031746031746,0.8738049713193117,0,0.8003952569169961
Bennie Cunningham,0.171875,0.5220125786163522,0.7359050445103857,0.8337874659400545,0.8005540166204986,0.8419618528610354,0.8452722063037249,0.8021680216802168,0.6801007556675063,0,0.4853333333333333
Bilal Powell,0.1011904761904761,0.3365200764818356,0.5968379446640316,0.6553784860557769,0.703921568627451,0.7323135755258127,0.6854368932038835,0.6329588014981273,0.4493554327808471,1,
Bill Brooks,0.7103960396039604,0.9351081530782028,0.984,0.961139896373057,0.9568733153638814,0.9560723514211886,0.938337801608579,0.954177897574124,0.8645833333333334,0,0.927360774818402
Billy Bajema,0.1533742331288343,0.1413276231263383,0.1659751037344398,0.1505154639175257,0.3863636363636363,0.529045643153527,0.5079365079365079,0.3499043977055449,0.3201581027667984,1,
Billy Joe Dupree,0.5531914893617021,0.8127340823970037,0.8636363636363636,0.878125,0.8459119496855346,0.9109792284866468,0.8637602179836512,0.8670360110803325,0.771117166212534,0,0.6962750716332379
Billy Johnson,0.5243445692883895,0.7272727272727273,0.9,0.8962264150943396,0.8219584569732937,0.6975476839237057,0.590027700831025,0.4768392370572207,0.2492836676217765,0,0.4498644986449864
Billy Miller,0.1913439635535307,0.2453271028037383,0.2365339578454332,0.6004415011037527,0.7665289256198347,0.7983706720977597,0.5398773006134969,0.3233404710920771,0.5560165975103735,0,0.797938144329897
Blake Bell,0.2215686274509803,0.4569789674952199,0.570873786407767,0.4887640449438202,0.4511970534069981,0.5135135135135135,0.5161870503597122,0.5423728813559322,0.3980392156862745,1,
Bob Chandler,0.1947368421052631,0.6682242990654206,0.851063829787234,0.8614232209737828,0.902097902097902,0.946875,0.9905660377358492,0.9821958456973294,0.8501362397820164,0,0.8476454293628809
Bob Christian,0.1994609164420485,0.4609375,0.6222760290556901,0.4401913875598086,0.1411192214111922,0.1971153846153846,0.4783599088838269,0.6518691588785047,0.7306791569086651,0,0.7108167770419426
Bob Tucker,0.91875,0.9736842105263158,0.9813084112149532,0.9872340425531916,0.9850187265917604,0.9475524475524476,0.91875,0.8522012578616353,0.8456973293768546,0,0.7901907356948229
Bobby Engram,0.284688995215311,0.5182481751824818,0.8317307692307693,0.8747152619589977,0.8551401869158879,0.7822014051522248,0.7660044150110376,0.8739669421487604,0.879837067209776,0,0.8875255623721882
Brad Hoover,0.0514018691588785,0.2529274004683841,0.4613686534216336,0.5268595041322314,0.5621181262729125,0.523517382413088,0.5224839400428265,0.462655601659751,0.4123711340206185,0,0.4111570247933884
Brad Smith,0.1691648822269807,0.5186721991701245,0.6061855670103092,0.6012396694214877,0.4481327800829875,0.5555555555555556,0.627151051625239,0.7015810276679841,0.6434262948207171,1,
