Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Retire,NextPercentile
A J Green,0.621031746031746,0.9120458891013384,0.9940711462450592,0.9880478087649402,0.9941176470588236,0.9789674952198852,0.9864077669902912,0.947565543071161,0.8268876611418048,0.7081081081081081,0,0.7877697841726619
Aaron Stecker,0.058411214953271,0.3583138173302108,0.4900662251655629,0.518595041322314,0.5112016293279023,0.6319018404907976,0.6937901498929336,0.7282157676348547,0.6618556701030928,0.5392561983471075,1,
Adrian Murrell,0.0377358490566037,0.2578125,0.5399515738498789,0.5574162679425837,0.4841849148418491,0.4206730769230769,0.4806378132118451,0.4696261682242991,0.1920374707259953,0.086092715231788,0,0.2086776859504132
Adrian Peterson,0.3755186721991701,0.5402061855670103,0.7665289256198347,0.7572614107883817,0.7678571428571429,0.6826003824091779,0.5395256916996047,0.4621513944223107,0.4549019607843137,0.4168260038240918,0,0.3902912621359223
Ahmad Rashad,0.514018691588785,0.7617021276595745,0.9176029962546816,0.7762237762237763,0.846875,0.8616352201257862,0.9673590504451038,0.9918256130790192,0.994459833795014,0.989100817438692,0,0.9226361031518624
Ahman Green,0.0192307692307692,0.0113895216400911,0.3738317757009345,0.702576112412178,0.8300220750551877,0.8533057851239669,0.8024439918533605,0.7934560327198364,0.6702355460385439,0.6514522821576764,0,0.5278350515463918
Alex Smith 2,0.3394683026584867,0.5610278372591007,0.7863070539419087,0.7731958762886598,0.743801652892562,0.533195020746888,0.4563492063492063,0.4646271510516252,0.4110671936758893,0.1513944223107569,0,0.0352941176470588
Alge Crumpler,0.3021077283372365,0.6909492273730684,0.8553719008264463,0.8961303462321792,0.918200408997955,0.9379014989293362,0.933609958506224,0.8639175257731959,0.7252066115702479,0.5684647302904564,1,
Amani Toomer,0.2177033492822966,0.5474452554744526,0.7908653846153846,0.8997722095671982,0.9532710280373832,0.981264637002342,0.9867549668874172,0.9896694214876032,0.979633401221996,0.9468302658486708,0,0.892933618843683
Andre Johnson,0.6921487603305785,0.8940936863543788,0.9693251533742332,0.9635974304068522,0.95850622406639,0.9917525773195875,1.0,1.0,0.988095238095238,0.9904397705544932,0,0.984189723320158
Andre Reed,0.4533333333333333,0.8217821782178217,0.966722129783694,0.9573333333333334,0.9637305699481864,0.9514824797843666,0.9870801033591732,0.9597855227882036,0.967654986522911,0.9479166666666666,0,0.9152542372881356
Andre Rison,0.4844559585492228,0.8733153638814016,0.979328165374677,0.9919571045576407,0.9892183288409704,0.9895833333333334,0.9782082324455206,0.937799043062201,0.924574209245742,0.90625,0,0.8792710706150342
Andre Roberts,0.2821576763485477,0.6051587301587301,0.8451242829827916,0.8754940711462451,0.8585657370517928,0.7607843137254902,0.7533460803059273,0.6155339805825243,0.6067415730337079,0.4640883977900552,0,0.4288288288288288
Andrew Glover,0.2351421188630491,0.4396782841823056,0.5929919137466307,0.6744791666666666,0.7215496368038741,0.7177033492822966,0.7128953771289538,0.7980769230769231,0.8314350797266514,0.7990654205607477,1,
Anquan Boldin,0.7417355371900827,0.8472505091649695,0.9754601226993864,0.9657387580299786,0.9813278008298756,0.9711340206185568,0.9380165289256198,0.946058091286307,0.9384920634920636,0.948374760994264,0,0.9723320158102768
Anthony Becht,0.25,0.6768149882903981,0.8101545253863135,0.8471074380165289,0.7413441955193483,0.6625766871165644,0.45610278372591,0.4190871369294606,0.3731958762886598,0.3698347107438016,0,0.2323651452282157
Anthony Carter,0.5573333333333333,0.8415841584158416,0.9850249584026622,0.992,0.9948186528497408,0.9946091644204852,0.9767441860465116,0.9544235924932976,0.9326145552560648,0.8802083333333334,1,
Anthony Fasano,0.15203426124197,0.4066390041493776,0.7319587628865979,0.7582644628099173,0.8236514522821576,0.8134920634920635,0.8604206500956023,0.8063241106719368,0.7569721115537849,0.7313725490196078,0,0.734225621414914
Anthony Johnson 3,0.0970350404312668,0.3462532299741602,0.6380697050938338,0.7466307277628033,0.6640625,0.5641646489104116,0.5095693779904307,0.5206812652068127,0.5120192307692307,0.4578587699316628,0,0.5934579439252337
Anthony Miller 3,0.4453333333333333,0.8886010362694301,0.9703504043126684,0.9844961240310076,0.9812332439678284,0.9865229110512128,0.9921875,0.9927360774818402,0.9736842105263158,0.929440389294404,1,
Anthony Sherman,0.1666666666666666,0.3326959847036329,0.4960474308300395,0.4780876494023904,0.4784313725490196,0.3862332695984704,0.3475728155339805,0.4625468164794007,0.6169429097605893,0.618018018018018,1,
Antonio Brown,0.2738589211618257,0.7757936507936508,0.9101338432122372,0.9802371541501976,0.99402390438247,1.0,1.0,1.0,1.0,0.9797421731123388,0,0.9333333333333332
Antonio Gates,0.402892561983471,0.824847250509165,0.9631901840490796,0.9914346895074948,0.9854771784232366,0.9670103092783504,0.96900826446281,0.970954356846473,0.9761904761904762,0.9407265774378584,0,0.9209486166007904
Art Monk,0.5595567867036011,0.8801089918256131,0.9169054441260746,0.940379403794038,0.9546599496221664,0.976,0.9826732673267328,0.9717138103161398,0.9653333333333334,0.966321243523316,0,0.954177897574124
Aubrey Matthews,0.3217821782178218,0.7603993344425957,0.8106666666666666,0.7590673575129534,0.6981132075471698,0.6020671834625323,0.6085790884718498,0.6145552560646901,0.734375,0.6876513317191283,0,0.6100478468899522
Barry Sanders,0.1839378238341968,0.5309973045822103,0.7416020671834626,0.7265415549597856,0.6118598382749326,0.5885416666666666,0.6174334140435835,0.6483253588516746,0.6301703163017032,0.6610576923076923,1,
Ben Coates,0.1937984496124031,0.3994638069705093,0.7735849056603774,0.90625,0.9346246973365616,0.916267942583732,0.8880778588807786,0.9230769230769232,0.8952164009111617,0.7873831775700935,1,
Benjamin Watson,0.1242362525458248,0.4907975460122699,0.7259100642398287,0.7966804979253111,0.7298969072164948,0.7789256198347108,0.8360995850622407,0.871031746031746,0.8738049713193117,0.8003952569169961,0,0.7390438247011952
Bennie Cunningham,0.171875,0.5220125786163522,0.7359050445103857,0.8337874659400545,0.8005540166204986,0.8419618528610354,0.8452722063037249,0.8021680216802168,0.6801007556675063,0.4853333333333333,1,
Bill Brooks,0.7103960396039604,0.9351081530782028,0.984,0.961139896373057,0.9568733153638814,0.9560723514211886,0.938337801608579,0.954177897574124,0.8645833333333334,0.927360774818402,0,0.8636363636363636
Billy Joe Dupree,0.5531914893617021,0.8127340823970037,0.8636363636363636,0.878125,0.8459119496855346,0.9109792284866468,0.8637602179836512,0.8670360110803325,0.771117166212534,0.6962750716332379,0,0.6287262872628726
