Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Year11,Year12,Retire,NextPercentile
A.J. Green,0.1658595641646489,0.2814009661835748,0.3798681845416417,0.3381037567084078,0.3370919881305638,0.2545454545454545,0.2978971962616822,0.2011834319526627,0.1926058437686344,0.0256410256410256,0.0862564692351926,0.1385853939045428,0,0.5238663484486874
Aaron Brewer,0.2192028985507246,0.3019772318753744,0.3780560524746571,0.3103857566765579,0.3126099706744868,0.3119158878504673,0.3520710059171598,0.3637447823494335,0.256993006993007,0.2903967797584819,0.198090692124105,0.2416467780429594,0,0.2160804020100502
Aaron Glenn,0.3225255972696246,0.7349397590361446,0.7906197654941374,0.8355048859934854,0.6786271450858035,0.8779411764705882,0.9142091152815014,0.9719208679004468,0.9592088998763906,0.951219512195122,0.8585247883917775,0.8575739287869644,0,0.7873734365693865
Aaron Smith,0.6227941176470588,0.782171581769437,0.8793873643905552,0.8813349814585909,0.9384146341463414,0.9153567110036276,0.9378394689197344,0.8648004764740918,0.8768028846153846,0.8157894736842105,0.7691401648998822,0.5938256658595642,1,
Adam Jones,0.5634824667472793,0.8455039227519614,0.8469326980345444,0.8539663461538461,0.6118421052631579,0.7714958775029447,0.7124697336561744,0.7807971014492754,0.8621929298981426,0.9266547406082288,0.9637982195845696,0.920234604105572,0,0.8761682242990654
Adrian Peterson,0.1914486279514997,0.2354758961681087,0.4908536585365853,0.5151148730350665,0.5594447797223898,0.5086360929124479,0.4877903513996426,0.40625,0.4014423076923077,0.4419856459330143,0.4452296819787986,0.4267554479418886,0,0.3345410628019323
Adrian Wilson,0.7064343163538874,0.8800255264837269,0.9276885043263288,0.9670731707317072,0.975211608222491,0.9975859987929994,0.9928528886241812,0.9873798076923076,0.9563397129186604,0.9664310954063604,0.9394673123486684,0.8961352657004831,1,
Aeneas Williams,0.6097560975609756,0.828996282527881,0.922201138519924,0.9224952741020794,0.969283276450512,0.982788296041308,0.9932998324958124,0.9364820846905536,0.8486739469578783,0.9286764705882352,0.975201072386059,0.9725590299936184,0,0.9777503090234858
Ahmad Brooks,0.5481812380344607,0.5543881334981459,0.5432926829268293,0.0326481257557436,0.5570307785153893,0.6402620607504467,0.6412259615384616,0.80622009569378,0.8616018845700825,0.9243341404358354,0.946256038647343,0.9652486518873576,0,0.9618366129994036
Al Harris2,0.5366614664586583,0.7852941176470588,0.839142091152815,0.6770899808551372,0.8226205191594561,0.8353658536585366,0.9244256348246674,0.891973445986723,0.8933889219773675,0.7692307692307693,0.7733253588516746,0.7102473498233216,0,0.7058111380145279
