PLAYER,YEARS_REVEALED,YARDS,RECEPTIONS,YARDS PER RECEPTION,RECEPTIONS PER TARGET,TOUCHDOWNS,20+,40+,LONG,RECEIVING 1ST DOWNS,1ST DOWN %,FUMBLES,YARDS AFTER CATCH,TARGETS,HOWGOOD RAW SCORE,PERCENTILE,ACTUAL_REMAINING_SEASONS,PREDICTED_REMAINING_SEASONS,RETIREMENT_DIFFERENCE,MEAN_PERCENTILE_DIFFERENCE
A J Green,11,0.8941752277627546,0.8279229072332519,0.4814374015851358,0.3558721388556471,0.39880952380952384,0.18815359477124183,0.09722222222222222,0.3934796440275892,0.501317205195612,0.9937777777777778,-0.6666666666666666,0.24371620521398443,0.26386183440447003,4.9730790161925436,0.7742551844741916,1,1,0,-0.03708532522091845
Aaron Bailey 2,3,0.2360289280037585,0.17758784425451088,0.5640514080816464,0.0,0.07407407407407407,0.06797385620915031,0.041666666666666664,0.3048244083149166,0.09545855379188711,0.8111111111111111,-0.1111111111111111,0.0,0.0,2.261665739396611,0.4934205095751706,1,4,3,-0.04479785182103557
Aaron Cox,3,0.60486840121344,0.45003553660270074,0.5661503740247823,0.0,0.32142857142857145,0.1837301587301587,0.19444444444444445,0.4498177261335156,0.2579365079365079,1.0518888888888889,-0.3333333333333333,0.0,0.0,3.746967276069677,0.7005583378722493,3,5,2,0.1913361839823808
Aaron Cox,4,0.6506204397909213,0.5286425017768301,0.7220480822643667,0.0,0.2837301587301588,0.19556878306878303,0.1527777777777778,0.4818943373377404,0.29563492063492064,1.3408888888888888,-0.6666666666666666,0.0,0.0,3.985139223603721,0.7615884842977446,2,2,0,0.13641648769735104
Aaron Cox,5,0.6252290328760716,0.5399668325041459,0.7815372607620881,0.0,0.1626984126984127,0.17962962962962958,0.08333333333333334,0.4053033198743365,0.287940379403794,1.4027777777777777,-0.7777777777777778,0.0,0.0,3.690638201081812,0.7220291997774243,1,2,1,0.10507720986472524
Aaron Craver,3,0.04418067919551594,0.07619047619047613,0.1469298245614035,0.0,0.0,0.011904761904761899,0.0,0.1141552511415525,0.013605442176870734,0.16666666666666666,-0.3333333333333333,0.0,0.0,0.2402997685039141,0.056459365422070716,6,2,-4,-0.14942741664026613
Aaron Craver,4,0.07651961871896475,0.11916971916971913,0.1522428575779727,0.0,0.0,0.019047619047619042,0.0,0.1165075411650754,0.03089569160997731,0.21288888888888888,-0.3333333333333333,0.0,0.0,0.39393860284488397,0.08875237791130414,5,1,-4,-0.19786986438465148
Aaron Craver,5,0.1842955407631127,0.27590557590557585,0.21011036779651956,0.0,0.012345679012345678,0.032726423902894486,0.0,0.16893807844994416,0.09139581758629377,0.3675555555555555,-0.3333333333333333,0.0,0.0,1.0099397056389083,0.2439454225486165,4,2,-2,-0.13498965297580506
Aaron Craver,6,0.35421835546262787,0.5396373174150951,0.31137038294603286,0.0,0.038580246913580245,0.05751633986928104,0.0,0.2841705481019627,0.179673721340388,0.5962222222222222,-0.3333333333333333,0.0,0.0,2.0280558009378566,0.45942623435514823,3,2,-1,-0.014045133788964437
Aaron Craver,7,0.45020260219177427,0.7043594265816486,0.3874192582668077,0.0,0.06481481481481481,0.06775599128540304,0.0,0.3875108848572821,0.2310146280734516,0.7324444444444443,-0.2222222222222222,0.0,0.0,2.8032998282934045,0.6172285964800469,2,1,-1,-0.06819351965422582
Aaron Craver,8,0.4406038891705277,0.7463302129968795,0.39111093920811446,0.0,0.0941358024691358,0.07233115468409584,0.013888888888888888,0.45961174537401667,0.21593578172009545,0.7124444444444443,-0.1111111111111111,0.0,0.0,3.0352817478450875,0.6568716864409334,1,1,0,-0.08518758768423118
Aaron Moorehead,3,0.08724134791121785,0.08849305145601437,0.3947078530528741,0.37811447811447807,0.0,0.025925925925925897,0.0,0.21992032045803153,0.03781401288139827,0.9204444444444444,-0.3333333333333333,0.023353749758219054,0.019918573158668955,1.8626004238279394,0.3532396163671558,2,3,1,0.13105108070704052
Aaron Moorehead,4,0.09799433622872437,0.11183875140514699,0.47822570179980184,0.4636363636363636,0.013888888888888888,0.025925925925925897,0.0,0.2695327511322948,0.04773259085927542,1.25,-0.2222222222222222,0.026796774619951388,0.028260590945162135,2.591610453219313,0.4746714743670496,1,1,0,0.04861036325647805
Aaron Pierce,3,0.29840715314705135,0.3093698093698093,0.4945521086747574,0.0,0.12698412698412698,0.07637721755368812,0.1111111111111111,0.37790378635449057,0.12592975998773098,0.723111111111111,-0.6666666666666666,0.0,0.0,1.9770795176272105,0.43317764725813573,4,3,-1,0.10805900887488012
Aaron Pierce,4,0.38440068975979386,0.4477937440900403,0.5790431161136451,0.0,0.20436507936507936,0.08926237161531277,0.07407407407407407,0.4242415405918162,0.18518887178307464,1.0188888888888887,-0.4444444444444444,0.0,0.0,2.962813931837281,0.6320711073233932,3,2,-1,0.21488184008720126
Aaron Pierce,5,0.395278916876956,0.5031217623810216,0.5707513854572946,0.0,0.15476190476190474,0.07992530345471521,0.037037037037037035,0.408490149406663,0.19286068199111675,1.0257777777777777,-0.2222222222222222,0.0,0.0,3.1457826969222644,0.6597538425220956,2,1,-1,0.23148813803019413
Aaron Pierce,6,0.279406658457984,0.38384660606882826,0.44739827989704956,0.0,0.10515873015873015,0.05751633986928104,0.0,0.31136160642182276,0.13880409713743044,0.8308888888888888,0.0,0.0,0.0,2.5543812069000147,0.5411252959274473,1,1,0,0.3141979686822137
Aaron Shea,3,0.21417226415001672,0.3380733613970083,0.28735404794861197,0.09722222222222222,0.08333333333333333,0.052083333333333336,0.0,0.23364812180601652,0.07540189340955625,0.38088888888888883,-0.3333333333333333,0.0023419203747072556,0.003152088258471233,1.4343381417888326,0.3474926644775373,3,4,1,0.032401149495744165
Aaron Shea,4,0.1864876735423801,0.3194662103685732,0.3399883988150274,0.2388888888888889,0.05555555555555555,0.034722222222222224,0.0,0.23153765397216486,0.06623892639218308,0.40222222222222215,-0.2222222222222222,0.006510324767679344,0.008440928653694599,1.6678367831783691,0.4060712283662116,2,3,1,-0.1142557736689504
Aaron Shea,5,0.1737788232438171,0.2972231163913883,0.37364367433857276,0.4407407407407407,0.07716049382716049,0.02389705882352941,0.0,0.24975185863689875,0.06845661226489679,0.4075555555555555,-0.1111111111111111,0.04831313776280197,0.03319448924356516,2.0826044497178158,0.4372109788475534,1,3,2,-0.16330983354643452
Aaron Stecker,3,0.06244745719896542,0.09734289965240864,0.406410014422472,0.09027777777777778,0.027777777777777776,0.012345679012345666,0.0,0.1920934091986723,0.027924750146972356,0.3008888888888889,0.0,0.023939630497007546,0.006304176516942466,1.247752461090231,0.3022637524830149,7,2,-5,-0.21281500199177483
Aaron Stecker,4,0.10460247836106441,0.18409895621723957,0.4494004173973646,0.2638888888888889,0.05555555555555555,0.0185185185185185,0.0,0.2603506534652893,0.04847988578147306,0.5177777777777778,0.0,0.05914257910664827,0.017736558162090056,1.9795522692319103,0.45565836127269593,6,4,-2,-0.1641851389926441
Aaron Stecker,5,0.140655798754796,0.2968685318790345,0.4045705495395288,0.5222953216374269,0.05555555555555555,0.015613652868554812,0.0,0.2653707475382344,0.061996986076051634,0.5293333333333333,0.0,0.15169319796718506,0.04457850996133335,2.4885321851110347,0.5066209652719265,5,3,-2,-0.2715877409488711
