player name,attempts,completions,completion %,passing yards,yards per attempt,touchdowns,touchdown %,interceptions,interception %,Long,Sacks,Sack loss yards,QB rating,,
Sammy Baugh,177,111,62.7,1367,7.7,12,6.8,10,5.7,N/A,N/A,N/A,85.6,,
Davey O'Brien,277,124,44.8,1290,4.7,5,1.8,17,6.1,N/A,N/A,N/A,39.2,,
Parker Hall,183,77,42.1,1108,6.0,7,3.8,16,8.7,N/A,N/A,N/A,38.7,,
