player name,attempts,completions,completion %,passing yards,yards per attempt,touchdowns,touchdown %,interceptions,interception %,Long,Sacks,Sack loss yards,QB rating,,
Ed Brown,168,96,57.1,1667,9.9,11,6.5,12,7.1,70,N/A,N/A,83.1,,
Charlie Conerly,174,90,51.7,1143,6.6,10,5.8,7,4.0,48,N/A,N/A,75.0,,
Johnny Unitas,198,110,55.6,1498,7.6,9,4.5,10,5.0,54,N/A,N/A,74.0,,
Tobin Rote,308,146,47.4,2203,7.2,18,5.8,15,4.9,66,N/A,N/A,70.6,,
Y.A. Tittle,218,124,56.9,1641,7.5,7,3.2,12,5.5,77,N/A,N/A,68.6,,
Billy Wade,178,91,51.1,1461,8.2,10,5.6,13,7.3,76,N/A,N/A,67.2,,
Bobby Layne,244,129,52.9,1909,7.8,9,3.7,17,7.0,70,N/A,N/A,62.0,,
Ted Marchibroda,275,124,45.1,1585,5.8,12,4.4,19,6.9,75,N/A,N/A,49.4,,
