Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Jim Brown,289,1544,5.34,67,17
Gale Sayers,166,867,5.22,61,14
Timmy Brown,158,861,5.45,54,6
Ken Willard,189,778,4.12,32,5
Jim Taylor,207,734,3.55,35,4
Bill Brown,160,699,4.37,40,6
Don Perkins,177,690,3.9,43,0
Tucker Frederickson,195,659,3.38,41,5
Bill Triplett,174,617,3.55,59,6
Tommy Mason,141,597,4.23,26,10
Dick Bass,121,549,4.54,49,2
Jerry Hill,147,516,3.51,20,5
John David Crow,132,514,3.89,30,2
Amos Marsh,131,495,3.78,62,6
Earl Gros,145,479,3.3,33,7
Lenny Moore,133,464,3.49,28,5
Steve Thurlow,106,440,4.15,43,4
Willis Crenshaw,127,437,3.44,27,0
Ernie Green,111,436,3.93,41,2
Dick Hoak,131,426,3.25,42,5
Ronnie Bull,91,417,4.58,33,3
Charley Taylor,145,402,2.77,39,3
Mike Lind,111,375,3.38,20,1
Nick Pietrosante,107,374,3.5,12,1
Jon Arnett,102,363,3.56,24,5
Andy Livingston,63,363,5.76,30,2
Phil King,72,356,4.94,21,0
Joe Don Looney,114,356,3.12,35,5
Fran Tarkenton,56,356,6.36,36,1
Dan Lewis,117,343,2.93,23,2
Paul Hornung,89,299,3.36,17,5
Tony Lorick,63,296,4.7,38,1
J.D. Smith,86,295,3.43,24,2
Gary Lewis,52,256,4.92,60,3
Don Meredith,35,247,7.06,22,1
Tom Matte,69,235,3.41,20,1
Clarence Peaks,47,230,4.89,36,0
Les Josephson,71,225,3.17,18,0
Ben Wilson,60,189,3.15,20,1
Bill Thornton,31,188,6.06,38,0
Prentice Gautt,44,175,3.98,20,2
George Hughley,37,175,4.73,19,0
Ernie Koy,35,174,4.97,27,0
Perry Lee Dunn,54,171,3.17,12,2
Bart Starr,18,169,9.39,38,1
Bill Munson,26,157,6.04,38,1
Billy Ray Barnes,48,148,3.08,18,0
Tom Woodeshick,28,145,5.18,14,0
Leroy Kelly,37,139,3.76,16,0
Willie Brown,44,133,3.02,19,0
Tom Moore,51,124,2.43,13,0
Elijah Pitts,54,122,2.26,12,4
Cannonball Butler,46,108,2.35,12,0
Dave Osborn,20,106,5.3,21,2
Jack Concannon,9,104,11.56,38,0
Ollie Matson,22,103,4.68,22,2
Dan Reeves,33,102,3.09,13,2
Ernie Wheelwright,24,96,4.0,16,0
Tom Watkins,29,95,3.28,12,0
Joe Childress,19,94,4.95,13,0
Bill Nelsen,26,84,3.23,21,1
Terry Baker,25,82,3.28,10,1
Dave Kopay,28,81,2.89,10,2
Norm Snead,24,81,3.38,20,3
Roman Gabriel,23,79,3.43,17,2
Tom Nowatzke,27,73,2.7,14,1
Frank Ryan,19,72,3.79,18,0
Smith Reed,19,70,3.68,17,0
Johnny Unitas,17,68,4.0,18,1
Gary Wood,5,68,13.6,25,0
George Mira,5,64,12.8,25,0
Jim Stiger,14,62,4.43,16,0
John Brodie,15,60,4.0,13,1
Charley Johnson,25,60,2.4,15,1
Charlie Scales,11,59,5.36,20,0
Frank Clarke,8,58,7.25,21,0
Bobby Felts,22,58,2.64,6,0
Chuck Mercein,18,55,3.06,15,2
Theron Sapp,14,54,3.86,24,0
Earl Morrall,17,52,3.06,14,0
Joe Marconi,19,47,2.47,10,0
Gary Ballman,17,46,2.71,11,3
Jim Ninowski,4,46,11.5,17,0
Pervis Atkins,18,44,2.44,16,0
Tommy Wade,8,43,5.38,41,0
Milt Plum,21,37,1.76,15,3
Ed Meador,2,35,17.5,24,1
Dick Shiner,12,35,2.92,29,0
Rudy Bukich,28,33,1.18,24,3
Walter Roberts,3,30,10.0,14,0
Jim Bakken,1,28,28.0,28,0
Don Chandler,1,27,27.0,27,0
Izzy Lang,10,25,2.5,8,1
Sonny Jurgensen,17,23,1.35,27,2
Tommy Davis,1,21,21.0,21,0
King Hill,7,20,2.86,7,2
Joe Morrison,3,20,6.67,11,1
Billy Wade,5,18,3.6,16,0
Homer Jones,1,17,17.0,17,0
Gary Collins,1,16,16.0,16,0
Billy Gambrell,4,15,3.75,11,0
Jim Jones,2,13,6.5,7,0
Ron Vander Kelen,4,13,3.25,20,0
Junior Coffey,3,12,4.0,10,0
John Henry Johnson,3,11,3.67,7,0
Jerry Rhome,4,11,2.75,16,0
Bob Briggs,6,10,1.67,6,0
Dick Gordon,2,10,5.0,6,0
Rudy Johnson,6,9,1.5,4,0
Gary Cuozzo,6,8,1.33,10,0
John Mackey,1,7,7.0,7,0
Joe Scarpati,1,6,6.0,6,0
Rick Casares,2,5,2.5,3,0
Allen Jacobs,3,5,1.67,2,0
Buddy Humphrey,2,4,2.0,2,0
Jim Young,3,4,1.33,4,0
Paul Martha,2,3,1.5,6,0
Clancy Williams,3,3,1.0,2,0
Daryl Sanders,1,2,2.0,2,0
Mike Curtis,6,1,0.17,4,0
Terry Nofsinger,4,1,0.25,2,1
Ralph Kurek,1,0,0.0,0,0
A.D. Whitfield,1,0,0.0,0,0
Zeke Bratkowski,4,1,0
Roy Jefferson,1,0
Lance Rentzel,1,0
Ed Brown,2,0
Dennis Claridge,2,1,0
Pat Studstill,1,0
George Izo,1,0
Bob Hayes,4,11,1
Craig Morton,3,5,0
Bobby Franklin,1,0
Terry Barr,1,0
