Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Leroy Kelly,235,1205,5.13,42,11
Dave Osborn,215,972,4.52,73,2
Gale Sayers,186,880,4.73,70,7
Johnny Roland,234,876,3.74,70,10
Mel Farr,206,860,4.17,57,3
Don Perkins,201,823,4.09,30,6
Les Josephson,178,800,4.49,27,4
Junior Coffey,180,722,4.01,20,4
Ernie Green,145,710,4.9,59,4
Ernie Koy,146,704,4.82,61,4
Tom Woodeshick,155,670,4.32,41,6
Tom Matte,147,636,4.33,30,9
Dick Bass,187,627,3.35,27,6
Bill Brown,185,610,3.3,29,5
Dan Reeves,173,603,3.49,32,5
Prentice Gautt,142,573,4.04,30,1
Ken Willard,169,510,3.02,20,5
John David Crow,113,479,4.24,39,2
Jim Grabowski,120,466,3.88,24,2
Ben Wilson,103,453,4.4,40,2
Tony Lorick,133,436,3.28,22,6
Donny Anderson,97,402,4.14,40,6
Jim Taylor,130,390,3.0,16,2
A.D. Whitfield,91,384,4.22,44,1
Tom Watkins,106,361,3.41,28,4
Gary Lewis,67,342,5.1,52,6
Don Shy,99,341,3.44,33,4
Izzy Lang,101,336,3.33,21,2
Brian Piccolo,87,317,3.64,31,0
Willie Asbury,80,315,3.94,73,4
Tucker Frederickson,97,311,3.21,17,2
Jerry Hill,90,311,3.46,18,2
Fran Tarkenton,44,306,6.95,22,2
Cannonball Butler,90,293,3.26,24,0
Tom Nowatzke,70,288,4.11,15,4
Jack Concannon,67,279,4.16,31,3
Gerry Allen,77,262,3.4,30,3
Earl Gros,72,252,3.5,23,1
Elijah Pitts,77,247,3.21,30,6
Ernie Wheelwright,80,241,3.01,13,1
Amos Marsh,58,229,3.95,25,2
Ray McDonald,52,223,4.29,35,4
Tommy Mason,63,213,3.38,16,0
Doug Cunningham,43,212,4.93,64,2
Roman Gabriel,43,198,4.6,23,6
Bobby Mitchell,61,189,3.1,16,1
Travis Williams,35,188,5.37,37,1
Timmy Brown,53,179,3.38,13,1
Ronnie Bull,61,176,2.89,11,0
Bill Triplett,58,171,2.95,14,2
Joe Kapp,27,167,6.19,24,2
Joe Morrison,36,161,4.47,11,2
Willis Crenshaw,44,149,3.39,23,0
John Brodie,20,147,7.35,15,1
Walt Garrison,24,146,6.08,26,0
Randy Johnson,24,144,6.0,17,1
Dick Hoak,52,142,2.73,11,1
Billy Kilmer,20,142,7.1,31,1
Lenny Moore,42,132,3.14,21,4
Ron Rector,24,127,5.29,16,0
Tom Barrington,34,121,3.56,22,0
Randy Schultz,32,117,3.66,22,2
Ralph Kurek,37,112,3.03,13,0
Tom Moore,53,104,1.96,18,0
Randy Minniear,35,98,2.8,13,1
Karl Sweetan,17,93,5.47,18,1
Pettis Norman,9,91,10.11,28,0
Bart Starr,21,90,4.29,23,0
Johnny Unitas,22,89,4.05,13,0
Don McCall,21,86,4.1,49,1
Jackie Smith,9,86,9.56,18,0
Willie Ellison,14,84,6.0,42,0
Pete Larson,25,84,3.36,34,1
Don Meredith,28,84,3.0,16,0
Larry Conjar,20,78,3.9,16,0
Nick Pietrosante,10,73,7.3,31,0
Frank Clarke,4,72,18.0,56,1
Bobby Felts,10,66,6.6,22,0
Roy Shivers,20,64,3.2,12,1
Perry Lee Dunn,27,63,2.33,11,0
Homer Jones,5,60,12.0,46,1
Les Shy,17,59,3.47,13,0
Frank Ryan,22,57,2.59,12,0
Chuck Mercein,14,56,4.0,15,1
Sonny Jurgensen,15,46,3.07,21,2
Kent Nix,15,45,3.0,15,2
Gary Cuozzo,19,43,2.26,10,1
Craig Morton,15,42,2.8,11,0
Larry Rakestraw,11,42,3.82,20,2
Ron Smith,8,42,5.25,12,0
John Gilliam,7,41,5.86,19,0
Andy Livingston,28,41,1.46,6,0
Tom McNeill,4,38,9.5,25,0
Jim Hart,13,36,2.77,23,3
Terry Nofsinger,3,33,11.0,31,0
Steve Thurlow,13,33,2.54,5,0
Norm Snead,9,30,3.33,21,2
Joe Don Looney,11,26,2.36,20,1
Charlie Bivins,7,23,3.29,9,1
Allen Jacobs,11,23,2.09,5,0
Clint Jones,13,23,1.77,9,0
Chuck Latourette,2,23,11.5,27,0
George Mira,7,23,3.29,9,0
Jim Ward,5,23,4.6,8,0
Dave Kopay,6,21,3.5,10,0
Gary Lane,2,21,10.5,12,0
Bob Grim,1,20,20.0,20,0
Jim Jones,4,19,4.75,24,0
Steve Spurrier,5,18,3.6,9,0
Gary Ballman,1,17,17.0,17,1
Harry Jones,8,17,2.13,6,0
Charlie Brown,8,16,2.0,7,2
Charlie Bryant,3,16,5.33,8,0
Pete Case,0,16,0.0,16,0
Billy Lothridge,1,16,16.0,16,0
John Hilton,1,15,15.0,15,0
Alex Hawkins,2,12,6.0,7,0
Earl Morrall,4,11,2.75,10,1
Jim Lindsey,4,10,2.5,6,0
Paul Warfield,2,10,5.0,18,0
Carroll Dale,1,9,9.0,9,0
Bill Thornton,4,9,2.25,7,0
Ron Vander Kelen,9,9,1.0,16,1
Jim Mankins,2,7,3.5,7,0
Dave Williams,1,7,7.0,7,0
Bob Windsor,1,7,7.0,7,0
Craig Baynham,3,6,2.0,3,1
Zeke Bratkowski,5,6,1.2,4,0
Gary Collins,1,6,6.0,6,0
Johnny Morris,1,6,6.0,6,0
Jim Stiger,3,6,2.0,3,0
Jim Welch,2,6,3.0,4,0
Ed Flanagan,0,5,0.0,5,0
Milt Plum,6,5,0.83,10,0
Bill Tucker,3,5,1.67,3,0
Steve Sloan,1,2,2.0,2,0
Willie Young,0,2,0.0,2,0
Dick Compton,1,1,1.0,1,0
Darrell Dess,0,1,0.0,1,1
Ron Goodwin,1,1,1.0,1,0
Don Horn,1,0
Dick Gordon,3,9,0
Dick Shiner,2,0
Roy Jefferson,5,20,0
Jerry Rhome,2,0
Rudy Bukich,4,2,0
Charlie Harraway,5,2,0
Danny Villanueva,1,0
Bill Nelsen,9,11,0
Bill Munson,2,0,0
