Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Whizzer White,146,514,3.52,N/A,5
Johnny Drake,134,480,3.58,N/A,9
Tuffy Leemans,132,474,3.59,N/A,1
Banks McFadden,85,411,4.84,N/A,1
Dick Todd,76,408,5.37,N/A,4
Clarke Hinkle,109,383,3.51,N/A,2
Ray Nolting,78,373,4.78,N/A,1
Joe Maniaci,84,368,4.38,N/A,2
Parker Hall,94,365,3.88,N/A,1
Marshall Goldberg,87,325,3.74,N/A,2
Gary Famiglietti,93,320,3.44,N/A,4
Pug Manders,80,311,3.89,N/A,5
Ace Parker,89,306,3.44,N/A,2
Howie Weiss,79,298,3.77,N/A,3
Hugh McCullough,57,278,4.88,N/A,3
Cecil Isbell,97,270,2.78,N/A,4
Andy Uram,71,270,3.8,N/A,1
Walt Nielsen,73,269,3.68,N/A,1
Harry Clarke,56,258,4.61,N/A,2
Jimmy Johnston,87,256,2.94,N/A,3
George McAfee,47,253,5.38,N/A,2
Hank Soar,80,246,3.08,N/A,1
Lou Tomasetti,68,246,3.62,N/A,1
Dick Riffle,81,238,2.94,N/A,4
Dwight Sloan,58,225,3.88,N/A,0
Sam Francis,44,217,4.93,N/A,1
George Kiick,66,212,3.21,N/A,0
Eddie Jankowski,48,211,4.4,N/A,2
Eddie Miller,65,206,3.17,N/A,1
Merl Condit,52,205,3.94,N/A,0
Bill Osmanski,50,192,3.84,N/A,3
Lloyd Cardwell,48,186,3.88,N/A,2
Lloyd Madden,29,186,6.41,N/A,2
Billy Patterson,87,171,1.97,N/A,0
Bob Seymour,57,170,2.98,N/A,4
Hal Van Every,38,154,4.05,N/A,0
Mario Tonelli,51,148,2.9,N/A,1
Milt Popovich,41,138,3.37,N/A,0
Marty Slovak,53,129,2.43,N/A,1
Len Barnum,48,128,2.67,N/A,0
Roy Zimmerman,31,127,4.1,N/A,0
Frank Filchock,50,126,2.52,N/A,2
Cotton Price,42,122,2.9,N/A,2
Larry Buhler,36,118,3.28,N/A,0
Jim Meade,48,115,2.4,N/A,0
Swede Johnston,41,113,2.76,N/A,0
George Cafego,41,109,2.66,N/A,0
Frank Balasz,25,107,4.28,N/A,1
Elmer Hackney,32,101,3.16,N/A,1
Wilbur Moore,15,89,5.93,N/A,2
Johnny Hall,41,88,2.15,N/A,1
Ward Cuff,15,86,5.73,N/A,1
Dick Cassiano,35,84,2.4,N/A,0
Boyd Brumbaugh,32,79,2.47,N/A,0
Frank Emmons,29,77,2.66,N/A,1
John Cole,26,75,2.88,N/A,0
Oliver Cordill,24,73,3.04,N/A,0
Marty Christiansen,32,71,2.22,N/A,1
Bob Swisher,15,70,4.67,N/A,0
Bill Shepherd,24,67,2.79,N/A,0
Joe Wendlick,8,67,8.38,N/A,0
Lou Brock,18,60,3.33,N/A,0
Bill Leckonby,19,53,2.79,N/A,0
Joe Bukant,18,50,2.78,N/A,1
Len Janiak,19,44,2.32,N/A,0
Kent Ryan,22,42,1.91,N/A,0
Tommy Thompson,40,39,0.98,N/A,0
Ed Justice,3,34,11.33,N/A,0
Coley McDonough,15,33,2.2,N/A,1
Bobby Kellogg,9,31,3.44,N/A,0
Wayne Millner,3,31,10.33,N/A,0
Rhoten Shetley,7,30,4.29,N/A,0
Max Krause,4,21,5.25,N/A,0
Joe Laws,7,21,3.0,N/A,0
Kay Eakin,14,20,1.43,N/A,0
Jack Manders,8,20,2.5,N/A,0
Lee Shaffer,7,20,2.86,N/A,1
Beattie Feathers,4,19,4.75,N/A,0
Ralph Kercheval,11,19,1.73,N/A,0
Dante Magnani,7,19,2.71,N/A,0
Gaylon Smith,19,18,0.95,N/A,0
Gaynell Tinsley,1,17,17.0,N/A,0
Sammy Baugh,20,16,0.8,N/A,0
Bert Johnson,6,15,2.5,N/A,0
Bob Snyder,7,12,1.71,N/A,0
Ray McLean,14,10,0.71,N/A,1
Al Owen,2,10,5.0,N/A,0
Solly Sherman,8,10,1.25,N/A,0
Jay Arnold,3,9,3.0,N/A,0
Beryl Clark,39,9,0.23,N/A,0
Larry Craig,3,9,3.0,N/A,0
Grenny Lansdell,7,9,1.29,N/A,0
Buddy Parker,6,8,1.33,N/A,1
Dom Principe,11,8,0.73,N/A,0
Bob Hoffman,3,7,2.33,N/A,0
Fran Murray,8,7,0.88,N/A,0
Ted Schmitt,1,6,6.0,N/A,0
Bob Adkins,1,5,5.0,N/A,0
