Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Paul McDonough,2,5,2.5,N/A,0
Hank Rockwell,1,5,5.0,N/A,0
Frank Zadworney,2,5,2.5,N/A,0
Elwyn Dunstan,1,4,4.0,N/A,0
Paul Moore,2,4,2.0,N/A,0
John Noppenberg,2,4,2.0,N/A,0
Bob Nowaskey,1,4,4.0,N/A,0
Mike Rodak,1,4,4.0,N/A,0
Ray Hare,1,2,2.0,N/A,0
Jim Gillette,1,1,1.0,N/A,0
Waddy Young,1,1,1.0,N/A,0
Lou Zontini,1,1,1.0,N/A,0
Jim Benton,1,0,0.0,N/A,0
Andy Farkas,1,0,0.0,N/A,0
Bill Fisk,2,0,0.0,N/A,0
Bob Masterson,1,0,0.0,N/A,0
Jack Morlock,1,0,0.0,N/A,0
Maury Patt,1,0,0.0,N/A,0
Stillman Rouse,2,0,0.0,N/A,0
Fred Vanzo,1,--,0,N/A,
Les McDonald,2,--,0,N/A,
Joe Carter,1,--,0,N/A,
Don Looney,2,--,0,N/A,
Ken Heineman,6,--,0,N/A,
Bernie Masterson,10,--,1,N/A,
Arnie Herber,6,--,0,N/A,
Sid Luckman,23,--,0,N/A,
Foster Watkins,14,--,0,N/A,
Davey O'Brien,100,--,1,N/A,
