Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Dan Towler,156,894,5.73,44,10
Eddie Price,183,748,4.09,75,5
Joe Perry,158,725,4.59,78,8
Hugh McElhenny,98,684,6.98,89,6
Bob Hoernschemeyer,106,457,4.31,41,4
Marion Motley,104,444,4.27,59,1
Kyle Rote,103,421,4.09,52,2
George Taliaferro,100,419,4.19,38,1
Bobby Layne,94,411,4.37,29,1
Ken Carpenter,72,408,5.67,37,3
Leon Heath,90,388,4.31,74,2
Harry Jagade,57,373,6.54,30,2
Fred Morrison,95,367,3.86,57,3
Harry Gilmer,100,365,3.65,30,0
Julie Rykovich,94,361,3.84,21,1
Charlie Trippi,72,350,4.86,59,4
John Huzvar,105,349,3.32,26,2
Emil Sitko,88,348,3.95,46,1
Billy Cross,71,347,4.89,45,2
Ollie Matson,96,344,3.58,25,3
Tank Younger,63,331,5.25,38,1
Ray Mathews,66,315,4.77,36,0
Tobin Rote,58,313,5.4,30,2
John Dottley,65,302,4.65,44,3
Lynn Chandnois,97,298,3.07,25,1
Fred Cone,70,276,3.94,30,2
Dub Jones,65,270,4.15,35,2
Zollie Toth,82,266,3.24,18,4
Pat Harder,81,244,3.01,22,2
Buddy Young,71,243,3.42,30,3
Bobby Jack Floyd,61,236,3.87,17,1
Fran Rogel,84,230,2.74,14,3
Skeets Quinlan,52,224,4.31,38,1
Earl Girard,61,222,3.64,36,2
Ralph Goldston,65,210,3.23,20,3
Billy Stone,50,196,3.92,48,2
Ed Modzelewski,82,195,2.38,14,3
Eddie Macon,30,194,6.47,50,1
Tony Canadeo,65,191,2.94,35,2
John Brewer,50,188,3.76,71,2
Al Pollard,55,186,3.38,23,1
Joe Arenas,44,183,4.16,14,0
Frank Ziegler,67,172,2.57,12,2
Eddie LeBaron,43,164,3.81,32,2
Dick Hoerner,56,162,2.89,14,2
Breezy Reid,58,156,2.69,14,2
Jack Christiansen,19,148,7.79,65,2
Chuck Hunsinger,58,139,2.4,30,0
Bob Celeri,17,135,7.94,31,0
Vitamin Smith,57,133,2.33,20,3
Otto Graham,42,130,3.1,21,4
Charlie Justice,36,129,3.58,26,0
Ralph Pasquariello,48,129,2.69,13,0
Bill Reichardt,39,121,3.1,14,1
Frank Gifford,38,116,3.05,15,0
Charlie Conerly,27,115,4.26,33,0
Elmer Angsman,46,114,2.48,9,0
Woodley Lewis,19,114,6.0,51,0
Joe Scott,38,107,2.82,30,3
Babe Dimancheff,17,106,6.24,77,1
Babe Parilli,32,106,3.31,19,1
Doak Walker,26,106,4.08,20,0
George Blanda,20,104,5.2,16,1
Johnny Papit,34,102,3.0,13,0
Sherman Howard,34,95,2.79,22,0
Don Stevens,33,95,2.88,36,0
Jack Spinks,22,94,4.27,42,0
Bobby Thomason,17,88,5.18,23,0
Frankie Albert,22,87,3.95,20,1
Jack Myers,27,82,3.04,14,1
Leon Campbell,24,76,3.17,18,0
Byron Bailey,19,74,3.89,11,2
J.R. Boone,24,72,3.0,12,0
Chuck Drazenovich,29,66,2.28,15,3
Billy Baggett,19,65,3.42,15,0
Jerry Williams,11,65,5.91,26,0
Billy Grimes,17,59,3.47,31,0
Hank Lauricella,19,55,2.89,13,0
Johnny Strzykalski,16,53,3.31,11,0
Joe Geri,20,50,2.5,21,0
Johnny Karras,24,42,1.75,17,0
Tom Landry,7,40,5.71,8,1
Rex Bumgardner,9,38,4.22,24,0
Jim Finks,23,37,1.61,20,5
Bennie Aldridge,13,36,2.77,11,0
Ollie Cline,13,36,2.77,8,1
Jim Doran,1,36,36.0,36,0
Bob White,24,33,1.38,17,1
Bob Williams,11,33,3.0,12,0
Adrian Burk,7,28,4.0,12,0
Don Paul,6,28,4.67,16,0
John Amberg,7,27,3.86,9,0
Ray Renfro,10,26,2.6,11,0
Bob Wilkinson,26,26,1.0,7,0
Fred Enke,14,25,1.79,12,0
Frank Tripucka,10,25,2.5,15,3
Chuck Ortmann,8,24,3.0,15,0
Jim Parmer,12,23,1.92,8,0
Neil Ferris,11,22,2.0,11,1
Sam Cathcart,6,21,3.5,7,0
Jack Cloud,7,21,3.0,5,0
Clarence Self,0,21,0.0,21,0
Gary Kerkorian,2,20,10.0,20,0
George Thomas,6,18,3.0,11,0
Fred Benners,5,16,3.2,8,0
Jim Hardy,5,16,3.2,9,0
Sam Venuto,4,16,4.0,6,1
Tom Calvin,7,14,2.0,11,0
Al Campana,9,14,1.56,6,0
Don Kindt,3,13,4.33,6,0
Bob Smith,3,12,4.0,10,0
Leon Hart,3,10,3.33,11,0
Bob Sykes,4,10,2.5,4,0
Steve Romanik,6,9,1.5,7,0
Norm Standlee,2,8,4.0,9,0
Rex Berry,1,7,7.0,7,0
Pete D'Alonzo,5,7,1.4,3,0
Don Panciera,4,6,1.5,8,0
Harry Dowda,6,5,0.83,5,0
Jimmy Lesane,1,5,5.0,5,0
Leo Nomellini,1,5,5.0,5,0
Bob Stringer,2,5,2.5,3,0
George Gulyanics,2,4,2.0,3,0
Bill Robinson,3,4,1.33,4,0
George Buksar,3,3,1.0,3,0
Tom Dublinski,1,3,3.0,3,0
Johnny Williams,2,3,1.5,2,0
Carl Mayes,5,2,0.4,6,0
Bob McChesney,2,2,1.0,2,0
Bob Meyers,1,2,2.0,2,0
Lindy Pearson,5,2,0.4,2,0
George Ratterman,1,2,2.0,2,0
Sammy Baugh,1,1,1.0,1,0
Jerry Shipkey,1,1,1.0,1,0
Ebert Van Buren,7,1,0.14,6,0
Jim Dooley,1,0,0.0,0,0
Tom Fears,1,0,0.0,0,0
Paul Barry,3,4,0
Billy Cox,3,14,0
Clyde Scott,2,4,0
Volney Peters,1,0
Don Klosterman,1,0
Norm Van Brocklin,7,9,0
Y.A. Tittle,11,4,0
Bob Waterfield,9,19,1
Wilford White,19,18,0
