Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Jim Brown,305,1408,4.62,38,8
Jim Taylor,243,1307,5.38,53,15
Alex Webster,196,928,4.73,59,2
Nick Pietrosante,201,841,4.18,42,5
J.D. Smith,167,823,4.93,33,8
Don Perkins,200,815,4.08,47,4
John Henry Johnson,213,787,3.69,44,6
Willie Galimore,153,707,4.62,60,4
Joe Perry,168,675,4.02,27,3
Lenny Moore,92,648,7.04,54,7
Jon Arnett,158,609,3.85,26,4
Dick Bass,98,608,6.2,73,4
Paul Hornung,127,597,4.7,54,8
Rick Casares,135,588,4.36,23,8
Hugh McElhenny,120,570,4.75,41,3
Bobby Mitchell,101,548,5.43,56,5
Prentice Gautt,129,523,4.05,54,3
Billy Kilmer,96,509,5.3,31,10
Clarence Peaks,135,471,3.49,33,5
Bob Gaiters,116,460,3.97,29,6
Dan Lewis,110,451,4.1,27,4
Mel Triplett,80,407,5.09,37,1
Tom Tracy,147,402,2.73,26,2
Alex Hawkins,86,379,4.41,39,4
Amos Marsh,84,379,4.51,71,1
Dick James,71,374,5.27,39,3
Timmy Brown,50,338,6.76,47,1
C.R. Roberts,63,338,5.37,54,1
Frank Mestnik,95,334,3.52,26,1
Ted Dean,66,321,4.86,44,2
Ray Hayes,73,319,4.37,22,2
Billy Ray Barnes,92,309,3.36,43,1
Fran Tarkenton,56,308,5.5,52,5
Dick Hoak,85,302,3.55,22,0
Tom Moore,61,302,4.95,69,1
J.W. Lockett,77,298,3.87,21,1
Sam Horner,96,275,2.86,32,0
Billy Wade,45,255,5.67,29,2
Jim Ninowski,33,238,7.21,40,5
Bob Waters,47,233,4.96,35,3
Tommy Mason,60,226,3.77,21,3
Don Bosseler,77,220,2.86,16,2
Tommy Wilson,44,220,5.0,34,1
Joel Wells,65,216,3.32,17,1
Tom Watkins,43,209,4.86,21,0
John David Crow,48,192,4.0,17,1
Johnny Unitas,54,190,3.52,18,2
Charlie Bivins,43,188,4.37,24,1
Charlie Scales,50,184,3.68,27,0
Ollie Matson,24,181,7.54,69,2
Don Meredith,22,176,8.0,28,1
Jim Cunningham,69,160,2.32,19,1
Joe Marconi,36,146,4.06,14,3
Frank Ryan,38,139,3.66,28,0
Howard Cassady,31,131,4.23,14,1
Johnny Olszewski,30,109,3.63,15,0
Ralph Guglielmi,22,101,4.59,23,1
Mark Smolinski,31,98,3.16,14,0
John Brodie,28,90,3.21,29,2
Earl Morrall,20,86,4.3,25,0
Y.A. Tittle,25,85,3.4,17,3
Bill Brown,22,81,3.68,20,0
Mal Hammack,18,79,4.39,28,1
Elijah Pitts,23,75,3.26,17,1
Sam Etcheverry,33,73,2.21,44,0
Eddie LeBaron,20,72,3.6,21,0
L.G. Dupre,16,60,3.75,12,0
Jim Welch,1,60,60.0,60,1
Bart Starr,12,56,4.67,21,1
Tom Matte,13,54,4.15,11,0
Allan Webb,6,51,8.5,21,0
Johnny Morris,8,49,6.13,21,0
Joe Morrison,33,48,1.45,14,1
Norm Snead,34,47,1.38,9,3
Doug Mayberry,13,40,3.08,13,0
Taz Anderson,15,39,2.6,19,1
George Shaw,10,39,3.9,19,0
Bobby Joe Green,2,37,18.5,33,0
Zeke Bratkowski,12,36,3.0,16,3
Don McIlhenny,10,34,3.4,15,0
Don Chandler,3,30,10.0,30,0
Hugh McInnis,4,30,7.5,16,0
Sonny Jurgensen,20,27,1.35,14,0
Merrill Douglas,5,24,4.8,6,0
Theron Sapp,7,24,3.43,8,1
R.C. Owens,0,23,0.0,23,1
Abe Woodson,14,23,1.64,14,0
Bobby Joe Conrad,20,22,1.1,7,0
Pervis Atkins,5,19,3.8,13,0
Ed Brown,13,18,1.38,13,0
Bill Cooper,8,17,2.13,6,1
Charlie Conerly,13,16,1.23,9,0
Jerry Norton,1,15,15.0,15,0
Brady Keys,6,14,2.33,11,0
Yale Lary,1,14,14.0,14,0
Ron Kramer,5,13,2.6,10,0
Dale Messer,3,13,4.33,6,0
Bobby Franklin,1,12,12.0,12,1
Jamie Caleb,3,11,3.67,4,0
Bobby Layne,8,11,1.38,9,0
Lee Grosscup,2,10,5.0,10,0
Preston Carpenter,7,9,1.29,13,0
King Hill,2,9,4.5,7,0
Billy Howton,1,9,9.0,9,0
Jerry Reichow,3,9,3.0,21,0
Pete Retzlaff,1,8,8.0,8,0
Phil King,4,7,1.75,4,0
Buddy Dial,3,6,2.0,15,0
Steve Meilinger,1,6,6.0,6,0
Terry Nofsinger,6,6,1.0,3,0
Del Shofner,1,6,6.0,6,0
J.D. Smith,3,6,2.0,5,0
Ken Webb,7,6,0.86,3,1
Bill Anderson,3,5,1.67,13,0
Lew Carpenter,1,5,5.0,5,0
Preston Powell,1,5,5.0,5,0
Rudy Bukich,14,4,0.29,12,2
Jerry Hill,1,4,4.0,4,0
Rich Kreitling,0,4,0.0,4,0
Mike McCormack,0,4,0.0,4,0
Lew Luce,3,1,0.33,3,0
Lamar McHan,4,1,0.25,7,0
Mike Sommer,11,1,0.09,9,0
George Izo,3,4,0
John Adams,14,10,1
Ray Norton,2,2,0
Charley Johnson,1,0
John Roach,2,1,1
Bob Coronado,1,0
Terry Barr,6,9,0
Len Dawson,1,0
Aaron Thomas,1,0
Milt Plum,24,14,1
Mike Mercer,1,0
