Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Jim Brown,280,1446,5.16,71,7
Jim Taylor,235,1169,4.97,84,12
John Henry Johnson,235,1048,4.46,45,7
Bill Brown,226,866,3.83,48,7
Don Perkins,174,768,4.41,59,6
Charley Taylor,199,755,3.79,50,5
Earl Gros,154,748,4.86,59,2
Tommy Mason,169,691,4.09,51,4
Lenny Moore,157,584,3.72,32,16
John David Crow,163,554,3.4,57,7
Ben Wilson,159,553,3.48,27,5
Nick Pietrosante,147,536,3.65,21,4
Tony Lorick,100,513,5.13,60,4
Clarence Peaks,118,503,4.26,70,2
Ernie Green,109,491,4.5,37,6
Dan Lewis,122,463,3.8,28,1
Les Josephson,96,451,4.7,75,3
Paul Hornung,103,415,4.03,40,5
Joe Childress,102,413,4.05,17,0
Ollie Matson,96,404,4.21,63,4
Ernie Wheelwright,100,402,4.02,26,0
Amos Marsh,100,401,4.01,28,2
Jon Arnett,119,400,3.36,21,1
Jerry Hill,88,384,4.36,50,5
Tom Moore,102,371,3.64,35,2
Timmy Brown,90,356,3.96,36,5
Dick Bass,72,342,4.75,59,2
Fran Tarkenton,50,330,6.6,31,2
Ronnie Bull,86,320,3.72,50,1
Willis Crenshaw,60,297,4.95,49,1
Jim Stiger,68,280,4.12,64,1
Dave Kopay,75,271,3.61,18,0
Dick Hoak,84,258,3.07,17,2
Mike Lind,100,256,2.56,21,7
Bill Thornton,39,236,6.05,62,1
Tom Watkins,80,218,2.73,15,1
Frank Ryan,37,217,5.86,19,1
Tom Matte,42,215,5.12,80,1
Steve Thurlow,64,210,3.28,13,0
Alex Webster,76,210,2.76,14,3
Prentice Gautt,59,191,3.24,30,1
Dick James,55,189,3.44,18,3
Tom Woodeshick,37,180,4.86,13,2
George Mira,18,177,9.83,37,0
J.W. Lockett,63,175,2.78,13,1
Bart Starr,24,165,6.88,28,3
Don Lisbon,55,162,2.95,14,0
Johnny Unitas,37,162,4.38,20,2
Gary Wood,39,158,4.05,14,3
Bill Munson,19,150,7.89,33,0
Joe Morrison,45,138,3.07,15,1
John Brodie,27,135,5.0,38,2
Jack Concannon,16,134,8.38,29,1
Tom Michel,39,129,3.31,14,0
Joe Don Looney,23,127,5.52,58,1
Elijah Pitts,27,127,4.7,27,1
Rick Casares,35,123,3.51,28,0
Gary Lewis,43,115,2.67,17,1
Billy Kilmer,36,113,3.14,14,0
Ed Brown,26,110,4.23,22,2
Perry Lee Dunn,26,103,3.96,14,1
Clarence Childs,40,102,2.55,19,0
Pervis Atkins,25,98,3.92,17,1
Joe Marconi,46,98,2.13,8,2
Billy Wade,24,96,4.0,31,1
Charley Johnson,31,93,3.0,19,2
Charlie Bivins,29,92,3.17,17,0
Terry Baker,24,82,3.42,18,0
Don Meredith,32,81,2.53,17,4
Phil King,26,71,2.73,12,1
Earl Morrall,10,70,7.0,25,0
Tom Tracy,24,67,2.79,16,1
Bill McWatters,14,60,4.29,16,1
Norm Snead,16,59,3.69,19,2
Sonny Jurgensen,27,57,2.11,24,3
J.D. Smith,13,55,4.23,16,0
Rudy Johnson,16,48,3.0,24,1
Hugh McElhenny,22,48,2.18,14,0
Don Bosseler,22,46,2.09,9,0
Frank Clarke,10,46,4.6,21,0
Gary Ballman,11,43,3.91,11,0
Izzy Lang,12,37,3.08,20,0
Carver Shannon,17,35,2.06,8,0
Bobby Mitchell,2,33,16.5,19,0
Terry Barr,2,31,15.5,19,0
Ted Dean,5,30,6.0,9,0
Rudy Bukich,12,28,2.33,12,0
Milt Plum,12,28,2.33,18,1
King Hill,8,27,3.38,14,0
Bobby Boyd,1,25,25.0,25,0
Jerry Norton,1,24,24.0,24,0
Grady Alderman,0,22,0.0,16,0
Darrell Lester,4,18,4.5,7,0
Bobby Walden,1,18,18.0,18,0
Bill Nelsen,3,17,5.67,13,0
Theron Sapp,4,15,3.75,5,0
Dave Whitsell,1,14,14.0,14,0
Leroy Kelly,6,12,2.0,5,0
Paul Martha,4,12,3.0,10,0
Bill Butler,5,11,2.2,6,0
Yale Lary,2,11,5.5,9,0
Bucky Pope,2,11,5.5,17,0
Nick Ryder,11,11,1.0,7,0
John Powers,2,10,5.0,9,0
Ron Vander Kelen,1,10,10.0,10,0
Lee Folkins,1,9,9.0,9,0
John Roach,8,9,1.13,11,0
Ed Holler,1,8,8.0,8,0
Dick Shiner,2,8,4.0,5,0
Preston Carpenter,1,7,7.0,7,0
Clendon Thomas,2,7,3.5,4,0
Tommy Crutcher,1,5,5.0,5,0
Roman Gabriel,11,5,0.45,6,1
Charlie Scales,2,5,2.5,3,0
Dick Compton,3,2,0.67,4,0
Frank Gifford,1,2,2.0,2,1
Gordon Smith,1,2,2.0,2,0
Zeke Bratkowski,2,0,0.0,0,0
John Mackey,1,0
Gary Cuozzo,7,10,0
Bobby Joe Green,2,7,0
Andy Livingston,2,1,0
Gail Cogdill,1,0
Tom Hall,4,5,0
Billy Lothridge,2,2,1
Y.A. Tittle,15,7,1
Jim Ninowski,1,0
Pat Richter,1,0
Larry Wilson,2,4,0
Ron Goodwin,1,0
