Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Marion Motley,140,810,5.79,69,3
Frank Ziegler,172,733,4.26,52,1
Joe Geri,188,705,3.75,47,2
Eddie Price,126,703,5.58,74,4
Joe Perry,124,647,5.22,78,5
Zollie Toth,131,636,4.85,51,5
Steve Van Buren,188,629,3.35,41,4
Johnny Strzykalski,136,612,4.5,38,2
George Gulyanics,146,571,3.91,31,2
Rob Goode,136,560,4.12,80,5
Gene Roberts,116,483,4.16,62,4
Billy Grimes,84,480,5.71,73,5
Bob Hoernschemeyer,84,471,5.61,96,1
Pat Harder,99,454,4.59,22,1
Charlie Trippi,99,426,4.3,22,3
Fran Rogel,92,418,4.54,40,3
Glenn Davis,88,416,4.73,55,3
George Taliaferro,88,411,4.67,44,4
Johnny Lujack,63,397,6.3,40,11
Breezy Reid,87,394,4.53,57,1
Julie Rykovich,122,394,3.23,18,7
Doak Walker,83,386,4.65,30,5
Dub Jones,83,384,4.63,61,6
Dick Hoerner,95,381,4.01,64,10
Elmer Angsman,102,362,3.55,21,1
Sherman Howard,71,362,5.1,60,3
Chet Mutryn,108,355,3.29,34,2
Bill Dudley,66,339,5.14,27,1
Buddy Young,76,334,4.39,20,1
Chuck Hunsinger,61,326,5.34,45,2
Joe Scott,72,322,4.47,48,2
Toy Ledbetter,67,320,4.78,23,1
Charlie Justice,59,285,4.83,71,0
Larry Coutre,41,283,6.9,53,1
Frankie Albert,53,272,5.13,42,3
Randy Clay,74,254,3.43,56,2
Fred Morrison,66,252,3.82,25,1
Bobby Layne,56,250,4.46,30,4
Vitamin Smith,51,250,4.9,25,1
Tony Canadeo,93,247,2.66,15,4
Jim Spavital,58,246,4.24,96,2
Paul Barry,50,231,4.62,28,2
Rex Bumgardner,67,231,3.45,26,2
Ollie Cline,69,227,3.29,41,2
Lynn Chandnois,71,216,3.04,17,0
Jim Parmer,60,203,3.38,27,7
Don Phelps,39,198,5.08,33,2
Ken Carpenter,35,181,5.17,61,1
Forrest Griffith,45,162,3.6,39,2
Jack Myers,29,159,5.48,42,0
Tobin Rote,27,158,5.85,29,0
Chuck Drazenovich,35,155,4.43,28,1
John Hoffman,42,154,3.67,25,0
Jerry Nuzum,57,154,2.7,32,1
Harry Gilmer,22,145,6.59,20,1
Otto Graham,55,145,2.64,20,6
Jim Ostendarp,18,144,8.0,55,2
Al Campana,45,134,2.98,23,1
Travis Tidwell,29,133,4.59,54,2
