Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Rick Casares,234,1126,4.81,68,12
Ollie Matson,192,924,4.81,79,5
Hugh McElhenny,185,916,4.95,86,8
Alan Ameche,178,858,4.82,43,8
Frank Gifford,159,819,5.15,69,5
Preston Carpenter,188,756,4.02,30,0
Alex Webster,178,694,3.9,34,7
Lenny Moore,86,649,7.55,79,8
Johnny Olszewski,157,598,3.81,34,2
Leo Elter,145,544,3.75,48,2
Ron Waller,83,543,6.54,46,1
Joe Perry,115,520,4.52,39,3
Tank Younger,114,518,4.54,33,3
Mel Triplett,125,515,4.12,25,5
Gene Gedman,135,479,3.55,33,7
Fran Rogel,131,476,3.63,40,2
Tommy Wilson,64,470,7.34,46,0
Ken Keller,112,433,3.87,51,4
Ed Modzelewski,107,431,4.03,23,2
Howard Cassady,97,413,4.26,33,0
Tobin Rote,84,398,4.74,39,11
Don McIlhenny,87,372,4.28,30,3
Howie Ferguson,99,367,3.71,24,0
Leon Hart,76,348,4.58,46,5
Fred Morrison,83,340,4.1,41,1
Tommy Runnels,96,334,3.48,17,0
Don Schaefer,102,320,3.14,11,2
Perry Jeter,60,316,5.27,51,2
John Henry Johnson,80,301,3.76,54,2
Joe Marconi,75,298,3.97,23,7
Sid Watson,112,298,2.66,18,4
Dick James,58,280,4.83,41,1
Bobby Watkins,68,276,4.06,25,2
John Hoffman,56,272,4.86,39,2
Billy Vessels,44,215,4.89,31,2
Fred Cone,49,211,4.31,21,2
Joe Childress,43,203,4.72,30,0
Al Carmichael,32,199,6.22,35,0
Billy Wells,69,185,2.68,17,1
L.G. Dupre,49,182,3.71,21,2
Bobby Layne,46,169,3.67,20,5
Ed Brown,40,164,4.1,31,1
Dale Atkeson,63,163,2.59,12,1
Dick Bielski,52,162,3.12,15,1
Lamar McHan,58,161,2.78,17,5
Johnny Unitas,28,155,5.54,34,1
Ted Marchibroda,39,152,3.9,26,2
Hal Giancanelli,42,148,3.52,21,1
James Caroline,34,141,4.15,26,2
Lou Baldacci,31,140,4.52,29,0
Maurice Bassett,41,129,3.15,12,1
Joe Johnson,35,129,3.69,14,0
Ted Wegert,47,127,2.7,19,1
Lynn Chandnois,44,118,2.68,28,4
Sam Baker,25,117,4.68,32,0
Dave Mann,45,116,2.58,15,0
Al Dorow,30,105,3.5,30,0
Billy Wade,26,93,3.58,33,3
Charlie Shepard,30,91,3.03,14,0
Gene Filipski,13,85,6.54,35,1
Bill Bowman,20,84,4.2,13,1
Willie Berzinski,15,72,4.8,20,0
Royce Womble,20,72,3.6,12,0
Earl Girard,17,67,3.94,11,0
Y.A. Tittle,24,67,2.79,13,4
Harland Carl,29,66,2.28,12,1
Babe Parilli,18,65,3.61,19,0
George Shaw,20,63,3.15,19,0
Adrian Burk,17,61,3.59,11,0
Bobby Thomason,21,48,2.29,19,2
George Blanda,6,47,7.83,17,0
Jim Root,17,45,2.65,18,2
Jack Losch,19,43,2.26,8,0
Tommy O'Connell,24,40,1.67,11,2
Breezy Reid,14,39,2.79,11,0
Lowell Perry,2,37,18.5,23,0
Don Bingham,7,36,5.14,12,0
Bart Starr,5,35,7.0,14,0
Brad Myers,6,33,5.5,12,0
Tom Tracy,12,32,2.67,9,0
Billy Kinard,1,27,27.0,27,1
Henry Ford,12,26,2.17,16,2
Skeets Quinlan,12,25,2.08,9,0
Harlon Hill,2,24,12.0,12,0
Ray Renfro,4,24,6.0,10,0
Harry Gilmer,8,19,2.38,6,0
George Ratterman,10,19,1.9,11,1
Jack Scarbath,4,19,4.75,21,0
Dicky Moegle,7,18,2.57,12,0
Bob Smith,11,18,1.64,7,0
Charlie Conerly,11,11,1.0,8,0
Yale Lary,1,10,10.0,10,0
Earl Morrall,6,10,1.67,8,0
Dave Middleton,3,9,3.0,10,0
Rudy Bukich,1,8,8.0,8,0
Dorne Dibble,1,8,8.0,8,0
Don Chandler,1,7,7.0,7,0
Dick Young,5,7,1.4,3,0
Art Davis,5,6,1.2,9,0
Eddie LeBaron,11,6,0.55,9,0
Jerry Planutis,2,6,3.0,3,0
Kyle Rote,3,5,1.67,3,0
Frank Bernardi,14,4,0.29,7,0
Tom McCormick,2,4,2.0,2,0
Joe Scudero,2,3,1.5,2,0
Alex Burl,1,2,2.0,2,0
Carl Taseff,1,2,2.0,2,0
Jerry Reichow,1,1,1.0,1,0
Norm Van Brocklin,4,1,0.25,1,1
Bill Stits,3,0,0.0,6,0
Jimmy Patton,2,0,0
Bert Rechichar,1,0
Henry Moore,2,0,0
Jim Parmer,1,0
Frank Varrichione,0,0.0,0
Don Heinrich,5,2,0
Bob Boyd,1,0
Ray Mathews,3,2,0
