Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Steve Van Buren,143,832,5.82,69,15
Frank Akins,147,797,5.42,45,6
Bob Margarita,112,497,4.44,38,3
Fred Gehrke,74,467,6.31,72,7
Jim Gillette,63,390,6.19,52,1
Don Greenwood,101,376,3.72,35,4
Frank Seno,93,355,3.82,47,2
Leo Cantor,83,291,3.51,18,5
Buss Warren,96,285,2.97,75,2
Ted Fritsch,89,282,3.17,31,7
Don Perkins,46,273,5.93,49,2
Hugh Gallarneau,75,260,3.47,31,2
Bill Paschal,59,247,4.19,77,2
Johnny Lucente,82,242,2.95,18,1
Pug Manders,76,238,3.13,34,6
Gary Famiglietti,65,235,3.62,14,3
Bob Westfall,82,234,2.85,19,6
Roy McKay,71,231,3.25,41,2
Tommy Colella,46,224,4.87,30,2
Ward Cuff,48,214,4.46,25,0
Ernie Steele,20,212,10.6,46,1
Wilbur Moore,29,206,7.1,57,1
Bill Dudley,57,204,3.58,32,3
Lou Brock,46,196,4.26,28,3
John Martin,39,191,4.9,76,1
Merl Condit,36,173,4.81,41,3
Mel Bleeker,50,167,3.34,20,2
Johnny Grigas,64,160,2.5,45,2
Steve Bagarus,39,154,3.95,18,1
Jim Fordham,45,153,3.4,11,1
Ned Mathews,27,146,5.41,49,0
Chuck Fenenbock,72,143,1.99,37,1
Steve Filipowicz,53,142,2.68,13,1
George McAfee,16,139,8.69,38,3
Andy Farkas,31,137,4.42,27,0
Abe Karnofsky,41,134,3.27,19,2
Bus Mertes,24,111,4.63,52,0
Howie Livingston,40,109,2.73,13,3
Tipp Mooney,17,105,6.18,64,0
Bob Seymour,30,102,3.4,23,2
George Koch,12,101,8.42,32,0
Al Grygo,23,98,4.26,16,0
Bruce Smith,21,94,4.48,27,0
Ernie Bonelli,32,93,2.91,22,0
Dave Ryan,36,93,2.58,8,1
Irv Comp,57,92,1.61,18,1
Bob Davis,29,91,3.14,12,0
Bill deCorrevont,22,91,4.14,18,0
Bill Callihan,27,85,3.15,16,0
Sal Rosato,23,85,3.7,15,2
Ben Kish,9,82,9.11,22,0
Joe Laws,16,82,5.13,20,0
Ralph Ruthstrom,10,74,7.4,34,0
Cotton Price,24,71,2.96,14,0
Babe Dimancheff,30,69,2.3,15,0
Art Jones,16,64,4.0,20,0
Mike Micka,19,62,3.26,6,0
Johnny Butler,21,61,2.9,18,1
Don Hutson,8,60,7.5,18,1
Russ Lowther,15,54,3.6,17,0
Dick Todd,7,54,7.71,31,0
Jack Banta,15,49,3.27,22,1
Al Drulis,12,49,4.08,13,0
Russ Mosley,16,49,3.06,9,0
Gil Steinke,7,46,6.57,18,1
George Kiick,15,45,3.0,9,1
Pat West,19,45,2.37,9,0
George Franck,29,42,1.45,9,0
Edgar Jones,8,41,5.13,12,0
Jack Hinkle,11,40,3.64,14,0
Joe Sulaitis,10,37,3.7,10,0
Bob DeFruiter,7,36,5.14,17,0
Johnny Knolla,15,36,2.4,8,0
John Petrella,15,33,2.2,11,0
Jim Castiglia,13,29,2.23,6,0
Jack Doolan,10,26,2.6,10,0
Clyde Goodnight,8,26,3.25,12,0
Mike Klotovich,5,26,5.2,15,0
Ben Starret,5,26,5.2,13,0
Dick Erdlitz,6,24,4.0,16,0
Toimi Jarvi,9,24,2.67,11,0
Ray McLean,9,22,2.44,15,0
Frank Filchock,9,21,2.33,29,0
Dick Booth,4,20,5.0,9,0
Bob Brumley,5,18,3.6,4,0
Bob Waterfield,18,18,1.0,16,5
Paul Duhart,17,17,1.0,9,1
Harvey Jones,8,15,1.88,5,0
Art Van Tone,3,14,4.67,7,0
Paul Collins,10,13,1.3,6,0
Elmer Hackney,6,13,2.17,6,0
Ken Steinmetz,4,12,3.0,9,0
Tony Bova,6,11,1.83,5,0
Jack Itzel,4,11,2.75,5,0
Frank Martin,3,11,3.67,7,0
Walt Rankin,8,11,1.38,5,0
Ed Shedlosky,9,11,1.22,4,0
Bill Reynolds,7,10,1.43,4,0
Ken Snelling,3,10,3.33,8,0
Dick Weber,7,10,1.43,7,0
Frank Sachse,5,9,1.8,29,0
Jim Thomason,9,9,1.0,10,0
Walt Watt,6,9,1.5,4,0
Vito Ananis,3,8,2.67,5,0
Elmer Madarik,2,5,2.5,4,0
Al Nichols,10,5,0.5,9,0
Scott Gudmundson,23,4,0.17,20,0
Al Postus,2,4,2.0,12,0
Johnny Long,2,3,1.5,5,0
Sid Tinsley,5,3,0.6,4,0
Ivan Trebotich,3,3,1.0,4,0
Jim Worden,4,3,0.75,7,0
Walt Zirinsky,3,3,1.0,2,0
Bob Keene,2,2,1.0,2,0
John Petchel,2,2,1.0,15,0
John Rogalla,2,2,1.0,6,0
Chuck Sample,2,2,1.0,3,0
Jackie Hunt,1,1,1.0,1,0
Hugh McCullough,2,1,0.5,2,0
Leon Pense,6,1,0.17,1,0
Lee Presley,1,1,1.0,1,0
Cece Hare,3,0,0.0,0,0
Jack Jacobs,2,0,0.0,0,0
Frank Balasz,1,0
Joe Vodicka,3,3,0
Albie Reisz,12,16,0
Vince Oliver,11,15,0
Jim Gaffney,1,0
John Hovious,22,7,0
Allie Sherman,16,8,1
John Popovich,4,4,0
Roy Zimmerman,29,9,1
Tommy Thompson,8,7,0
Ed Stofko,13,6,0
John Naioti,1,0
Gene Ronzani,3,5,0
Arnie Herber,6,1,0
Paul Christman,30,9,1
Ace Parker,18,7,0
George Cafego,19,3,0
Marion Pugh,24,8,0
Sammy Baugh,19,34,0
Sid Luckman,36,22,0
